Year,Unit measure,Observation status,Country group,Product sector,Value
2007,Percentage (%),Undefined,Small island developing states,NAMA,2.9364316654447773
2007,Percentage (%),Undefined,Small island developing states,PAPS,7.570735142070166
2008,Percentage (%),Undefined,Developing countries,,3.715351398237383
2008,Percentage (%),Undefined,Developing countries,AGRI,6.764635810111466
2008,Percentage (%),Undefined,Developing countries,FISH,6.139057862872024
2008,Percentage (%),Undefined,Developing countries,NAMA,3.2617930270703974
2008,Percentage (%),Undefined,Developing countries,PAPS,10.442064093065682
2008,Percentage (%),Undefined,Least developed countries,,3.209634096400696
2008,Percentage (%),Undefined,Least developed countries,AGRI,1.9371609999851047
2008,Percentage (%),Undefined,Least developed countries,FISH,2.214285714285715
2008,Percentage (%),Undefined,Least developed countries,NAMA,3.560204955877963
2008,Percentage (%),Undefined,Least developed countries,PAPS,1.8370626748045664
2008,Percentage (%),Undefined,Small island developing states,,2.3247217009812395
2008,Percentage (%),Undefined,Small island developing states,AGRI,1.6802310408849588
2008,Percentage (%),Undefined,Small island developing states,FISH,0.7857142857142858
2008,Percentage (%),Undefined,Small island developing states,NAMA,2.420485783802938
2008,Percentage (%),Undefined,Small island developing states,PAPS,4.548720405894404
2009,Percentage (%),Undefined,Developing countries,,3.70756809585311
2009,Percentage (%),Undefined,Developing countries,AGRI,6.804666659591657
2009,Percentage (%),Undefined,Developing countries,FISH,6.034524244954563
2009,Percentage (%),Undefined,Developing countries,NAMA,3.2492708083981645
2009,Percentage (%),Undefined,Developing countries,PAPS,10.320497495931864
2009,Percentage (%),Undefined,Least developed countries,,3.1473495109654954
2009,Percentage (%),Undefined,Least developed countries,AGRI,1.504459464411026
2009,Percentage (%),Undefined,Least developed countries,FISH,2.642857142857143
2009,Percentage (%),Undefined,Least developed countries,NAMA,3.505690653064637
2009,Percentage (%),Undefined,Least developed countries,PAPS,2.4422216257335694
2009,Percentage (%),Undefined,Small island developing states,,2.2588539938846277
2009,Percentage (%),Undefined,Small island developing states,AGRI,1.59499425415544
2009,Percentage (%),Undefined,Small island developing states,FISH,0.7222222222222223
2009,Percentage (%),Undefined,Small island developing states,NAMA,2.438284293960688
2009,Percentage (%),Undefined,Small island developing states,PAPS,3.390224690482401
2010,Percentage (%),Undefined,Developing countries,,3.6395881736555022
2010,Percentage (%),Undefined,Developing countries,AGRI,6.35497392082142
2010,Percentage (%),Undefined,Developing countries,FISH,6.731677027453922
2010,Percentage (%),Undefined,Developing countries,NAMA,3.1887396248543047
2010,Percentage (%),Undefined,Developing countries,PAPS,10.428699124820422
2010,Percentage (%),Undefined,Least developed countries,,2.8471419123529693
2010,Percentage (%),Undefined,Least developed countries,AGRI,0.869524195288391
2010,Percentage (%),Undefined,Least developed countries,FISH,3.8
2010,Percentage (%),Undefined,Least developed countries,NAMA,3.220298803563157
2010,Percentage (%),Undefined,Least developed countries,PAPS,3.9197818589314335
2010,Percentage (%),Undefined,Small island developing states,,2.12006056898122
2010,Percentage (%),Undefined,Small island developing states,AGRI,1.1897908942557511
2010,Percentage (%),Undefined,Small island developing states,FISH,0.9285714285714286
2010,Percentage (%),Undefined,Small island developing states,NAMA,2.2553514695074948
2010,Percentage (%),Undefined,Small island developing states,PAPS,3.630711793774641
2011,Percentage (%),Undefined,Developing countries,,3.6110759722464048
2011,Percentage (%),Undefined,Developing countries,AGRI,5.939942468715064
2011,Percentage (%),Undefined,Developing countries,FISH,7.024677549706522
2011,Percentage (%),Undefined,Developing countries,NAMA,3.2156047249050856
2011,Percentage (%),Undefined,Developing countries,PAPS,10.268586113065457
2011,Percentage (%),Undefined,Least developed countries,,2.494199813542792
2011,Percentage (%),Undefined,Least developed countries,AGRI,1.3338975155056223
2011,Percentage (%),Undefined,Least developed countries,FISH,2.821428571428572
2011,Percentage (%),Undefined,Least developed countries,NAMA,2.766608716032373
2011,Percentage (%),Undefined,Least developed countries,PAPS,2.737444537334958
2011,Percentage (%),Undefined,Small island developing states,,2.02795716152972
2011,Percentage (%),Undefined,Small island developing states,AGRI,0.961209878896342
2011,Percentage (%),Undefined,Small island developing states,FISH,1.3823529411764706
2011,Percentage (%),Undefined,Small island developing states,NAMA,2.277598202192366
2011,Percentage (%),Undefined,Small island developing states,PAPS,3.3539708251395526
2012,Percentage (%),Undefined,Developing countries,,3.7534369783302974
2012,Percentage (%),Undefined,Developing countries,AGRI,6.444526096997007
2012,Percentage (%),Undefined,Developing countries,FISH,7.45828841674313
2012,Percentage (%),Undefined,Developing countries,NAMA,3.2302297291672604
2012,Percentage (%),Undefined,Developing countries,PAPS,9.80889604849544
2012,Percentage (%),Undefined,Least developed countries,,2.3713365584211448
2012,Percentage (%),Undefined,Least developed countries,AGRI,0.8365503959731719
2012,Percentage (%),Undefined,Least developed countries,FISH,2.942622950819672
2012,Percentage (%),Undefined,Least developed countries,NAMA,2.6684189021550546
2012,Percentage (%),Undefined,Least developed countries,PAPS,1.0870534759937358
2012,Percentage (%),Undefined,Small island developing states,,2.955094219716691
2012,Percentage (%),Undefined,Small island developing states,AGRI,3.639711841237496
2012,Percentage (%),Undefined,Small island developing states,FISH,2.6463414634146343
2012,Percentage (%),Undefined,Small island developing states,NAMA,2.8370679403526387
2012,Percentage (%),Undefined,Small island developing states,PAPS,2.905581533098703
2013,Percentage (%),Undefined,Developing countries,,3.800727239478173
2013,Percentage (%),Undefined,Developing countries,AGRI,6.534139569613068
2013,Percentage (%),Undefined,Developing countries,FISH,7.508472780641099
2013,Percentage (%),Undefined,Developing countries,NAMA,3.240116257844224
2013,Percentage (%),Undefined,Developing countries,PAPS,10.02755785779447
2013,Percentage (%),Undefined,Least developed countries,,2.397290639236744
2013,Percentage (%),Undefined,Least developed countries,AGRI,1.3336745319676728
2013,Percentage (%),Undefined,Least developed countries,FISH,3.256578947368422
2013,Percentage (%),Undefined,Least developed countries,NAMA,2.5772940252411214
2013,Percentage (%),Undefined,Least developed countries,PAPS,2.1107142857142858
2013,Percentage (%),Undefined,Small island developing states,,3.080772631064409
2013,Percentage (%),Undefined,Small island developing states,AGRI,4.221910398044329
2013,Percentage (%),Undefined,Small island developing states,FISH,3.35
2013,Percentage (%),Undefined,Small island developing states,NAMA,2.7956354697682726
2013,Percentage (%),Undefined,Small island developing states,PAPS,3.339379394263447
2014,Percentage (%),Undefined,Developing countries,,3.749555239610986
2014,Percentage (%),Undefined,Developing countries,AGRI,6.33453266796941
2014,Percentage (%),Undefined,Developing countries,FISH,7.747309864751246
2014,Percentage (%),Undefined,Developing countries,NAMA,3.21240384913054
2014,Percentage (%),Undefined,Developing countries,PAPS,9.756824937375706
2014,Percentage (%),Undefined,Least developed countries,,2.3042623478266004
2014,Percentage (%),Undefined,Least developed countries,AGRI,1.66119047848512
2014,Percentage (%),Undefined,Least developed countries,FISH,0.8106060606060604
2014,Percentage (%),Undefined,Least developed countries,NAMA,2.507813010787834
2014,Percentage (%),Undefined,Least developed countries,PAPS,1.2022395369159358
2014,Percentage (%),Undefined,Small island developing states,,3.086364390890779
2014,Percentage (%),Undefined,Small island developing states,AGRI,3.228618617462933
2014,Percentage (%),Undefined,Small island developing states,FISH,6.217948717948719
2014,Percentage (%),Undefined,Small island developing states,NAMA,2.80725186488614
2014,Percentage (%),Undefined,Small island developing states,PAPS,3.9087534963001054
2015,Percentage (%),Undefined,Developing countries,,3.698691001652129
2015,Percentage (%),Undefined,Developing countries,AGRI,5.974668442759944
2015,Percentage (%),Undefined,Developing countries,FISH,8.38541497622986
2015,Percentage (%),Undefined,Developing countries,NAMA,3.211491843931432
2015,Percentage (%),Undefined,Developing countries,PAPS,9.325031381619192
2015,Percentage (%),Undefined,Least developed countries,,2.4131544583170896
2015,Percentage (%),Undefined,Least developed countries,AGRI,1.246678605546339
2015,Percentage (%),Undefined,Least developed countries,FISH,0.8166666666666668
2015,Percentage (%),Undefined,Least developed countries,NAMA,2.6186726998491774
2015,Percentage (%),Undefined,Least developed countries,PAPS,2.963349779627452
2015,Percentage (%),Undefined,Small island developing states,,3.014392807122028
2015,Percentage (%),Undefined,Small island developing states,AGRI,1.9604109270215555
2015,Percentage (%),Undefined,Small island developing states,FISH,8.65909090909091
2015,Percentage (%),Undefined,Small island developing states,NAMA,2.9389734171605486
2015,Percentage (%),Undefined,Small island developing states,PAPS,3.585509444198397
2016,Percentage (%),Undefined,Developing countries,,3.637301642197694
2016,Percentage (%),Undefined,Developing countries,AGRI,6.0808359589822185
2016,Percentage (%),Undefined,Developing countries,FISH,7.731760452930499
2016,Percentage (%),Undefined,Developing countries,NAMA,3.1324040489379668
2016,Percentage (%),Undefined,Developing countries,PAPS,9.383264026783436
2016,Percentage (%),Undefined,Least developed countries,,2.4510411656310778
2016,Percentage (%),Undefined,Least developed countries,AGRI,0.8683465642800312
2016,Percentage (%),Undefined,Least developed countries,FISH,1.3515624999999996
2016,Percentage (%),Undefined,Least developed countries,NAMA,2.686086431616799
2016,Percentage (%),Undefined,Least developed countries,PAPS,2.946693694860707
2016,Percentage (%),Undefined,Small island developing states,,2.991178794662221
2016,Percentage (%),Undefined,Small island developing states,AGRI,2.0599967578140346
2016,Percentage (%),Undefined,Small island developing states,FISH,7.838709677419356
2016,Percentage (%),Undefined,Small island developing states,NAMA,3.1314786693397934
2016,Percentage (%),Undefined,Small island developing states,PAPS,2.6073258433280166
2017,Percentage (%),Undefined,Developing countries,,3.6285841324135424
2017,Percentage (%),Undefined,Developing countries,AGRI,6.132644862632056
2017,Percentage (%),Undefined,Developing countries,FISH,7.508838829871922
2017,Percentage (%),Undefined,Developing countries,NAMA,3.0660392231610856
2017,Percentage (%),Undefined,Developing countries,PAPS,9.312887701840344
2017,Percentage (%),Undefined,Least developed countries,,2.700418977720417
2017,Percentage (%),Undefined,Least developed countries,AGRI,1.4332595387967286
2017,Percentage (%),Undefined,Least developed countries,FISH,1.6008227569099147
2017,Percentage (%),Undefined,Least developed countries,NAMA,2.9105997559032293
2017,Percentage (%),Undefined,Least developed countries,PAPS,2.421365307399671
2017,Percentage (%),Undefined,Small island developing states,,2.939881175289784
2017,Percentage (%),Undefined,Small island developing states,AGRI,1.169374011129932
2017,Percentage (%),Undefined,Small island developing states,FISH,7.567567567567568
2017,Percentage (%),Undefined,Small island developing states,NAMA,3.0863695636833897
2017,Percentage (%),Undefined,Small island developing states,PAPS,3.4517206203250725
2018,Percentage (%),Undefined,Developing countries,,3.5436111243155834
2018,Percentage (%),Undefined,Developing countries,AGRI,5.904715793043816
2018,Percentage (%),Undefined,Developing countries,FISH,7.099366134376918
2018,Percentage (%),Undefined,Developing countries,NAMA,3.014810803320777
2018,Percentage (%),Undefined,Developing countries,PAPS,8.814688861168916
2018,Percentage (%),Undefined,Least developed countries,,2.660347404861206
2018,Percentage (%),Undefined,Least developed countries,AGRI,0.9098564593967136
2018,Percentage (%),Undefined,Least developed countries,FISH,0.375
2018,Percentage (%),Undefined,Least developed countries,NAMA,2.9612802902685527
2018,Percentage (%),Undefined,Least developed countries,PAPS,2.472480313390377
2018,Percentage (%),Undefined,Small island developing states,,2.701376028867728
2018,Percentage (%),Undefined,Small island developing states,AGRI,0.8412684678132988
2018,Percentage (%),Undefined,Small island developing states,FISH,4.982758620689656
2018,Percentage (%),Undefined,Small island developing states,NAMA,3.0895994539365
2018,Percentage (%),Undefined,Small island developing states,PAPS,2.4068060769486683
2019,Percentage (%),Undefined,Developing countries,,3.488285277038337
2019,Percentage (%),Undefined,Developing countries,AGRI,5.809974532288345
2019,Percentage (%),Undefined,Developing countries,FISH,6.416483551942507
2019,Percentage (%),Undefined,Developing countries,NAMA,2.974238559784913
2019,Percentage (%),Undefined,Developing countries,PAPS,8.872190909785262
2019,Percentage (%),Undefined,Least developed countries,,2.649463440487738
2019,Percentage (%),Undefined,Least developed countries,AGRI,1.373216632184943
2019,Percentage (%),Undefined,Least developed countries,FISH,1.535211267605634
2019,Percentage (%),Undefined,Least developed countries,NAMA,2.868628221122081
2019,Percentage (%),Undefined,Least developed countries,PAPS,2.5167472556621795
2019,Percentage (%),Undefined,Small island developing states,,2.654737645134256
2019,Percentage (%),Undefined,Small island developing states,AGRI,1.3035004403181312
2019,Percentage (%),Undefined,Small island developing states,FISH,5.282051282051281
2019,Percentage (%),Undefined,Small island developing states,NAMA,2.915787567465153
2019,Percentage (%),Undefined,Small island developing states,PAPS,2.318252602105154
