Year,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2012,Male,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,13.8833
2012,Male,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.8557
2012,Male,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.5122
2012,Male,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,26.3624
2012,Male,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,23.1037
2012,Male,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,23.859
2012,Male,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.2123
2012,Male,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,11.3284
2012,Male,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.1094
2012,Male,18 to 24,,,,,,Undefined,Units,Percentage (%),,27.06
2012,Male,25 to 34,,,,,,Undefined,Units,Percentage (%),,28.8496
2012,Male,35 to 44,,,,,,Undefined,Units,Percentage (%),,25.8365
2012,Male,45 to 54,,,,,,Undefined,Units,Percentage (%),,22.6997
2012,Male,55 to 64,,,,,,Undefined,Units,Percentage (%),,19.2792
2012,Male,65 and over,,,,,,Undefined,Units,Percentage (%),,10.8074
2012,Male,,,,,,,Undefined,Units,Percentage (%),,21.9288
2012,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,23.0364
2012,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,20.7035
2012,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,19.0271
2012,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,18.6652
2012,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,16.4333
2012,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.9851
2012,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,17.0052
2012,Female,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.811
2012,Female,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,27.2482
2012,Female,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.7371
2012,Female,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.6102
2012,Female,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,17.7195
2012,Female,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.5076
2012,Female,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,19.9863
2012,Female,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.4581
2012,Female,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,22.8935
2012,Female,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.6519
2012,Female,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.4191
2012,Female,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,19.782
2012,Female,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,12.417
2012,Female,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,19.7193
2012,Female,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,16.1302
2012,Female,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.9329
2012,Female,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,16.675
2012,Female,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.0289
2012,Female,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.5491
2012,Female,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,13.1156
2012,Female,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,17.3047
2012,Female,18 to 24,,,,,,Undefined,Units,Percentage (%),,22.8369
2012,Female,25 to 34,,,,,,Undefined,Units,Percentage (%),,21.1782
2012,Female,35 to 44,,,,,,Undefined,Units,Percentage (%),,19.3042
2012,Female,45 to 54,,,,,,Undefined,Units,Percentage (%),,19.3561
2012,Female,55 to 64,,,,,,Undefined,Units,Percentage (%),,16.8656
2012,Female,65 and over,,,,,,Undefined,Units,Percentage (%),,9.4754
2012,Female,,,,,,,Undefined,Units,Percentage (%),,17.4005
2013,,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,23.5805
2013,,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,24.1592
2013,,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,20.6911
2013,,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,19.9158
2013,,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,16.5718
2013,,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,9.3375
2013,,,England,,,,,Undefined,Units,Percentage (%),E92000001,18.3925
2013,,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,24.2536
2013,,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,28.1581
2013,,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,24.5471
2013,,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.6793
2013,,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,17.8784
2013,,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.4437
2013,,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,20.1994
2013,,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.9218
2013,,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,27.3776
2013,,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.4597
2013,,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.5141
2013,,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,20.0911
2013,,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,12.9567
2013,,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.5073
2013,,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,17.5596
2013,,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,23.3052
2013,,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.0168
2013,,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.2589
2013,,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.1492
2013,,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,11.9034
2013,,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.5465
2013,,18 to 24,,,,,,Undefined,Units,Percentage (%),,23.4659999999999
2013,,25 to 34,,,,,,Undefined,Units,Percentage (%),,24.574
2013,,35 to 44,,,,,,Undefined,Units,Percentage (%),,21.1525
2013,,45 to 54,,,,,,Undefined,Units,Percentage (%),,20.3056
2013,,55 to 64,,,,,,Undefined,Units,Percentage (%),,17.0583
2013,,65 and over,,,,,,Undefined,Units,Percentage (%),,9.7692
2013,,,,,,,,Undefined,Units,Percentage (%),,18.7534
2013,Male,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,25.8739
2013,Male,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,28.0116
2013,Male,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,23.7946
2013,Male,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,21.4777
2013,Male,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,17.9393
2013,Male,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,10.0683
2013,Male,,England,,,,,Undefined,Units,Percentage (%),E92000001,20.6809999999999
2013,Male,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.4119
2013,Male,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,30.3179
2013,Male,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,28.088
2013,Male,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,22.0649
2013,Male,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,18.4598
2013,Male,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.4325
2013,Male,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.5899
2013,Male,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.2558
2013,Male,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,31.5366
2013,Male,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,26.8506
2013,Male,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,24.8482
2013,Male,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.5452
2013,Male,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,14.2865
2013,Male,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.8202
2013,Male,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.6788
2013,Male,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,28.8338
2013,Male,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,22.1304
2013,Male,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,19.9339
2013,Male,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,21.6513
2013,Male,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,11.6082
2013,Male,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,20.4323
2013,Male,18 to 24,,,,,,Undefined,Units,Percentage (%),,25.6691
2013,Male,25 to 34,,,,,,Undefined,Units,Percentage (%),,28.4208
2013,Male,35 to 44,,,,,,Undefined,Units,Percentage (%),,24.1822
2013,Male,45 to 54,,,,,,Undefined,Units,Percentage (%),,21.7593
2013,Male,55 to 64,,,,,,Undefined,Units,Percentage (%),,18.3936
2013,Male,65 and over,,,,,,Undefined,Units,Percentage (%),,10.4722
2013,Male,,,,,,,Undefined,Units,Percentage (%),,20.9838
2013,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,21.2408
2013,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,20.3718
2013,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,17.6507
2013,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,18.3973
2013,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,15.2502
2013,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.7253
2013,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,16.2217
2013,Female,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.0253
2013,Female,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,25.9715
2013,Female,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.1398
2013,Female,45 to 54,Wales,,,,,Undefined,Units,Percentage (%),W92000004,21.3085
2013,Female,55 to 64,Wales,,,,,Undefined,Units,Percentage (%),W92000004,17.3218
2013,Female,65 and over,Wales,,,,,Undefined,Units,Percentage (%),W92000004,10.4533
2013,Female,,Wales,,,,,Undefined,Units,Percentage (%),W92000004,18.8737
2013,Female,18 to 24,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,21.5661
2013,Female,25 to 34,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,23.4008
2013,Female,35 to 44,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,22.2257
2013,Female,45 to 54,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,22.2568
2013,Female,55 to 64,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,18.7192
2013,Female,65 and over,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,11.9237
2013,Female,,Scotland,,,,,Undefined,Units,Percentage (%),S92000003,19.3972
2013,Female,18 to 24,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,16.4236
2013,Female,25 to 34,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.0545
2013,Female,35 to 44,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,17.9816
2013,Female,45 to 54,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.5952
2013,Female,55 to 64,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,18.6472
2013,Female,65 and over,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,12.1418
2013,Female,,Northern Ireland,,,,,Undefined,Units,Percentage (%),N92000002,16.7689
2013,Female,18 to 24,,,,,,Undefined,Units,Percentage (%),,21.2163
2013,Female,25 to 34,,,,,,Undefined,Units,Percentage (%),,20.7993
2013,Female,35 to 44,,,,,,Undefined,Units,Percentage (%),,18.1997
2013,Female,45 to 54,,,,,,Undefined,Units,Percentage (%),,18.8965
2013,Female,55 to 64,,,,,,Undefined,Units,Percentage (%),,15.7701
2013,Female,65 and over,,,,,,Undefined,Units,Percentage (%),,9.1839
2013,Female,,,,,,,Undefined,Units,Percentage (%),,16.6446
2014,,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,23.8789
2014,,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,23.6436
2014,,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,19.66
2014,,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,19.2371
2014,,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,16.2373
2014,,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.9126
2014,,,England,,,,,Undefined,Units,Percentage (%),E92000001,17.8498
2014,,18 to 24,Wales,,,,,Undefined,Units,Percentage (%),W92000004,22.978
2014,,25 to 34,Wales,,,,,Undefined,Units,Percentage (%),W92000004,27.1157
2014,,35 to 44,Wales,,,,,Undefined,Units,Percentage (%),W92000004,23.0892
