Year,Units,Material category,Observation status,Unit multiplier,Unit measure,Value
2011,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,192.7138
2012,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,194.1838
2013,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,183.2887
2014,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,170.6589
2015,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,160.871
2016,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,149.0349
2017,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,145.5661
2018,Domestic material consumption (Million metric tonnes),Fossil fuels,Undefined,Units,Million metric tonnes,144.489
2000,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,16.9655
2001,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,20.3047
2002,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,18.8867
2003,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,17.4026
2004,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,19.2925
2005,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,17.2714
2006,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,18.0785
2007,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,20.5299
2008,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,15.4372
2009,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,6.2542
2010,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,9.4378
2011,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,8.9774
2012,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,9.8523
2013,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,12.6564
2014,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,14.8838
2015,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,13.634
2016,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,12.1942
2017,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,11.5622
2018,Domestic material consumption (Million metric tonnes),Metal ores,Undefined,Units,Million metric tonnes,11.2524
2000,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,298.0389
2001,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,303.8595
2002,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,289.7323
2003,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,283.8125
2004,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,295.0795
2005,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,284.7195
2006,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,284.1623
2007,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,289.5371
2008,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,256.2828
2009,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,205.8792
2010,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,203.1572
2011,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,200.9767
2012,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,186.8586
2013,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,198.9032
2014,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,213.5014
2015,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,209.5642
2016,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,219.9657
2017,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,221.1788
2018,Domestic material consumption (Million metric tonnes),Non-metallic minerals,Undefined,Units,Million metric tonnes,226.4037
2000,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,738.8485
2001,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,743.2789
2002,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,721.972
2003,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,723.0251
2004,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,751.9634
2005,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,732.6655
2006,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,724.2632
2007,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,718.9227
2008,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,674.9295
2009,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,591.6201
2010,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,575.3487
2011,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,575.5522
2012,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,557.4719
2013,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,572.7743
2014,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,588.3881
2015,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,566.5515
2016,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,558.3661
2017,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,569.638
2018,Domestic material consumption (Million metric tonnes),,Undefined,Units,Million metric tonnes,565.6744
2000,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.976305104
2001,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.856998533
2002,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.952419796
2003,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.861216478
2004,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.900064126
2005,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.852854727
2006,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.756141039
2007,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.6411129
2008,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.736403725
2009,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.627689093
2010,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.558470233
2011,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.607417586
2012,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.498719489
2013,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.648349863
2014,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.802928853
2015,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.684629223
2016,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.565943539
2017,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.765882293
2018,Domestic material consumption per capita (Tonnes),Biomass,Undefined,Units,DMC per capita (Tonnes),2.629217339
2000,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.085575373
2001,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.097723588
2002,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.899702854
2003,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.096783619
2004,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.239520547
2005,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.151945013
2006,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),4.039325189
2007,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.904109773
2008,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.660530451
2009,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.352567791
2010,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.080657678
2011,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.045166445
2012,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),3.048170608
2013,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.859165901
2014,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.641911469
2015,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.47075589
2016,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.270210477
2017,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.204203441
2018,Domestic material consumption per capita (Tonnes),Fossil fuels,Undefined,Units,DMC per capita (Tonnes),2.174874747
2000,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.288107041
2001,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.343489495
2002,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.318141744
2003,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.29181043
2004,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.321807888
2005,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.285887493
2006,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.297211926
2007,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.334804463
2008,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.249696832
2009,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.100452155
2010,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.150380526
2011,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.141856355
2012,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.154654978
2013,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.197430323
2014,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.230410966
2015,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.209399368
2016,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.185751127
2017,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.175078133
2018,Domestic material consumption per capita (Tonnes),Metal ores,Undefined,Units,DMC per capita (Tonnes),0.169373174
2000,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),5.061277619
2001,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),5.140314614
2002,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.880468221
2003,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.759027257
2004,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.922063526
2005,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.712863113
2006,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.671649994
2007,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.72181128
2008,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),4.145376313
2009,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.306739366
2010,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.237077135
2011,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.17573263
2012,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),2.933184397
2013,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.10274036
2014,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.30514141
2015,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.218616043
2016,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.350681195
2017,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.349152529
2018,Domestic material consumption per capita (Tonnes),Non-metallic minerals,Undefined,Units,DMC per capita (Tonnes),3.407869732
2000,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.5
2001,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.6
2002,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.2
2003,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.1
2004,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.5
2005,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),12.1
2006,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),11.9
2007,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),11.7
2008,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),10.9
2009,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),9.5
2010,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),9.2
2011,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),9.1
2012,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.8
2013,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.9
2014,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),9.1
2015,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.7
2016,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.5
2017,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.6
2018,Domestic material consumption per capita (Tonnes),,Undefined,Units,DMC per capita (Tonnes),8.5
2000,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),116.5771367
2001,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),109.0906155
2002,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),110.6440841
2003,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),104.2883712
2004,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),103.7962736
2005,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),99.72400194
2006,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),94.37167809
2007,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),89.00140192
2008,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),93.23360481
2009,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),94.16178211
2010,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),90.64884343
2011,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),91.7438701
2012,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),87.21271704
2013,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),91.06812105
2014,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),94.65383357
2015,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),89.27652815
2016,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),84.41546336
2017,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),89.83692974
2018,Domestic material consumption per GDP (Tonnes per £m),Biomass,Undefined,Units,Tonnes of DMC per GDP (£m),84.77263219
2000,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),160.0254888
2001,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),156.4660195
2002,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),146.1442072
2003,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),149.3235112
2004,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),151.7367946
2005,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),145.1348253
2006,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),138.3085594
2007,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),131.5624346
2008,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),124.7200646
2009,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),120.1374084
2010,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),109.1504024
2011,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),107.1463797
2012,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),106.3901898
2013,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),98.31739757
2014,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),89.21633821
2015,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),82.16423552
2016,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),74.68631576
2017,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),71.59338276
2018,Domestic material consumption per GDP (Tonnes per £m),Fossil fuels,Undefined,Units,Tonnes of DMC per GDP (£m),70.12347524
2000,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),11.28469451
2001,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),13.11568066
2002,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),11.92259376
2003,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),10.63618734
2004,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),11.51783481
2005,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),9.993444323
2006,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),10.17668827
2007,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),11.28239032
2008,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),8.507566163
2009,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),3.599647299
2010,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),5.328113877
2011,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),4.991318262
2012,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),5.397917164
2013,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),6.788985412
2014,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),7.780890036
2015,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),6.963512299
2016,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),6.110916783
2017,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),5.686605674
2018,Domestic material consumption per GDP (Tonnes per £m),Metal ores,Undefined,Units,Tonnes of DMC per GDP (£m),5.461020513
2000,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),198.2421937
2001,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),196.2759443
2002,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),182.8991042
2003,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),173.4616045
2004,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),176.1657088
2005,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),164.7422022
2006,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),159.9596839
2007,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),159.1177051
2008,Domestic material consumption per GDP (Tonnes per £m),Non-metallic minerals,Undefined,Units,Tonnes of DMC per GDP (£m),141.2395303
