Year,Age,Sex,Disability status,Ethnicity,Ethnic group,Employment status,Region,Local Authority,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2013,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,80.4
2013,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,87.9
2013,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,80.3
2013,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,73.8
2013,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,82.2
2013,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,77.4
2013,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,83.5
2013,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,78.8
2013,,,,,,,West Midlands,Dudley and Sandwell,Percentage (%),Undefined,Units,,78.3
2013,,,,,,,West Midlands,Walsall and Wolverhampton,Percentage (%),Undefined,Units,,75.2
2013,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,84.3
2013,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,76.4
2013,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,84.2
2013,,,,,,,East of England,Norfolk,Percentage (%),Undefined,Units,,78.3
2013,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,82.6
2013,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,91.3
2013,,,,,,,East of England,Bedfordshire CC,Percentage (%),Undefined,Units,,85.9
2013,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,88.1
2013,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,82.1
2013,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,87.7
2013,,,,,,,East of England,Essex CC,Percentage (%),Undefined,Units,,85.5
2013,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,87.8
2013,,,,,,,London,Inner London - West,Percentage (%),Undefined,Units,,89.7
2013,,,,,,,London,Inner London - East,Percentage (%),Undefined,Units,,88.8
2013,,,,,,,London,Outer London - East and North East,Percentage (%),Undefined,Units,,86.1
2013,,,,,,,London,Outer London - South,Percentage (%),Undefined,Units,,88.0
2013,,,,,,,London,Outer London - West and North West,Percentage (%),Undefined,Units,,87.0
2013,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,86.6
2013,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,89.2
2013,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,89.0
2013,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,90.3
2013,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,87.0
2013,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,91.1
2013,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,80.3
2013,,,,,,,South East,Surrey,Percentage (%),Undefined,Units,,88.7
2013,,,,,,,South East,West Sussex,Percentage (%),Undefined,Units,,85.4
2013,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,83.2
2013,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,86.2
2013,,,,,,,South East,Hampshire CC,Percentage (%),Undefined,Units,,88.5
2013,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,85.9
2013,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,83.7
2013,,,,,,,South East,Kent CC,Percentage (%),Undefined,Units,,82.9
2013,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,83.7
2013,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,85.0
2013,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,86.1
2013,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,83.9
2013,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,89.5
2013,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,88.6
2013,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,79.2
2013,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,78.6
2013,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,82.0
2013,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,81.6
2013,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,83.5
2013,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,84.1
2013,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,83.9
2013,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,79.1
2013,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,68.8
2013,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,84.6
2013,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,78.8
2013,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,72.8
2013,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,74.3
2013,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,74.7
2013,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,78.8
2013,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,83.6
2013,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,85.4
2013,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,84.7
2013,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,80.3
2013,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,79.9
2013,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,82.6
2013,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,83.8
2013,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,80.5
2013,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,80.1
2013,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,83.1
2013,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,86.0
2013,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,83.8
2013,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,91.4
2013,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,87.6
2013,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,88.8
2013,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,84.1
2013,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,80.0
2013,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,82.4
2013,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,72.9
2013,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,86.3
2013,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,81.7
2013,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,77.5
2013,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,83.7
2013,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,86.5
2013,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,77.3
2014,,,,,,,,,Percentage (%),Undefined,Units,,85.0
2014,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,98.9
2014,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,98.3
2014,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,96.7
2014,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,92.3
2014,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,84.2
2014,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,65.5
2014,75 and over,,,,,,,,Percentage (%),Undefined,Units,,31.9
2014,,Male,,,,,,,Percentage (%),Undefined,Units,,87.1
2014,,Female,,,,,,,Percentage (%),Undefined,Units,,83.0
2014,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,64.9
2014,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,90.8
2014,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.7
2014,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.2
2014,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,94.0
2014,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,98.8
2014,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,89.9
2014,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,97.9
2014,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,80.9
2014,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,95.0
2014,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,72.3
2014,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,88.9
2014,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,55.4
2014,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,71.2
2014,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,25.8
2014,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,39.3
2014,,,,White,,,,,Percentage (%),Undefined,Units,,84.7
2014,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,95.2
2014,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,85.8
2014,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,79.2
2014,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,86.9
2014,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,90.8
2014,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,90.4
2014,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,87.7
2014,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,88.0
2014,,,,,,Employed,,,Percentage (%),Undefined,Units,,96.3
2014,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,93.7
2014,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,93.9
2014,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,86.0
2014,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,94.6
2014,,,,,,Student,,,Percentage (%),Undefined,Units,,99.5
2014,,,,,,Retired,,,Percentage (%),Undefined,Units,,51.8
2014,,,,,,Inactive,,,Percentage (%),Undefined,Units,,78.7
2014,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,81.3
2014,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,78.9
2014,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,85.5
2014,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,85.2
2014,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,78.9
2014,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,79.5
2014,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,83.4
2014,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,78.2
2014,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,83.7
2014,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,85.1
2014,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,84.6
2014,,,,,,,North West,Halton and Warrington,Percentage (%),Undefined,Units,,83.2
2014,,,,,,,North West,Cheshire CC,Percentage (%),Undefined,Units,,86.4
2014,,,,,,,North West,Greater Manchester South,Percentage (%),Undefined,Units,,85.3
2014,,,,,,,North West,Greater Manchester North,Percentage (%),Undefined,Units,,84.6
2014,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,78.6
2014,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,83.7
2014,,,,,,,North West,Lancashire CC,Percentage (%),Undefined,Units,,84.6
2014,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,83.8
2014,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,76.1
2014,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,79.4
2014,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,78.9
2014,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,83.6
2014,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,82.9
2014,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,84.9
2014,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,82.7
2014,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,86.8
2014,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,84.6
2014,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,82.2
2014,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,83.1
2014,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,82.2
2014,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,86.9
2014,,,,,,,Yorkshire and the Humber,"Calderdale, Kirklees and Wakefield",Percentage (%),Undefined,Units,,81.5
2014,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,82.9
2014,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,81.9
2014,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,83.9
2014,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,85.9
2014,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,74.4
2014,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,85.4
2014,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,85.7
2014,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,84.1
2014,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,82.1
2014,,,,,,,East Midlands,Northamptonshire,Percentage (%),Undefined,Units,,84.8
2014,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,80.2
2014,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,82.2
2014,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,84.8
2014,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,85.7
2014,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,83.1
2014,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,92.3
2014,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,88.4
2014,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,88.3
2014,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,81.2
2014,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,81.2
2014,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,83.0
2014,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,78.2
2014,,,,,,,West Midlands,Dudley and Sandwell,Percentage (%),Undefined,Units,,81.7
2014,,,,,,,West Midlands,Walsall and Wolverhampton,Percentage (%),Undefined,Units,,73.2
2014,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,87.0
2014,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,88.8
2014,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,91.7
2014,,,,,,,East of England,Norfolk,Percentage (%),Undefined,Units,,84.1
2014,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,82.4
2014,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,86.1
2014,,,,,,,East of England,Bedfordshire CC,Percentage (%),Undefined,Units,,87.7
2014,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,90.6
2014,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,90.7
2014,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,92.0
2014,,,,,,,East of England,Essex CC,Percentage (%),Undefined,Units,,84.9
2014,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,88.3
2014,,,,,,,London,Inner London - West,Percentage (%),Undefined,Units,,91.1
2014,,,,,,,London,Inner London - East,Percentage (%),Undefined,Units,,90.1
2014,,,,,,,London,Outer London - East and North East,Percentage (%),Undefined,Units,,84.4
2014,,,,,,,London,Outer London - South,Percentage (%),Undefined,Units,,89.9
2014,,,,,,,London,Outer London - West and North West,Percentage (%),Undefined,Units,,87.0
2014,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,88.1
2014,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,89.9
2014,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,94.2
2014,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,89.9
2014,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,89.3
2014,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,89.3
2014,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,87.2
2014,,,,,,,South East,Surrey,Percentage (%),Undefined,Units,,88.2
2014,,,,,,,South East,West Sussex,Percentage (%),Undefined,Units,,88.1
2014,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,73.3
2014,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,91.8
2014,,,,,,,South East,Hampshire CC,Percentage (%),Undefined,Units,,90.6
2014,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,89.1
2014,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,82.6
2014,,,,,,,South East,Kent CC,Percentage (%),Undefined,Units,,85.0
2014,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,86.7
2014,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,89.7
2014,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,86.6
2014,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,89.8
2014,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,93.4
2014,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,89.2
