Year,Series,Country income classification,Observation status,Units,Value
2010,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),8514145.66
2010,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),8528781.043
2010,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),13535876.582
2011,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2034476.879
2011,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3163482.327
2011,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),899024.321
2011,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1397925.718
2011,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),206818.26
2011,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),321589.259
2011,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),232834.157
2011,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),362042.325
2011,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),5255469.471
2011,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),8171921.227
2011,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),8628623.088
2011,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),13416960.856
2012,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),1916695.089
2012,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),2933061.596
2012,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1009152.474
2012,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1544276.073
2012,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),253916.976
2012,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),388561.61
2012,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),283890.881
2012,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),434429.788
2012,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),5338263.628
2012,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),8168986.359
2012,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),8801919.048
2012,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),13469315.426
2013,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2268999.392
2013,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3396149.404
2013,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1361009.043
2013,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),2037105.019
2013,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),267672.746
2013,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),400642.081
2013,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),247497.197
2013,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),370444.108
2013,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),7261682.073
2013,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),10869001.254
2013,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),11406860.45
2013,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),17073341.865
2014,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2310685.62
2014,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3404401.19
2014,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1226635.552
2014,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1807238.292
2014,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),252945.231
2014,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),372671.659
2014,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),239497.588
2014,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),352858.851
2014,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),7670707.991
2014,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),11301480.039
2014,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),11700471.982
2014,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),17238650.031
2015,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2505135.145
2015,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3672111.175
2015,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1330515.475
2015,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1950314.239
2015,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),261275.004
2015,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),382985.67
2015,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),525206.121
2015,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),769864.759
2015,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),7513464.694
2015,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),11013488.723
2015,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),12135596.438
2015,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),17788764.566
2016,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2353309.56
2016,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3385203.79
2016,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1404384.168
2016,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),2020187.522
2016,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),238164.612
2016,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),342596.555
2016,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),843721.905
2016,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),1213682.484
2016,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),8537550.986
2016,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),12281150.96
2016,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),13377131.232
2016,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),19242821.312
2017,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2576907.445
2017,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3640631.707
2017,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1247259.29
2017,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1762116.729
2017,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),248712.635
2017,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),351378.978
2017,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),693987.743
2017,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),980459.654
2017,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),9284372.993
2017,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),13116878.822
2017,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),14051240.106
2017,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),19851465.89
2018,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2389472.921
2018,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3309664.573
2018,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1456860.139
2018,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),2017900.411
2018,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),94063.648
2018,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),130287.781
2018,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),558242.191
2018,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),773222.575
2018,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),10043378.279
2018,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),13911106.922
2018,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),14542017.178
2018,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),20142182.261
2019,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2711024.395
2019,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),3680872.885
2019,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1485950.54
2019,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),2017538.116
2019,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),99308.902
2019,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),134835.911
2019,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),693810.937
2019,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),942016.556
2019,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),10185560.108
2019,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),13829367.261
2019,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),15175654.882
2019,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),20604630.729
2020,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),2294724.468
2020,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),2943086.403
2020,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),1164023.351
2020,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1492911.827
2020,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),98025.67
2020,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),125722.291
2020,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),677184.377
2020,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),868519.145
2020,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),10243057.42
2020,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),13137177.658
2020,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),14477015.286
2020,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),18567417.322
2021,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,GBP (£ thousands),1378889.696
2021,Net Official Development Assistance (ODA) flows to developing countries,LDCs,Definition differs,Constant USD ($ thousands),1754401.471
2021,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,GBP (£ thousands),824917.424
2021,Net Official Development Assistance (ODA) flows to developing countries,LMICs,Definition differs,Constant USD ($ thousands),1049566.434
2021,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,GBP (£ thousands),51103.013
2021,Net Official Development Assistance (ODA) flows to developing countries,Other LICs,Definition differs,Constant USD ($ thousands),65019.85
2021,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,GBP (£ thousands),560320.341
2021,Net Official Development Assistance (ODA) flows to developing countries,UMICs,Definition differs,Constant USD ($ thousands),712911.869
2021,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,GBP (£ thousands),8607470.122
2021,Net Official Development Assistance (ODA) flows to developing countries,Unspecified,Definition differs,Constant USD ($ thousands),10951534.623
2021,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,GBP (£ thousands),11422700.595
2021,Net Official Development Assistance (ODA) flows to developing countries,,Definition differs,Constant USD ($ thousands),14533434.249
