Year,Units,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2005 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.884842387087328
2006 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.073319896553166
2006 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.549132560075563
2006 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.636498306700483
2006 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.559366374380057
2006 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.923716404178123
2006 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.14691312289228
2006 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.276769690946796
2006 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.9263755258009
2006 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.782350375964892
2006 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.829892828862944
2006 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.255396750075597
2006 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.39970351800242
2007 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.06808710546859
2007 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,8.05556315633291
2007 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.762412866366022
2007 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.057973713995228
2007 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.950253626460927
2007 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.780339251490537
2007 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.716586894757166
2007 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.892952577035819
2007 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.358046001253106
2007 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.42741436623574
2007 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.937389226108202
2007 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.973266037796137
2008 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.399789682828386
2008 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.038854532116219
2008 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.189083998692604
2008 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.81804437847701
2008 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.401621440313008
2008 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.62106006489699
2008 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.290344059330588
2008 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.386480352240077
2008 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.222053902769925
2008 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.160311909520493
2008 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.02142698783828
2008 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.146153293017466
2009 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.13532596346034
2009 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.292356485778829
2009 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.30428708310093
2009 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.553113862653936
2009 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,7.257703274622276
2009 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.83383857429115
2009 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.443627556976786
2009 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.895017052412963
2009 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.05297757214533
2009 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.880719809208992
2009 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.063558438805163
2009 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.275676276364884
2010 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.46827364166007
2010 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.968487002304049
2010 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.03289079080528
2010 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.696983166661337
2010 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.7671010786282135
2010 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.093226908363775
2010 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.29098297588718
2010 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.801333279943924
2010 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.823139096640848
2010 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.862907459560734
2010 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.576200177575498
2010 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.593002867774608
2011 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.294552255409457
2011 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.808415739311177
2011 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.798623255030112
2011 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.80257215399447
2011 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.915470951626143
2011 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.398546858248075
2011 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.902032499834196
2011 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.756373289330517
2011 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,19.55443385826175
2011 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.458923774947955
2011 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.357765345719528
2011 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,19.089688091782048
2012 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.212337633731785
2012 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.217492000261588
2012 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.805450246596607
2012 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,16.202181952755694
2012 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,6.124519515798068
2012 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,18.806752589823624
2012 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.021447019630422
2012 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.893514122890577
2012 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.640587254600565
2012 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.771644019153475
2012 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.563278313827739
2012 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.418772649258184
2013 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,15.017134761839262
2013 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,5.160489751180834
2013 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.579960640222637
2013 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.886032730114504
2013 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.699327099121232
2013 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.541965495766473
2013 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.943347075407624
2013 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.161065554382105
2013 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,17.755004380632737
2013 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,14.215107902135712
2013 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.419811050523364
2013 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,16.76645844760893
2014 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.415610003033866
2014 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.675932202387103
2014 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.949658355040697
2014 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.214877046564595
2014 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.828858173867991
2014 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.654167462530603
2014 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.28393418377948
2014 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.737762850179164
2014 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.758591564965943
2014 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,13.348458555476764
2014 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.241923937978961
2014 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.701630450912528
2015 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.851069645215372
2015 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.594381634971575
2015 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.235330582176216
2015 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.655730906098226
2015 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.255361784702913
2015 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,15.069256888990868
2015 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.804828622080626
2015 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.572276085123728
2015 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.91385222856074
2015 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.867336256061051
2015 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.352768941248808
2015 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.044930464560174
2016 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,12.002207778480264
2016 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.115156775704288
2016 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,14.016085544878578
2016 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.734087247985656
2016 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.317498197072179
2016 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.624562490580251
2016 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.9945457252335
2016 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.128645284841695
2016 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.994968248102705
2016 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.508406433334557
2016 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.295025338441588
2016 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.338001320871374
2017 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.16537024674702
2017 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.22630342812885
2017 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.9206188631994
2017 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.154443308828238
2017 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.683494867668182
2017 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.786847868745966
2017 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.254637265010842
2017 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.699421397798025
2017 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.903355936489753
2017 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.256850129382324
2017 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.437734399411227
2017 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.966575050788956
2018 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.361659048189876
2018 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.293671915961976
2018 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.128081032489773
2018 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.11575533142641
2018 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.029874699543862
2018 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.881065377302887
2018 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,10.856273275592736
2018 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.468690996047257
2018 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.698893121378516
2018 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.333762642208812
2018 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.838930286177232
2018 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.959274940477204
2019 Q1,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.018299674829333
2019 Q1,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.684027704957039
2019 Q1,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.860230071040943
2019 Q2,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.46005723427221
2019 Q2,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,3.982895860723857
2019 Q2,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.34441928130544
2019 Q3,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.599093970776252
2019 Q3,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.838896962570398
2019 Q3,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,13.316420779635878
2019 Q4,1. Seasonally adjusted percentage (%),,,Percentage (%),Units,Undefined,11.068771954450666
2019 Q4,1. Seasonally adjusted percentage (%),,16 to 17,Percentage (%),Units,Undefined,4.523553715310453
2019 Q4,1. Seasonally adjusted percentage (%),,18 to 24,Percentage (%),Units,Undefined,12.74868277451592
2001 Q4,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.550918877727412
2001 Q4,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,8.398679592408051
2001 Q4,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.21659569332593
2002 Q1,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.238302032727498
2002 Q1,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.196726941787963
2002 Q1,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.86800331193368
2002 Q2,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.36125860515742
2002 Q2,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,8.827910949563114
2002 Q2,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,12.140511133281889
2002 Q3,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.344896007555704
2002 Q3,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.78262406219878
2002 Q3,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.82241933550748
2002 Q4,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.409346559684504
2002 Q4,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.677778773671577
2002 Q4,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.631135987284198
2003 Q1,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.316120652479208
2003 Q1,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,11.153118855813531
2003 Q1,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.365140750357778
2003 Q2,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.665086821008362
2003 Q2,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.63313282229703
2003 Q2,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.972965400072765
2003 Q3,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.69531154461105
2003 Q3,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,10.229778393285343
2003 Q3,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.83343664083198
2003 Q4,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.276122637839736
2003 Q4,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.536593742010773
2003 Q4,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.494627739031772
2004 Q1,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.207500926428455
2004 Q1,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,8.795811892968047
2004 Q1,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.622872817239678
2004 Q2,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.37076832144442
2004 Q2,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,8.873282994985484
2004 Q2,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,10.809557004200984
2004 Q3,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,10.852803378378663
2004 Q3,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.211050506076775
2004 Q3,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.33265739442815
2004 Q4,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.409476351406228
2004 Q4,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.299205988037365
2004 Q4,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,12.025190416412787
2005 Q1,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.154902041443544
2005 Q1,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.300893771216732
2005 Q1,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,11.69484496666239
2005 Q2,1. Seasonally adjusted percentage (%),Men,,Percentage (%),Units,Undefined,11.517317157203143
2005 Q2,1. Seasonally adjusted percentage (%),Men,16 to 17,Percentage (%),Units,Undefined,9.817440965037097
2005 Q2,1. Seasonally adjusted percentage (%),Men,18 to 24,Percentage (%),Units,Undefined,12.01153452390496
