Year,Country,Region,Renewable Source,Wind,Bioenergy,Units,Observation status,Unit multiplier,GeoCode,Value
2010,Northern Ireland,,Hydro,,,,,,N92000002,4.36605492
2010,Scotland,,Hydro,,,,,,S92000003,276.8830052
2010,Wales,,Hydro,,,,,,W92000004,50.88797566
2011,,,Hydro,,,,,,,26.51972212
2011,England,,Hydro,,,,,,E92000001,0.555498637
2011,England,East Midlands,Hydro,,,,,,E12000004,0.924418307
2011,England,East of England,Hydro,,,,,,E12000006,0.008187748
2011,England,North East,Hydro,,,,,,E12000001,2.950962491
2011,England,North West,Hydro,,,,,,E12000002,0.83152387
2011,England,London,Hydro,,,,,,E12000007,0.0
2011,England,South East,Hydro,,,,,,E12000008,0.032451983
2011,England,South West,Hydro,,,,,,E12000009,1.686584613
2011,England,West Midlands,Hydro,,,,,,E12000005,0.106264109
2011,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.361589134
2011,Northern Ireland,,Hydro,,,,,,N92000002,4.499211274
2011,Scotland,,Hydro,,,,,,S92000003,280.2123908
2011,Wales,,Hydro,,,,,,W92000004,50.76685234
2012,,,Hydro,,,,,,,26.5716197
2012,England,,Hydro,,,,,,E92000001,0.58639079
2012,England,East Midlands,Hydro,,,,,,E12000004,0.918276158
2012,England,East of England,Hydro,,,,,,E12000006,0.014900319
2012,England,North East,Hydro,,,,,,E12000001,3.015308638
2012,England,North West,Hydro,,,,,,E12000002,0.878843442
2012,England,London,Hydro,,,,,,E12000007,0.0
2012,England,South East,Hydro,,,,,,E12000008,0.04032125
2012,England,South West,Hydro,,,,,,E12000009,1.742823011
2012,England,West Midlands,Hydro,,,,,,E12000005,0.144097847
2012,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.477996847
2012,Northern Ireland,,Hydro,,,,,,N92000002,4.624228327
2012,Scotland,,Hydro,,,,,,S92000003,281.6945668
2012,Wales,,Hydro,,,,,,W92000004,50.78840181
2013,,,Hydro,,,,,,,26.65453222
2013,England,,Hydro,,,,,,E92000001,0.597774837
2013,England,East Midlands,Hydro,,,,,,E12000004,0.96758803
2013,England,East of England,Hydro,,,,,,E12000006,0.01478511
2013,England,North East,Hydro,,,,,,E12000001,3.005865018
2013,England,North West,Hydro,,,,,,E12000002,0.878602174
2013,England,London,Hydro,,,,,,E12000007,0.0
2013,England,South East,Hydro,,,,,,E12000008,0.076366228
2013,England,South West,Hydro,,,,,,E12000009,1.795993902
2013,England,West Midlands,Hydro,,,,,,E12000005,0.143278538
2013,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.455430372
2013,Northern Ireland,,Hydro,,,,,,N92000002,4.726120045
2013,Scotland,,Hydro,,,,,,S92000003,282.5168347
2013,Wales,,Hydro,,,,,,W92000004,51.30976975
2014,,,Hydro,,,,,,,26.7714191
2014,England,,Hydro,,,,,,E92000001,0.616430684
2014,England,East Midlands,Hydro,,,,,,E12000004,0.969838717
2014,England,East of England,Hydro,,,,,,E12000006,0.021272176
2014,England,North East,Hydro,,,,,,E12000001,2.9964838
2014,England,North West,Hydro,,,,,,E12000002,0.959009542
2014,England,London,Hydro,,,,,,E12000007,0.0
2014,England,South East,Hydro,,,,,,E12000008,0.078600361
2014,England,South West,Hydro,,,,,,E12000009,1.809831618
2014,England,West Midlands,Hydro,,,,,,E12000005,0.187542039
2014,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.482276786
2014,Northern Ireland,,Hydro,,,,,,N92000002,4.753333065
2014,Scotland,,Hydro,,,,,,S92000003,284.033817
2014,Wales,,Hydro,,,,,,W92000004,51.54834873
2015,,,Hydro,,,,,,,27.29185351
2015,England,,Hydro,,,,,,E92000001,0.687814498
2015,England,East Midlands,Hydro,,,,,,E12000004,0.964526422
2015,England,East of England,Hydro,,,,,,E12000006,0.021066595
2015,England,North East,Hydro,,,,,,E12000001,3.063310344
2015,England,North West,Hydro,,,,,,E12000002,1.236964435
2015,England,London,Hydro,,,,,,E12000007,0.0
2015,England,South East,Hydro,,,,,,E12000008,0.085368928
2015,England,South West,Hydro,,,,,,E12000009,2.024946953
2015,England,West Midlands,Hydro,,,,,,E12000005,0.200852054
2015,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.580378022
2015,Northern Ireland,,Hydro,,,,,,N92000002,4.917312992
2015,Scotland,,Hydro,,,,,,S92000003,291.3618165
2015,Wales,,Hydro,,,,,,W92000004,53.14426253
2016,,,Hydro,,,,,,,27.91423779
2016,England,,Hydro,,,,,,E92000001,0.737433245
2016,England,East Midlands,Hydro,,,,,,E12000004,1.053775456
2016,England,East of England,Hydro,,,,,,E12000006,0.020884303
2016,England,North East,Hydro,,,,,,E12000001,3.049356574
2016,England,North West,Hydro,,,,,,E12000002,1.347199964
2016,England,London,Hydro,,,,,,E12000007,0.0
2016,England,South East,Hydro,,,,,,E12000008,0.147281162
2016,England,South West,Hydro,,,,,,E12000009,2.028815439
2016,England,West Midlands,Hydro,,,,,,E12000005,0.204088165
2016,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.768272026
2016,Northern Ireland,,Hydro,,,,,,N92000002,5.151071054
2016,Scotland,,Hydro,,,,,,S92000003,298.7737599
2016,Wales,,Hydro,,,,,,W92000004,53.76687278
2017,,,Hydro,,,,,,,28.31058339
2017,England,,Hydro,,,,,,E92000001,0.77901931
2017,England,East Midlands,Hydro,,,,,,E12000004,1.107055691
2017,England,East of England,Hydro,,,,,,E12000006,0.020750816
2017,England,North East,Hydro,,,,,,E12000001,3.087237359
2017,England,North West,Hydro,,,,,,E12000002,1.367492778
2017,England,London,Hydro,,,,,,E12000007,0.0
2017,England,South East,Hydro,,,,,,E12000008,0.198671376
2017,England,South West,Hydro,,,,,,E12000009,2.043762218
2017,England,West Midlands,Hydro,,,,,,E12000005,0.202349342
2017,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,1.004592551
2017,Northern Ireland,,Hydro,,,,,,N92000002,5.581842109
2017,Scotland,,Hydro,,,,,,S92000003,303.5643563
2017,Wales,,Hydro,,,,,,W92000004,54.1060008
2018,,,Hydro,,,,,,,28.19379323
2018,England,,Hydro,,,,,,E92000001,0.779378517
2018,England,East Midlands,Hydro,,,,,,E12000004,1.120385733
2018,England,East of England,Hydro,,,,,,E12000006,0.025478882
2018,England,North East,Hydro,,,,,,E12000001,3.071926089
2018,England,North West,Hydro,,,,,,E12000002,1.382308207
2018,England,London,Hydro,,,,,,E12000007,0.0
2018,England,South East,Hydro,,,,,,E12000008,0.197522889
2018,England,South West,Hydro,,,,,,E12000009,2.031689
2018,England,West Midlands,Hydro,,,,,,E12000005,0.200975909
2018,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.999186987
2018,Northern Ireland,,Hydro,,,,,,N92000002,5.839929083
2018,Scotland,,Hydro,,,,,,S92000003,303.268535
2018,Wales,,Hydro,,,,,,W92000004,53.92461873
2019,,,Hydro,,,,,,,28.04761401
2019,England,,Hydro,,,,,,E92000001,0.776492623
2019,England,East Midlands,Hydro,,,,,,E12000004,1.082005357
2019,England,East of England,Hydro,,,,,,E12000006,0.025336462
2019,England,North East,Hydro,,,,,,E12000001,3.058082557
2019,England,North West,Hydro,,,,,,E12000002,1.401668066
2019,England,London,Hydro,,,,,,E12000007,0.0
2019,England,South East,Hydro,,,,,,E12000008,0.190422036
2019,England,South West,Hydro,,,,,,E12000009,2.036006924
2019,England,West Midlands,Hydro,,,,,,E12000005,0.199848771
2019,England,Yorkshire and The Humber,Hydro,,,,,,E12000003,0.994946908
2019,Northern Ireland,,Hydro,,,,,,N92000002,5.812558385
2019,Scotland,,Hydro,,,,,,S92000003,301.9053722
2019,Wales,,Hydro,,,,,,W92000004,53.72168738
2008,,,Landfill gas,,,,,,,14.43566077
2008,England,,Landfill gas,,,,,,E92000001,14.58536251
2008,England,East Midlands,Landfill gas,,,,,,E12000004,13.41394354
2008,England,East of England,Landfill gas,,,,,,E12000006,29.75535838
2008,England,North East,Landfill gas,,,,,,E12000001,12.21883524
2008,England,North West,Landfill gas,,,,,,E12000002,19.26451025
2008,England,London,Landfill gas,,,,,,E12000007,2.841979319
2008,England,South East,Landfill gas,,,,,,E12000008,16.59819337
2008,England,South West,Landfill gas,,,,,,E12000009,14.75030759
2008,England,West Midlands,Landfill gas,,,,,,E12000005,9.228672693
2008,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,13.71791851
2008,Northern Ireland,,Landfill gas,,,,,,N92000002,0.301829186
2008,Scotland,,Landfill gas,,,,,,S92000003,17.80968306
2008,Wales,,Landfill gas,,,,,,W92000004,14.38100221
2009,,,Landfill gas,,,,,,,15.54103513
2009,England,,Landfill gas,,,,,,E92000001,15.47391571
2009,England,East Midlands,Landfill gas,,,,,,E12000004,14.04491806
2009,England,East of England,Landfill gas,,,,,,E12000006,31.31753197
2009,England,North East,Landfill gas,,,,,,E12000001,14.84328315
2009,England,North West,Landfill gas,,,,,,E12000002,19.57686029
2009,England,London,Landfill gas,,,,,,E12000007,3.01438044
2009,England,South East,Landfill gas,,,,,,E12000008,17.17222229
2009,England,South West,Landfill gas,,,,,,E12000009,17.28871144
2009,England,West Midlands,Landfill gas,,,,,,E12000005,10.16659349
2009,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,14.06118379
2009,Northern Ireland,,Landfill gas,,,,,,N92000002,4.62936889
2009,Scotland,,Landfill gas,,,,,,S92000003,20.29664176
2009,Wales,,Landfill gas,,,,,,W92000004,14.94567721
2010,,,Landfill gas,,,,,,,16.26725381
2010,England,,Landfill gas,,,,,,E92000001,16.26785926
2010,England,East Midlands,Landfill gas,,,,,,E12000004,15.37672693
2010,England,East of England,Landfill gas,,,,,,E12000006,31.4603673
2010,England,North East,Landfill gas,,,,,,E12000001,15.24816883
2010,England,North West,Landfill gas,,,,,,E12000002,20.44111323
2010,England,London,Landfill gas,,,,,,E12000007,3.159463598
2010,England,South East,Landfill gas,,,,,,E12000008,17.76790264
2010,England,South West,Landfill gas,,,,,,E12000009,18.22715808
2010,England,West Midlands,Landfill gas,,,,,,E12000005,11.12908575
2010,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,16.31140971
2010,Northern Ireland,,Landfill gas,,,,,,N92000002,5.622126812
2010,Scotland,,Landfill gas,,,,,,S92000003,20.62882445
2010,Wales,,Landfill gas,,,,,,W92000004,15.03096259
2011,,,Landfill gas,,,,,,,16.6468134
2011,England,,Landfill gas,,,,,,E92000001,16.66010478
2011,England,East Midlands,Landfill gas,,,,,,E12000004,14.91895885
2011,England,East of England,Landfill gas,,,,,,E12000006,31.84283345
2011,England,North East,Landfill gas,,,,,,E12000001,16.29114623
2011,England,North West,Landfill gas,,,,,,E12000002,20.41805503
2011,England,London,Landfill gas,,,,,,E12000007,3.143554434
2011,England,South East,Landfill gas,,,,,,E12000008,18.73674415
2011,England,South West,Landfill gas,,,,,,E12000009,18.96683746
2011,England,West Midlands,Landfill gas,,,,,,E12000005,10.94431172
2011,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.81206956
2011,Northern Ireland,,Landfill gas,,,,,,N92000002,5.923437898
2011,Scotland,,Landfill gas,,,,,,S92000003,21.28417517
2011,Wales,,Landfill gas,,,,,,W92000004,14.74463714
2012,,,Landfill gas,,,,,,,16.35889662
2012,England,,Landfill gas,,,,,,E92000001,16.26525233
2012,England,East Midlands,Landfill gas,,,,,,E12000004,14.19086396
2012,England,East of England,Landfill gas,,,,,,E12000006,31.47472178
2012,England,North East,Landfill gas,,,,,,E12000001,15.84468413
2012,England,North West,Landfill gas,,,,,,E12000002,18.91178874
2012,England,London,Landfill gas,,,,,,E12000007,3.104046019
2012,England,South East,Landfill gas,,,,,,E12000008,18.65929438
2012,England,South West,Landfill gas,,,,,,E12000009,18.82339193
2012,England,West Midlands,Landfill gas,,,,,,E12000005,11.15535067
2012,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.32514284
2012,Northern Ireland,,Landfill gas,,,,,,N92000002,6.595073354
2012,Scotland,,Landfill gas,,,,,,S92000003,21.61510087
2012,Wales,,Landfill gas,,,,,,W92000004,14.69519044
2013,,,Landfill gas,,,,,,,16.38641734
2013,England,,Landfill gas,,,,,,E92000001,16.28260832
2013,England,East Midlands,Landfill gas,,,,,,E12000004,14.09597116
2013,England,East of England,Landfill gas,,,,,,E12000006,30.90894489
2013,England,North East,Landfill gas,,,,,,E12000001,16.80901782
2013,England,North West,Landfill gas,,,,,,E12000002,18.98166084
2013,England,London,Landfill gas,,,,,,E12000007,3.063989152
2013,England,South East,Landfill gas,,,,,,E12000008,18.78552337
2013,England,South West,Landfill gas,,,,,,E12000009,18.6905113
2013,England,West Midlands,Landfill gas,,,,,,E12000005,10.7395027
2013,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,18.1972821
2013,Northern Ireland,,Landfill gas,,,,,,N92000002,6.860593805
2013,Scotland,,Landfill gas,,,,,,S92000003,21.64799069
2013,Wales,,Landfill gas,,,,,,W92000004,14.76084313
2014,,,Landfill gas,,,,,,,16.37142685
2014,England,,Landfill gas,,,,,,E92000001,16.15177882
2014,England,East Midlands,Landfill gas,,,,,,E12000004,14.64429507
2014,England,East of England,Landfill gas,,,,,,E12000006,30.57343471
2014,England,North East,Landfill gas,,,,,,E12000001,17.03760898
2014,England,North West,Landfill gas,,,,,,E12000002,18.90305741
2014,England,London,Landfill gas,,,,,,E12000007,3.020236321
2014,England,South East,Landfill gas,,,,,,E12000008,18.77190739
2014,England,South West,Landfill gas,,,,,,E12000009,18.53344048
2014,England,West Midlands,Landfill gas,,,,,,E12000005,10.66730563
2014,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.19104266
2014,Northern Ireland,,Landfill gas,,,,,,N92000002,9.050267917
2014,Scotland,,Landfill gas,,,,,,S92000003,21.75443189
2014,Wales,,Landfill gas,,,,,,W92000004,15.27795925
2015,,,Landfill gas,,,,,,,16.30052919
2015,England,,Landfill gas,,,,,,E92000001,16.0406811
2015,England,East Midlands,Landfill gas,,,,,,E12000004,14.51888593
2015,England,East of England,Landfill gas,,,,,,E12000006,30.52483801
2015,England,North East,Landfill gas,,,,,,E12000001,16.99967881
2015,England,North West,Landfill gas,,,,,,E12000002,18.79200767
2015,England,London,Landfill gas,,,,,,E12000007,2.975794197
2015,England,South East,Landfill gas,,,,,,E12000008,18.61377846
2015,England,South West,Landfill gas,,,,,,E12000009,18.3697303
2015,England,West Midlands,Landfill gas,,,,,,E12000005,10.59021045
2015,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.09506363
2015,Northern Ireland,,Landfill gas,,,,,,N92000002,10.2310408
2015,Scotland,,Landfill gas,,,,,,S92000003,21.65159129
2015,Wales,,Landfill gas,,,,,,W92000004,15.24320396
2016,,,Landfill gas,,,,,,,16.17587949
2016,England,,Landfill gas,,,,,,E92000001,15.91039904
2016,England,East Midlands,Landfill gas,,,,,,E12000004,14.38040035
2016,England,East of England,Landfill gas,,,,,,E12000006,30.260703
2016,England,North East,Landfill gas,,,,,,E12000001,17.05005976
2016,England,North West,Landfill gas,,,,,,E12000002,18.6651063
2016,England,London,Landfill gas,,,,,,E12000007,2.940935332
2016,England,South East,Landfill gas,,,,,,E12000008,18.44691018
2016,England,South West,Landfill gas,,,,,,E12000009,18.21868623
2016,England,West Midlands,Landfill gas,,,,,,E12000005,10.48862174
2016,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.01155866
2016,Northern Ireland,,Landfill gas,,,,,,N92000002,10.1732633
2016,Scotland,,Landfill gas,,,,,,S92000003,21.52459896
2016,Wales,,Landfill gas,,,,,,W92000004,15.19361418
2017,,,Landfill gas,,,,,,,16.14347855
2017,England,,Landfill gas,,,,,,E92000001,15.82553075
2017,England,East Midlands,Landfill gas,,,,,,E12000004,14.24093807
2017,England,East of England,Landfill gas,,,,,,E12000006,30.09160189
2017,England,North East,Landfill gas,,,,,,E12000001,16.99759559
2017,England,North West,Landfill gas,,,,,,E12000002,18.57596485
2017,England,London,Landfill gas,,,,,,E12000007,2.922492587
2017,England,South East,Landfill gas,,,,,,E12000008,18.3498746
2017,England,South West,Landfill gas,,,,,,E12000009,18.07992206
2017,England,West Midlands,Landfill gas,,,,,,E12000005,10.39925907
2017,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,17.05720781
2017,Northern Ireland,,Landfill gas,,,,,,N92000002,12.47038487
2017,Scotland,,Landfill gas,,,,,,S92000003,21.3526766
2017,Wales,,Landfill gas,,,,,,W92000004,14.95857019
2018,,,Landfill gas,,,,,,,16.00153848
2018,England,,Landfill gas,,,,,,E92000001,15.72753453
2018,England,East Midlands,Landfill gas,,,,,,E12000004,14.14464872
2018,England,East of England,Landfill gas,,,,,,E12000006,29.93252612
2018,England,North East,Landfill gas,,,,,,E12000001,16.91329538
2018,England,North West,Landfill gas,,,,,,E12000002,18.49071316
2018,England,London,Landfill gas,,,,,,E12000007,2.895236359
2018,England,South East,Landfill gas,,,,,,E12000008,18.25288426
2018,England,South West,Landfill gas,,,,,,E12000009,17.94942082
2018,England,West Midlands,Landfill gas,,,,,,E12000005,10.34443547
2018,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,16.96542549
2018,Northern Ireland,,Landfill gas,,,,,,N92000002,10.66144392
2018,Scotland,,Landfill gas,,,,,,S92000003,21.30597084
2018,Wales,,Landfill gas,,,,,,W92000004,14.89917101
2019,,,Landfill gas,,,,,,,15.80162372
2019,England,,Landfill gas,,,,,,E92000001,15.5163822
2019,England,East Midlands,Landfill gas,,,,,,E12000004,14.05169804
2019,England,East of England,Landfill gas,,,,,,E12000006,29.13147892
2019,England,North East,Landfill gas,,,,,,E12000001,16.83707618
2019,England,North West,Landfill gas,,,,,,E12000002,18.36703447
2019,England,London,Landfill gas,,,,,,E12000007,2.877820984
2019,England,South East,Landfill gas,,,,,,E12000008,18.16040832
2019,England,South West,Landfill gas,,,,,,E12000009,17.86976576
2019,England,West Midlands,Landfill gas,,,,,,E12000005,10.28642053
2019,England,Yorkshire and The Humber,Landfill gas,,,,,,E12000003,16.33718683
2019,Northern Ireland,,Landfill gas,,,,,,N92000002,10.29801438
2019,Scotland,,Landfill gas,,,,,,S92000003,21.20769498
2019,Wales,,Landfill gas,,,,,,W92000004,14.83184099
2008,,,Other bioenergy,,,,,,,11.27606708
2008,England,,Other bioenergy,,,,,,E92000001,11.7334747
2008,England,East Midlands,Other bioenergy,,,,,,E12000004,7.168003603
2008,England,East of England,Other bioenergy,,,,,,E12000006,16.99300148
2008,England,North East,Other bioenergy,,,,,,E12000001,23.43818112
2008,England,North West,Other bioenergy,,,,,,E12000002,4.164662537
2008,England,London,Other bioenergy,,,,,,E12000007,11.42308767
2008,England,South East,Other bioenergy,,,,,,E12000008,18.20469218
2008,England,South West,Other bioenergy,,,,,,E12000009,1.151959522
2008,England,West Midlands,Other bioenergy,,,,,,E12000005,16.24383215
2008,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,10.00812707
2008,Northern Ireland,,Other bioenergy,,,,,,N92000002,1.860436882
2008,Scotland,,Other bioenergy,,,,,,S92000003,12.71675412
2008,Wales,,Other bioenergy,,,,,,W92000004,6.502268606
2009,,,Other bioenergy,,,,,,,12.66804438
2009,England,,Other bioenergy,,,,,,E92000001,12.12867612
2009,England,East Midlands,Other bioenergy,,,,,,E12000004,7.498569321
2009,England,East of England,Other bioenergy,,,,,,E12000006,17.90889695
2009,England,North East,Other bioenergy,,,,,,E12000001,27.99520548
2009,England,North West,Other bioenergy,,,,,,E12000002,4.194008837
2009,England,London,Other bioenergy,,,,,,E12000007,11.36140158
2009,England,South East,Other bioenergy,,,,,,E12000008,18.54333369
2009,England,South West,Other bioenergy,,,,,,E12000009,1.21794873
2009,England,West Midlands,Other bioenergy,,,,,,E12000005,16.14903889
2009,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,9.919507503
2009,Northern Ireland,,Other bioenergy,,,,,,N92000002,1.897918568
2009,Scotland,,Other bioenergy,,,,,,S92000003,21.51455494
2009,Wales,,Other bioenergy,,,,,,W92000004,13.05747659
2010,,,Other bioenergy,,,,,,,13.945959
2010,England,,Other bioenergy,,,,,,E92000001,13.57161327
2010,England,East Midlands,Other bioenergy,,,,,,E12000004,8.222413181
2010,England,East of England,Other bioenergy,,,,,,E12000006,18.09070562
2010,England,North East,Other bioenergy,,,,,,E12000001,26.2093002
2010,England,North West,Other bioenergy,,,,,,E12000002,4.365576194
2010,England,London,Other bioenergy,,,,,,E12000007,10.60150754
2010,England,South East,Other bioenergy,,,,,,E12000008,25.55780517
2010,England,South West,Other bioenergy,,,,,,E12000009,2.173429609
2010,England,West Midlands,Other bioenergy,,,,,,E12000005,16.93896332
2010,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,12.07850821
2010,Northern Ireland,,Other bioenergy,,,,,,N92000002,3.510906549
2010,Scotland,,Other bioenergy,,,,,,S92000003,21.77572118
2010,Wales,,Other bioenergy,,,,,,W92000004,13.07323906
2011,,,Other bioenergy,,,,,,,29.22923137
2011,England,,Other bioenergy,,,,,,E92000001,31.60307743
2011,England,East Midlands,Other bioenergy,,,,,,E12000004,9.335423789
2011,England,East of England,Other bioenergy,,,,,,E12000006,157.9686061
2011,England,North East,Other bioenergy,,,,,,E12000001,33.021355
2011,England,North West,Other bioenergy,,,,,,E12000002,6.042054371
2011,England,London,Other bioenergy,,,,,,E12000007,20.23075819
2011,England,South East,Other bioenergy,,,,,,E12000008,26.13183225
2011,England,South West,Other bioenergy,,,,,,E12000009,2.353404589
2011,England,West Midlands,Other bioenergy,,,,,,E12000005,18.36390001
2011,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,13.98884916
2011,Northern Ireland,,Other bioenergy,,,,,,N92000002,2.874452847
2011,Scotland,,Other bioenergy,,,,,,S92000003,23.27100511
2011,Wales,,Other bioenergy,,,,,,W92000004,13.9949043
2012,,,Other bioenergy,,,,,,,29.97589805
2012,England,,Other bioenergy,,,,,,E92000001,32.13876926
2012,England,East Midlands,Other bioenergy,,,,,,E12000004,10.64015067
2012,England,East of England,Other bioenergy,,,,,,E12000006,158.8204637
2012,England,North East,Other bioenergy,,,,,,E12000001,32.94590697
2012,England,North West,Other bioenergy,,,,,,E12000002,6.543114728
2012,England,London,Other bioenergy,,,,,,E12000007,20.13777075
2012,England,South East,Other bioenergy,,,,,,E12000008,26.32617713
2012,England,South West,Other bioenergy,,,,,,E12000009,3.698060898
2012,England,West Midlands,Other bioenergy,,,,,,E12000005,18.91342947
2012,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,14.49379215
2012,Northern Ireland,,Other bioenergy,,,,,,N92000002,6.807929409
2012,Scotland,,Other bioenergy,,,,,,S92000003,26.00735848
2012,Wales,,Other bioenergy,,,,,,W92000004,12.94213822
2013,,,Other bioenergy,,,,,,,43.25318379
2013,England,,Other bioenergy,,,,,,E92000001,47.51438678
2013,England,East Midlands,Other bioenergy,,,,,,E12000004,11.95813525
2013,England,East of England,Other bioenergy,,,,,,E12000006,21.27073318
2013,England,North East,Other bioenergy,,,,,,E12000001,42.38894062
2013,England,North West,Other bioenergy,,,,,,E12000002,13.60423217
2013,England,London,Other bioenergy,,,,,,E12000007,20.12262777
2013,England,South East,Other bioenergy,,,,,,E12000008,26.51471815
2013,England,South West,Other bioenergy,,,,,,E12000009,6.427964956
2013,England,West Midlands,Other bioenergy,,,,,,E12000005,177.9332708
2013,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,135.565218
2013,Northern Ireland,,Other bioenergy,,,,,,N92000002,8.315824258
2013,Scotland,,Other bioenergy,,,,,,S92000003,28.0505096
2013,Wales,,Other bioenergy,,,,,,W92000004,13.23087245
2014,,,Other bioenergy,,,,,,,50.95485414
2014,England,,Other bioenergy,,,,,,E92000001,54.8602769
2014,England,East Midlands,Other bioenergy,,,,,,E12000004,27.30869594
2014,England,East of England,Other bioenergy,,,,,,E12000006,27.93169637
2014,England,North East,Other bioenergy,,,,,,E12000001,43.59889657
2014,England,North West,Other bioenergy,,,,,,E12000002,19.53301446
2014,England,London,Other bioenergy,,,,,,E12000007,20.21879926
2014,England,South East,Other bioenergy,,,,,,E12000008,30.77539397
2014,England,South West,Other bioenergy,,,,,,E12000009,9.45105156
2014,England,West Midlands,Other bioenergy,,,,,,E12000005,88.78429436
2014,England,Yorkshire and The Humber,Other bioenergy,,,,,,E12000003,266.287471
2014,Northern Ireland,,Other bioenergy,,,,,,N92000002,11.99005487
2014,Scotland,,Other bioenergy,,,,,,S92000003,42.89320443
2014,Wales,,Other bioenergy,,,,,,W92000004,15.46941886
2015,,,Other bioenergy,,,,,,,61.13140835
2015,,,Other bioenergy,,AD,,,,,5.156550525
2015,,,Other bioenergy,,Biomass and waste,,,,,55.97485782
2015,England,,Other bioenergy,,,,,,E92000001,65.83043437
2015,England,,Other bioenergy,,AD,,,,E92000001,5.090023283
2015,England,,Other bioenergy,,Biomass and waste,,,,E92000001,60.74041109
2015,England,East Midlands,Other bioenergy,,,,,",IF(ISBLANK(F1016),(INDEX(Calculations!$A$145:$K$160,MATCH(CSV!C1016,Calculations!$A$145:$A$160,0), MATCH(CSV!D1014,Calculations!$A$145:$K$145,0)))",E12000004,29.7743951
2015,England,East Midlands,Other bioenergy,,AD,,,,E12000004,12.61270892
