Year,Value,Units,Series,Observation status,Unit multiplier
1994,0.3462403362831241,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1995,0.3230794548210983,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1996,0.3567989514358406,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1997,0.4130527845707805,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1998,0.467765560991485,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1999,0.4783602880281936,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2000,0.4612367523640409,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2001,0.4746481508568759,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2002,0.4465941639199119,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2003,0.4310011682599955,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2004,0.4831065659043428,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2005,0.4493651615396642,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2006,0.4454631785404255,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2007,0.4305686070926187,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2008,0.3950118192673785,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2009,0.3666626687286549,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2010,0.3439768501885863,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2011,0.350490671476701,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2012,0.3465802112819903,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2013,0.3713433709791441,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2014,0.3989296262926889,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2015,0.4216587959894438,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2016,0.3792097010578036,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2017,0.3443750369267354,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2018,0.3480183192957599,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1990,889.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1991,880.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1992,796.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1993,752.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1994,719.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1995,655.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1996,695.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1997,805.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1998,902.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1999,914.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2000,865.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2001,881.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2002,812.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2003,765.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2004,836.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2005,758.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2006,731.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2007,688.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2008,612.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2009,559.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2010,516.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2011,515.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2012,501.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2013,528.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2014,557.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2015,585.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2016,515.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2017,459.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2018,453.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
