Year,Series,Age,Sex,Country of birth,Disability status,Ethnicity,Ethnic group,Household income,Region,Observation status,Unit multiplier,Units,GeoCode,Value
2008/09,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,57.39225210700855
2009/10,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,60.94367969347289
2010/11,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,63.54408855640662
2011/12,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,64.48216164655682
2012/13,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,56.6509335295144
2013/14,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,57.95424582600218
2014/15,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,61.81505205936627
2015/16,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,61.70598040835485
2017/18,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,63.74953488284568
2017/18,Proportion of population who feel safe walking alone after dark,16 to 24,Female,,,,,,,Undefined,Units,Percentage (%),,65.13337433
2017/18,Proportion of population who feel safe walking alone after dark,25 to 34,Female,,,,,,,Undefined,Units,Percentage (%),,66.419576
2017/18,Proportion of population who feel safe walking alone after dark,35 to 44,Female,,,,,,,Undefined,Units,Percentage (%),,67.46390399
2017/18,Proportion of population who feel safe walking alone after dark,45 to 54,Female,,,,,,,Undefined,Units,Percentage (%),,65.67401763
2017/18,Proportion of population who feel safe walking alone after dark,55 to 64,Female,,,,,,,Undefined,Units,Percentage (%),,64.4565555
2017/18,Proportion of population who feel safe walking alone after dark,65 to 74,Female,,,,,,,Undefined,Units,Percentage (%),,58.25077059
2017/18,Proportion of population who feel safe walking alone after dark,75 and over,Female,,,,,,,Undefined,Units,Percentage (%),,54.10797382
2018/19,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,68.81072249215667
2018/19,Proportion of population who feel safe walking alone after dark,16 to 24,Female,,,,,,,Undefined,Units,Percentage (%),,69.05765998777194
2018/19,Proportion of population who feel safe walking alone after dark,25 to 34,Female,,,,,,,Undefined,Units,Percentage (%),,73.82404259236019
2018/19,Proportion of population who feel safe walking alone after dark,35 to 44,Female,,,,,,,Undefined,Units,Percentage (%),,70.62110623992287
2018/19,Proportion of population who feel safe walking alone after dark,45 to 54,Female,,,,,,,Undefined,Units,Percentage (%),,69.40956631805936
2018/19,Proportion of population who feel safe walking alone after dark,55 to 64,Female,,,,,,,Undefined,Units,Percentage (%),,69.89969095074123
2018/19,Proportion of population who feel safe walking alone after dark,65 to 74,Female,,,,,,,Undefined,Units,Percentage (%),,65.34300363119706
2018/19,Proportion of population who feel safe walking alone after dark,75 and over,Female,,,,,,,Undefined,Units,Percentage (%),,59.93864362189636
2019/20,Proportion of population who feel safe walking alone after dark,,Female,,,,,,,Undefined,Units,Percentage (%),,68.99553805118843
2019/20,Proportion of population who feel safe walking alone after dark,16 to 24,Female,,,,,,,Undefined,Units,Percentage (%),,74.01473807641497
2019/20,Proportion of population who feel safe walking alone after dark,25 to 34,Female,,,,,,,Undefined,Units,Percentage (%),,68.98324688775531
2019/20,Proportion of population who feel safe walking alone after dark,35 to 44,Female,,,,,,,Undefined,Units,Percentage (%),,71.13065473423107
2019/20,Proportion of population who feel safe walking alone after dark,45 to 54,Female,,,,,,,Undefined,Units,Percentage (%),,70.3985369297277
2019/20,Proportion of population who feel safe walking alone after dark,55 to 64,Female,,,,,,,Undefined,Units,Percentage (%),,70.32949299579319
2019/20,Proportion of population who feel safe walking alone after dark,65 to 74,Female,,,,,,,Undefined,Units,Percentage (%),,67.57493224732468
2019/20,Proportion of population who feel safe walking alone after dark,75 and over,Female,,,,,,,Undefined,Units,Percentage (%),,58.42508272380803
2001/02,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,84.03549880314391
2002/03,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,81.96650072375839
2003/04,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,83.60368269869024
2004/05,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,84.80284274385487
2005/06,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,82.81551117478963
2006/07,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,82.89045800167682
2007/08,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,83.03751375719125
2008/09,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,83.39308686861618
2009/10,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,84.73876559170024
2010/11,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,86.08563182994014
2011/12,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,87.08260300311319
2012/13,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,84.7228885052252
2013/14,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,85.08356364056478
2014/15,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,85.75433770838818
2015/16,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,87.8726364451006
2017/18,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,87.16786062260739
2017/18,Proportion of population who feel safe walking alone after dark,16 to 24,Male,,,,,,,Undefined,Units,Percentage (%),,89.16639631
2017/18,Proportion of population who feel safe walking alone after dark,25 to 34,Male,,,,,,,Undefined,Units,Percentage (%),,87.39048872
2017/18,Proportion of population who feel safe walking alone after dark,35 to 44,Male,,,,,,,Undefined,Units,Percentage (%),,88.42503011
2017/18,Proportion of population who feel safe walking alone after dark,45 to 54,Male,,,,,,,Undefined,Units,Percentage (%),,90.92815488
2017/18,Proportion of population who feel safe walking alone after dark,55 to 64,Male,,,,,,,Undefined,Units,Percentage (%),,86.01610228
2017/18,Proportion of population who feel safe walking alone after dark,65 to 74,Male,,,,,,,Undefined,Units,Percentage (%),,84.26633697
2017/18,Proportion of population who feel safe walking alone after dark,75 and over,Male,,,,,,,Undefined,Units,Percentage (%),,80.00095654
2018/19,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,88.35775144994396
2018/19,Proportion of population who feel safe walking alone after dark,16 to 24,Male,,,,,,,Undefined,Units,Percentage (%),,91.21439964316546
2018/19,Proportion of population who feel safe walking alone after dark,25 to 34,Male,,,,,,,Undefined,Units,Percentage (%),,90.67450594442457
2018/19,Proportion of population who feel safe walking alone after dark,35 to 44,Male,,,,,,,Undefined,Units,Percentage (%),,88.3222119933392
2018/19,Proportion of population who feel safe walking alone after dark,45 to 54,Male,,,,,,,Undefined,Units,Percentage (%),,87.95703176013215
2018/19,Proportion of population who feel safe walking alone after dark,55 to 64,Male,,,,,,,Undefined,Units,Percentage (%),,88.53319337056503
2018/19,Proportion of population who feel safe walking alone after dark,65 to 74,Male,,,,,,,Undefined,Units,Percentage (%),,84.18782723645066
2018/19,Proportion of population who feel safe walking alone after dark,75 and over,Male,,,,,,,Undefined,Units,Percentage (%),,85.3682325564091
2019/20,Proportion of population who feel safe walking alone after dark,,Male,,,,,,,Undefined,Units,Percentage (%),,86.83011684809004
2019/20,Proportion of population who feel safe walking alone after dark,16 to 24,Male,,,,,,,Undefined,Units,Percentage (%),,85.79478498104551
2019/20,Proportion of population who feel safe walking alone after dark,25 to 34,Male,,,,,,,Undefined,Units,Percentage (%),,89.46697571128536
2019/20,Proportion of population who feel safe walking alone after dark,35 to 44,Male,,,,,,,Undefined,Units,Percentage (%),,88.40737324741946
2019/20,Proportion of population who feel safe walking alone after dark,45 to 54,Male,,,,,,,Undefined,Units,Percentage (%),,89.71567539555367
2019/20,Proportion of population who feel safe walking alone after dark,55 to 64,Male,,,,,,,Undefined,Units,Percentage (%),,86.02061580014241
2019/20,Proportion of population who feel safe walking alone after dark,65 to 74,Male,,,,,,,Undefined,Units,Percentage (%),,83.38857874986357
2019/20,Proportion of population who feel safe walking alone after dark,75 and over,Male,,,,,,,Undefined,Units,Percentage (%),,79.59228841316175
2018/19,Proportion of population who feel safe walking alone after dark,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,81.32498048789061
2019/20,Proportion of population who feel safe walking alone after dark,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,80.61527371096132
2018/19,Proportion of population who feel safe walking alone after dark,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,63.64163116961257
2019/20,Proportion of population who feel safe walking alone after dark,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,63.4823693253464
2001/02,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,68.08609377647656
2002/03,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,65.71513079673647
2003/04,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,67.98317450562118
2004/05,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,70.26242897022688
2005/06,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,68.27897624231028
2006/07,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,69.03893532593428
2007/08,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,69.32177030234246
2008/09,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,70.04666565093463
2009/10,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,72.53356924800842
2010/11,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,74.53675390817087
2011/12,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,75.51578593894111
2012/13,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,70.4816186669451
2013/14,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,71.24689954764844
2014/15,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,73.6875703571393
2015/16,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,74.70836037038079
2016/17,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,
2017/18,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,75.2219777184439
2017/18,Proportion of population who feel safe walking alone after dark,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,76.97541886
2017/18,Proportion of population who feel safe walking alone after dark,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,77.01368031
2017/18,Proportion of population who feel safe walking alone after dark,35 to 44,,,,,,,,Undefined,Units,Percentage (%),,77.95679948
2017/18,Proportion of population who feel safe walking alone after dark,45 to 54,,,,,,,,Undefined,Units,Percentage (%),,78.12526752
2017/18,Proportion of population who feel safe walking alone after dark,55 to 64,,,,,,,,Undefined,Units,Percentage (%),,74.81302419
2017/18,Proportion of population who feel safe walking alone after dark,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,70.45375257
2017/18,Proportion of population who feel safe walking alone after dark,75 and over,,,,,,,,Undefined,Units,Percentage (%),,66.46329694
2017/18,Proportion of population who feel safe walking alone after dark,,,,,White,,,,Undefined,Units,Percentage (%),,76.03719811
2017/18,Proportion of population who feel safe walking alone after dark,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,Undefined,Units,Percentage (%),,76.19900083
2017/18,Proportion of population who feel safe walking alone after dark,,,,,White,Irish,,,Undefined,Units,Percentage (%),,73.07632794
2017/18,Proportion of population who feel safe walking alone after dark,,,,,White,Any other White background,,,Undefined,Units,Percentage (%),,74.64943342
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Mixed/Multiple ethnic background,,,,Undefined,Units,Percentage (%),,79.20927779
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,,,,Undefined,Units,Percentage (%),,65.10010961
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Indian,,,Undefined,Units,Percentage (%),,61.39216943
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Pakistani,,,Undefined,Units,Percentage (%),,62.53960311
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Any other Asian background,,,Undefined,Units,Percentage (%),,70.12885334
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,,,,Undefined,Units,Percentage (%),,76.49473249
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,African,,,Undefined,Units,Percentage (%),,74.92607511
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,Caribbean,,,Undefined,Units,Percentage (%),,85.23406325
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Other ethnic group,,,,Undefined,Units,Percentage (%),,77.59134016
2017/18,Proportion of population who feel safe walking alone after dark,,,,,Other ethnic group,Any other ethnic group,,,Undefined,Units,Percentage (%),,76.27382714
2017/18,Proportion of population who feel safe walking alone after dark,,,Born in the UK,,,,,,Undefined,Units,Percentage (%),,76.15675162
2017/18,Proportion of population who feel safe walking alone after dark,,,Not born in the UK,,,,,,Undefined,Units,Percentage (%),,70.84039142
2018/19,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,78.41676293133546
2018/19,Proportion of population who feel safe walking alone after dark,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,80.26767232704465
2018/19,Proportion of population who feel safe walking alone after dark,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,82.40233909730615
2018/19,Proportion of population who feel safe walking alone after dark,35 to 44,,,,,,,,Undefined,Units,Percentage (%),,79.4084263958582
2018/19,Proportion of population who feel safe walking alone after dark,45 to 54,,,,,,,,Undefined,Units,Percentage (%),,78.86493418980255
2018/19,Proportion of population who feel safe walking alone after dark,55 to 64,,,,,,,,Undefined,Units,Percentage (%),,78.97175330972198
2018/19,Proportion of population who feel safe walking alone after dark,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,73.96338701112634
2018/19,Proportion of population who feel safe walking alone after dark,75 and over,,,,,,,,Undefined,Units,Percentage (%),,71.37582048947397
2018/19,Proportion of population who feel safe walking alone after dark,,,,,White,,,,Undefined,Units,Percentage (%),,78.81217145729046
2018/19,Proportion of population who feel safe walking alone after dark,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,Undefined,Units,Percentage (%),,78.7523797930001
2018/19,Proportion of population who feel safe walking alone after dark,,,,,White,Irish,,,Undefined,Units,Percentage (%),,74.9862028800316
2018/19,Proportion of population who feel safe walking alone after dark,,,,,White,Any other White background,,,Undefined,Units,Percentage (%),,79.84218147531351
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Mixed/Multiple ethnic background,,,,Undefined,Units,Percentage (%),,84.75593746705765
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,,,,Undefined,Units,Percentage (%),,75.27839954474747
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Indian,,,Undefined,Units,Percentage (%),,73.46391719535835
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Pakistani,,,Undefined,Units,Percentage (%),,74.43152249321248
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Bangladeshi,,,Undefined,Units,Percentage (%),,69.517298812181
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Any other Asian background,,,Undefined,Units,Percentage (%),,77.96376902459552
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,,,,Undefined,Units,Percentage (%),,77.05079735468706
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,African,,,Undefined,Units,Percentage (%),,74.05557140374054
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,Caribbean,,,Undefined,Units,Percentage (%),,81.39877737252117
2018/19,Proportion of population who feel safe walking alone after dark,,,,,Other ethnic group,,,,Undefined,Units,Percentage (%),,65.92666573022196
2018/19,Proportion of population who feel safe walking alone after dark,,,Born in the UK,,,,,,Undefined,Units,Percentage (%),,78.54333145981356
2018/19,Proportion of population who feel safe walking alone after dark,,,Not born in the UK,,,,,,Undefined,Units,Percentage (%),,77.72011442294882
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,,,Undefined,Units,Percentage (%),,77.84645681302179
2019/20,Proportion of population who feel safe walking alone after dark,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,80.12869771552586
2019/20,Proportion of population who feel safe walking alone after dark,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,79.508350295058
2019/20,Proportion of population who feel safe walking alone after dark,35 to 44,,,,,,,,Undefined,Units,Percentage (%),,80.13446165880262
2019/20,Proportion of population who feel safe walking alone after dark,45 to 54,,,,,,,,Undefined,Units,Percentage (%),,79.86600818259623
2019/20,Proportion of population who feel safe walking alone after dark,55 to 64,,,,,,,,Undefined,Units,Percentage (%),,78.17376536292647
2019/20,Proportion of population who feel safe walking alone after dark,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,74.98005118970329
2019/20,Proportion of population who feel safe walking alone after dark,75 and over,,,,,,,,Undefined,Units,Percentage (%),,67.58099568980793
2019/20,Proportion of population who feel safe walking alone after dark,,,,,White,,,,Undefined,Units,Percentage (%),,78.41391707570313
2019/20,Proportion of population who feel safe walking alone after dark,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,Undefined,Units,Percentage (%),,78.32918086678458
2019/20,Proportion of population who feel safe walking alone after dark,,,,,White,Irish,,,Undefined,Units,Percentage (%),,77.65466398264351
2019/20,Proportion of population who feel safe walking alone after dark,,,,,White,Any other White background,,,Undefined,Units,Percentage (%),,79.5579980630285
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Mixed/Multiple ethnic background,,,,Undefined,Units,Percentage (%),,77.95501634727785
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,,,,Undefined,Units,Percentage (%),,72.29803961720162
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Indian,,,Undefined,Units,Percentage (%),,76.24178897412816
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Pakistani,,,Undefined,Units,Percentage (%),,66.37979335376163
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Asian/Asian British,Any other Asian background,,,Undefined,Units,Percentage (%),,74.1820633355827
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,,,,Undefined,Units,Percentage (%),,77.63093544500984
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,African,,,Undefined,Units,Percentage (%),,73.43684872862536
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Black/African/Caribbean/Black British,Caribbean,,,Undefined,Units,Percentage (%),,84.01022168172877
2019/20,Proportion of population who feel safe walking alone after dark,,,,,Other ethnic group,,,,Undefined,Units,Percentage (%),,80.24983930056128
2019/20,Proportion of population who feel safe walking alone after dark,,,Born in the UK,,,,,,Undefined,Units,Percentage (%),,78.35186259741008
2019/20,Proportion of population who feel safe walking alone after dark,,,Not born in the UK,,,,,,Undefined,Units,Percentage (%),,75.5539694244559
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"Less than £10,400",,Undefined,Units,Percentage (%),,66.49974624848282
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"£10,400 to less than £20,800",,Undefined,Units,Percentage (%),,71.94108956812019
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"£20,800 to less than £31,200",,Undefined,Units,Percentage (%),,73.76682240006
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"£31,200 to less than £41,600",,Undefined,Units,Percentage (%),,80.77645895295193
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"£41,600 to less than £52,000",,Undefined,Units,Percentage (%),,81.09606586782111
2019/20,Proportion of population who feel safe walking alone after dark,,,,,,,"£52,000 or more",,Undefined,Units,Percentage (%),,85.8228497980259
