Year,Value,Units,Series,Observation status,Unit multiplier
1999,18.3,Metric tons,Material footprint per capita,Normal value,Units
2000,18.6,Metric tons,Material footprint per capita,Normal value,Units
2001,19.1,Metric tons,Material footprint per capita,Normal value,Units
2002,21.7,Metric tons,Material footprint per capita,Normal value,Units
2003,22.6,Metric tons,Material footprint per capita,Normal value,Units
2004,24.5,Metric tons,Material footprint per capita,Normal value,Units
2005,23.6,Metric tons,Material footprint per capita,Normal value,Units
2006,22.8,Metric tons,Material footprint per capita,Normal value,Units
2007,22.1,Metric tons,Material footprint per capita,Normal value,Units
2008,19.7,Metric tons,Material footprint per capita,Normal value,Units
2009,16.9,Metric tons,Material footprint per capita,Normal value,Units
2010,16.2,Metric tons,Material footprint per capita,Normal value,Units
2011,17.2,Metric tons,Material footprint per capita,Normal value,Units
2012,17.5,Metric tons,Material footprint per capita,Normal value,Units
2013,16.4,Metric tons,Material footprint per capita,Normal value,Units
2014,18.4,Metric tons,Material footprint per capita,Normal value,Units
2015,18.8,Metric tons,Material footprint per capita,Normal value,Units
2016,14.8,Metric tons,Material footprint per capita,Normal value,Units
2017,14.3,Metric tons,Material footprint per capita,Normal value,Units
2018,16.5,Metric tons,Material footprint per capita,Normal value,Units
2019,16.1,Metric tons,Material footprint per capita,Normal value,Units
2020,14.2,Metric tons,Material footprint per capita,Normal value,Units
1990,0.2821350918732894,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1991,0.3015598447229765,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1992,0.2912952833035401,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1993,0.2744199470164557,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1994,0.2700107667805266,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1995,0.2533112809441782,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1996,0.2702899737952118,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1997,0.2808828789342176,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1998,0.322113852346629,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1999,0.3127863800752307,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2000,0.3124700762192905,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2001,0.3184854052603105,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2002,0.3645640122462145,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2003,0.3769569680016355,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2004,0.4121411467420264,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2005,0.4011798472298238,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2006,0.3908915903706755,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2007,0.3824855615471942,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2008,0.3550328125226834,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2009,0.3258947515192044,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2010,0.3140925186142856,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2011,0.3384537697496926,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2012,0.3469511536987962,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2013,0.3276322927828139,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2014,0.3654211753639921,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2015,0.3700088461575561,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2016,0.2928805135154795,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2017,0.2865091326555215,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2018,0.3327591833164086,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2019,0.3285170663226691,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
2020,0.3428032914507058,Kilograms per constant USD,Material footprint per unit of GDP,Normal value,Units
1990,800.1,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1991,798.7,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1992,745.3,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1993,680.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1994,657.9,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1995,599.8,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1996,610.6,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1997,633.6,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1998,715.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
1999,685.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2000,675.4,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2001,676.1,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2002,757.1,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2003,763.6,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2004,813.3,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2005,768.6,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2006,727.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2007,695.2,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2008,624.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2009,562.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2010,534.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2011,564.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2012,569.7,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2013,526.6,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2014,579.9,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2015,583.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2016,453.0,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2017,435.3,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2018,496.9,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2019,480.5,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
2020,473.3,Tons per GDP (millions of pounds),Material footprint per unit of GDP,Definition differs,Units
