Year,Value,Units,Series,Observation status,Unit multiplier
2014,13.63,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2014,0.07,Percentage (%),Return on assets (%),Normal value,Units
2015,35.89,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2015,3.06,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2015,3.88,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2015,1.01,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2015,5.45,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2015,15.69,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2015,0.07,Percentage (%),Return on assets (%),Normal value,Units
2016,37.92,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2016,-3.38,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2016,3.45,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2016,0.94,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2016,5.69,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2016,16.88,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2016,-0.02,Percentage (%),Return on assets (%),Normal value,Units
2017,37.79,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2017,-3.73,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2017,2.94,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2017,0.73,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2017,5.64,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2017,17.1,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2017,0.07,Percentage (%),Return on assets (%),Normal value,Units
2018,40.68,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2018,-3.45,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2018,6.81,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2018,1.07,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2018,5.69,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2018,17.93,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2018,0.07,Percentage (%),Return on assets (%),Normal value,Units
2019,44.43,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2019,-1.03,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2019,6.02,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2019,1.08,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2019,6.01,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2019,18.86,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2019,0.1,Percentage (%),Return on assets (%),Normal value,Units
2020,49.45,Percentage (%),Liquid assets to short term liabilities (%),Normal value,Units
2020,-8.45,Percentage (%),Net open position in foreign exchange to capital (%),Normal value,Units
2020,6.77,Percentage (%),Non-performing loans net of provisions to capital (%),Normal value,Units
2020,1.22,Percentage (%),Non-performing loans to total gross loans (%),Normal value,Units
2020,5.91,Percentage (%),Regulatory capital to assets (%),Normal value,Units
2020,18.49,Percentage (%),Regulatory Tier 1 capital to risk-weighted assets (%),Normal value,Units
2020,0.23,Percentage (%),Return on assets (%),Normal value,Units
