Year,Unit measure,Observation status,Country group,Product sector,Value
2008,Percentage (%),Undefined,Least Developed,AGRI,1.9371609999851047
2008,Percentage (%),Undefined,Least Developed,FISH,2.214285714285715
2008,Percentage (%),Undefined,Least Developed,NAMA,3.5602049558779627
2008,Percentage (%),Undefined,Least Developed,PAPS,1.8370626748045664
2008,Percentage (%),Undefined,Small Island Developing,,2.3247217009812395
2008,Percentage (%),Undefined,Small Island Developing,AGRI,1.6802310408849588
2008,Percentage (%),Undefined,Small Island Developing,FISH,0.7857142857142858
2008,Percentage (%),Undefined,Small Island Developing,NAMA,2.420485783802938
2008,Percentage (%),Undefined,Small Island Developing,PAPS,4.548720405894404
2009,Percentage (%),Undefined,Developing,,3.70756809585311
2009,Percentage (%),Undefined,Developing,AGRI,6.804666659591657
2009,Percentage (%),Undefined,Developing,FISH,6.034524244954562
2009,Percentage (%),Undefined,Developing,NAMA,3.2492708083981645
2009,Percentage (%),Undefined,Developing,PAPS,10.320497495931864
2009,Percentage (%),Undefined,Least Developed,,3.1473495109654954
2009,Percentage (%),Undefined,Least Developed,AGRI,1.5044594644110258
2009,Percentage (%),Undefined,Least Developed,FISH,2.642857142857143
2009,Percentage (%),Undefined,Least Developed,NAMA,3.505690653064637
2009,Percentage (%),Undefined,Least Developed,PAPS,2.4422216257335694
2009,Percentage (%),Undefined,Small Island Developing,,2.2588539938846277
2009,Percentage (%),Undefined,Small Island Developing,AGRI,1.59499425415544
2009,Percentage (%),Undefined,Small Island Developing,FISH,0.7222222222222223
2009,Percentage (%),Undefined,Small Island Developing,NAMA,2.438284293960688
2009,Percentage (%),Undefined,Small Island Developing,PAPS,3.3902246904824014
2010,Percentage (%),Undefined,Developing,,3.6395881736555022
2010,Percentage (%),Undefined,Developing,AGRI,6.35497392082142
2010,Percentage (%),Undefined,Developing,FISH,6.731677027453923
2010,Percentage (%),Undefined,Developing,NAMA,3.1887396248543047
2010,Percentage (%),Undefined,Developing,PAPS,10.428699124820422
2010,Percentage (%),Undefined,Least Developed,,2.8471419123529693
2010,Percentage (%),Undefined,Least Developed,AGRI,0.869524195288391
2010,Percentage (%),Undefined,Least Developed,FISH,3.8
2010,Percentage (%),Undefined,Least Developed,NAMA,3.2202988035631566
2010,Percentage (%),Undefined,Least Developed,PAPS,3.9197818589314335
2010,Percentage (%),Undefined,Small Island Developing,,2.12006056898122
2010,Percentage (%),Undefined,Small Island Developing,AGRI,1.1897908942557511
2010,Percentage (%),Undefined,Small Island Developing,FISH,0.9285714285714286
2010,Percentage (%),Undefined,Small Island Developing,NAMA,2.2553514695074948
2010,Percentage (%),Undefined,Small Island Developing,PAPS,3.6307117937746414
2011,Percentage (%),Undefined,Developing,,3.6110759722464048
2011,Percentage (%),Undefined,Developing,AGRI,5.939942468715064
2011,Percentage (%),Undefined,Developing,FISH,7.024677549706523
2011,Percentage (%),Undefined,Developing,NAMA,3.2156047249050856
2011,Percentage (%),Undefined,Developing,PAPS,10.268586113065457
2011,Percentage (%),Undefined,Least Developed,,2.494199813542792
2011,Percentage (%),Undefined,Least Developed,AGRI,1.3338975155056223
2011,Percentage (%),Undefined,Least Developed,FISH,2.821428571428572
2011,Percentage (%),Undefined,Least Developed,NAMA,2.766608716032373
2011,Percentage (%),Undefined,Least Developed,PAPS,2.737444537334958
2011,Percentage (%),Undefined,Small Island Developing,,2.0279571615297196
2011,Percentage (%),Undefined,Small Island Developing,AGRI,0.961209878896342
2011,Percentage (%),Undefined,Small Island Developing,FISH,1.3823529411764706
2011,Percentage (%),Undefined,Small Island Developing,NAMA,2.277598202192366
2011,Percentage (%),Undefined,Small Island Developing,PAPS,3.3539708251395526
2012,Percentage (%),Undefined,Developing,,3.7534369783302974
2012,Percentage (%),Undefined,Developing,AGRI,6.444526096997008
2012,Percentage (%),Undefined,Developing,FISH,7.458288416743129
2012,Percentage (%),Undefined,Developing,NAMA,3.2302297291672604
2012,Percentage (%),Undefined,Developing,PAPS,9.80889604849544
2012,Percentage (%),Undefined,Least Developed,,2.3713365584211448
2012,Percentage (%),Undefined,Least Developed,AGRI,0.8365503959731719
2012,Percentage (%),Undefined,Least Developed,FISH,2.942622950819672
2012,Percentage (%),Undefined,Least Developed,NAMA,2.6684189021550546
2012,Percentage (%),Undefined,Least Developed,PAPS,1.0870534759937358
2012,Percentage (%),Undefined,Small Island Developing,,2.9550942197166914
2012,Percentage (%),Undefined,Small Island Developing,AGRI,3.639711841237496
2012,Percentage (%),Undefined,Small Island Developing,FISH,2.6463414634146343
2012,Percentage (%),Undefined,Small Island Developing,NAMA,2.8370679403526387
2012,Percentage (%),Undefined,Small Island Developing,PAPS,2.905581533098703
2013,Percentage (%),Undefined,Developing,,3.800727239478173
2013,Percentage (%),Undefined,Developing,AGRI,6.534139569613068
2013,Percentage (%),Undefined,Developing,FISH,7.5084727806411
2013,Percentage (%),Undefined,Developing,NAMA,3.2401162578442233
2013,Percentage (%),Undefined,Developing,PAPS,10.02755785779447
2013,Percentage (%),Undefined,Least Developed,,2.397290639236744
2013,Percentage (%),Undefined,Least Developed,AGRI,1.3336745319676728
2013,Percentage (%),Undefined,Least Developed,FISH,3.256578947368422
2013,Percentage (%),Undefined,Least Developed,NAMA,2.5772940252411214
2013,Percentage (%),Undefined,Least Developed,PAPS,2.1107142857142858
2013,Percentage (%),Undefined,Small Island Developing,,3.0807726310644084
2013,Percentage (%),Undefined,Small Island Developing,AGRI,4.221910398044328
2013,Percentage (%),Undefined,Small Island Developing,FISH,3.35
2013,Percentage (%),Undefined,Small Island Developing,NAMA,2.7956354697682726
2013,Percentage (%),Undefined,Small Island Developing,PAPS,3.339379394263447
2014,Percentage (%),Undefined,Developing,,3.749555239610986
2014,Percentage (%),Undefined,Developing,AGRI,6.334532667969411
2014,Percentage (%),Undefined,Developing,FISH,7.747309864751246
2014,Percentage (%),Undefined,Developing,NAMA,3.21240384913054
2014,Percentage (%),Undefined,Developing,PAPS,9.756824937375708
2014,Percentage (%),Undefined,Least Developed,,2.3042623478266004
2014,Percentage (%),Undefined,Least Developed,AGRI,1.6611904784851201
2014,Percentage (%),Undefined,Least Developed,FISH,0.8106060606060604
2014,Percentage (%),Undefined,Least Developed,NAMA,2.507813010787834
2014,Percentage (%),Undefined,Least Developed,PAPS,1.2022395369159358
2014,Percentage (%),Undefined,Small Island Developing,,3.086364390890779
2014,Percentage (%),Undefined,Small Island Developing,AGRI,3.228618617462933
2014,Percentage (%),Undefined,Small Island Developing,FISH,6.217948717948719
2014,Percentage (%),Undefined,Small Island Developing,NAMA,2.8072518648861404
2014,Percentage (%),Undefined,Small Island Developing,PAPS,3.9087534963001054
2015,Percentage (%),Undefined,Developing,,3.698691001652129
2015,Percentage (%),Undefined,Developing,AGRI,5.974668442759943
2015,Percentage (%),Undefined,Developing,FISH,8.38541497622986
2015,Percentage (%),Undefined,Developing,NAMA,3.211491843931432
2015,Percentage (%),Undefined,Developing,PAPS,9.325031381619194
2015,Percentage (%),Undefined,Least Developed,,2.4131544583170896
2015,Percentage (%),Undefined,Least Developed,AGRI,1.2466786055463392
2015,Percentage (%),Undefined,Least Developed,FISH,0.8166666666666668
2015,Percentage (%),Undefined,Least Developed,NAMA,2.6186726998491774
2015,Percentage (%),Undefined,Least Developed,PAPS,2.963349779627452
2015,Percentage (%),Undefined,Small Island Developing,,3.0143928071220283
2015,Percentage (%),Undefined,Small Island Developing,AGRI,1.9604109270215555
2015,Percentage (%),Undefined,Small Island Developing,FISH,8.65909090909091
2015,Percentage (%),Undefined,Small Island Developing,NAMA,2.9389734171605486
2015,Percentage (%),Undefined,Small Island Developing,PAPS,3.585509444198397
2016,Percentage (%),Undefined,Developing,,3.6373016421976936
2016,Percentage (%),Undefined,Developing,AGRI,6.0808359589822185
2016,Percentage (%),Undefined,Developing,FISH,7.7317604529305
2016,Percentage (%),Undefined,Developing,NAMA,3.1324040489379668
2016,Percentage (%),Undefined,Developing,PAPS,9.383264026783435
2016,Percentage (%),Undefined,Least Developed,,2.4510411656310778
2016,Percentage (%),Undefined,Least Developed,AGRI,0.8683465642800312
2016,Percentage (%),Undefined,Least Developed,FISH,1.3515624999999996
2016,Percentage (%),Undefined,Least Developed,NAMA,2.6860864316167987
2016,Percentage (%),Undefined,Least Developed,PAPS,2.946693694860707
2016,Percentage (%),Undefined,Small Island Developing,,2.991178794662221
2016,Percentage (%),Undefined,Small Island Developing,AGRI,2.0599967578140346
2016,Percentage (%),Undefined,Small Island Developing,FISH,7.838709677419356
2016,Percentage (%),Undefined,Small Island Developing,NAMA,3.1314786693397934
2016,Percentage (%),Undefined,Small Island Developing,PAPS,2.6073258433280166
2017,Percentage (%),Undefined,Developing,,3.6285841324135424
2017,Percentage (%),Undefined,Developing,AGRI,6.132644862632056
2017,Percentage (%),Undefined,Developing,FISH,7.508838829871923
2017,Percentage (%),Undefined,Developing,NAMA,3.0660392231610856
2017,Percentage (%),Undefined,Developing,PAPS,9.312887701840344
2017,Percentage (%),Undefined,Least Developed,,2.700418977720417
2017,Percentage (%),Undefined,Least Developed,AGRI,1.4332595387967286
2017,Percentage (%),Undefined,Least Developed,FISH,1.6008227569099147
2017,Percentage (%),Undefined,Least Developed,NAMA,2.9105997559032293
2017,Percentage (%),Undefined,Least Developed,PAPS,2.421365307399671
2017,Percentage (%),Undefined,Small Island Developing,,2.9398811752897833
2017,Percentage (%),Undefined,Small Island Developing,AGRI,1.169374011129932
2017,Percentage (%),Undefined,Small Island Developing,FISH,7.5675675675675675
2017,Percentage (%),Undefined,Small Island Developing,NAMA,3.0863695636833897
2017,Percentage (%),Undefined,Small Island Developing,PAPS,3.4517206203250725
2018,Percentage (%),Undefined,Developing,,3.5436111243155834
2018,Percentage (%),Undefined,Developing,AGRI,5.904715793043816
2018,Percentage (%),Undefined,Developing,FISH,7.099366134376918
2018,Percentage (%),Undefined,Developing,NAMA,3.0148108033207768
2018,Percentage (%),Undefined,Developing,PAPS,8.814688861168916
2018,Percentage (%),Undefined,Least Developed,,2.660347404861206
2018,Percentage (%),Undefined,Least Developed,AGRI,0.9098564593967136
2018,Percentage (%),Undefined,Least Developed,FISH,0.3750000000000001
2018,Percentage (%),Undefined,Least Developed,NAMA,2.9612802902685527
2018,Percentage (%),Undefined,Least Developed,PAPS,2.4724803133903768
2018,Percentage (%),Undefined,Small Island Developing,,2.701376028867728
2018,Percentage (%),Undefined,Small Island Developing,AGRI,0.8412684678132988
2018,Percentage (%),Undefined,Small Island Developing,FISH,4.982758620689657
2018,Percentage (%),Undefined,Small Island Developing,NAMA,3.0895994539365
2018,Percentage (%),Undefined,Small Island Developing,PAPS,2.4068060769486683
2019,Percentage (%),Undefined,Developing,,3.488285277038337
2019,Percentage (%),Undefined,Developing,AGRI,5.809974532288345
2019,Percentage (%),Undefined,Developing,FISH,6.416483551942508
2019,Percentage (%),Undefined,Developing,NAMA,2.9742385597849132
2019,Percentage (%),Undefined,Developing,PAPS,8.872190909785262
2019,Percentage (%),Undefined,Least Developed,,2.649463440487738
2019,Percentage (%),Undefined,Least Developed,AGRI,1.373216632184943
2019,Percentage (%),Undefined,Least Developed,FISH,1.535211267605634
2019,Percentage (%),Undefined,Least Developed,NAMA,2.8686282211220813
2019,Percentage (%),Undefined,Least Developed,PAPS,2.5167472556621795
2019,Percentage (%),Undefined,Small Island Developing,,2.6547376451342557
2019,Percentage (%),Undefined,Small Island Developing,AGRI,1.3035004403181312
2019,Percentage (%),Undefined,Small Island Developing,FISH,5.282051282051281
2019,Percentage (%),Undefined,Small Island Developing,NAMA,2.915787567465153
2019,Percentage (%),Undefined,Small Island Developing,PAPS,2.3182526021051544
