Year,Series,Country income classification,Observation status,Unit multiplier,Units,Value
2013,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),25264.916
2013,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),3180.7
2013,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),4972.952
2013,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),1650.0
2013,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),2579.737
2013,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),25023.73
2013,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),39124.031
2013,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),46013.87
2013,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),71941.635
2014,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),3915.0
2014,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),6445.505
2014,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),349.85
2014,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),575.98
2014,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),2600.0
2014,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),4280.54
2014,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,GBP (thousands),38.52
2014,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,USD (thousands),63.418
2014,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),5990.6
2014,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),9862.693
2014,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),12893.97
2014,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),21228.136
2015,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),9854.08
2015,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),15055.89
2015,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),2413.22
2015,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),3687.12
2015,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),2000.0
2015,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),3055.768
2015,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,GBP (thousands),3.66
2015,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,USD (thousands),5.592
2015,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),13537.35
2015,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),20683.499
2015,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),27808.31
2015,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),42487.869
2016,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),7802.4
2016,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),10529.555
2016,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,GBP (thousands),4.61
2016,Value of all resources made available to strengthen statistical capacity in developing countries,UMICs,Normal value,Thousands,USD (thousands),6.221
2016,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),17016.02
2016,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),22963.59
2016,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),24823.03
2016,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),33499.366
2017,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),9272.131
2017,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),11939.391
2017,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),1801.958
2017,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),2320.317
2017,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),13592.67
2017,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),17502.794
2017,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),24666.759
2017,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),31762.502
2018,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),14436.582
2018,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),19256.479
2018,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),104.735
2018,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),139.703
2018,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),12101.455
2018,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),16141.73
2018,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),26642.772
2018,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),35537.911
2019,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),5026.75
2019,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),6414.943
2019,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),372.63
2019,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),475.536
2019,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),27.057
2019,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),34.529
2019,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),12962.216
2019,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),16541.878
2019,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),18388.652
2019,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),23466.887
2020,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),2704.369
2020,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),3468.474
2020,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),309.359
2020,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),396.766
2020,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),65.606
2020,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),84.143
2020,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),5518.287
2020,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),7077.45
2020,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),8597.622
2020,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),11026.833
2021,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,GBP (thousands),1342.423
2021,Value of all resources made available to strengthen statistical capacity in developing countries,LDCs,Normal value,Thousands,USD (thousands),1846.524
2021,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,GBP (thousands),291.343
2021,Value of all resources made available to strengthen statistical capacity in developing countries,LMICs,Normal value,Thousands,USD (thousands),400.747
2021,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,GBP (thousands),91.207
2021,Value of all resources made available to strengthen statistical capacity in developing countries,Other LICs,Normal value,Thousands,USD (thousands),125.456
2021,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,GBP (thousands),4958.619
2021,Value of all resources made available to strengthen statistical capacity in developing countries,Unspecified,Normal value,Thousands,USD (thousands),6820.659
2021,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,GBP (thousands),6683.592
2021,Value of all resources made available to strengthen statistical capacity in developing countries,,Normal value,Thousands,USD (thousands),9193.387
