Year,Series,Material category,Observation status,Unit multiplier,Units,Value
2013,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.3782236079529146
2014,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.4138048575714359
2015,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.4133818852675739
2016,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.3528947943862509
2017,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.3352195596785104
2018,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.3674079683393077
2019,Material footprint per unit of GDP,,Normal value,Units,Kilograms per constant USD,0.3633829283498381
1990,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),875.7
1991,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),871.7
1992,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),802.7
1993,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),750.9
1994,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),712.7
1995,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),648.6
1996,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),649.2
1997,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),794.3
1998,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),838.3
1999,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),863.3
2000,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),809.8
2001,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),849.6
2002,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),906.0
2003,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),900.2
2004,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),871.7
2005,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),835.4
2006,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),782.1
2007,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),736.0
2008,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),666.7
2009,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),608.8
2010,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),570.7
2011,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),589.3
2012,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),569.0
2013,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),566.1
2014,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),609.7
2015,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),605.9
2016,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),507.6
2017,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),473.6
2018,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),508.9
2019,Material footprint per unit of GDP,,Definition differs,Units,Tons per GDP (millions of pounds),493.4
1990,Material footprint,Biomass,Normal value,Millions,Metric tons,262.39570000000003
1991,Material footprint,Biomass,Normal value,Millions,Metric tons,264.3185
1992,Material footprint,Biomass,Normal value,Millions,Metric tons,260.3582
1993,Material footprint,Biomass,Normal value,Millions,Metric tons,251.8827
1994,Material footprint,Biomass,Normal value,Millions,Metric tons,249.4056
1995,Material footprint,Biomass,Normal value,Millions,Metric tons,236.2771
1996,Material footprint,Biomass,Normal value,Millions,Metric tons,257.9745
1997,Material footprint,Biomass,Normal value,Millions,Metric tons,314.7439
1998,Material footprint,Biomass,Normal value,Millions,Metric tons,335.9148
1999,Material footprint,Biomass,Normal value,Millions,Metric tons,313.4463
2000,Material footprint,Biomass,Normal value,Millions,Metric tons,308.8941
2001,Material footprint,Biomass,Normal value,Millions,Metric tons,321.5248
2002,Material footprint,Biomass,Normal value,Millions,Metric tons,318.9131
2003,Material footprint,Biomass,Normal value,Millions,Metric tons,303.8775
2004,Material footprint,Biomass,Normal value,Millions,Metric tons,343.4354
2005,Material footprint,Biomass,Normal value,Millions,Metric tons,337.6399
2006,Material footprint,Biomass,Normal value,Millions,Metric tons,310.1793
2007,Material footprint,Biomass,Normal value,Millions,Metric tons,298.48740000000004
2008,Material footprint,Biomass,Normal value,Millions,Metric tons,286.2515
2009,Material footprint,Biomass,Normal value,Millions,Metric tons,277.5463
2010,Material footprint,Biomass,Normal value,Millions,Metric tons,270.7724
2011,Material footprint,Biomass,Normal value,Millions,Metric tons,276.2259
2012,Material footprint,Biomass,Normal value,Millions,Metric tons,279.5748
2013,Material footprint,Biomass,Normal value,Millions,Metric tons,277.827
2014,Material footprint,Biomass,Normal value,Millions,Metric tons,306.6667
2015,Material footprint,Biomass,Normal value,Millions,Metric tons,303.3809
2016,Material footprint,Biomass,Normal value,Millions,Metric tons,274.0803
2017,Material footprint,Biomass,Normal value,Millions,Metric tons,259.494
2018,Material footprint,Biomass,Normal value,Millions,Metric tons,263.8912
2019,Material footprint,Biomass,Normal value,Millions,Metric tons,267.0268
1990,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,54.6994
1991,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,51.8155
1992,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,40.8263
1993,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,38.8982
1994,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,38.7219
1995,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,36.4349
1996,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,42.093
1997,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,52.4618
1998,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,69.8959
1999,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,71.9116
2000,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,77.657
2001,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,80.6424
2002,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,86.24539999999999
2003,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,78.77069999999999
2004,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,90.6987
2005,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,88.9927
2006,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,87.5523
2007,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,87.6703
2008,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,77.8678
2009,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,64.8219
2010,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,67.6912
2011,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,71.0098
2012,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,76.0545
2013,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,82.59710000000001
2014,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,78.1406
2015,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,76.0037
2016,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,66.0312
2017,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,64.6797
2018,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,68.8926
2019,Material footprint,Metal ores excluding precious metals,Normal value,Millions,Metric tons,66.721
1990,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,373.1514
1991,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,369.2188
1992,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,367.1128
1993,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,355.9306
1994,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,368.3044
1995,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,337.32140000000004
1996,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,330.8014
1997,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,446.6796
1998,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,491.9775
1999,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,559.6131
2000,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,551.9716999999999
2001,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,625.8894
2002,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,722.1516
2003,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,796.1101
2004,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,720.3433
2005,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,701.2084
2006,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,677.2168
2007,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,669.6073
2008,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,565.1422
2009,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,457.07
2010,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,433.0517
2011,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,457.7347
2012,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,433.6346
2013,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,433.1685
2014,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,541.19
2015,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,574.5142
2016,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,489.8218
2017,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,479.0529
2018,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,549.6665
2019,Material footprint,Non-metallic minerals,Normal value,Millions,Metric tons,536.4876999999999
1990,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,378.8142
1991,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,367.1662
1992,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,304.6809
1993,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,286.15
1994,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,263.1163
1995,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,247.9814
1996,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,249.263
1997,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,316.581
1998,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,339.57370000000003
1999,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,371.3095
2000,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,339.4789
2001,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,349.25109999999995
2002,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,373.5599
2003,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,362.0684
2004,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,371.5132
2005,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,377.9757
2006,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,372.708
2007,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,338.7396
2008,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,330.3432
2009,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,303.5216
2010,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,283.87
2011,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,298.7044
2012,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,291.5583
2013,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,305.3152
2014,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,291.3478
2015,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,284.6059
2016,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,225.4959
2017,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,198.5674
2018,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,207.5026
2019,Material footprint,Fossil fuels,Normal value,Millions,Metric tons,201.6389
1990,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.7
1991,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.7
1992,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.7
1993,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.5
1994,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.4
1995,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.2
1996,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.6
1997,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.6
1998,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.9
1999,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.5
2000,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.4
2001,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.6
2002,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.5
2003,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.2
2004,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.9
2005,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.8
2006,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.2
2007,Material footprint per capita,Biomass,Normal value,Units,Metric tons,5.0
2008,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.8
2009,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.6
2010,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.4
2011,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.5
2012,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.5
2013,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.5
2014,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.9
2015,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.8
2016,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.3
2017,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.0
2018,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.1
2019,Material footprint per capita,Biomass,Normal value,Units,Metric tons,4.1
1990,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.0
1991,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.9
1992,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.7
1993,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.7
1994,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.7
1995,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.6
1996,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.7
1997,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,0.9
1998,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.2
1999,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.3
2000,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.4
2001,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.4
2002,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.5
2003,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.4
2004,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.6
2005,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.5
2006,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.5
2007,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.5
2008,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.3
2009,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.1
2010,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.1
2011,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.2
2012,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.2
2013,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.3
2014,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.2
2015,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.2
2016,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.0
2017,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.0
2018,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.1
2018,Material footprint per capita,Metal ores excluding precious metals,Normal value,Units,Metric tons,1.0
1990,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.7
1991,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.6
1992,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.6
1993,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.3
1994,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.6
1995,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,6.0
1996,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,5.9
1997,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.9
1998,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,8.7
1999,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,9.8
2000,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,9.6
2001,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,10.9
2002,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,12.5
2003,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,13.7
2004,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,12.4
2005,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,11.9
2006,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,11.5
2007,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,11.2
2008,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,9.4
2009,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.6
2010,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.1
2011,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.4
2012,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.0
2013,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.0
2014,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,8.6
2015,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,9.1
2016,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.7
2017,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,7.5
2018,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,8.5
2019,Material footprint per capita,Non-metallic minerals,Normal value,Units,Metric tons,8.3
1990,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.8
1991,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.6
1992,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.4
1993,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.1
1994,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.7
1995,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.4
1996,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.4
1997,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.6
1998,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.0
1999,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.5
2000,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.9
2001,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.1
2002,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.5
2003,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.2
2004,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.4
2005,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.4
2006,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,6.3
2007,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.7
2008,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.5
2009,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,5.0
2010,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.7
2011,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.9
2012,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.7
2013,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.9
2014,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.6
2015,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,4.5
2016,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,3.5
2017,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,3.1
2018,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,3.2
2019,Material footprint per capita,Fossil fuels,Normal value,Units,Metric tons,3.1
1990,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.0829476430930585
1991,Material footprint per unit of GDP,Biomass,Normal value,Units,Kilograms per constant USD,0.09021784034765
