Year,Series,Safely managed element,Service level,Facility type,Urban or rural,Units,Unit multiplier,Observation status,Value
2000,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.73614
2000,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2000,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2000,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17584
2000,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2000,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2000,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.66133
2000,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2000,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2000,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.66328
2000,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2000,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2000,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.41396
2000,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2000,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2001,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.64228
2001,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2001,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2001,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.18194
2001,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2001,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2001,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.38804
2001,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2001,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2001,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.69467
2001,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2001,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2001,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2001,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.7415
2001,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2001,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2001,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17578
2001,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2001,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2001,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.65842
2001,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2001,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2001,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.65794
2001,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2001,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2001,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.42514
2001,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2001,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2002,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.60774
2002,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2002,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2002,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.21666
2002,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2002,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2002,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.37084
2002,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2002,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2002,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.69615
2002,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2002,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2002,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2002,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.75741
2002,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2002,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2002,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.1756
2002,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2002,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2002,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.64981
2002,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2002,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2002,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.64934
2002,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2002,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2002,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.45826
2002,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2002,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2003,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.57366
2003,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2003,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2003,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.25092
2003,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2003,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2003,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.35387
2003,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2003,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2003,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.69762
2003,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2003,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2003,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2003,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.7731
2003,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2003,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2003,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17542
2003,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2003,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2003,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.64132
2003,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2003,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2003,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.64085
2003,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2003,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2003,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.49093
2003,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2003,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2004,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.53982
2004,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2004,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2004,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.28495
2004,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2004,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2004,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.33701
2004,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2004,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2004,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.69907
2004,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2004,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2004,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2004,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.78868
2004,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2004,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2004,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17523
2004,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2004,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2004,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.63288
2004,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2004,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2004,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.63242
2004,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2004,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2004,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.52338
2004,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2004,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2005,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.50644
2005,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2005,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2005,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.31851
2005,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2005,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2005,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.32039
2005,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2005,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2005,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.7005
2005,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2005,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2005,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2005,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.80406
2005,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2005,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2005,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17505
2005,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2005,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2005,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.62456
2005,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2005,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2005,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.6241
2005,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2005,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2005,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.55539
2005,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2005,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2006,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.4733
2006,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2006,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2006,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.35183
2006,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2006,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2006,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.30389
2006,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.96491
2006,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.15309
2006,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70192
2006,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2006,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2006,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2006,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.81931
2006,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.50986
2006,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.88331
2006,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17488
2006,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2006,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2006,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.6163
2006,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2006,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2006,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.61585
2006,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94709
2006,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.04027
2006,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.58716
2006,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.61352
2006,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.80274
2007,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.44062
2007,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2007,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2007,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.38468
2007,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2007,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2007,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.27674
2007,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.95478
2007,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.14203
2007,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.70333
2007,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2007,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2007,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2007,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,97.84524
2007,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.51999
2007,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.89437
2007,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.1747
2007,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2007,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2007,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.60816
2007,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2007,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2007,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.60778
2007,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94742
