Year,Region,Sex,Age,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2008,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.45563275999499997
2008,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,0.9581129008310001
2008,,,20 and under,Undefined,Units,"Rate per 100,000 population",,0.393184390549
2008,,Male,20 and under,Undefined,Units,"Rate per 100,000 population",,0.355344454628
2008,,Female,20 and under,Undefined,Units,"Rate per 100,000 population",,0.417224446818
2008,London,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.643705844255
2008,East Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000004,0.354695143957
2008,East of England,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000006,0.27712633843400003
2008,North West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.7228189494220001
2008,South East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.420183760365
2008,West Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.20655068616099997
2008,North East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000001,0.46704164921700003
2008,London,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.390353582275
2008,London,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.904664449904
2008,East Midlands,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000004,0.519991056154
2008,North West,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.568352969928
2008,North West,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.8707208153429999
2008,South East,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.382908496357
2008,South East,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.455670546549
2008,,,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.19529436899
2008,,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.44217164727
2008,,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.8387683567799997
2008,London,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,2.58900135479
2008,East Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,2.25126547096
2008,East of England,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.42421546074
2008,North West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,3.69456589122
2008,South East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.86718826495
2008,South West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.8861370498599996
2008,West Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.10279192453
2008,Yorkshire and The Humber,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,2.65353382574
2008,North East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,1.06916096829
2008,London,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,3.4696578421699993
2008,London,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,1.63424583463
2008,East Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,2.43186437145
2008,East Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.5538244799899998
2008,East of England,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.3521772758500001
2008,East of England,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.4967045287600003
2008,North West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,2.37514304839
2008,North West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,4.92190037855
2008,South East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,0.9963921545890001
2008,South East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,2.5644971021200003
2008,South West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.7405476395800001
2008,South West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.87366208817
2008,West Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,0.964991487397
2008,West Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.2405784955399999
2008,Yorkshire and The Humber,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.0045246661
2008,Yorkshire and The Humber,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,4.30095194403
2008,North East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,0.905261379136
2008,North East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,1.23715293994
2008,,,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.27764756318
2008,,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",,0.578900690744
2008,,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.95951321566
2008,London,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,2.0052548516299997
2008,East Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.4872849530599999
2008,East of England,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,1.10309886426
2008,North West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.65975192598
2008,South East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.0065002411200001
2008,South West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,1.05759895425
2008,West Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,0.904810459609
2008,Yorkshire and The Humber,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.0162579495
2008,North East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,0.979083969039
2008,London,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,3.18437416616
2008,London,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,0.856113991578
2008,East Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,2.32262602735
2008,East Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,0.658443800999
2008,East of England,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.514120975236
2008,East of England,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,1.70360876756
2008,North West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,0.850285908637
2008,North West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,2.4814190264400002
2008,South East,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.521164942624
2008,South East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,1.41108530981
2008,South West,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,0.41617072988000003
2008,South West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,1.72055591162
2008,West Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.53837762695
2008,Yorkshire and The Humber,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,0.722704185614
2008,Yorkshire and The Humber,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.31241824728
2008,North East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000001,1.7053302940600001
2008,,,61 and over,Undefined,Units,"Rate per 100,000 population",,0.564138345903
2008,,Female,61 and over,Undefined,Units,"Rate per 100,000 population",,0.273133792027
2008,,Male,61 and over,Undefined,Units,"Rate per 100,000 population",,0.900004479092
2008,London,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,0.7979904826340001
2008,East of England,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.800412372454
2008,North West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.757709870135
2008,South East,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.388130309761
2008,South West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000009,0.238040451007
2008,West Midlands,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.7784228115940001
2008,Yorkshire and The Humber,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,0.739893973194
2008,London,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,1.40009800686
2008,East of England,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,0.43889807323700003
2008,East of England,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000006,1.23712943555
2008,North West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,1.38619351261
2008,South East,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.30121510172
2008,South East,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.495324140117
2008,West Midlands,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.631334056211
2008,West Midlands,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000005,0.95674553439
2008,Yorkshire and The Humber,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000003,1.4489813661000002
2009,,,,Undefined,Units,"Rate per 100,000 population",,1.1418416154200002
2009,,Male,,Undefined,Units,"Rate per 100,000 population",,1.41609728893
2009,,Female,,Undefined,Units,"Rate per 100,000 population",,0.602351830015
2009,London,,,Undefined,Units,"Rate per 100,000 population",E12000007,1.76264832371
2009,East Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000004,0.84979760281
2009,East of England,,,Undefined,Units,"Rate per 100,000 population",E12000006,0.8519601080979999
2009,North West,,,Undefined,Units,"Rate per 100,000 population",E12000002,1.61748463676
2009,South East,,,Undefined,Units,"Rate per 100,000 population",E12000008,1.02462370989
2009,South West,,,Undefined,Units,"Rate per 100,000 population",E12000009,0.784415613238
2009,West Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000005,0.7235880851819999
2009,Yorkshire and The Humber,,,Undefined,Units,"Rate per 100,000 population",E12000003,1.05296530345
2009,North East,,,Undefined,Units,"Rate per 100,000 population",E12000001,1.28133395407
2009,London,Male,,Undefined,Units,"Rate per 100,000 population",E12000007,1.32895833434
2009,London,Female,,Undefined,Units,"Rate per 100,000 population",E12000007,0.6948313234919999
2009,East Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000004,0.862343240749
2009,East Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000004,0.529017957515
2009,East of England,Female,,Undefined,Units,"Rate per 100,000 population",E12000006,0.649560435616
2009,East of England,Male,,Undefined,Units,"Rate per 100,000 population",E12000006,1.02604454873
2009,North West,Female,,Undefined,Units,"Rate per 100,000 population",E12000002,0.646092279394
2009,North West,Male,,Undefined,Units,"Rate per 100,000 population",E12000002,2.5975595198700003
2009,South East,Female,,Undefined,Units,"Rate per 100,000 population",E12000008,0.6239966942040001
2009,South East,Male,,Undefined,Units,"Rate per 100,000 population",E12000008,1.4169149870200002
2009,South West,Female,,Undefined,Units,"Rate per 100,000 population",E12000009,0.299790633716
2009,South West,Male,,Undefined,Units,"Rate per 100,000 population",E12000009,1.28992312058
2009,West Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000005,0.570153057588
2009,West Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000005,0.8450467218979999
2009,Yorkshire and The Humber,Female,,Undefined,Units,"Rate per 100,000 population",E12000003,0.676996377693
2009,Yorkshire and The Humber,Male,,Undefined,Units,"Rate per 100,000 population",E12000003,1.32577330602
2009,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.682345448756
2009,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,1.9101269358900002
2009,,,20 and under,Undefined,Units,"Rate per 100,000 population",,0.346316487496
2009,,Male,20 and under,Undefined,Units,"Rate per 100,000 population",,0.35364086532399996
2009,,Female,20 and under,Undefined,Units,"Rate per 100,000 population",,0.24630155129999998
2009,London,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.389825932975
2009,East Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000004,0.26475945720800004
2009,North West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.445743290867
2009,South East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.5572942620520001
2009,South West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.239130140202
2009,North East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000001,1.09498870597
2009,North West,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.455900723059
2009,North West,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.436028607837
2009,South East,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.38095564628600004
2009,South East,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.7251171517399999
2009,South West,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.466968951234
2009,North East,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000001,1.2811971506200002
2009,North East,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000001,0.9172404515270001
2009,,,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.3757347897799999
2009,,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",,0.7137380153239999
2009,,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.5348971541499998
2009,London,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,2.09992860243
2009,East Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.30628908526
2009,East of England,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,0.884078895201
2009,North West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,2.1794220063900003
2009,South East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.2344267916299998
2009,South West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,0.395579008995
2009,West Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,0.969051271118
2009,Yorkshire and The Humber,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,0.648867977716
2009,North East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,1.99193419875
2009,London,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,1.40156035715
2009,London,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,0.629256659109
2009,East Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,0.874990156361
2009,East Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.04012093139
2009,East of England,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,0.542396415844
2009,East of England,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.22784925831
2009,North West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,0.649524980731
2009,North West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,3.6200206889699995
2009,South East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,0.908592009478
2009,South East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.5644469312
2009,South West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,0.472427553235
2009,West Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.38270512431
2009,West Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,0.554406701668
2009,Yorkshire and The Humber,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.01015785881
2009,North East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,3.41260928106
2009,,,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.06689326415
2009,,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",,0.402979167416
2009,,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",,1.39090753496
2009,London,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,2.1763166848599997
2009,East Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.39736440633
2009,East of England,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.7748354120450001
2009,North West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,1.33556996784
2009,South East,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.696103127678
2009,South West,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,0.352463401963
2009,West Midlands,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.17725841445
2009,Yorkshire and The Humber,,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,0.940885604957
2009,London,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,1.9311294854499998
2009,London,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000007,0.5253094072410001
2009,East Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,1.6502821157299998
2009,East Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000004,0.65507296694
2009,East of England,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.5114651302250001
2009,East of England,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000006,0.9130645184430001
2009,North West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000002,2.6910135218
2009,South East,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.518009462306
2009,South East,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000008,0.877016040623
2009,South West,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000009,0.716470950685
2009,West Midlands,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,0.689237827026
2009,West Midlands,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000005,1.6699276643
2009,Yorkshire and The Humber,Female,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,0.576836828724
2009,Yorkshire and The Humber,Male,41 to 60,Undefined,Units,"Rate per 100,000 population",E12000003,1.01708706265
2009,,,61 and over,Undefined,Units,"Rate per 100,000 population",,0.257152560716
2009,,Female,61 and over,Undefined,Units,"Rate per 100,000 population",,0.133942369286
2009,,Male,61 and over,Undefined,Units,"Rate per 100,000 population",,0.30514101583500003
2009,London,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000007,0.78312692138
2009,North West,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.539013820314
2009,South East,,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.161995700634
2009,North West,Female,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.36769887913099997
2009,North West,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000002,0.748159154401
2009,South East,Male,61 and over,Undefined,Units,"Rate per 100,000 population",E12000008,0.359785567802
2010,,,,Undefined,Units,"Rate per 100,000 population",,0.9725990727030001
2010,,Male,,Undefined,Units,"Rate per 100,000 population",,1.3564041054799998
2010,,Female,,Undefined,Units,"Rate per 100,000 population",,0.601527176624
2010,London,,,Undefined,Units,"Rate per 100,000 population",E12000007,1.7490552310699998
2010,East Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000004,0.732182830046
2010,East of England,,,Undefined,Units,"Rate per 100,000 population",E12000006,0.7748731704809999
2010,North West,,,Undefined,Units,"Rate per 100,000 population",E12000002,0.9401815205609999
2010,South East,,,Undefined,Units,"Rate per 100,000 population",E12000008,0.827720861282
2010,South West,,,Undefined,Units,"Rate per 100,000 population",E12000009,1.045374976
2010,West Midlands,,,Undefined,Units,"Rate per 100,000 population",E12000005,0.646799617526
2010,Yorkshire and The Humber,,,Undefined,Units,"Rate per 100,000 population",E12000003,0.9705434358149999
2010,North East,,,Undefined,Units,"Rate per 100,000 population",E12000001,0.541194989462
2010,London,Male,,Undefined,Units,"Rate per 100,000 population",E12000007,2.5151291305
2010,London,Female,,Undefined,Units,"Rate per 100,000 population",E12000007,1.0035353817200001
2010,East Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000004,1.03524421411
2010,East Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000004,0.437565333974
2010,East of England,Female,,Undefined,Units,"Rate per 100,000 population",E12000006,0.508147467105
2010,East of England,Male,,Undefined,Units,"Rate per 100,000 population",E12000006,1.0506029935899999
2010,North West,Female,,Undefined,Units,"Rate per 100,000 population",E12000002,0.58768053686
2010,North West,Male,,Undefined,Units,"Rate per 100,000 population",E12000002,1.30565310074
2010,South East,Female,,Undefined,Units,"Rate per 100,000 population",E12000008,0.48086698944300005
2010,South East,Male,,Undefined,Units,"Rate per 100,000 population",E12000008,1.18746258009
2010,South West,Female,,Undefined,Units,"Rate per 100,000 population",E12000009,0.6706570762699999
2010,South West,Male,,Undefined,Units,"Rate per 100,000 population",E12000009,1.43559141516
2010,West Midlands,Female,,Undefined,Units,"Rate per 100,000 population",E12000005,0.425134369032
2010,West Midlands,Male,,Undefined,Units,"Rate per 100,000 population",E12000005,0.874881389778
2010,Yorkshire and The Humber,Female,,Undefined,Units,"Rate per 100,000 population",E12000003,0.711036863893
2010,Yorkshire and The Humber,Male,,Undefined,Units,"Rate per 100,000 population",E12000003,1.2390450989200001
2010,North East,Female,,Undefined,Units,"Rate per 100,000 population",E12000001,0.3023038577
2010,North East,Male,,Undefined,Units,"Rate per 100,000 population",E12000001,0.791329560274
2010,,,20 and under,Undefined,Units,"Rate per 100,000 population",,0.411605909643
2010,,Male,20 and under,Undefined,Units,"Rate per 100,000 population",,0.453439580565
2010,,Female,20 and under,Undefined,Units,"Rate per 100,000 population",,0.367778722254
2010,London,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.719624989026
2010,East Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000004,0.263254421358
2010,East of England,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000006,0.274522776468
2010,North West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.167343758106
2010,South East,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.5525335042499999
2010,South West,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.4766523750399999
2010,West Midlands,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.409620063737
2010,Yorkshire and The Humber,,20 and under,Undefined,Units,"Rate per 100,000 population",E12000003,0.295343321844
2010,London,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.659035040893
2010,London,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000007,0.782579774226
2010,North West,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000002,0.327025377169
2010,South East,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.378160118667
2010,South East,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000008,0.718093533478
2010,South West,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000009,0.8143494894840001
2010,West Midlands,Female,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.41984348235
2010,West Midlands,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000005,0.399882701074
2010,Yorkshire and The Humber,Male,20 and under,Undefined,Units,"Rate per 100,000 population",E12000003,0.579443936626
2010,,,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.7721327295200002
2010,,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",,1.27100013464
2010,,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",,2.27628252713
2010,London,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,3.0768879732700003
2010,East Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.22377515404
2010,East of England,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.7613827667700002
2010,North West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,2.1287094126099997
2010,South East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.09501639787
2010,South West,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.4263447459399998
2010,West Midlands,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000005,1.1094777133700002
2010,Yorkshire and The Humber,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000003,1.5180419283200002
2010,North East,,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000001,0.9193373416439999
2010,London,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,4.362400538999999
2010,London,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000007,1.7951164547299998
2010,East Midlands,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,1.9319191685
2010,East Midlands,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000004,0.522085068541
2010,East of England,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.6203078584900001
2010,East of England,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000006,1.90343338595
2010,North West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,1.62683276268
2010,North West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000002,2.63719165461
2010,South East,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,0.634707626465
2010,South East,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000008,1.5612401022
2010,South West,Female,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.43353647076
2010,South West,Male,21 to 40,Undefined,Units,"Rate per 100,000 population",E12000009,1.4192248194
