Year,Units,Sex,Relationship to perpetrator,Age,Ethnicity,Income,Disability status,Country of birth,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2011/12,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.3450652048261045
2012/13,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,2.3453355670110603
2013/14,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,1.813297347583786
2014/15,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,2.3701036303484897
2015/16,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,2.8245726902570256
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,2.673493973298345
2017/18,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.8367379199010814
2018/19,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.7979494275361247
2019/20,Percentage of adults aged 16 to 59 (%),Women,,,,,,,,Undefined,Units,Percentage (%),,3.0503256964849847
2004/05,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.34387585295948786
2005/06,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3309974679126455
2006/07,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3465802381637204
2007/08,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3201902728552583
2008/09,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.22047989464183135
2009/10,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3190584814468588
2010/11,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3047823828494001
2011/12,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2128713881147914
2012/13,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1818524782663706
2013/14,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1486918763743441
2014/15,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1907556345200028
2015/16,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.22500037002313628
2016/17,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1552139436659
2017/18,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.16173150675126086
2018/19,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2744517144963624
2019/20,Percentage of adults aged 16 to 59 (%),,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2484290701551153
2004/05,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.02954181258168137
2005/06,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03530857265186668
2006/07,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.033452590640783084
2007/08,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0427908794058877
2008/09,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.02347906746285762
2009/10,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.017125959830372718
2010/11,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.04318601646155319
2011/12,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.009720481540505995
2012/13,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0201651583446618
2013/14,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03701111385649462
2014/15,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.01958045323603451
2015/16,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.01143124393827661
2016/17,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.02490353697957634
2017/18,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.04890225296371405
2018/19,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03898412497469138
2019/20,Percentage of adults aged 16 to 59 (%),,Family member,,,,,,,Undefined,Units,Percentage (%),,0.04210358503078606
2004/05,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.22124927335501102
2005/06,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.0
2006/07,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.13402805754057034
2007/08,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.13726788356119726
2008/09,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.17725377075303064
2009/10,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.19592974689949025
2010/11,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.1545054539121381
2011/12,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.0
2012/13,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.12199499891198815
2013/14,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.08318787501018299
2014/15,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.04490682969436578
2015/16,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.06992098175093077
2016/17,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.05422610554386193
2017/18,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.06532348488354389
2018/19,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.022725792669900748
2019/20,Percentage of adults aged 16 to 59 (%),Men,Partner,,,,,,,Undefined,Units,Percentage (%),,0.07688585959602795
2004/05,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.006536233924493849
2005/06,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.026905575200905408
2006/07,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0054152897021613276
2007/08,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.007120770669882877
2008/09,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.008190829956792522
2009/10,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2010/11,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2011/12,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2012/13,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.012618755505513848
2013/14,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.034752961835763305
2014/15,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2015/16,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2016/17,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.025899924108285458
2017/18,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03716027534680765
2018/19,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0
2019/20,Percentage of adults aged 16 to 59 (%),Men,Family member,,,,,,,Undefined,Units,Percentage (%),,0.021232504289459955
2004/05,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.4636297297425752
2005/06,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.6214529325641317
2006/07,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.5411480589081344
2007/08,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.488599419360826
2008/09,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.26864573515890555
2009/10,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.4400372725020354
2010/11,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.44570616671011865
2011/12,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.402680877040676
2012/13,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.24148147274783585
2013/14,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.21332649351962146
2014/15,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.3339368703317226
2015/16,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.37816581310021297
2016/17,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2566273183447821
2017/18,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.2594601655545305
2018/19,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.518446833404983
2019/20,Percentage of adults aged 16 to 59 (%),Women,Partner,,,,,,,Undefined,Units,Percentage (%),,0.4186005891812055
2004/05,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.052285972287799666
2005/06,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.04363256290130421
2006/07,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.06129170494087765
2007/08,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.07816050868880801
2008/09,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.0386940622261531
2009/10,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.034329551393181244
2010/11,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.08606835713295152
2011/12,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.019495367622190517
2012/13,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.027656401688920074
2013/14,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.03924089058928313
2014/15,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.038783596238294325
2015/16,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.02266939266144731
2016/17,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.023910956631604238
2017/18,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.060709753950490386
2018/19,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.07661645049967884
2019/20,Percentage of adults aged 16 to 59 (%),Women,Family member,,,,,,,Undefined,Units,Percentage (%),,0.06278076122875244
2016/17,Percentage of adults aged 16 to 59 (%),Men,,16 to 19,,,,,,Undefined,Units,Percentage (%),,3.0375138400878634
2016/17,Percentage of adults aged 16 to 59 (%),Men,,20 to 24,,,,,,Undefined,Units,Percentage (%),,1.6659956122708386
2016/17,Percentage of adults aged 16 to 59 (%),Men,,25 to 34,,,,,,Undefined,Units,Percentage (%),,1.0360621397775551
2016/17,Percentage of adults aged 16 to 59 (%),Men,,35 to 44,,,,,,Undefined,Units,Percentage (%),,0.3213437180002344
2016/17,Percentage of adults aged 16 to 59 (%),Men,,45 to 54,,,,,,Undefined,Units,Percentage (%),,0.15369073868041375
2016/17,Percentage of adults aged 16 to 59 (%),Men,,55 to 59,,,,,,Undefined,Units,Percentage (%),,0.0820519075357496
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,White,,,,,Undefined,Units,Percentage (%),,0.8495725219497449
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,Mixed/Multiple ethnic groups,,,,,Undefined,Units,Percentage (%),,1.403893577100262
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,Asian/Asian British,,,,,Undefined,Units,Percentage (%),,0.4726501563065205
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,Black/African/Caribbean/Black British,,,,,Undefined,Units,Percentage (%),,0.0
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,Other ethnic group,,,,,Undefined,Units,Percentage (%),,1.3471774495790587
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"Less than £10,000",,,,Undefined,Units,Percentage (%),,1.6612751463262432
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"£10,000 to less than £20,000",,,,Undefined,Units,Percentage (%),,0.572082645154207
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"£20,000 to less than £30,000",,,,Undefined,Units,Percentage (%),,0.9662799560028522
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"£30,000 to less than £40,000",,,,Undefined,Units,Percentage (%),,1.017016950553519
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"£40,000 to less than £50,000",,,,Undefined,Units,Percentage (%),,0.24914393938841936
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,"£50,000 or more",,,,Undefined,Units,Percentage (%),,0.6826890375209541
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,No income stated or not enough information provided,,,,Undefined,Units,Percentage (%),,1.0233424593656166
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,0.0
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,0.6142775646233953
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,0.5549000672142662
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,0.580044599429054
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,1.3861192168051888
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,East,Undefined,Units,Percentage (%),E12000007,0.9225236374749048
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,London,Undefined,Units,Percentage (%),E12000007,1.0225564368922362
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,0.6252288813412801
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,1.1725549760417393
2016/17,Percentage of adults aged 16 to 59 (%),Men,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,0.4215998530778582
2016/17,Percentage of adults aged 16 to 59 (%),Women,,16 to 19,,,,,,Undefined,Units,Percentage (%),,8.362879614480724
2016/17,Percentage of adults aged 16 to 59 (%),Women,,20 to 24,,,,,,Undefined,Units,Percentage (%),,6.186424784666138
2016/17,Percentage of adults aged 16 to 59 (%),Women,,25 to 34,,,,,,Undefined,Units,Percentage (%),,2.8751542899058182
2016/17,Percentage of adults aged 16 to 59 (%),Women,,35 to 44,,,,,,Undefined,Units,Percentage (%),,1.3631080251104648
2016/17,Percentage of adults aged 16 to 59 (%),Women,,45 to 54,,,,,,Undefined,Units,Percentage (%),,1.043001704921817
2016/17,Percentage of adults aged 16 to 59 (%),Women,,55 to 59,,,,,,Undefined,Units,Percentage (%),,0.9948036549832432
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,White,,,,,Undefined,Units,Percentage (%),,2.655470620497132
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,Mixed/Multiple ethnic groups,,,,,Undefined,Units,Percentage (%),,7.915370883820403
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,Asian/Asian British,,,,,Undefined,Units,Percentage (%),,1.3837783121048963
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,Black/African/Caribbean/Black British,,,,,Undefined,Units,Percentage (%),,3.484754505535031
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,Other ethnic group,,,,,Undefined,Units,Percentage (%),,3.2670855856483256
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"Less than £10,000",,,,Undefined,Units,Percentage (%),,2.002250128452912
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"£10,000 to less than £20,000",,,,Undefined,Units,Percentage (%),,2.1283860416256024
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"£20,000 to less than £30,000",,,,Undefined,Units,Percentage (%),,2.8491085358647688
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"£30,000 to less than £40,000",,,,Undefined,Units,Percentage (%),,2.047737029511293
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"£40,000 to less than £50,000",,,,Undefined,Units,Percentage (%),,2.3287045094479017
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,"£50,000 or more",,,,Undefined,Units,Percentage (%),,2.5523723529218634
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,No income stated or not enough information provided,,,,Undefined,Units,Percentage (%),,4.0395969353400565
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,North East,Undefined,Units,Percentage (%),E12000001,4.383127158047293
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,North West,Undefined,Units,Percentage (%),E12000002,1.9470062764432312
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,Yorkshire and The Humber,Undefined,Units,Percentage (%),E12000003,1.5510738254308756
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,East Midlands,Undefined,Units,Percentage (%),E12000004,2.475070758258445
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,West Midlands,Undefined,Units,Percentage (%),E12000005,2.450002398015956
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,East,Undefined,Units,Percentage (%),E12000007,2.3749725896884706
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,London,Undefined,Units,Percentage (%),E12000007,3.014889370753691
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,South East,Undefined,Units,Percentage (%),E12000008,2.9129343499194413
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,South West,Undefined,Units,Percentage (%),E12000009,3.315841589824461
2016/17,Percentage of adults aged 16 to 59 (%),Women,,,,,,,Wales,Undefined,Units,Percentage (%),W92000004,3.1846280974543935
2017/18,Percentage of adults aged 16 to 59 (%),,,16 to 19,,,,,,Undefined,Units,Percentage (%),,8.395573722751966
2017/18,Percentage of adults aged 16 to 59 (%),,,20 to 24,,,,,,Undefined,Units,Percentage (%),,6.644872299696767
2017/18,Percentage of adults aged 16 to 59 (%),,,25 to 34,,,,,,Undefined,Units,Percentage (%),,2.389028051494748
2017/18,Percentage of adults aged 16 to 59 (%),,,35 to 44,,,,,,Undefined,Units,Percentage (%),,0.9092206483110518
2017/18,Percentage of adults aged 16 to 59 (%),,,45 to 54,,,,,,Undefined,Units,Percentage (%),,0.9590817550017636
2017/18,Percentage of adults aged 16 to 59 (%),,,55 to 59,,,,,,Undefined,Units,Percentage (%),,1.0847883886022458
2017/18,Percentage of adults aged 16 to 74 (%),,,,,,,,,Undefined,Units,Percentage (%),,2.0759912032468533
2017/18,Percentage of adults aged 16 to 59 (%),,,,White,,,,,Undefined,Units,Percentage (%),,2.429100949949901
2017/18,Percentage of adults aged 16 to 59 (%),,,,Mixed/Multiple ethnic groups,,,,,Undefined,Units,Percentage (%),,3.644424576602992
2017/18,Percentage of adults aged 16 to 59 (%),,,,Asian/Asian British,,,,,Undefined,Units,Percentage (%),,1.810148016076394
2017/18,Percentage of adults aged 16 to 59 (%),,,,Black/African/Caribbean/Black British,,,,,Undefined,Units,Percentage (%),,5.730656219319114
2017/18,Percentage of adults aged 16 to 59 (%),,,,Other ethnic group,,,,,Undefined,Units,Percentage (%),,0.9075714018027335
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"Less than £10,000",,,,Undefined,Units,Percentage (%),,3.715809877697047
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£10,000 to less than £20,000",,,,Undefined,Units,Percentage (%),,3.5543259843462214
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£20,000 to less than £30,000",,,,Undefined,Units,Percentage (%),,2.199548975218224
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£30,000 to less than £40,000",,,,Undefined,Units,Percentage (%),,2.0384435953046243
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£40,000 to less than £50,000",,,,Undefined,Units,Percentage (%),,1.7071665757728016
2017/18,Percentage of adults aged 16 to 59 (%),,,,,"£50,000 or more",,,,Undefined,Units,Percentage (%),,2.4815634682510668
2017/18,Percentage of adults aged 16 to 59 (%),,,,,No income stated or not enough information provided,,,,Undefined,Units,Percentage (%),,2.547617794952969
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,Disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,4.0760504975494944
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,Non-disabled (GSS harmonised),,,Undefined,Units,Percentage (%),,2.3088777559541
2017/18,Percentage of adults aged 16 to 59 (%),,,,,,,UK,,Undefined,Units,Percentage (%),,2.640044899133622
