Year,Units,Decent homes criteria,Urbanisation sub-category,Sub-national area,Age of oldest person,Age of youngest person,Income group,Disability status,Ethnicity of household reference person (HRP),Unit measure,Observation status,Unit multiplier,Value
2009,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,22.64334568401527
2009,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,6.069081390758011
2009,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,9.69948754612022
2009,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,8.657939032135761
2009,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.844190565194485
2009,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,5.622977441347247
2009,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,6.764654091469379
2009,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,10.85894411965805
2009,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,6.16385545629023
2009,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,6.465107186877048
2009,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,5.71132305468537
2009,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,3.0927841513684315
2009,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,10.220151803567349
2009,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,4.240026854260095
2009,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,2.4840890238382567
2009,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,1.95963460575822
2009,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,3.3579818545599376
2009,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,3.653810395995392
2009,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,2.571390902534265
2009,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,3.887920972445721
2009,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,2.885376642789667
2009,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,10.375170508237929
2009,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,15.992173615382972
2009,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,11.25905908661707
2009,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,8.514843174791276
2009,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,11.65687064790026
2009,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,14.60108749732617
2009,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,24.75897237680687
2009,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,8.360515063421989
2009,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,10.81166164919174
2009,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,11.502113068783471
2010,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,26.522
2010,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,34.814
2010,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,30.523000000000003
2010,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,23.094
2010,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,25.67
2010,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,34.623000000000005
2010,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,55.763999999999996
2010,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,24.575
2010,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,25.441999999999997
2010,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,28.715999999999998
2010,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,17.048
2010,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,20.73
2010,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,17.652
2010,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,14.274000000000001
2010,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,18.63
2010,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,25.197
2010,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,49.472
2010,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,16.422
2010,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,14.0
2010,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,19.733
2010,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,5.585
2010,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,9.682
2010,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,8.496
2010,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.627
2010,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,4.593
2010,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,8.948
2010,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,6.1739999999999995
2010,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,5.294
2010,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,5.374
2010,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,2.34
2010,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,6.621
2010,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,3.093
2010,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.9240000000000002
2010,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,1.713
2010,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,2.1069999999999998
2010,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.6519999999999997
2010,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,2.28
2010,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,9.89
2010,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,14.132
2010,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,11.374
2010,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,8.027999999999999
2010,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,10.752
2010,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,15.24
2010,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,24.166
2010,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,8.077
2010,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,10.093
2010,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,11.049000000000001
2011,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,23.574
2011,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,32.34
2011,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,29.003
2011,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,19.957
2011,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,22.074
2011,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,32.641
2011,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,51.574
2011,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,23.066
2011,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,20.892
2011,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,25.918000000000003
2011,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,14.718
2011,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,17.862000000000002
2011,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,17.471
2011,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,11.745
2011,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,15.905
2011,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,22.764
2011,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,43.298
2011,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,14.374
2011,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,11.341
2011,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,17.454
2011,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,5.233
2011,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,8.641
2011,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,8.033999999999999
2011,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.453
2011,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.3489999999999998
2011,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,9.77
2011,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,6.72
2011,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,4.465
2011,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,4.727
2011,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,1.6480000000000001
2011,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,2.8289999999999997
2011,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.207
2011,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,1.166
2011,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,2.016
2011,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,1.725
2011,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,8.718
2011,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,14.164000000000001
2011,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,9.972999999999999
2011,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,6.999
2011,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,10.228
2011,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,13.732999999999999
2011,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,19.604
2011,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,7.279
2011,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,8.594
2011,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,9.847000000000001
2012,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,21.776999999999997
2012,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,30.393
2012,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,28.388
2012,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,17.653
2012,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,21.381999999999998
2012,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,33.172
2012,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,45.368
2012,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,21.046
2012,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,18.927
2012,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,24.413
2012,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,13.377
2012,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,17.574
2012,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,17.656
2012,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,9.943
2012,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,14.315
2012,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,23.888
2012,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,37.569
2012,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,12.866
2012,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,10.017000000000001
2012,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,16.234
2012,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,4.751
2012,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,5.8020000000000005
2012,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,6.985
2012,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.065
2012,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.4930000000000003
2012,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,5.456
2012,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,8.088
2012,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,6.46
2012,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,4.126
2012,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,3.9939999999999998
2012,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,1.656
2012,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,3.157
2012,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,3.102
2012,Dwelling (%),Modern facilities and services,suburban residential,,,,,,,Percentage (%),Undefined,Units,1.166
2012,Dwelling (%),Modern facilities and services,rural residential,,,,,,,Percentage (%),Undefined,Units,1.431
2012,Dwelling (%),Modern facilities and services,village centre,,,,,,,Percentage (%),Undefined,Units,2.227
2012,Dwelling (%),Modern facilities and services,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,1.805
2012,Dwelling (%),Modern facilities and services,,North,,,,,,Percentage (%),Undefined,Units,1.094
2012,Dwelling (%),Modern facilities and services,,South East,,,,,,Percentage (%),Undefined,Units,1.778
2012,Dwelling (%),Modern facilities and services,,Rest of England,,,,,,Percentage (%),Undefined,Units,1.965
2012,Dwelling (%),Thermal comfort,,,,,,,,Percentage (%),Undefined,Units,7.653
2012,Dwelling (%),Thermal comfort,city centre,,,,,,,Percentage (%),Undefined,Units,15.206
2012,Dwelling (%),Thermal comfort,other urban centre,,,,,,,Percentage (%),Undefined,Units,9.133
2012,Dwelling (%),Thermal comfort,suburban residential,,,,,,,Percentage (%),Undefined,Units,5.94
2012,Dwelling (%),Thermal comfort,rural residential,,,,,,,Percentage (%),Undefined,Units,8.88
2012,Dwelling (%),Thermal comfort,village centre,,,,,,,Percentage (%),Undefined,Units,11.259
2012,Dwelling (%),Thermal comfort,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,17.524
2012,Dwelling (%),Thermal comfort,,North,,,,,,Percentage (%),Undefined,Units,6.421
2012,Dwelling (%),Thermal comfort,,South East,,,,,,Percentage (%),Undefined,Units,7.587999999999999
2012,Dwelling (%),Thermal comfort,,Rest of England,,,,,,Percentage (%),Undefined,Units,8.579
2013,Dwelling (%),,,,,,,,,Percentage (%),Undefined,Units,20.579246876024033
2013,Dwelling (%),,city centre,,,,,,,Percentage (%),Undefined,Units,35.88711918284782
2013,Dwelling (%),,other urban centre,,,,,,,Percentage (%),Undefined,Units,26.28139529280837
2013,Dwelling (%),,suburban residential,,,,,,,Percentage (%),Undefined,Units,16.77047249451481
2013,Dwelling (%),,rural residential,,,,,,,Percentage (%),Undefined,Units,18.20263098243667
2013,Dwelling (%),,village centre,,,,,,,Percentage (%),Undefined,Units,31.05804789113313
2013,Dwelling (%),,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,42.48086550089115
2013,Dwelling (%),,,North,,,,,,Percentage (%),Undefined,Units,19.540604852517923
2013,Dwelling (%),,,South East,,,,,,Percentage (%),Undefined,Units,19.284276864239512
2013,Dwelling (%),,,Rest of England,,,,,,Percentage (%),Undefined,Units,22.295916337778262
2013,Dwelling (%),Minimum Standard (HHSRS),,,,,,,,Percentage (%),Undefined,Units,11.900817333748789
2013,Dwelling (%),Minimum Standard (HHSRS),city centre,,,,,,,Percentage (%),Undefined,Units,17.531065565571133
2013,Dwelling (%),Minimum Standard (HHSRS),other urban centre,,,,,,,Percentage (%),Undefined,Units,15.9235713485418
2013,Dwelling (%),Minimum Standard (HHSRS),suburban residential,,,,,,,Percentage (%),Undefined,Units,8.871695401484295
2013,Dwelling (%),Minimum Standard (HHSRS),rural residential,,,,,,,Percentage (%),Undefined,Units,10.966882137302001
2013,Dwelling (%),Minimum Standard (HHSRS),village centre,,,,,,,Percentage (%),Undefined,Units,22.74262174411045
2013,Dwelling (%),Minimum Standard (HHSRS),Other Rural Area,,,,,,,Percentage (%),Undefined,Units,32.51329386682181
2013,Dwelling (%),Minimum Standard (HHSRS),,North,,,,,,Percentage (%),Undefined,Units,11.191904225359668
2013,Dwelling (%),Minimum Standard (HHSRS),,South East,,,,,,Percentage (%),Undefined,Units,10.01329727924242
2013,Dwelling (%),Minimum Standard (HHSRS),,Rest of England,,,,,,Percentage (%),Undefined,Units,13.829216327011258
2013,Dwelling (%),Repair,,,,,,,,Percentage (%),Undefined,Units,4.6249683008539275
2013,Dwelling (%),Repair,city centre,,,,,,,Percentage (%),Undefined,Units,5.162357870869504
2013,Dwelling (%),Repair,other urban centre,,,,,,,Percentage (%),Undefined,Units,6.172759515746982
2013,Dwelling (%),Repair,suburban residential,,,,,,,Percentage (%),Undefined,Units,4.1482172318194035
2013,Dwelling (%),Repair,rural residential,,,,,,,Percentage (%),Undefined,Units,3.586022808100862
2013,Dwelling (%),Repair,village centre,,,,,,,Percentage (%),Undefined,Units,4.839506498850751
2013,Dwelling (%),Repair,Other Rural Area,,,,,,,Percentage (%),Undefined,Units,7.83805506210171
2013,Dwelling (%),Repair,,North,,,,,,Percentage (%),Undefined,Units,6.4297372501565375
2013,Dwelling (%),Repair,,South East,,,,,,Percentage (%),Undefined,Units,3.86175444451463
2013,Dwelling (%),Repair,,Rest of England,,,,,,Percentage (%),Undefined,Units,3.913989193753458
2013,Dwelling (%),Modern facilities and services,,,,,,,,Percentage (%),Undefined,Units,1.9060771235438982
2013,Dwelling (%),Modern facilities and services,city centre,,,,,,,Percentage (%),Undefined,Units,5.927326583010081
2013,Dwelling (%),Modern facilities and services,other urban centre,,,,,,,Percentage (%),Undefined,Units,3.578637084601605
