Year,Units,Value
2014 Q2,Not seasonally adjusted percentage (%),12.7511152760289
2014 Q3,Not seasonally adjusted percentage (%),14.9839663497604
2014 Q4,Not seasonally adjusted percentage (%),12.950041530450099
2015 Q1,Not seasonally adjusted percentage (%),12.0324230764839
2015 Q2,Not seasonally adjusted percentage (%),12.2071245223996
2015 Q3,Not seasonally adjusted percentage (%),13.4406176504466
2015 Q4,Not seasonally adjusted percentage (%),11.466317224580902
2016 Q1,Not seasonally adjusted percentage (%),11.2028662392611
2016 Q2,Not seasonally adjusted percentage (%),11.283541241367303
2016 Q3,Not seasonally adjusted percentage (%),13.6086078932001
2016 Q4,Not seasonally adjusted percentage (%),11.129477959489998
2017 Q1,Not seasonally adjusted percentage (%),10.390545913186699
2017 Q2,Not seasonally adjusted percentage (%),10.6667265638296
2017 Q3,Not seasonally adjusted percentage (%),12.8586015642676
2017 Q4,Not seasonally adjusted percentage (%),10.8877886286291
2018 Q1,Not seasonally adjusted percentage (%),10.6318491509725
2018 Q2,Not seasonally adjusted percentage (%),10.669706096352499
2018 Q3,Not seasonally adjusted percentage (%),12.4886680204255
