Year,Sex,Age,Nationality,Unit measure,Unit multiplier,Observation status,Value
2006,,,,Percentage (%),Units,Undefined,16.756430971249774
2006,,15 to 17,,Percentage (%),Units,Undefined,23.524590163934427
2006,,18 to 20,,Percentage (%),Units,Undefined,23.94102211670624
2006,,21 to 24,,Percentage (%),Units,Undefined,17.799429657794676
2006,,25 to 29,,Percentage (%),Units,Undefined,16.542413862583118
2006,,30 to 39,,Percentage (%),Units,Undefined,16.04280510018215
2006,,40 to 49,,Percentage (%),Units,Undefined,14.2159750862722
2006,,50 to 59,,Percentage (%),Units,Undefined,11.41304347826087
2006,Male,,,Percentage (%),Units,Undefined,16.546743018811462
2006,Male,15 to 17,,Percentage (%),Units,Undefined,23.417721518987346
2006,Male,18 to 20,,Percentage (%),Units,Undefined,23.726365546218485
2006,Male,21 to 24,,Percentage (%),Units,Undefined,17.751528859847532
2006,Male,25 to 29,,Percentage (%),Units,Undefined,16.209833249838976
2006,Male,30 to 39,,Percentage (%),Units,Undefined,15.78052099533437
2006,Male,40 to 49,,Percentage (%),Units,Undefined,13.991917377638078
2006,Male,50 to 59,,Percentage (%),Units,Undefined,11.23034689293736
2006,Female,,,Percentage (%),Units,Undefined,20.21062065874972
2006,Female,15 to 17,,Percentage (%),Units,Undefined,27.142857142857142
2006,Female,18 to 20,,Percentage (%),Units,Undefined,28.165374677002585
2006,Female,21 to 24,,Percentage (%),Units,Undefined,18.658892128279884
2006,Female,25 to 29,,Percentage (%),Units,Undefined,21.61572052401747
2006,Female,30 to 39,,Percentage (%),Units,Undefined,19.942196531791907
2006,Female,40 to 49,,Percentage (%),Units,Undefined,17.560321715817693
2006,Female,50 to 59,,Percentage (%),Units,Undefined,14.732142857142858
2006,,,British nationals,Percentage (%),Units,Undefined,15.137545344619104
2006,,,Foreign nationals,Percentage (%),Units,Undefined,22.005699053221804
2006,,,Nationality not recorded,Percentage (%),Units,Undefined,69.70338983050848
2007,,,,Percentage (%),Units,Undefined,16.10856096520932
2007,,15 to 17,,Percentage (%),Units,Undefined,22.396047756278303
2007,,18 to 20,,Percentage (%),Units,Undefined,22.35376044568245
2007,,21 to 24,,Percentage (%),Units,Undefined,17.401174168297455
2007,,25 to 29,,Percentage (%),Units,Undefined,15.92885113161213
2007,,30 to 39,,Percentage (%),Units,Undefined,15.494536284673575
2007,,40 to 49,,Percentage (%),Units,Undefined,13.792830576877424
2007,,50 to 59,,Percentage (%),Units,Undefined,11.171721579751257
2007,Male,,,Percentage (%),Units,Undefined,15.84206968761183
2007,Male,15 to 17,,Percentage (%),Units,Undefined,22.302463891248937
2007,Male,18 to 20,,Percentage (%),Units,Undefined,22.08171206225681
2007,Male,21 to 24,,Percentage (%),Units,Undefined,17.113707421425044
2007,Male,25 to 29,,Percentage (%),Units,Undefined,15.57198169658571
2007,Male,30 to 39,,Percentage (%),Units,Undefined,15.18269947800149
2007,Male,40 to 49,,Percentage (%),Units,Undefined,13.566445322350171
2007,Male,50 to 59,,Percentage (%),Units,Undefined,11.065102369450196
2007,Female,,,Percentage (%),Units,Undefined,20.803175344384776
2007,Female,15 to 17,,Percentage (%),Units,Undefined,25.333333333333336
2007,Female,18 to 20,,Percentage (%),Units,Undefined,27.806122448979597
2007,Female,21 to 24,,Percentage (%),Units,Undefined,22.9903536977492
2007,Female,25 to 29,,Percentage (%),Units,Undefined,21.69373549883991
2007,Female,30 to 39,,Percentage (%),Units,Undefined,20.33898305084746
2007,Female,40 to 49,,Percentage (%),Units,Undefined,17.408906882591094
2007,Female,50 to 59,,Percentage (%),Units,Undefined,13.135593220338984
2007,,,British nationals,Percentage (%),Units,Undefined,14.353593932149868
2007,,,Foreign nationals,Percentage (%),Units,Undefined,22.221220589560986
2007,,,Nationality not recorded,Percentage (%),Units,Undefined,74.48512585812357
2008,,,,Percentage (%),Units,Undefined,16.15501117869077
2008,,15 to 17,,Percentage (%),Units,Undefined,23.466561139691333
2008,,18 to 20,,Percentage (%),Units,Undefined,21.97167138810198
2008,,21 to 24,,Percentage (%),Units,Undefined,16.94915254237288
2008,,25 to 29,,Percentage (%),Units,Undefined,16.55085281111813
2008,,30 to 39,,Percentage (%),Units,Undefined,15.580826386371871
2008,,40 to 49,,Percentage (%),Units,Undefined,14.260129841056637
2008,,50 to 59,,Percentage (%),Units,Undefined,10.1620029455081
2008,Male,,,Percentage (%),Units,Undefined,15.969195186112415
2008,Male,15 to 17,,Percentage (%),Units,Undefined,23.61563517915309
2008,Male,18 to 20,,Percentage (%),Units,Undefined,21.921387008668805
2008,Male,21 to 24,,Percentage (%),Units,Undefined,16.783216783216783
2008,Male,25 to 29,,Percentage (%),Units,Undefined,16.282343477677973
2008,Male,30 to 39,,Percentage (%),Units,Undefined,15.273622237235788
2008,Male,40 to 49,,Percentage (%),Units,Undefined,14.176913923046412
2008,Male,50 to 59,,Percentage (%),Units,Undefined,9.931279095544223
2008,Female,,,Percentage (%),Units,Undefined,19.400665926748054
2008,Female,15 to 17,,Percentage (%),Units,Undefined,20.0
2008,Female,18 to 20,,Percentage (%),Units,Undefined,22.96296296296296
2008,Female,21 to 24,,Percentage (%),Units,Undefined,20.150375939849624
2008,Female,25 to 29,,Percentage (%),Units,Undefined,20.942982456140356
2008,Female,30 to 39,,Percentage (%),Units,Undefined,20.281273131014064
2008,Female,40 to 49,,Percentage (%),Units,Undefined,15.59748427672956
2008,Female,50 to 59,,Percentage (%),Units,Undefined,14.46280991735537
2008,,,British nationals,Percentage (%),Units,Undefined,14.583539455272716
2008,,,Foreign nationals,Percentage (%),Units,Undefined,20.942772656114105
2008,,,Nationality not recorded,Percentage (%),Units,Undefined,75.36997885835095
2009a,,,,Percentage (%),Units,Undefined,16.123852661346373
2009a,,15 to 17,,Percentage (%),Units,Undefined,25.832540437678404
2009a,,18 to 20,,Percentage (%),Units,Undefined,22.393563526651025
2009a,,21 to 24,,Percentage (%),Units,Undefined,17.066666666666666
2009a,,25 to 29,,Percentage (%),Units,Undefined,15.65751211631664
2009a,,30 to 39,,Percentage (%),Units,Undefined,15.637803250011508
2009a,,40 to 49,,Percentage (%),Units,Undefined,14.284678938976665
2009a,,50 to 59,,Percentage (%),Units,Undefined,11.613936724068882
2009a,Male,,,Percentage (%),Units,Undefined,15.939008059829709
2009a,Male,15 to 17,,Percentage (%),Units,Undefined,25.927734375
2009a,Male,18 to 20,,Percentage (%),Units,Undefined,22.160148975791436
2009a,Male,21 to 24,,Percentage (%),Units,Undefined,16.951706471784828
2009a,Male,25 to 29,,Percentage (%),Units,Undefined,15.414099931553729
2009a,Male,30 to 39,,Percentage (%),Units,Undefined,15.31839968698034
2009a,Male,40 to 49,,Percentage (%),Units,Undefined,14.147316623097032
2009a,Male,50 to 59,,Percentage (%),Units,Undefined,11.556403731976252
2009a,Female,,,Percentage (%),Units,Undefined,19.529795158286777
2009a,Female,15 to 17,,Percentage (%),Units,Undefined,22.22222222222222
2009a,Female,18 to 20,,Percentage (%),Units,Undefined,28.01120448179272
2009a,Female,21 to 24,,Percentage (%),Units,Undefined,19.601328903654487
2009a,Female,25 to 29,,Percentage (%),Units,Undefined,19.76878612716763
2009a,Female,30 to 39,,Percentage (%),Units,Undefined,20.751761942051683
2009a,Female,40 to 49,,Percentage (%),Units,Undefined,16.54040404040404
2009a,Female,50 to 59,,Percentage (%),Units,Undefined,12.63537906137184
2009a,,,British nationals,Percentage (%),Units,Undefined,14.556864286616785
2009a,,,Foreign nationals,Percentage (%),Units,Undefined,21.01321585903084
2009a,,,Nationality not recorded,Percentage (%),Units,Undefined,80.32036613272311
2009b,,,,Percentage (%),Units,Undefined,15.920183233202623
2009b,,15 to 17,,Percentage (%),Units,Undefined,24.245283018867923
2009b,,18 to 20,,Percentage (%),Units,Undefined,22.70861833105335
2009b,,21 to 24,,Percentage (%),Units,Undefined,17.334100222877275
2009b,,25 to 29,,Percentage (%),Units,Undefined,15.60379918588874
2009b,,30 to 39,,Percentage (%),Units,Undefined,15.221899626710908
2009b,,40 to 49,,Percentage (%),Units,Undefined,13.803548247511898
2009b,,50 to 59,,Percentage (%),Units,Undefined,11.288074855663949
2009b,Male,,,Percentage (%),Units,Undefined,15.759192757068432
2009b,Male,15 to 17,,Percentage (%),Units,Undefined,24.33349491032477
2009b,Male,18 to 20,,Percentage (%),Units,Undefined,22.59369422962522
2009b,Male,21 to 24,,Percentage (%),Units,Undefined,17.17422362583653
2009b,Male,25 to 29,,Percentage (%),Units,Undefined,15.37830633586221
2009b,Male,30 to 39,,Percentage (%),Units,Undefined,14.98556257035188
2009b,Male,40 to 49,,Percentage (%),Units,Undefined,13.630095004596996
2009b,Male,50 to 59,,Percentage (%),Units,Undefined,11.232876712328768
2009b,Female,,,Percentage (%),Units,Undefined,18.876247968423492
2009b,Female,15 to 17,,Percentage (%),Units,Undefined,21.052631578947366
2009b,Female,18 to 20,,Percentage (%),Units,Undefined,25.340599455040877
2009b,Female,21 to 24,,Percentage (%),Units,Undefined,20.81967213114754
2009b,Female,25 to 29,,Percentage (%),Units,Undefined,19.50354609929078
2009b,Female,30 to 39,,Percentage (%),Units,Undefined,19.036334913112167
2009b,Female,40 to 49,,Percentage (%),Units,Undefined,16.584766584766587
2009b,Female,50 to 59,,Percentage (%),Units,Undefined,12.23021582733813
2009b,,,British nationals,Percentage (%),Units,Undefined,14.801545882817567
2009b,,,Foreign nationals,Percentage (%),Units,Undefined,20.48486962588297
2009b,,,Nationality not recorded,Percentage (%),Units,Undefined,42.20272904483431
2010,,,,Percentage (%),Units,Undefined,15.298463565563164
2010,,15 to 17,,Percentage (%),Units,Undefined,28.44202898550725
2010,,18 to 20,,Percentage (%),Units,Undefined,21.98647703427373
2010,,21 to 24,,Percentage (%),Units,Undefined,16.04315538741768
2010,,25 to 29,,Percentage (%),Units,Undefined,15.568022440392706
2010,,30 to 39,,Percentage (%),Units,Undefined,14.85148514851485
2010,,40 to 49,,Percentage (%),Units,Undefined,12.93542757417103
2010,,50 to 59,,Percentage (%),Units,Undefined,10.23272995936461
2010,Male,,,Percentage (%),Units,Undefined,15.133461324084967
2010,Male,15 to 17,,Percentage (%),Units,Undefined,28.624078624078624
2010,Male,18 to 20,,Percentage (%),Units,Undefined,21.95003046922608
2010,Male,21 to 24,,Percentage (%),Units,Undefined,15.776752362118216
2010,Male,25 to 29,,Percentage (%),Units,Undefined,15.446716899892357
2010,Male,30 to 39,,Percentage (%),Units,Undefined,14.672256097560975
2010,Male,40 to 49,,Percentage (%),Units,Undefined,12.63516516071693
2010,Male,50 to 59,,Percentage (%),Units,Undefined,10.068560235063662
2010,Female,,,Percentage (%),Units,Undefined,18.420435903445043
2010,Female,15 to 17,,Percentage (%),Units,Undefined,17.857142857142858
2010,Female,18 to 20,,Percentage (%),Units,Undefined,22.78820375335121
2010,Female,21 to 24,,Percentage (%),Units,Undefined,21.90016103059581
2010,Female,25 to 29,,Percentage (%),Units,Undefined,17.761557177615572
2010,Female,30 to 39,,Percentage (%),Units,Undefined,17.91530944625407
2010,Female,40 to 49,,Percentage (%),Units,Undefined,17.861482381530987
2010,Female,50 to 59,,Percentage (%),Units,Undefined,12.944983818770226
2010,,,British nationals,Percentage (%),Units,Undefined,13.480060831361945
2010,,,Foreign nationals,Percentage (%),Units,Undefined,22.44274809160305
2010,,,Nationality not recorded,Percentage (%),Units,Undefined,32.690284110838306
2011,,,,Percentage (%),Units,Undefined,14.59929252465622
2011,,15 to 17,,Percentage (%),Units,Undefined,27.197975964579378
2011,,18 to 20,,Percentage (%),Units,Undefined,21.53399772927968
2011,,21 to 24,,Percentage (%),Units,Undefined,14.892859685342067
2011,,25 to 29,,Percentage (%),Units,Undefined,14.647214511651926
2011,,30 to 39,,Percentage (%),Units,Undefined,14.665787159190852
2011,,40 to 49,,Percentage (%),Units,Undefined,12.693752133834074
2011,,50 to 59,,Percentage (%),Units,Undefined,9.733468286099866
2011,Male,,,Percentage (%),Units,Undefined,14.431757996772962
2011,Male,15 to 17,,Percentage (%),Units,Undefined,27.150192554557123
2011,Male,18 to 20,,Percentage (%),Units,Undefined,21.46245059288537
2011,Male,21 to 24,,Percentage (%),Units,Undefined,14.746680513315036
2011,Male,25 to 29,,Percentage (%),Units,Undefined,14.447090847226947
2011,Male,30 to 39,,Percentage (%),Units,Undefined,14.496600540188137
2011,Male,40 to 49,,Percentage (%),Units,Undefined,12.46471226927253
2011,Male,50 to 59,,Percentage (%),Units,Undefined,9.47724039829303
2011,Female,,,Percentage (%),Units,Undefined,17.8494623655914
2011,Female,15 to 17,,Percentage (%),Units,Undefined,30.434782608695656
2011,Female,18 to 20,,Percentage (%),Units,Undefined,23.14540059347181
2011,Female,21 to 24,,Percentage (%),Units,Undefined,18.374558303886925
2011,Female,25 to 29,,Percentage (%),Units,Undefined,18.341708542713565
2011,Female,30 to 39,,Percentage (%),Units,Undefined,17.535545023696685
2011,Female,40 to 49,,Percentage (%),Units,Undefined,16.50602409638554
2011,Female,50 to 59,,Percentage (%),Units,Undefined,14.473684210526317
2011,,,British nationals,Percentage (%),Units,Undefined,13.122004655620978
2011,,,Foreign nationals,Percentage (%),Units,Undefined,21.91297894053252
2011,,,Nationality not recorded,Percentage (%),Units,Undefined,33.1629392971246
2012,,,,Percentage (%),Units,Undefined,13.160096690219412
2012,,15 to 17,,Percentage (%),Units,Undefined,22.230889235569425
2012,,18 to 20,,Percentage (%),Units,Undefined,20.19347037484885
2012,,21 to 24,,Percentage (%),Units,Undefined,14.05926454837558
2012,,25 to 29,,Percentage (%),Units,Undefined,13.354735152487962
2012,,30 to 39,,Percentage (%),Units,Undefined,13.03056768558952
2012,,40 to 49,,Percentage (%),Units,Undefined,11.66975390314898
2012,,50 to 59,,Percentage (%),Units,Undefined,8.591331269349846
2012,Male,,,Percentage (%),Units,Undefined,13.049740616417454
2012,Male,15 to 17,,Percentage (%),Units,Undefined,22.01907790143084
2012,Male,18 to 20,,Percentage (%),Units,Undefined,20.178870877585243
2012,Male,21 to 24,,Percentage (%),Units,Undefined,13.98959881129272
2012,Male,25 to 29,,Percentage (%),Units,Undefined,13.342762847713344
2012,Male,30 to 39,,Percentage (%),Units,Undefined,12.880258899676376
2012,Male,40 to 49,,Percentage (%),Units,Undefined,11.448991031390134
2012,Male,50 to 59,,Percentage (%),Units,Undefined,8.32651725830198
2012,Female,,,Percentage (%),Units,Undefined,15.352898374969682
2012,Female,15 to 17,,Percentage (%),Units,Undefined,33.33333333333333
2012,Female,18 to 20,,Percentage (%),Units,Undefined,20.557491289198605
2012,Female,21 to 24,,Percentage (%),Units,Undefined,15.77981651376147
2012,Female,25 to 29,,Percentage (%),Units,Undefined,13.5989010989011
2012,Female,30 to 39,,Percentage (%),Units,Undefined,15.590551181102365
2012,Female,40 to 49,,Percentage (%),Units,Undefined,15.402843601895736
2012,Female,50 to 59,,Percentage (%),Units,Undefined,13.256484149855908
2012,,,British nationals,Percentage (%),Units,Undefined,11.84084764739616
2012,,,Foreign nationals,Percentage (%),Units,Undefined,19.08664027253476
2012,,,Nationality not recorded,Percentage (%),Units,Undefined,29.707542329399693
2013,,,,Percentage (%),Units,Undefined,13.085327162997066
2013,,15 to 17,,Percentage (%),Units,Undefined,21.247113163972287
2013,,18 to 20,,Percentage (%),Units,Undefined,20.105229591836736
2013,,21 to 24,,Percentage (%),Units,Undefined,13.905786928716267
2013,,25 to 29,,Percentage (%),Units,Undefined,14.069503085417342
2013,,30 to 39,,Percentage (%),Units,Undefined,12.98176187198899
2013,,40 to 49,,Percentage (%),Units,Undefined,11.58049040511727
2013,,50 to 59,,Percentage (%),Units,Undefined,9.2603550295858
2013,Male,,,Percentage (%),Units,Undefined,12.96428258885597
2013,Male,15 to 17,,Percentage (%),Units,Undefined,21.44522144522145
2013,Male,18 to 20,,Percentage (%),Units,Undefined,20.01972386587771
2013,Male,21 to 24,,Percentage (%),Units,Undefined,13.83383221422215
2013,Male,25 to 29,,Percentage (%),Units,Undefined,13.867572156196944
2013,Male,30 to 39,,Percentage (%),Units,Undefined,12.845247303999637
2013,Male,40 to 49,,Percentage (%),Units,Undefined,11.421713963010024
2013,Male,50 to 59,,Percentage (%),Units,Undefined,9.126243781094526
2013,Female,,,Percentage (%),Units,Undefined,15.59823514144822
2013,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2013,Female,18 to 20,,Percentage (%),Units,Undefined,22.872340425531917
2013,Female,21 to 24,,Percentage (%),Units,Undefined,15.835140997830802
2013,Female,25 to 29,,Percentage (%),Units,Undefined,18.507462686567163
2013,Female,30 to 39,,Percentage (%),Units,Undefined,15.342250196695517
2013,Female,40 to 49,,Percentage (%),Units,Undefined,14.251781472684083
2013,Female,50 to 59,,Percentage (%),Units,Undefined,11.890243902439025
2013,,,British nationals,Percentage (%),Units,Undefined,11.830310755205808
2013,,,Foreign nationals,Percentage (%),Units,Undefined,19.015390320786203
2013,,,Nationality not recorded,Percentage (%),Units,Undefined,43.44355758266818
2014,,,,Percentage (%),Units,Undefined,14.263995602802042
2014,,15 to 17,,Percentage (%),Units,Undefined,25.236167341430495
2014,,18 to 20,,Percentage (%),Units,Undefined,22.206630415716543
2014,,21 to 24,,Percentage (%),Units,Undefined,17.18912851759801
2014,,25 to 29,,Percentage (%),Units,Undefined,14.780614774417453
2014,,30 to 39,,Percentage (%),Units,Undefined,14.305652477320308
2014,,40 to 49,,Percentage (%),Units,Undefined,12.126256908836652
2014,,50 to 59,,Percentage (%),Units,Undefined,9.36141304347826
2014,Male,,,Percentage (%),Units,Undefined,14.100269673939692
2014,Male,15 to 17,,Percentage (%),Units,Undefined,25.236167341430495
2014,Male,18 to 20,,Percentage (%),Units,Undefined,22.0675944333996
2014,Male,21 to 24,,Percentage (%),Units,Undefined,17.061808501788537
2014,Male,25 to 29,,Percentage (%),Units,Undefined,14.63619886069394
2014,Male,30 to 39,,Percentage (%),Units,Undefined,14.064538575280508
2014,Male,40 to 49,,Percentage (%),Units,Undefined,11.859154929577464
2014,Male,50 to 59,,Percentage (%),Units,Undefined,9.346060692406326
2014,Female,,,Percentage (%),Units,Undefined,17.663527615169254
2014,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2014,Female,18 to 20,,Percentage (%),Units,Undefined,26.785714285714285
2014,Female,21 to 24,,Percentage (%),Units,Undefined,20.57522123893805
2014,Female,25 to 29,,Percentage (%),Units,Undefined,18.023255813953487
2014,Female,30 to 39,,Percentage (%),Units,Undefined,18.361375274323336
2014,Female,40 to 49,,Percentage (%),Units,Undefined,16.768665850673194
2014,Female,50 to 59,,Percentage (%),Units,Undefined,9.67741935483871
2014,,,British nationals,Percentage (%),Units,Undefined,13.009635265341425
2014,,,Foreign nationals,Percentage (%),Units,Undefined,20.79564334502492
2014,,,Nationality not recorded,Percentage (%),Units,Undefined,46.89349112426036
2015,,,,Percentage (%),Units,Undefined,13.67280405601383
2015,,15 to 17,,Percentage (%),Units,Undefined,22.647058823529413
2015,,18 to 20,,Percentage (%),Units,Undefined,23.465346534653463
2015,,21 to 24,,Percentage (%),Units,Undefined,16.1738839098752
2015,,25 to 29,,Percentage (%),Units,Undefined,14.52635504724018
2015,,30 to 39,,Percentage (%),Units,Undefined,13.798604187437688
2015,,40 to 49,,Percentage (%),Units,Undefined,11.982315844223391
2015,,50 to 59,,Percentage (%),Units,Undefined,8.499555329691272
2015,Male,,,Percentage (%),Units,Undefined,13.560743234211134
2015,Male,15 to 17,,Percentage (%),Units,Undefined,22.647058823529413
2015,Male,18 to 20,,Percentage (%),Units,Undefined,23.48841975814716
2015,Male,21 to 24,,Percentage (%),Units,Undefined,16.063250669662143
2015,Male,25 to 29,,Percentage (%),Units,Undefined,14.385919334935377
2015,Male,30 to 39,,Percentage (%),Units,Undefined,13.69389132635842
2015,Male,40 to 49,,Percentage (%),Units,Undefined,11.76510989010989
2015,Male,50 to 59,,Percentage (%),Units,Undefined,8.39898517826145
2015,Female,,,Percentage (%),Units,Undefined,16.03483606557377
2015,Female,15 to 17,,Percentage (%),Units,Undefined,0.0
2015,Female,18 to 20,,Percentage (%),Units,Undefined,22.807017543859647
2015,Female,21 to 24,,Percentage (%),Units,Undefined,19.672131147540984
2015,Female,25 to 29,,Percentage (%),Units,Undefined,17.655571635311144
