Year,Age,Disability status,Region,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015,65 and over,,,Undefined,Units,Percentage (%),,29.0908131497019
2015,,,North East,Undefined,Units,Percentage (%),E12000001,42.9398830021159
2015,,,North West,Undefined,Units,Percentage (%),E12000002,38.7729717588355
2015,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,33.8364088487429
2015,,,East Midlands,Undefined,Units,Percentage (%),E12000004,38.2023106035456
2015,,,West Midlands,Undefined,Units,Percentage (%),E12000005,37.6344641332778
2015,,,East,Undefined,Units,Percentage (%),E12000006,36.9580956795802
2015,,,London,Undefined,Units,Percentage (%),E12000007,38.1545378290285
2015,,,South East,Undefined,Units,Percentage (%),E12000008,34.0429734440912
2015,,,South West,Undefined,Units,Percentage (%),E12000009,39.658332487269
2015,,,Wales,Undefined,Units,Percentage (%),W92000004,38.2957534761368
2015,,,Scotland,Undefined,Units,Percentage (%),S92000003,38.6615152024189
2015,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,35.2865648898044
2016,,,,Undefined,Units,Percentage (%),,37.2966033152996
2016,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,44.1982418680603
2016,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,36.870815373017
2016,16 to 24,,,Undefined,Units,Percentage (%),,47.3373188710875
2016,25 to 34,,,Undefined,Units,Percentage (%),,40.1952388253758
2016,35 to 44,,,Undefined,Units,Percentage (%),,35.3790542102376
2016,45 to 54,,,Undefined,Units,Percentage (%),,38.4361952398904
2016,55 to 64,,,Undefined,Units,Percentage (%),,34.9382209330897
2016,65 and over,,,Undefined,Units,Percentage (%),,31.0876967293035
2016,,,North East,Undefined,Units,Percentage (%),E12000001,38.3246336708383
2016,,,North West,Undefined,Units,Percentage (%),E12000002,39.5284091438583
2016,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,37.7723909484345
2016,,,East Midlands,Undefined,Units,Percentage (%),E12000004,37.6782692371503
2016,,,West Midlands,Undefined,Units,Percentage (%),E12000005,35.0360665390844
2016,,,East,Undefined,Units,Percentage (%),E12000006,35.9575940997399
2016,,,London,Undefined,Units,Percentage (%),E12000007,37.1187936871514
2016,,,South East,Undefined,Units,Percentage (%),E12000008,34.681277101113
2016,,,South West,Undefined,Units,Percentage (%),E12000009,39.1311109694691
2016,,,Wales,Undefined,Units,Percentage (%),W92000004,39.8887545632664
2016,,,Scotland,Undefined,Units,Percentage (%),S92000003,40.6611967455113
2016,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,36.0897068777008
2017,,,,Undefined,Units,Percentage (%),,37.8392017676189
2017,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,46.5279054208054
2017,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,37.1336945501165
2017,16 to 24,,,Undefined,Units,Percentage (%),,48.1350129292287
2017,25 to 34,,,Undefined,Units,Percentage (%),,41.0175955409147
2017,35 to 44,,,Undefined,Units,Percentage (%),,35.9448338078034
2017,45 to 54,,,Undefined,Units,Percentage (%),,38.3664970428468
2017,55 to 64,,,Undefined,Units,Percentage (%),,35.8411957506648
2017,65 and over,,,Undefined,Units,Percentage (%),,32.4638644293072
2017,,,North East,Undefined,Units,Percentage (%),E12000001,39.8994590868907
2017,,,North West,Undefined,Units,Percentage (%),E12000002,38.4933371228664
2017,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,38.0287317987893
2017,,,East Midlands,Undefined,Units,Percentage (%),E12000004,37.6559393638171
2017,,,West Midlands,Undefined,Units,Percentage (%),E12000005,37.1402810954642
2017,,,East,Undefined,Units,Percentage (%),E12000006,34.1085254444258
2017,,,London,Undefined,Units,Percentage (%),E12000007,38.6473780375143
2017,,,South East,Undefined,Units,Percentage (%),E12000008,36.6247288386199
2017,,,South West,Undefined,Units,Percentage (%),E12000009,38.0389349409696
2017,,,Wales,Undefined,Units,Percentage (%),W92000004,41.6735574330397
2017,,,Scotland,Undefined,Units,Percentage (%),S92000003,41.1569648986066
2017,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,38.2059460221086
2018,,,,Undefined,Units,Percentage (%),,37.7543978868566
2018,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,45.8613454078604
2018,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,37.1140714399738
2018,16 to 24,,,Undefined,Units,Percentage (%),,51.1741473877496
2018,25 to 34,,,Undefined,Units,Percentage (%),,40.6862355878794
2018,35 to 44,,,Undefined,Units,Percentage (%),,37.1860070500066
2018,45 to 54,,,Undefined,Units,Percentage (%),,36.9789527474691
2018,55 to 64,,,Undefined,Units,Percentage (%),,36.4412460673137
2018,65 and over,,,Undefined,Units,Percentage (%),,30.6158090933106
2018,,,North East,Undefined,Units,Percentage (%),E12000001,39.5699950751047
2018,,,North West,Undefined,Units,Percentage (%),E12000002,37.7268670038679
2018,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,36.9152368039647
2018,,,East Midlands,Undefined,Units,Percentage (%),E12000004,39.9007042055241
2018,,,West Midlands,Undefined,Units,Percentage (%),E12000005,36.7178748822174
2018,,,East,Undefined,Units,Percentage (%),E12000006,36.1884209122374
2018,,,London,Undefined,Units,Percentage (%),E12000007,37.1374251898198
2018,,,South East,Undefined,Units,Percentage (%),E12000008,35.7858344460895
2018,,,South West,Undefined,Units,Percentage (%),E12000009,39.7410376899552
2018,,,Wales,Undefined,Units,Percentage (%),W92000004,40.0856321418725
2018,,,Scotland,Undefined,Units,Percentage (%),S92000003,41.3561732992478
2018,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,39.3069008666636
2019,,,,Undefined,Units,Percentage (%),,38.2282228406102
2019,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,45.5220208745538
2019,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,37.6911096045357
2019,16 to 24,,,Undefined,Units,Percentage (%),,46.8657233521524
2019,25 to 34,,,Undefined,Units,Percentage (%),,42.1689517993
2019,35 to 44,,,Undefined,Units,Percentage (%),,38.234150690474
2019,45 to 54,,,Undefined,Units,Percentage (%),,37.4476948327026
2019,55 to 64,,,Undefined,Units,Percentage (%),,35.7024415062278
2019,65 and over,,,Undefined,Units,Percentage (%),,31.2706052855107
2019,,,North East,Undefined,Units,Percentage (%),E12000001,40.1550663141759
2019,,,North West,Undefined,Units,Percentage (%),E12000002,36.9107714496781
2019,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,35.2162387243791
2019,,,East Midlands,Undefined,Units,Percentage (%),E12000004,37.8156012959543
2019,,,West Midlands,Undefined,Units,Percentage (%),E12000005,38.9742065723174
2019,,,East,Undefined,Units,Percentage (%),E12000006,35.9533364442371
2019,,,London,Undefined,Units,Percentage (%),E12000007,38.749212645076
2019,,,South East,Undefined,Units,Percentage (%),E12000008,37.5248656091775
2019,,,South West,Undefined,Units,Percentage (%),E12000009,39.3728475349202
2019,,,Wales,Undefined,Units,Percentage (%),W92000004,39.9327276549565
2019,,,Scotland,Undefined,Units,Percentage (%),S92000003,42.5561118891519
2019,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,41.111123466812
2020,,,,Undefined,Units,Percentage (%),,38.9785498072994
2020,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,49.1674128265953
2020,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,37.9843227353456
2020,16 to 24,,,Undefined,Units,Percentage (%),,50.6923386666009
2020,25 to 34,,,Undefined,Units,Percentage (%),,42.5590149444234
2020,35 to 44,,,Undefined,Units,Percentage (%),,37.1684370397081
2020,45 to 54,,,Undefined,Units,Percentage (%),,39.0734821243787
2020,55 to 64,,,Undefined,Units,Percentage (%),,37.1487858420795
2020,65 and over,,,Undefined,Units,Percentage (%),,35.3453758459976
2020,,,North East,Undefined,Units,Percentage (%),E12000001,39.8043145113757
2020,,,North West,Undefined,Units,Percentage (%),E12000002,37.8299018556201
2020,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,35.7976997096168
2020,,,East Midlands,Undefined,Units,Percentage (%),E12000004,35.8133473148079
2020,,,West Midlands,Undefined,Units,Percentage (%),E12000005,39.6112738397448
2020,,,East,Undefined,Units,Percentage (%),E12000006,39.3465232073501
2020,,,London,Undefined,Units,Percentage (%),E12000007,40.925979766814
2020,,,South East,Undefined,Units,Percentage (%),E12000008,38.6851544092898
2020,,,South West,Undefined,Units,Percentage (%),E12000009,39.226818255707
2020,,,Wales,Undefined,Units,Percentage (%),W92000004,41.2385744043892
2020,,,Scotland,Undefined,Units,Percentage (%),S92000003,40.0346288873796
2020,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,38.1453369562776
2021,,,,Undefined,Units,Percentage (%),,40.57280296503
2021,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,48.7249319138401
2021,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,39.7968668096334
2021,16 to 24,,,Undefined,Units,Percentage (%),,49.1700820271163
2021,25 to 34,,,Undefined,Units,Percentage (%),,43.9532402928393
2021,35 to 44,,,Undefined,Units,Percentage (%),,40.6823500746982
2021,45 to 54,,,Undefined,Units,Percentage (%),,40.3314865115905
2021,55 to 64,,,Undefined,Units,Percentage (%),,37.856396983182
2021,65 and over,,,Undefined,Units,Percentage (%),,31.0472583566606
2021,,,North East,Undefined,Units,Percentage (%),E12000001,42.0022218695445
2021,,,North West,Undefined,Units,Percentage (%),E12000002,40.396216839677
2021,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,40.1163179191467
2021,,,East Midlands,Undefined,Units,Percentage (%),E12000004,39.1676567554918
2021,,,West Midlands,Undefined,Units,Percentage (%),E12000005,40.9718132838799
2021,,,East,Undefined,Units,Percentage (%),E12000006,41.0877968731762
2021,,,London,Undefined,Units,Percentage (%),E12000007,41.3006697721626
2021,,,South East,Undefined,Units,Percentage (%),E12000008,39.583039518614
2021,,,South West,Undefined,Units,Percentage (%),E12000009,39.3633798494549
2021,,,Wales,Undefined,Units,Percentage (%),W92000004,40.7968202010755
2021,,,Scotland,Undefined,Units,Percentage (%),S92000003,42.4458441448664
2021,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,41.2401221264368
2022,,,,Undefined,Units,Percentage (%),,40.1865562741373
2022,,Disabled (GSS harmonised),,Undefined,Units,Percentage (%),,52.00015893851
2022,,Non-disabled (GSS harmonised),,Undefined,Units,Percentage (%),,38.5587821794353
2022,16 to 24,,,Undefined,Units,Percentage (%),,49.8612353229668
2022,25 to 34,,,Undefined,Units,Percentage (%),,42.7570854407594
2022,35 to 44,,,Undefined,Units,Percentage (%),,38.7924316083324
2022,45 to 54,,,Undefined,Units,Percentage (%),,39.7987945620086
2022,55 to 64,,,Undefined,Units,Percentage (%),,39.6274546984439
2022,65 and over,,,Undefined,Units,Percentage (%),,35.1105597841796
2022,,,North East,Undefined,Units,Percentage (%),E12000001,38.5657458158421
2022,,,North West,Undefined,Units,Percentage (%),E12000002,40.421929181585
2022,,,Yorkshire and the Humber,Undefined,Units,Percentage (%),,39.839413789922
2022,,,East Midlands,Undefined,Units,Percentage (%),E12000004,39.3798526284556
2022,,,West Midlands,Undefined,Units,Percentage (%),E12000005,40.5102525793475
2022,,,East,Undefined,Units,Percentage (%),E12000006,40.7986079250175
2022,,,London,Undefined,Units,Percentage (%),E12000007,39.3538187546038
2022,,,South East,Undefined,Units,Percentage (%),E12000008,39.4307611146144
2022,,,South West,Undefined,Units,Percentage (%),E12000009,42.5350320951757
2022,,,Wales,Undefined,Units,Percentage (%),W92000004,42.0353127899365
2022,,,Scotland,Undefined,Units,Percentage (%),S92000003,40.5355228610934
2022,,,Northern Ireland,Undefined,Units,Percentage (%),N92000002,40.7582894700454
