Year,Age,Sex,Unit measure,Unit multiplier,Observation status,Value
2017/18,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.6572979858882313
2017/18,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.8198581211407892
2017/18,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.233243758321343
2017/18,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,1.3334036580299642
2017/18,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.4595499799377712
2017/18,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.889668166899998
2017/18,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.7448662752217041
2017/18,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.4616645314682087
2017/18,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5981062588744017
2017/18,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.8798862404856189
2017/18,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.7564138491451443
2017/18,75 and over,,"Rate per 100,000 population",Units,Undefined,0.8087968897404529
2017/18,,Male,"Rate per 100,000 population",Units,Undefined,1.6574060396358488
2017/18,,Female,"Rate per 100,000 population",Units,Undefined,0.7267015936498662
2017/18,,,"Rate per 100,000 population",Units,Undefined,1.1864921359999163
2018/19,Under 1,Male,"Rate per 100,000 population",Units,Undefined,4.36500776971383
2018/19,Under 1,Female,"Rate per 100,000 population",Units,Undefined,3.9858349557725625
2018/19,Under 1,,"Rate per 100,000 population",Units,Undefined,4.478969001055543
2018/19,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.4112729927307498
2018/19,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.865333860225506
2018/19,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.6325481887509738
2018/19,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.3004812206749109
2018/19,5 to 15,Female,"Rate per 100,000 population",Units,Undefined,0.1315047855906524
2018/19,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.2180679004435372
2018/19,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,2.9079893794105782
2018/19,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.5510074035947723
2018/19,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.7631908717089726
2018/19,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.335530222506461
2018/19,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.9814975135396324
2018/19,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.662852940536629
2018/19,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,1.8346173406412256
2018/19,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.8523421162749134
2018/19,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.3403287772877537
2018/19,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.7663651240908815
2018/19,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.8246474510874917
2018/19,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.2895258082010894
2018/19,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.8399766312708238
2018/19,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.5326436252510083
2018/19,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.6838006208339803
2018/19,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.4568796944388603
2018/19,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.6859293035531138
2018/19,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.575595300975397
2018/19,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.7606109988153483
2018/19,75 and over,Female,"Rate per 100,000 population",Units,Undefined,1.063548437186475
2018/19,75 and over,,"Rate per 100,000 population",Units,Undefined,0.9341395092680852
2018/19,,Male,"Rate per 100,000 population",Units,Undefined,1.4341824412188005
2018/19,,Female,"Rate per 100,000 population",Units,Undefined,0.742461060425695
2018/19,,,"Rate per 100,000 population",Units,Undefined,1.0876955096732246
2019/20,Under 1,Male,"Rate per 100,000 population",Units,Undefined,3.89495603193864
2019/20,Under 1,Female,"Rate per 100,000 population",Units,Undefined,1.5841684541367391
2019/20,Under 1,,"Rate per 100,000 population",Units,Undefined,2.771840563730774
2019/20,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.4847151986605241
2019/20,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.3645260723627996
2019/20,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.4261679932921157
2019/20,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.3451496975872311
2019/20,5 to 15,Female,"Rate per 100,000 population",Units,Missing data; suppressed,
2019/20,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.1895055610406887
2019/20,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,3.766923754066812
2019/20,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.5890281722357644
2019/20,16 to 24,,"Rate per 100,000 population",Units,Undefined,2.240015962893897
2019/20,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.452629565730968
2019/20,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.9058670745752554
2019/20,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.685271859942174
2019/20,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,2.604457542509043
2019/20,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.8205332354340131
2019/20,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.7061172968970657
2019/20,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.662262091886323
2019/20,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.491119093433443
2019/20,45 to 54,,"Rate per 100,000 population",Units,Undefined,1.0692760317425782
2019/20,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.9896463201980876
2019/20,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.6837696604290463
2019/20,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.8341652973611599
2019/20,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,1.014642338575652
2019/20,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.5195911856551265
2019/20,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.7578955027154554
2019/20,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.5037688781662447
2019/20,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.863540856017688
2019/20,75 and over,,"Rate per 100,000 population",Units,Undefined,0.7088570507057262
2019/20,,Male,"Rate per 100,000 population",Units,Undefined,1.6812723515204229
2019/20,,Female,"Rate per 100,000 population",Units,Undefined,0.6055095177945108
2019/20,,,"Rate per 100,000 population",Units,Undefined,1.1389667266937462
2020/21,Under 1,Male,"Rate per 100,000 population",Units,Undefined,5.250154416306362
2020/21,Under 1,Female,"Rate per 100,000 population",Units,Undefined,3.2518844670486544
2020/21,Under 1,,"Rate per 100,000 population",Units,Undefined,4.435193897173198
2020/21,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.4926240110572978
2020/21,1 to 4,Female,"Rate per 100,000 population",Units,Undefined,0.8157139128164971
2020/21,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.6499429133474444
2020/21,5 to 15,Male,"Rate per 100,000 population",Units,Undefined,0.2920338992950301
2020/21,5 to 15,Female,"Rate per 100,000 population",Units,Missing data; suppressed,
2020/21,5 to 15,,"Rate per 100,000 population",Units,Undefined,0.187168197577744
2020/21,16 to 24,Male,"Rate per 100,000 population",Units,Undefined,2.5872535871962983
2020/21,16 to 24,Female,"Rate per 100,000 population",Units,Undefined,0.3279166960425373
2020/21,16 to 24,,"Rate per 100,000 population",Units,Undefined,1.4929542881220716
2020/21,25 to 34,Male,"Rate per 100,000 population",Units,Undefined,2.1501209504819734
2020/21,25 to 34,Female,"Rate per 100,000 population",Units,Undefined,0.8344613311883462
2020/21,25 to 34,,"Rate per 100,000 population",Units,Undefined,1.499825457812347
2020/21,35 to 44,Male,"Rate per 100,000 population",Units,Undefined,1.7817935800115738
2020/21,35 to 44,Female,"Rate per 100,000 population",Units,Undefined,0.6031902469906708
2020/21,35 to 44,,"Rate per 100,000 population",Units,Undefined,1.188383158497963
2020/21,45 to 54,Male,"Rate per 100,000 population",Units,Undefined,1.4563356092196775
2020/21,45 to 54,Female,"Rate per 100,000 population",Units,Undefined,0.5237571243439318
2020/21,45 to 54,,"Rate per 100,000 population",Units,Undefined,0.9844227717180386
2020/21,55 to 64,Male,"Rate per 100,000 population",Units,Undefined,0.9930820798890396
2020/21,55 to 64,Female,"Rate per 100,000 population",Units,Undefined,0.3730194995943413
2020/21,55 to 64,,"Rate per 100,000 population",Units,Undefined,0.6776690299696418
2020/21,65 to 74,Male,"Rate per 100,000 population",Units,Undefined,0.5929663034689925
2020/21,65 to 74,Female,"Rate per 100,000 population",Units,Undefined,0.5818977431096034
2020/21,65 to 74,,"Rate per 100,000 population",Units,Undefined,0.5872218183441049
2020/21,75 and over,Male,"Rate per 100,000 population",Units,Undefined,0.8955401652002942
2020/21,75 and over,Female,"Rate per 100,000 population",Units,Undefined,0.5784179995515559
2020/21,75 and over,,"Rate per 100,000 population",Units,Undefined,0.715343538901155
2020/21,,Male,"Rate per 100,000 population",Units,Undefined,1.3673435445917468
2020/21,,Female,"Rate per 100,000 population",Units,Undefined,0.5302686984176981
2020/21,,,"Rate per 100,000 population",Units,Undefined,0.9477605757186688
2021/22,Under 1,Male,"Rate per 100,000 population",Units,Undefined,3.7059913526868433
2021/22,Under 1,Female,"Rate per 100,000 population",Units,Undefined,1.951130680229193
2021/22,Under 1,,"Rate per 100,000 population",Units,Undefined,2.8511960767541984
2021/22,1 to 4,Male,"Rate per 100,000 population",Units,Undefined,0.7037485872247111
2021/22,1 to 4,Female,"Rate per 100,000 population",Units,Missing data; suppressed,
2021/22,1 to 4,,"Rate per 100,000 population",Units,Undefined,0.50551115482579
