Year,Age,Sex,Citizenship,Disability status,Ethnicity,Household income,Region,Urban or rural,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015/16,,,,,,No income,,,Undefined,Units,Percentage (%),,31.541137491902788
2016/17,,,,,,,,Rural,Undefined,Units,Percentage (%),,31.92792559495225
2016/17,,,,,,,,Urban,Undefined,Units,Percentage (%),,25.300163419178023
2016/17,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,25.29695799917364
2016/17,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,23.49949020477236
2016/17,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.31039809849673
2016/17,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,19.400544475947317
2016/17,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,26.450263123849982
2016/17,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.59520300644596
2016/17,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,27.40202973861284
2016/17,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.61922505091634
2016/17,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,25.673966245600766
2016/17,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,25.891284746575483
2016/17,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,27.138881620367748
2016/17,,Female,,,,,,,Undefined,Units,Percentage (%),,26.29921
2016/17,,Male,,,,,,,Undefined,Units,Percentage (%),,26.76568
2016/17,,,,,,,,,Undefined,Units,Percentage (%),,26.5292
2016/17,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,22.38644
2016/17,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,25.07945
2016/17,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,31.63331
2016/17,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,24.83311
2016/17,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,25.99084
2016/17,75 and over,,,,,,,,Undefined,Units,Percentage (%),,27.08717
2016/17,,,,,White,,,,Undefined,Units,Percentage (%),,24.666457498094648
2016/17,,,,,Asian,,,,Undefined,Units,Percentage (%),,37.39816385410448
2016/17,,,,,Black,,,,Undefined,Units,Percentage (%),,43.99525730368673
2016/17,,,,,Mixed,,,,Undefined,Units,Percentage (%),,36.70875979916242
2016/17,,,,,Other,,,,Undefined,Units,Percentage (%),,33.5261893267998
2016/17,,,,,,Band B1,,,Undefined,Units,Percentage (%),,25.59372975793387
2016/17,,,,,,Band B2,,,Undefined,Units,Percentage (%),,26.496420383807965
2016/17,,,,,,Band B3,,,Undefined,Units,Percentage (%),,24.11930783156712
2016/17,,,,,,Band B4,,,Undefined,Units,Percentage (%),,25.791202855281615
2016/17,,,,,,Band B5,,,Undefined,Units,Percentage (%),,26.799968058374247
2016/17,,,,,,Band B6,,,Undefined,Units,Percentage (%),,27.207671158387992
2016/17,,,,,,Band B7,,,Undefined,Units,Percentage (%),,27.098807589274355
2016/17,,,,,,Band B8,,,Undefined,Units,Percentage (%),,32.706716676205986
2017/18,,,,,,,,Rural,Undefined,Units,Percentage (%),,26.919205712597467
2017/18,,,,,,,,Urban,Undefined,Units,Percentage (%),,25.83479164626472
2017/18,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,22.202466425382124
2017/18,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,21.43457140102824
2017/18,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.64023327617596
2017/18,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,26.69242402827126
2017/18,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,24.919193942000884
2017/18,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,28.054249626403905
2017/18,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,26.80490646754495
2017/18,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,23.85584375919316
2017/18,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,22.838033971862384
2017/18,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,21.54031059919449
2017/18,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,26.735241775861237
2017/18,,Female,,,,,,,Undefined,Units,Percentage (%),,25.978785081068036
2017/18,,Male,,,,,,,Undefined,Units,Percentage (%),,26.09409577849749
2017/18,,,,,,,,,Undefined,Units,Percentage (%),,26.02569441401861
2017/18,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,24.51291860336044
2017/18,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.64222776972332
2017/18,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,28.66403641089618
2017/18,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,25.007571556007115
2017/18,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,25.24442225036412
2017/18,75 and over,,,,,,,,Undefined,Units,Percentage (%),,27.220000942869337
2017/18,,,,,White,,,,Undefined,Units,Percentage (%),,24.426500225257257
2017/18,,,,,Asian,,,,Undefined,Units,Percentage (%),,34.26512221819934
2017/18,,,,,Black,,,,Undefined,Units,Percentage (%),,42.79825768058031
2017/18,,,,,Mixed,,,,Undefined,Units,Percentage (%),,34.35674950007037
2017/18,,,,,Other,,,,Undefined,Units,Percentage (%),,40.4855548571109
2017/18,,,United Kingdom,,,,,,Undefined,Units,Percentage (%),,25.119492793709096
2017/18,,,Republic of Ireland,,,,,,Undefined,Units,Percentage (%),,31.664880401649132
2017/18,,,EU Member State,,,,,,Undefined,Units,Percentage (%),,32.83096104292639
2017/18,,,Elsewhere in the world,,,,,,Undefined,Units,Percentage (%),,34.737634649823015
2017/18,,,,,,Band B1,,,Undefined,Units,Percentage (%),,26.67237974804354
2017/18,,,,,,Band B2,,,Undefined,Units,Percentage (%),,26.3318033740324
2017/18,,,,,,Band B3,,,Undefined,Units,Percentage (%),,22.682403147849385
2017/18,,,,,,Band B4,,,Undefined,Units,Percentage (%),,21.985836469007896
2017/18,,,,,,Band B5,,,Undefined,Units,Percentage (%),,25.12992838355612
2017/18,,,,,,Band B6,,,Undefined,Units,Percentage (%),,24.7180221985153
2017/18,,,,,,Band B7,,,Undefined,Units,Percentage (%),,26.216284812291523
2017/18,,,,,,Band B8,,,Undefined,Units,Percentage (%),,33.92846941868656
2018/19,,,,,,,,Rural,Undefined,Units,Percentage (%),,27.584967861934505
2018/19,,,,,,,,Urban,Undefined,Units,Percentage (%),,24.942566926133196
2018/19,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,23.767940579301
2018/19,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,24.542693399191144
2018/19,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,30.86461402175994
2018/19,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,19.75306529788899
2018/19,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,24.21240170429292
2018/19,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.938053748021044
2018/19,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,27.96692633343176
2018/19,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,22.10845609160768
2018/19,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,23.49774415885852
2018/19,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,21.602358473035544
2018/19,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,26.29662523891463
2018/19,,Female,,,,,,,Undefined,Units,Percentage (%),,25.39140847778777
2018/19,,Male,,,,,,,Undefined,Units,Percentage (%),,25.241988743612065
2018/19,,,,,,,,,Undefined,Units,Percentage (%),,25.391919983986057
2018/19,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,21.36354948312443
2018/19,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.330506280838
2018/19,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,29.19425614872062
2018/19,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,26.150763845582464
2018/19,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.93295707547665
2018/19,75 and over,,,,,,,,Undefined,Units,Percentage (%),,21.976460253657653
2018/19,,,,,White,,,,Undefined,Units,Percentage (%),,23.658657469364396
2018/19,,,,,Asian,,,,Undefined,Units,Percentage (%),,31.95778513684775
2018/19,,,,,Black,,,,Undefined,Units,Percentage (%),,47.66270049679657
2018/19,,,,,Mixed,,,,Undefined,Units,Percentage (%),,34.894220737067634
2018/19,,,,,Other,,,,Undefined,Units,Percentage (%),,30.42420414143327
2018/19,,,United Kingdom,,,,,,Undefined,Units,Percentage (%),,24.493952777473503
2018/19,,,Republic of Ireland,,,,,,Undefined,Units,Percentage (%),,21.68723532244
2018/19,,,EU Member State,,,,,,Undefined,Units,Percentage (%),,35.95204163294895
2018/19,,,Elsewhere in the world,,,,,,Undefined,Units,Percentage (%),,36.32173049630487
2018/19,,,,,,Band B1,,,Undefined,Units,Percentage (%),,26.69020233760443
2018/19,,,,,,Band B2,,,Undefined,Units,Percentage (%),,23.31670418459155
2018/19,,,,,,Band B3,,,Undefined,Units,Percentage (%),,23.900439098009933
2018/19,,,,,,Band B4,,,Undefined,Units,Percentage (%),,25.354727930037317
2018/19,,,,,,Band B5,,,Undefined,Units,Percentage (%),,23.61358399198599
2018/19,,,,,,Band B6,,,Undefined,Units,Percentage (%),,26.247405368138377
2018/19,,,,,,Band B7,,,Undefined,Units,Percentage (%),,24.7493171401888
2018/19,,,,,,Band B8,,,Undefined,Units,Percentage (%),,30.88471682538002
2019/20,,,,,,,,Rural,Undefined,Units,Percentage (%),,29.0
2019/20,,,,,,,,Urban,Undefined,Units,Percentage (%),,26.3
2019/20,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,24.9
2019/20,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,25.4
2019/20,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.8
2019/20,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,25.0
2019/20,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,25.5
2019/20,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.5
2019/20,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,25.8
2019/20,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.5
2019/20,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,26.2
2019/20,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,23.6
2019/20,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,27.8
2019/20,,Female,,,,,,,Undefined,Units,Percentage (%),,27.2
2019/20,,Male,,,,,,,Undefined,Units,Percentage (%),,26.4
2019/20,,,,,,,,,Undefined,Units,Percentage (%),,26.8
2019/20,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,26.0
2019/20,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.2
2019/20,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,30.1
2019/20,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,28.8
2019/20,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.2
2019/20,75 and over,,,,,,,,Undefined,Units,Percentage (%),,22.8
2019/20,,,,,White,,,,Undefined,Units,Percentage (%),,24.9
2019/20,,,,,Asian,,,,Undefined,Units,Percentage (%),,35.2
2019/20,,,,,Black,,,,Undefined,Units,Percentage (%),,44.8
2019/20,,,,,Mixed,,,,Undefined,Units,Percentage (%),,33.0
2019/20,,,,,Other,,,,Undefined,Units,Percentage (%),,43.8
2020/21,,,,,,,,Rural,Undefined,Units,Percentage (%),,28.578328305876603
2020/21,,,,,,,,Urban,Undefined,Units,Percentage (%),,26.13759553603759
2020/21,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,23.77998518101656
2020/21,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,26.978710186717898
2020/21,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,30.359222406233638
2020/21,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,21.934014916086404
2020/21,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,25.058034829607035
2020/21,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,27.156326261272625
2020/21,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,28.68366134775384
2020/21,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.911712872859272
2020/21,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,24.08349443978858
2020/21,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,23.03133979921642
2020/21,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,28.092475036944435
2020/21,,Female,,,,,,,Undefined,Units,Percentage (%),,26.297700625733757
2020/21,,Male,,,,,,,Undefined,Units,Percentage (%),,26.895584959314
2020/21,,,,,,,,,Undefined,Units,Percentage (%),,26.585837170119355
2020/21,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,26.55747679558969
2020/21,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,23.62107361861122
2020/21,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,28.936919236014987
2020/21,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,27.638488093895717
2020/21,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.67792979629532
2020/21,75 and over,,,,,,,,Undefined,Units,Percentage (%),,25.80885338520396
2020/21,,,,,White,,,,Undefined,Units,Percentage (%),,25.24658749990218
2020/21,,,,,Asian,,,,Undefined,Units,Percentage (%),,36.51669902501995
2020/21,,,,,Black,,,,Undefined,Units,Percentage (%),,38.631462148265854
2020/21,,,,,Mixed,,,,Undefined,Units,Percentage (%),,33.04812667557982
2020/21,,,,,Other,,,,Undefined,Units,Percentage (%),,28.337645046500608
