Year,Sex,Age,Country,Household size,Children under 16 in the household,Children under 6 in the household,Working Status,Household income,Food insecurity category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,Female,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.2123943248997
2016,Female,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.1894367926191
2016,Female,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.53244483526116
2016,Female,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.29952536781181
2016,Female,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.15443878895175
2016,Female,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,9.87736911765837
2016,Female,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,13.0819947267383
2016,Female,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.0158208010369
2016,Female,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.66785208121725
2016,Female,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.22860708383102
2016,Female,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,13.377915108931301
2016,Female,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.2112160133886
2016,Female,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.5315068919718
2016,Female,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.8240043571467
2016,Female,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,7.21677618045558
2016,Female,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,18.397005788412603
2016,Female,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,8.42627397300692
2016,Female,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,8.77827657662274
2016,Female,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,3.02331280552038
2016,Female,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,43.285316611946605
2016,Female,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,18.0667727016907
2016,Female,,,,,,,"Â£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,29.0862130964466
2016,Female,,,,,,,"Â£10,400 to Â£25,999",Low or very low food security,Undefined,Units,Percentage (%),,15.0315384544541
2016,Female,,,,,,,"Â£26,000 to Â£51,999",Low or very low food security,Undefined,Units,Percentage (%),,8.35011795951443
2016,Female,,,,,,,"Â£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.96335153179269
2016,,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.79425446195638
2016,,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,6.3292909986935
2016,,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.94642916287849
2016,,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.74396984175201
2016,,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.64036276851085
2016,,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.82719096014274
2016,,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.719824847891389
2016,,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.0328876861640621
2016,,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,2.71552917430067
2016,,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,2.9770359904859705
2016,,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,4.859803615989071
2016,,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,4.66019428991113
2016,,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,1.6986519470593
2016,,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,3.86294332408669
2016,,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,1.88190978510499
2016,,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,3.3635801951307305
2016,,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,4.31303852768725
2016,,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,2.17101353052577
2016,,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,5.39170747944741
2016,,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.3498486759375803
2016,,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,1.43734740255365
2016,,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.472037882203142
2016,,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,19.7612653717051
2016,,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.58863856609655
2016,,,,,,,,"Â£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,14.5204981801231
2016,,,,,,,,"Â£10,400 to Â£25,999",Very low food security,Undefined,Units,Percentage (%),,4.14226240978418
2016,,,,,,,,"Â£26,000 to Â£51,999",Very low food security,Undefined,Units,Percentage (%),,1.12639308124975
2016,,,,,,,,"Â£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.27494451182933005
2016,Male,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.11877080309131
2016,Male,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,4.41749740984313
2016,Male,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.79286202039258
2016,Male,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.69041394252503
2016,Male,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.16078499974138
2016,Male,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.02802714827609
2016,Male,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.6479063216756421
2016,Male,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.0716351248889072
2016,Male,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,2.02700757674776
2016,Male,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,2.04382710788925
2016,Male,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,5.04221041962938
2016,Male,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,5.425271713332231
2016,Male,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,0.776491663209069
2016,Male,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,1.5179086956597
2016,Male,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,0.917754926721575
2016,Male,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,4.38093010211419
2016,Male,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,3.2111890205904
2016,Male,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,1.7543059260220801
2016,Male,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,2.2301381340036004
2016,Male,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.10999519594179
2016,Male,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,0.7673828449956891
2016,Male,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.44804815702367795
2016,Male,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,18.406566401958102
2016,Male,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.88652538231918
2016,Male,,,,,,,"Â£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,11.361801054159901
2016,Male,,,,,,,"Â£10,400 to Â£25,999",Very low food security,Undefined,Units,Percentage (%),,2.66843686086587
2016,Male,,,,,,,"Â£26,000 to Â£51,999",Very low food security,Undefined,Units,Percentage (%),,0.708624149158586
2016,Male,,,,,,,"Â£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.148361051051165
2016,Female,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.4379565446587206
2016,Female,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,8.2505809993407
2016,Female,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.09237520565798
2016,Female,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.7994984428447904
2016,Female,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.96329475667104
2016,Female,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.6193099203016101
2016,Female,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.7811346526446881
2016,Female,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.0
2016,Female,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,3.37211125450061
2016,Female,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,3.86094213295636
2016,Female,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,4.68778600941487
2016,Female,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,3.75631890063132
2016,Female,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,2.58854366427167
2016,Female,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,6.071216386091031
2016,Female,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,2.67273696327021
2016,Female,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,2.4716616674997898
2016,Female,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,5.12356613345033
2016,Female,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,2.6106145147195
2016,Female,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,7.8146604305398
2016,Female,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.5862244525877003
2016,Female,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,2.1992148107771
2016,Female,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.49083166252536603
2016,Female,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,21.0151690223409
2016,Female,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.40847316096164
2016,Female,,,,,,,"Â£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,16.7657230207603
2016,Female,,,,,,,"Â£10,400 to Â£25,999",Very low food security,Undefined,Units,Percentage (%),,5.55362368853701
2016,Female,,,,,,,"Â£26,000 to Â£51,999",Very low food security,Undefined,Units,Percentage (%),,1.58778006800645
2016,Female,,,,,,,"Â£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.414925673687182
