Year,Region,Local Authority,Disposal Method,Observation status,Unit multiplier,GeoCode,Value
2006/07,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2006/07,West Midlands,,Recycled-composted,Undefined,Units,E12000005,28.499999999999996
2006/07,West Midlands,,Other,Undefined,Units,E12000005,0.0
2006/07,London,,Landfill,Undefined,Units,E12000007,56.8
2006/07,London,,Incineration with EfW,Undefined,Units,E12000007,21.9
2006/07,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2006/07,London,,Recycled-composted,Undefined,Units,E12000007,19.900000000000002
2006/07,London,,Other,Undefined,Units,E12000007,1.4000000000000001
2006/07,South West,,Landfill,Undefined,Units,E12000009,61.7
2006/07,South West,,Incineration with EfW,Undefined,Units,E12000009,0.0
2006/07,South West,,Incineration without EfW,Undefined,Units,E12000009,0.1
2006/07,South West,,Recycled-composted,Undefined,Units,E12000009,37.9
2006/07,South West,,Other,Undefined,Units,E12000009,0.2
2007/08,,,Landfill,Undefined,Units,,54.400000000000006
2007/08,,,Incineration with EfW,Undefined,Units,,11.1
2007/08,,,Incineration without EfW,Undefined,Units,,0.0
2007/08,,,Recycled-composted,Undefined,Units,,34.0
2007/08,,,Other,Undefined,Units,,0.4
2007/08,North West,,Landfill,Undefined,Units,E12000002,62.2
2007/08,North West,,Incineration with EfW,Undefined,Units,E12000002,2.1999999999999997
2007/08,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2007/08,North West,,Recycled-composted,Undefined,Units,E12000002,35.6
2007/08,North West,,Other,Undefined,Units,E12000002,0.0
2007/08,East Midlands,,Landfill,Undefined,Units,E12000004,53.0
2007/08,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.9
2007/08,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2007/08,East Midlands,,Recycled-composted,Undefined,Units,E12000004,40.1
2007/08,East Midlands,,Other,Undefined,Units,E12000004,0.0
2007/08,East of England,,Landfill,Undefined,Units,E12000006,58.3
2007/08,East of England,,Incineration with EfW,Undefined,Units,E12000006,1.6
2007/08,East of England,,Incineration without EfW,Undefined,Units,E12000006,0.0
2007/08,East of England,,Recycled-composted,Undefined,Units,E12000006,40.0
2007/08,East of England,,Other,Undefined,Units,E12000006,0.0
2007/08,South East,,Landfill,Undefined,Units,E12000008,51.2
2007/08,South East,,Incineration with EfW,Undefined,Units,E12000008,12.1
2007/08,South East,,Incineration without EfW,Undefined,Units,E12000008,0.0
2007/08,South East,,Recycled-composted,Undefined,Units,E12000008,36.7
2007/08,South East,,Other,Undefined,Units,E12000008,0.0
2007/08,North East,,Landfill,Undefined,Units,E12000001,56.8
2007/08,North East,,Incineration with EfW,Undefined,Units,E12000001,13.100000000000001
2007/08,North East,,Incineration without EfW,Undefined,Units,E12000001,0.0
2007/08,North East,,Recycled-composted,Undefined,Units,E12000001,29.299999999999997
2007/08,North East,,Other,Undefined,Units,E12000001,0.8
2007/08,Yorkshire and Humber,,Landfill,Undefined,Units,,59.599999999999994
2007/08,Yorkshire and Humber,,Incineration with EfW,Undefined,Units,,9.9
2007/08,Yorkshire and Humber,,Incineration without EfW,Undefined,Units,,0.0
2007/08,Yorkshire and Humber,,Recycled-composted,Undefined,Units,,30.4
2007/08,Yorkshire and Humber,,Other,Undefined,Units,,0.1
2007/08,West Midlands,,Landfill,Undefined,Units,E12000005,37.3
2007/08,West Midlands,,Incineration with EfW,Undefined,Units,E12000005,30.3
2007/08,West Midlands,,Incineration without EfW,Undefined,Units,E12000005,0.0
2007/08,West Midlands,,Recycled-composted,Undefined,Units,E12000005,32.300000000000004
2007/08,West Midlands,,Other,Undefined,Units,E12000005,0.0
2007/08,London,,Landfill,Undefined,Units,E12000007,53.2
2007/08,London,,Incineration with EfW,Undefined,Units,E12000007,22.1
2007/08,London,,Incineration without EfW,Undefined,Units,E12000007,0.0
2007/08,London,,Recycled-composted,Undefined,Units,E12000007,22.3
2007/08,London,,Other,Undefined,Units,E12000007,2.4
2007/08,South West,,Landfill,Undefined,Units,E12000009,58.699999999999996
2007/08,South West,,Incineration with EfW,Undefined,Units,E12000009,0.1
2007/08,South West,,Incineration without EfW,Undefined,Units,E12000009,0.1
2007/08,South West,,Recycled-composted,Undefined,Units,E12000009,41.0
2007/08,South West,,Other,Undefined,Units,E12000009,0.1
2008/09,,,Landfill,Undefined,Units,,50.3
2008/09,,,Incineration with EfW,Undefined,Units,,12.1
2008/09,,,Incineration without EfW,Undefined,Units,,0.0
2008/09,,,Recycled-composted,Undefined,Units,,36.8
2008/09,,,Other,Undefined,Units,,0.7000000000000001
2008/09,North West,,Landfill,Undefined,Units,E12000002,58.599999999999994
2008/09,North West,,Incineration with EfW,Undefined,Units,E12000002,2.8000000000000003
2008/09,North West,,Incineration without EfW,Undefined,Units,E12000002,0.0
2008/09,North West,,Recycled-composted,Undefined,Units,E12000002,38.3
2008/09,North West,,Other,Undefined,Units,E12000002,0.3
2008/09,East Midlands,,Landfill,Undefined,Units,E12000004,49.6
2008/09,East Midlands,,Incineration with EfW,Undefined,Units,E12000004,6.9
2008/09,East Midlands,,Incineration without EfW,Undefined,Units,E12000004,0.0
2008/09,East Midlands,,Recycled-composted,Undefined,Units,E12000004,42.9
