Year,Series,Sex,Age,Country,Region,Socio-economic classification,Ethnicity,Country of birth,Observation status,Unit multiplier,Units,GeoCode,Value
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,21.2
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,20.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,17.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,18.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,15.3
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.7
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,16.2
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,21.7
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,19.5
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,16.3
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,17.6
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,15.0
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.4
2014,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,15.6
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,19.3
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,19.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,16.2
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,16.7
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,13.9
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,8.1
2015,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,14.9
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,17.2
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,18.0
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,14.6
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,15.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,13.5
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,7.4
2016,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,13.7
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,15.1
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,17.0
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,13.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,14.9
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,13.5
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,7.4
2017,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,13.0
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,14.6
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,16.4
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,13.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,14.5
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,13.1
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,6.9
2018,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,12.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,,,,,Undefined,Units,Percentage (%),E92000001,14.0
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,,,,,Undefined,Units,Percentage (%),E92000001,16.2
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,,,,,Undefined,Units,Percentage (%),E92000001,12.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,,,,,Undefined,Units,Percentage (%),E92000001,13.9
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,,,,,Undefined,Units,Percentage (%),E92000001,12.7
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,,,,,Undefined,Units,Percentage (%),E92000001,6.6
2019,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,,,,,Undefined,Units,Percentage (%),E92000001,12.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,23.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,25.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,24.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,23.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,19.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,11.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,27.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,23.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,24.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,19.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,10.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North West,,,,Undefined,Units,Percentage (%),E12000002,20.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,25.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,26.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,22.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,22.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,18.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,10.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,20.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,27.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,24.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,21.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,19.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,8.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,18.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,21.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,22.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,19.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,18.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,16.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,8.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,16.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,23.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,21.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East,,,,Undefined,Units,Percentage (%),E12000006,19.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East,,,,Undefined,Units,Percentage (%),E12000006,19.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East,,,,Undefined,Units,Percentage (%),E12000006,14.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East,,,,Undefined,Units,Percentage (%),E12000006,8.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East,,,,Undefined,Units,Percentage (%),E12000006,16.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,London,,,,Undefined,Units,Percentage (%),E12000007,17.2
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,London,,,,Undefined,Units,Percentage (%),E12000007,17.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,London,,,,Undefined,Units,Percentage (%),E12000007,17.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,London,,,,Undefined,Units,Percentage (%),E12000007,14.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,London,,,,Undefined,Units,Percentage (%),E12000007,8.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South East,,,,Undefined,Units,Percentage (%),E12000008,26.0
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South East,,,,Undefined,Units,Percentage (%),E12000008,19.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South East,,,,Undefined,Units,Percentage (%),E12000008,18.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South East,,,,Undefined,Units,Percentage (%),E12000008,17.6
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South East,,,,Undefined,Units,Percentage (%),E12000008,15.4
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South East,,,,Undefined,Units,Percentage (%),E12000008,7.7
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Undefined,Units,Percentage (%),E12000008,16.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Undefined,Units,Percentage (%),E12000009,23.5
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Undefined,Units,Percentage (%),E12000009,24.1
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Undefined,Units,Percentage (%),E12000009,20.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Undefined,Units,Percentage (%),E12000009,18.9
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Undefined,Units,Percentage (%),E12000009,14.3
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Undefined,Units,Percentage (%),E12000009,7.8
2011,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South West,,,,Undefined,Units,Percentage (%),E12000009,16.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,29.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,24.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,23.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,24.3
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,11.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,21.3
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,25.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,19.0
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,10.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North West,,,,Undefined,Units,Percentage (%),E12000002,19.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,24.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,24.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,23.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,22.0
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,18.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,10.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,Yorkshire and The Humber,,,,Undefined,Units,Percentage (%),E12000003,19.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,26.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,25.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,18.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,19.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,16.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,8.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East Midlands,,,,Undefined,Units,Percentage (%),E12000004,17.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,20.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,19.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,18.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,18.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,8.1
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,West Midlands,,,,Undefined,Units,Percentage (%),E12000005,15.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,East,,,,Undefined,Units,Percentage (%),E12000006,25.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,East,,,,Undefined,Units,Percentage (%),E12000006,19.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,East,,,,Undefined,Units,Percentage (%),E12000006,17.3
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,East,,,,Undefined,Units,Percentage (%),E12000006,14.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,East,,,,Undefined,Units,Percentage (%),E12000006,8.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,East,,,,Undefined,Units,Percentage (%),E12000006,15.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,London,,,,Undefined,Units,Percentage (%),E12000007,16.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,London,,,,Undefined,Units,Percentage (%),E12000007,15.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,London,,,,Undefined,Units,Percentage (%),E12000007,14.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,London,,,,Undefined,Units,Percentage (%),E12000007,14.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,London,,,,Undefined,Units,Percentage (%),E12000007,8.6
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,London,,,,Undefined,Units,Percentage (%),E12000007,14.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South East,,,,Undefined,Units,Percentage (%),E12000008,21.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South East,,,,Undefined,Units,Percentage (%),E12000008,21.7
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South East,,,,Undefined,Units,Percentage (%),E12000008,17.4
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South East,,,,Undefined,Units,Percentage (%),E12000008,16.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South East,,,,Undefined,Units,Percentage (%),E12000008,15.2
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South East,,,,Undefined,Units,Percentage (%),E12000008,8.3
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South East,,,,Undefined,Units,Percentage (%),E12000008,15.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,South West,,,,Undefined,Units,Percentage (%),E12000009,25.8
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,South West,,,,Undefined,Units,Percentage (%),E12000009,22.0
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,South West,,,,Undefined,Units,Percentage (%),E12000009,20.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,South West,,,,Undefined,Units,Percentage (%),E12000009,19.9
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,South West,,,,Undefined,Units,Percentage (%),E12000009,15.0
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,South West,,,,Undefined,Units,Percentage (%),E12000009,7.5
2012,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,South West,,,,Undefined,Units,Percentage (%),E12000009,16.8
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North East,,,,Undefined,Units,Percentage (%),E12000001,22.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North East,,,,Undefined,Units,Percentage (%),E12000001,26.3
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North East,,,,Undefined,Units,Percentage (%),E12000001,22.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North East,,,,Undefined,Units,Percentage (%),E12000001,22.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North East,,,,Undefined,Units,Percentage (%),E12000001,18.5
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North East,,,,Undefined,Units,Percentage (%),E12000001,13.0
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,,England,North East,,,,Undefined,Units,Percentage (%),E12000001,20.1
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,18 to 24,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,25 to 34,England,North West,,,,Undefined,Units,Percentage (%),E12000002,21.3
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,35 to 44,England,North West,,,,Undefined,Units,Percentage (%),E12000002,20.8
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,45 to 54,England,North West,,,,Undefined,Units,Percentage (%),E12000002,22.0
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,55 to 64,England,North West,,,,Undefined,Units,Percentage (%),E12000002,18.4
2013,Percentage of people who are current cigarette smokers aged 18 years and older,Female,65 and over,England,North West,,,,Undefined,Units,Percentage (%),E12000002,10.8
