Year,Units,Sex,Region,Local Authority,Geocode,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,All public schools (%),,North West,Bolton,E08000001,Undefined,Units,Percentage (%),E08000001,98.2
2016,All public schools (%),,North West,Bury,E08000002,Undefined,Units,Percentage (%),E08000002,98.0
2016,All public schools (%),,North West,Manchester,E08000003,Undefined,Units,Percentage (%),E08000003,96.1
2016,All public schools (%),,North West,Oldham,E08000004,Undefined,Units,Percentage (%),E08000004,96.5
2016,All public schools (%),,North West,Rochdale,E08000005,Undefined,Units,Percentage (%),E08000005,98.2
2016,All public schools (%),,North West,Salford,E08000006,Undefined,Units,Percentage (%),E08000006,96.7
2016,All public schools (%),,North West,Stockport,E08000007,Undefined,Units,Percentage (%),E08000007,97.9
2016,All public schools (%),,North West,Tameside,E08000008,Undefined,Units,Percentage (%),E08000008,94.9
2016,All public schools (%),,North West,Trafford,E08000009,Undefined,Units,Percentage (%),E08000009,97.5
2016,All public schools (%),,North West,Wigan,E08000010,Undefined,Units,Percentage (%),E08000010,99.0
2016,All public schools (%),,Yorkshire and the Humber,Barnsley,E08000016,Undefined,Units,Percentage (%),E08000016,95.6
2016,All public schools (%),,Yorkshire and the Humber,Doncaster,E08000017,Undefined,Units,Percentage (%),E08000017,95.7
2016,All public schools (%),,Yorkshire and the Humber,Rotherham,E08000018,Undefined,Units,Percentage (%),E08000018,96.2
2016,All public schools (%),,Yorkshire and the Humber,Sheffield,E08000019,Undefined,Units,Percentage (%),E08000019,97.5
2016,All public schools (%),,Yorkshire and the Humber,Bradford,E08000032,Undefined,Units,Percentage (%),E08000032,94.5
2016,All public schools (%),,Yorkshire and the Humber,Calderdale,E08000033,Undefined,Units,Percentage (%),E08000033,91.3
2016,All public schools (%),,Yorkshire and the Humber,Kirklees,E08000034,Undefined,Units,Percentage (%),E08000034,94.8
2016,All public schools (%),,Yorkshire and the Humber,Leeds,E08000035,Undefined,Units,Percentage (%),E08000035,96.5
2016,All public schools (%),,Yorkshire and the Humber,Wakefield,E08000036,Undefined,Units,Percentage (%),E08000036,96.9
2016,All public schools (%),,North East,Gateshead,E08000020,Undefined,Units,Percentage (%),E08000037,98.6
2016,All public schools (%),,North East,Newcastle upon Tyne,E08000021,Undefined,Units,Percentage (%),E08000021,97.9
2016,All public schools (%),,North East,North Tyneside,E08000022,Undefined,Units,Percentage (%),E08000022,98.7
2016,All public schools (%),,North East,South Tyneside,E08000023,Undefined,Units,Percentage (%),E08000023,97.0
2016,All public schools (%),,North East,Sunderland,E08000024,Undefined,Units,Percentage (%),E08000024,98.2
2016,All public schools (%),,South West,Isles of Scilly,E06000053,Undefined,Units,Percentage (%),E06000053,93.2
2016,All public schools (%),,South West,Bath and North East Somerset,E06000022,Undefined,Units,Percentage (%),E06000022,97.4
2016,All public schools (%),,South West,Bristol City of,E06000023,Undefined,Units,Percentage (%),,97.0
2016,All public schools (%),,South West,North Somerset,E06000024,Undefined,Units,Percentage (%),E06000024,98.4
2016,All public schools (%),,South West,South Gloucestershire,E06000025,Undefined,Units,Percentage (%),E06000025,99.1
2016,All public schools (%),,North East,Hartlepool,E06000001,Undefined,Units,Percentage (%),E06000001,94.2
2016,All public schools (%),,North East,Middlesbrough,E06000002,Undefined,Units,Percentage (%),E06000002,94.2
2016,All public schools (%),,North East,Redcar and Cleveland,E06000003,Undefined,Units,Percentage (%),E06000003,98.4
2016,All public schools (%),,North East,Stockton-on-Tees,E06000004,Undefined,Units,Percentage (%),E06000004,97.1
2016,All public schools (%),,Yorkshire and the Humber,Kingston upon Hull City of,E06000010,Undefined,Units,Percentage (%),,95.3
2016,All public schools (%),,Yorkshire and the Humber,East Riding of Yorkshire,E06000011,Undefined,Units,Percentage (%),E06000011,97.1
2016,All public schools (%),,Yorkshire and the Humber,North East Lincolnshire,E06000012,Undefined,Units,Percentage (%),E06000012,93.4
2016,All public schools (%),,Yorkshire and the Humber,North Lincolnshire,E06000013,Undefined,Units,Percentage (%),E06000013,96.8
2016,All public schools (%),,Yorkshire and the Humber,North Yorkshire,E10000023,Undefined,Units,Percentage (%),,98.5
2016,All public schools (%),,Yorkshire and the Humber,York,E06000014,Undefined,Units,Percentage (%),E06000014,99.1
2016,All public schools (%),,East of England,Luton,E06000032,Undefined,Units,Percentage (%),E06000032,90.8
2016,All public schools (%),,East of England,Bedford,E06000055,Undefined,Units,Percentage (%),E06000055,92.5
2016,All public schools (%),,East of England,Central Bedfordshire,E06000056,Undefined,Units,Percentage (%),E06000056,92.1
2016,All public schools (%),,South East,Buckinghamshire,E10000002,Undefined,Units,Percentage (%),,93.9
2016,All public schools (%),,South East,Milton Keynes,E06000042,Undefined,Units,Percentage (%),E06000042,95.0
2016,All public schools (%),,East Midlands,Derbyshire,E10000007,Undefined,Units,Percentage (%),,98.1
2016,All public schools (%),,East Midlands,Derby,E06000015,Undefined,Units,Percentage (%),E06000015,68.8
2016,All public schools (%),,South West,Dorset,E10000009,Undefined,Units,Percentage (%),,94.6
2016,All public schools (%),,South West,Poole,E06000029,Undefined,Units,Percentage (%),E06000029,91.5
2016,All public schools (%),,South West,Bournemouth,E06000028,Undefined,Units,Percentage (%),E06000028,96.1
2016,All public schools (%),,North East,Durham,E06000047,Undefined,Units,Percentage (%),,97.7
2016,All public schools (%),,North East,Darlington,E06000005,Undefined,Units,Percentage (%),E06000005,97.3
2016,All public schools (%),,South East,East Sussex,E10000011,Undefined,Units,Percentage (%),,94.6
2016,All public schools (%),,South East,Brighton and Hove,E06000043,Undefined,Units,Percentage (%),E06000043,97.3
2016,All public schools (%),,South East,Hampshire,E10000014,Undefined,Units,Percentage (%),,97.3
2016,All public schools (%),,South East,Portsmouth,E06000044,Undefined,Units,Percentage (%),E06000044,96.2
2016,All public schools (%),,South East,Southampton,E06000045,Undefined,Units,Percentage (%),E06000045,95.9
2016,All public schools (%),,East Midlands,Leicestershire,E10000018,Undefined,Units,Percentage (%),,96.4
2016,All public schools (%),,East Midlands,Leicester,E06000016,Undefined,Units,Percentage (%),E06000016,96.3
2016,All public schools (%),,East Midlands,Rutland,E06000017,Undefined,Units,Percentage (%),E06000017,93.9
2016,All public schools (%),,West Midlands,Staffordshire,E10000028,Undefined,Units,Percentage (%),,96.7
2016,All public schools (%),,West Midlands,Stoke-on-Trent,E06000021,Undefined,Units,Percentage (%),E06000021,93.4
2016,All public schools (%),,South West,Wiltshire,E06000054,Undefined,Units,Percentage (%),E06000054,96.3
2016,All public schools (%),,South West,Swindon,E06000030,Undefined,Units,Percentage (%),E06000030,94.5
2016,All public schools (%),,South East,Bracknell Forest,E06000036,Undefined,Units,Percentage (%),E06000036,94.2
2016,All public schools (%),,South East,Windsor and Maidenhead,E06000040,Undefined,Units,Percentage (%),E06000040,91.4
2016,All public schools (%),,South East,West Berkshire,E06000037,Undefined,Units,Percentage (%),E06000037,95.4
2016,All public schools (%),,South East,Reading,E06000038,Undefined,Units,Percentage (%),E06000038,92.2
2016,All public schools (%),,South East,Slough,E06000039,Undefined,Units,Percentage (%),E06000039,86.9
2016,All public schools (%),,South East,Wokingham,E06000041,Undefined,Units,Percentage (%),E06000041,97.2
2016,All public schools (%),,East of England,Cambridgeshire,E10000003,Undefined,Units,Percentage (%),,94.3
2016,All public schools (%),,East of England,Peterborough,E06000031,Undefined,Units,Percentage (%),E06000031,94.0
2016,All public schools (%),,North West,Halton,E06000006,Undefined,Units,Percentage (%),E06000006,97.4
2016,All public schools (%),,North West,Warrington,E06000007,Undefined,Units,Percentage (%),E06000007,98.4
2016,All public schools (%),,South West,Devon,E10000008,Undefined,Units,Percentage (%),,97.9
2016,All public schools (%),,South West,Plymouth,E06000026,Undefined,Units,Percentage (%),E06000026,96.1
2016,All public schools (%),,South West,Torbay,E06000027,Undefined,Units,Percentage (%),E06000027,96.9
2016,All public schools (%),,South East,Essex,E10000012,Undefined,Units,Percentage (%),,95.2
2016,All public schools (%),,South East,Southend-on-Sea,E06000033,Undefined,Units,Percentage (%),E06000033,90.7
2016,All public schools (%),,South East,Thurrock,E06000034,Undefined,Units,Percentage (%),E06000034,90.3
2016,All public schools (%),,West Midlands,Herefordshire,E06000019,Undefined,Units,Percentage (%),E06000019,96.5
2016,All public schools (%),,West Midlands,Worcestershire,E10000034,Undefined,Units,Percentage (%),,98.1
2016,All public schools (%),,South East,Kent,E10000016,Undefined,Units,Percentage (%),,93.4
2016,All public schools (%),,South East,Medway,E06000035,Undefined,Units,Percentage (%),E06000035,91.8
2016,All public schools (%),,North West,Lancashire,E10000017,Undefined,Units,Percentage (%),,96.0
2016,All public schools (%),,North West,Blackburn with Darwen,E06000008,Undefined,Units,Percentage (%),E06000008,98.1
2016,All public schools (%),,North West,Blackpool,E06000009,Undefined,Units,Percentage (%),E06000009,95.8
2016,All public schools (%),,East Midlands,Nottinghamshire,E10000024,Undefined,Units,Percentage (%),,97.9
2016,All public schools (%),,East Midlands,Nottingham,E06000018,Undefined,Units,Percentage (%),E06000018,96.4
2016,All public schools (%),,West Midlands,Shropshire,E06000051,Undefined,Units,Percentage (%),E06000051,97.4
2016,All public schools (%),,West Midlands,Telford and Wrekin,E06000020,Undefined,Units,Percentage (%),E06000020,98.6
2016,All public schools (%),,North West,Cheshire East,E06000049,Undefined,Units,Percentage (%),E06000049,97.3
2016,All public schools (%),,North West,Cheshire West and Chester,E06000050,Undefined,Units,Percentage (%),E06000050,97.2
2016,All public schools (%),,South West,Cornwall,E06000052,Undefined,Units,Percentage (%),E06000052,97.4
2016,All public schools (%),,North West,Cumbria,E10000006,Undefined,Units,Percentage (%),,98.1
2016,All public schools (%),,South West,Gloucestershire,E10000013,Undefined,Units,Percentage (%),,97.9
2016,All public schools (%),,East of England,Hertfordshire,E10000015,Undefined,Units,Percentage (%),,94.4
2016,All public schools (%),,South East,Isle of Wight,E06000046,Undefined,Units,Percentage (%),E06000046,88.0
2016,All public schools (%),,East Midlands,Lincolnshire,E10000019,Undefined,Units,Percentage (%),,95.9
2016,All public schools (%),,East of England,Norfolk,E10000020,Undefined,Units,Percentage (%),,95.0
2016,All public schools (%),,East Midlands,Northamptonshire,E10000021,Undefined,Units,Percentage (%),,93.3
2016,All public schools (%),,North East,Northumberland,E06000048,Undefined,Units,Percentage (%),E06000057,98.1
2016,All public schools (%),,South East,Oxfordshire,E10000025,Undefined,Units,Percentage (%),,93.1
2016,All public schools (%),,South West,Somerset,E10000027,Undefined,Units,Percentage (%),,97.1
2016,All public schools (%),,East of England,Suffolk,E10000029,Undefined,Units,Percentage (%),,93.1
2016,All public schools (%),,South East,Surrey,E10000030,Undefined,Units,Percentage (%),,96.3
2016,All public schools (%),,West Midlands,Warwickshire,E10000031,Undefined,Units,Percentage (%),,96.3
2016,All public schools (%),,South East,West Sussex,E10000032,Undefined,Units,Percentage (%),,98.0
2017,All public schools (%),,North East,,E12000001,Undefined,Units,Percentage (%),E12000001,97.3
2017,All public schools (%),,North West,,E12000002,Undefined,Units,Percentage (%),E12000002,97.4
2017,All public schools (%),,Yorkshire and the Humber,,E12000003,Undefined,Units,Percentage (%),,96.9
2017,All public schools (%),,East Midlands,,E12000004,Undefined,Units,Percentage (%),E12000004,94.8
2017,All public schools (%),,West Midlands,,E12000005,Undefined,Units,Percentage (%),E12000005,96.1
2017,All public schools (%),,East of England,,E12000006,Undefined,Units,Percentage (%),E12000006,93.8
2017,All public schools (%),,Inner London,,E13000001,Undefined,Units,Percentage (%),E13000001,93.2
2017,All public schools (%),,Outer London,,E13000002,Undefined,Units,Percentage (%),E13000002,92.5
2017,All public schools (%),,South East,,E12000008,Undefined,Units,Percentage (%),E12000008,95.0
2017,All public schools (%),,South West,,E12000009,Undefined,Units,Percentage (%),E12000009,96.9
2017,All public schools (%),,Inner London,City of London,E09000001,Undefined,Units,Percentage (%),E09000001,88.7
2017,All public schools (%),,Inner London,Camden,E09000007,Undefined,Units,Percentage (%),E09000007,89.7
2017,All public schools (%),,Inner London,Greenwich,E09000011,Undefined,Units,Percentage (%),E09000011,94.8
2017,All public schools (%),,Inner London,Hackney,E09000012,Undefined,Units,Percentage (%),E09000012,92.9
2017,All public schools (%),,Inner London,Hammersmith and Fulham,E09000013,Undefined,Units,Percentage (%),E09000013,92.6
2017,All public schools (%),,Inner London,Islington,E09000019,Undefined,Units,Percentage (%),E09000019,95.8
2017,All public schools (%),,Inner London,Kensington and Chelsea,E09000020,Undefined,Units,Percentage (%),E09000020,93.4
2017,All public schools (%),,Inner London,Lambeth,E09000022,Undefined,Units,Percentage (%),E09000022,93.0
2017,All public schools (%),,Inner London,Lewisham,E09000023,Undefined,Units,Percentage (%),E09000023,93.6
2017,All public schools (%),,Inner London,Southwark,E09000028,Undefined,Units,Percentage (%),E09000028,92.1
2017,All public schools (%),,Inner London,Tower Hamlets,E09000030,Undefined,Units,Percentage (%),E09000030,93.3
2017,All public schools (%),,Inner London,Wandsworth,E09000032,Undefined,Units,Percentage (%),E09000032,94.9
2017,All public schools (%),,Inner London,Westminster,E09000033,Undefined,Units,Percentage (%),E09000033,92.3
2017,All public schools (%),,Outer London,Barking and Dagenham,E09000002,Undefined,Units,Percentage (%),E09000002,92.9
2017,All public schools (%),,Outer London,Barnet,E09000003,Undefined,Units,Percentage (%),E09000003,91.9
2017,All public schools (%),,Outer London,Bexley,E09000004,Undefined,Units,Percentage (%),E09000004,93.1
2017,All public schools (%),,Outer London,Brent,E09000005,Undefined,Units,Percentage (%),E09000005,91.9
2017,All public schools (%),,Outer London,Bromley,E09000006,Undefined,Units,Percentage (%),E09000006,94.9
2017,All public schools (%),,Outer London,Croydon,E09000008,Undefined,Units,Percentage (%),E09000008,90.4
2017,All public schools (%),,Outer London,Ealing,E09000009,Undefined,Units,Percentage (%),E09000009,93.5
2017,All public schools (%),,Outer London,Enfield,E09000010,Undefined,Units,Percentage (%),E09000010,89.7
2017,All public schools (%),,Outer London,Haringey,E09000014,Undefined,Units,Percentage (%),E09000014,93.2
2017,All public schools (%),,Outer London,Harrow,E09000015,Undefined,Units,Percentage (%),E09000015,90.9
2017,All public schools (%),,Outer London,Havering,E09000016,Undefined,Units,Percentage (%),E09000016,92.9
2017,All public schools (%),,Outer London,Hillingdon,E09000017,Undefined,Units,Percentage (%),E09000017,87.9
2017,All public schools (%),,Outer London,Hounslow,E09000018,Undefined,Units,Percentage (%),E09000018,93.2
2017,All public schools (%),,Outer London,Kingston upon Thames,E09000021,Undefined,Units,Percentage (%),E09000021,92.9
2017,All public schools (%),,Outer London,Merton,E09000024,Undefined,Units,Percentage (%),E09000024,94.1
2017,All public schools (%),,Outer London,Newham,E09000025,Undefined,Units,Percentage (%),E09000025,93.8
2017,All public schools (%),,Outer London,Redbridge,E09000026,Undefined,Units,Percentage (%),E09000026,92.3
2017,All public schools (%),,Outer London,Richmond upon Thames,E09000027,Undefined,Units,Percentage (%),E09000027,95.2
2017,All public schools (%),,Outer London,Sutton,E09000029,Undefined,Units,Percentage (%),E09000029,96.1
2017,All public schools (%),,Outer London,Waltham Forest,E09000031,Undefined,Units,Percentage (%),E09000031,92.4
2017,All public schools (%),,West Midlands,Birmingham,E08000025,Undefined,Units,Percentage (%),E08000025,95.2
2017,All public schools (%),,West Midlands,Coventry,E08000026,Undefined,Units,Percentage (%),E08000026,94.0
2017,All public schools (%),,West Midlands,Dudley,E08000027,Undefined,Units,Percentage (%),E08000027,98.4
2017,All public schools (%),,West Midlands,Sandwell,E08000028,Undefined,Units,Percentage (%),E08000028,95.8
2017,All public schools (%),,West Midlands,Solihull,E08000029,Undefined,Units,Percentage (%),E08000029,96.9
2017,All public schools (%),,West Midlands,Walsall,E08000030,Undefined,Units,Percentage (%),E08000030,97.3
2017,All public schools (%),,West Midlands,Wolverhampton,E08000031,Undefined,Units,Percentage (%),E08000031,95.0
