Year,Flow of Official Development Assistance (ODA),Aid sub-category (DAC 5 code),Aid description (CRS code),Observation status,Unit multiplier,Unit measure,Value
2013,Bilateral,Basic health (122),,Undefined,Thousands,GBP (£),739548.1440805
2013,Bilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),128934.2961
2013,Bilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),77971.6937025
2013,Bilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),206905.9898025
2013,Bilateral,,,Undefined,Thousands,GBP (£),946454.133883
2013,Multilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),297035.336651399
2013,Multilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),7240.710249526651
2013,Multilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),12342.595495521298
2013,Multilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),2111.95027500186
2013,Multilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),1194.08577027291
2013,Multilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),54335.848017777
2013,Multilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),149805.483898824
2013,Multilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),108930.844019958
2013,Multilateral,Basic health (122),,Undefined,Thousands,GBP (£),632996.854378282
2013,Multilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),48403.707057106796
2013,Multilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1619.39123516228
2013,Multilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),168.915955449932
2013,Multilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),4549.860091191311
2013,Multilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),54741.8743389104
2013,Multilateral,,,Undefined,Thousands,GBP (£),687738.728717193
2013,,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),528294.708011399
2013,,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),7240.710249526651
2013,,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),79054.22616152129
2013,,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),29870.2649180018
2013,,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),3370.4163802729104
2013,,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),278341.70425077697
2013,,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),325694.260567324
2013,,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),120678.707919958
2013,,Basic health (122),,Undefined,Thousands,GBP (£),1372544.99845878
2013,,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),177338.00315710602
2013,,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1619.39123516228
2013,,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),78140.6096579499
2013,,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),4549.860091191311
2013,,"Health, general (121)",,Undefined,Thousands,GBP (£),261647.86414141
2013,,,,Undefined,Thousands,GBP (£),1634192.86260019
2014,Bilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),213535.542227
2014,Bilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),56217.939830999996
2014,Bilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),26897.41192
2014,Bilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),6269.03407999999
2014,Bilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),110386.61595450001
2014,Bilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),152460.49856500002
2014,Bilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),21255.746763
2014,Bilateral,Basic health (122),,Undefined,Thousands,GBP (£),587022.7893405
2014,Bilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),100578.287079
2014,Bilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),65927.240535
2014,Bilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),0.0
2014,Bilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),166505.52761400002
2014,Bilateral,,,Undefined,Thousands,GBP (£),753528.3169545
2014,Multilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),281484.239813348
2014,Multilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),6107.56730489025
2014,Multilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),21876.5337945354
2014,Multilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),2234.51283281844
2014,Multilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),2086.87959608235
2014,Multilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),50037.0129760271
2014,Multilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),90717.0132807982
2014,Multilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),45168.2887891468
2014,Multilateral,Basic health (122),,Undefined,Thousands,GBP (£),499712.04838764603
2014,Multilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),58110.4741532319
2014,Multilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1982.4778181121399
2014,Multilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),1567.7851076160098
2014,Multilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),5048.0193484886895
2014,Multilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),66708.7564274487
2014,Multilateral,,,Undefined,Thousands,GBP (£),566420.804815095
2014,,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),495019.782040348
2014,,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),6107.56730489025
2014,,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),78094.47362553541
2014,,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),29131.9247528184
2014,,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),8355.91367608235
2014,,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),160423.628930527
2014,,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),243177.511845798
2014,,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),66424.0355521468
2014,,Basic health (122),,Undefined,Thousands,GBP (£),1086734.83772814
2014,,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),158688.761232231
2014,,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1982.4778181121399
2014,,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),67495.02564261599
2014,,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),5048.0193484886895
2014,,"Health, general (121)",,Undefined,Thousands,GBP (£),233214.284041448
2014,,,,Undefined,Thousands,GBP (£),1319949.12176959
2015,Bilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),140931.660648
2015,Bilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),7.952999999999999
2015,Bilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),69424.44412
2015,Bilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),18887.7955
2015,Bilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),4088.45425
2015,Bilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),119103.049125
2015,Bilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),88027.331723
2015,Bilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),14232.014886
2015,Bilateral,Basic health (122),,Undefined,Thousands,GBP (£),454702.70325200004
2015,Bilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),104513.81847
2015,Bilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),9.424
2015,Bilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),85626.420715
2015,Bilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),1534.772441
2015,Bilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),191684.435626
2015,Bilateral,,,Undefined,Thousands,GBP (£),646387.138878
2015,Multilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),267022.027509284
2015,Multilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),5596.86746807167
2015,Multilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),18836.2786617481
2015,Multilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),2146.84779421286
2015,Multilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),2677.9026619429396
2015,Multilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),90356.88114729471
2015,Multilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),30408.6103547798
2015,Multilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),16236.1192318092
2015,Multilateral,Basic health (122),,Undefined,Thousands,GBP (£),433281.53482914396
2015,Multilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),39965.2296037275
2015,Multilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1346.43809889305
2015,Multilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),1675.81078277264
2015,Multilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),7365.82862260619
2015,Multilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),50353.307107999404
2015,Multilateral,,,Undefined,Thousands,GBP (£),483634.84193714295
2015,,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),407953.688157284
2015,,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),5604.82046807167
2015,,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),88260.7227817481
2015,,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),21034.6432942128
2015,,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),6766.356911942939
2015,,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),209459.93027229398
2015,,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),118435.94207777901
2015,,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),30468.1341178092
2015,,Basic health (122),,Undefined,Thousands,GBP (£),887984.238081144
2015,,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),144479.048073727
2015,,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),1355.86209889305
2015,,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),87302.23149777259
2015,,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),8900.601063606191
2015,,"Health, general (121)",,Undefined,Thousands,GBP (£),242037.74273399898
2015,,,,Undefined,Thousands,GBP (£),1130021.98081514
2016,Bilateral,Basic health (122),Basic health care (12220),Undefined,Thousands,GBP (£),141966.70818800002
2016,Bilateral,Basic health (122),Basic health infrastructure (12230),Undefined,Thousands,GBP (£),15.90846
2016,Bilateral,Basic health (122),Basic nutrition (12240),Undefined,Thousands,GBP (£),114316.12766400001
2016,Bilateral,Basic health (122),Health education (12261),Undefined,Thousands,GBP (£),16274.066902
2016,Bilateral,Basic health (122),Health personnel development (12281),Undefined,Thousands,GBP (£),3077.159446
2016,Bilateral,Basic health (122),Infectious disease control (12250),Undefined,Thousands,GBP (£),110235.08895420001
2016,Bilateral,Basic health (122),Malaria control (12262),Undefined,Thousands,GBP (£),99182.52893680001
2016,Bilateral,Basic health (122),Tuberculosis control (12263),Undefined,Thousands,GBP (£),5478.80623
2016,Bilateral,Basic health (122),,Undefined,Thousands,GBP (£),490546.39478100004
2016,Bilateral,"Health, general (121)",Health policy and administrative management (12110),Undefined,Thousands,GBP (£),109435.83615999999
2016,Bilateral,"Health, general (121)",Medical education/training (12181),Undefined,Thousands,GBP (£),79.94959
2016,Bilateral,"Health, general (121)",Medical research (12182),Undefined,Thousands,GBP (£),102685.82406
2016,Bilateral,"Health, general (121)",Medical services (12191),Undefined,Thousands,GBP (£),1552.507284
2016,Bilateral,"Health, general (121)",,Undefined,Thousands,GBP (£),213754.117093999
2016,Bilateral,,,Undefined,Thousands,GBP (£),704300.511875
