Year,Neonatal period,Age,Birthweight (grams),Country,Region,Country of birth,Ethnic group,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2005,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.9
2005,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2005,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.4
2005,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.5
2005,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,3.1
2005,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.9
2005,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2005,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2005,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2005,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2005,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2005,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2005,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.1
2005,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,133.5
2005,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,289.1
2005,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.8
2005,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.9
2005,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2005,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2005,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2005,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2005,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2005,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.1
2005,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2005,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2005,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2005,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2005,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2005,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.0
2005,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.0
2005,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2005,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2005,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2005,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2005,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.7
2005,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2005,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2005,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2005,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.7
2005,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.3
2005,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.0
2005,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.2
2005,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2005,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2005,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2005,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2005,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2005,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.2
2005,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.6
2005,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,65.0
2005,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.0
2005,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.8
2005,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.6
2005,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2005,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2005,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2005,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2005,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.2
2005,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2005,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2005,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2005,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2005,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2005,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2005,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.1
2005,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.9
2005,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.8
2005,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.8
2005,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.9
2006,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.1
2006,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2006,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2006,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2006,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2006,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2006,,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,32.4
2006,,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,164.7
2006,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,352.6
2006,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,41.5
2006,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.8
2006,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2006,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2006,,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2006,,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2006,,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.3
2006,,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2006,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2006,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.8
2006,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2006,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2006,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.8
2006,,,,England,East,,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.9
2006,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.9
2006,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.4
2006,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,3.7
2006,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.8
2006,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.7
2006,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,3.0
2006,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.6
2006,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.9
2006,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2006,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.9
2006,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2006,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,3.1
2006,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.8
2006,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.4
2006,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.7
2006,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2006,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.1
2006,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.5
2006,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,3.1
2006,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.8
2006,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2006,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2006,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2006,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2006,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2006,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2006,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,24.8
2006,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,128.4
2006,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,279.4
2006,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.5
2006,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.9
2006,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2006,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2006,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2006,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2006,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,16.9
2006,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2006,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2006,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2006,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2006,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2006,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.9
2006,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2006,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.4
2006,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.6
2006,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.1
2006,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2006,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.5
2006,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2006,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2006,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2006,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.6
2006,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.3
2006,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.9
2006,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.2
2006,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2006,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2006,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2006,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2006,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2006,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.6
2006,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,36.3
2006,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,73.2
2006,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.0
2006,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2006,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.3
2006,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2006,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2006,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2006,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2006,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.4
2006,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2006,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2006,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.9
2006,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2006,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.8
2006,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.9
2006,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.0
2006,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.9
2006,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.9
2006,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.8
2006,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.9
2007,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.6
2007,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2007,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2007,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2007,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2007,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.4
2007,,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.6
2007,,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,145.2
2007,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,301.7
2007,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,38.7
2007,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,13.9
2007,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.7
2007,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2007,,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2007,,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2007,,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2007,,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.8
2007,,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.3
2007,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2007,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2007,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,3.2
2007,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,3.0
2007,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.5
2007,,,,England,East,,,,"Rate per 1,000 live births",Units,Normal value,E12000006,3.0
2007,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.6
2007,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,3.0
2007,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,3.0
2007,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,3.2
2007,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.6
2007,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.7
2007,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.5
2007,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,3.9
2007,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.2
2007,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.0
2007,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2007,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,3.3
2007,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,3.0
2007,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,3.5
2007,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,3.3
2007,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,2.4
2007,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,4.1
2007,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,3.3
2007,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.9
2007,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,3.6
2007,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2007,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2007,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2007,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2007,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2007,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2007,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,23.5
2007,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,116.2
2007,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,246.4
2007,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,27.6
2007,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,10.8
2007,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
