Year,Occupation minor group,Occupation unit group,Country,Region,Observation status,GeoCode,Value
2010,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,89.5482586719681
2011,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,96.7051588488894
2012,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,96.397411632959
2013,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,100.771142589076
2014,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,95.020257365262
2015,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,100.860030268146
2016,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,104.816511392706
2017,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,101.725873785204
2018,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,102.836508465724
2019,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,106.741629132063
2020,223 Nursing and Midwifery Professionals,,,,Normal Value,K02000001,100.60935969067
2004,321 Health Associate Professionals,,,,Normal Value,K02000001,15.1458630009319
2005,321 Health Associate Professionals,,,,Normal Value,K02000001,16.5857584018453
2006,321 Health Associate Professionals,,,,Normal Value,K02000001,18.0676442407526
2007,321 Health Associate Professionals,,,,Normal Value,K02000001,17.7758715375273
2008,321 Health Associate Professionals,,,,Normal Value,K02000001,18.5203840360954
2009,321 Health Associate Professionals,,,,Normal Value,K02000001,18.2137993590349
2010,321 Health Associate Professionals,,,,Normal Value,K02000001,18.5948074502112
2011,321 Health Associate Professionals,,,,Normal Value,K02000001,20.7789679552761
2012,321 Health Associate Professionals,,,,Normal Value,K02000001,21.9605892972659
2013,321 Health Associate Professionals,,,,Normal Value,K02000001,21.5581608449077
2014,321 Health Associate Professionals,,,,Normal Value,K02000001,22.6172362350355
2015,321 Health Associate Professionals,,,,Normal Value,K02000001,24.6812956663484
2016,321 Health Associate Professionals,,,,Normal Value,K02000001,24.6313470312463
2017,321 Health Associate Professionals,,,,Normal Value,K02000001,26.6201378556698
2018,321 Health Associate Professionals,,,,Normal Value,K02000001,26.4767884062072
2019,321 Health Associate Professionals,,,,Normal Value,K02000001,24.8514872874088
2020,321 Health Associate Professionals,,,,Normal Value,K02000001,26.7735086686092
2004,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,28.5402770865578
2005,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,31.8804098622296
2006,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,33.3569155272858
2007,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,32.7793594407613
2008,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,33.5469663675649
2009,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,37.0379376736635
2010,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,38.3049846703579
2011,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,36.5488615061244
2012,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,35.9469260119648
2013,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,38.4833450104105
2014,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,37.5251065254798
2015,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,38.6422774713956
2016,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,40.3972370605228
2017,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,41.3232970467138
2018,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,40.6258396295357
2019,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,44.3733785059516
2020,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,,,Normal Value,K02000001,47.7331708000482
2004,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,3.48621736475195
2005,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,3.37674123151342
2006,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.0442588564378
2007,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,3.99549406118732
2008,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.41577715445767
2009,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.68997302719417
2010,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.84389157229151
2011,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.18739658414309
2012,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.92896714749212
2013,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.33494284295111
2014,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.80524544020418
2015,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.28336385141498
2016,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,4.95064179663269
2017,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.22408848703417
2018,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.13279411399469
2019,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.32959606886599
2020,221 Health Professionals (not including Veterinarians),2212 Psychologists,,,Normal Value,K02000001,5.05357429769405
2004,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,6.85567146848349
2005,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.13419348422688
2006,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.87479671639719
2007,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.12145323457668
2008,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.76400378805745
2009,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.61317539345902
2010,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.58451443556171
2011,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.8646395611482
2012,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.241107491826
2013,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,7.83082253555981
2014,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.9013763416464
2015,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.60082487439647
2016,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.68266407409426
2017,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,9.90305469716042
2018,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,8.76037001274167
2019,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,10.4496012810912
2020,221 Health Professionals (not including Veterinarians),2213 Pharmacists,,,Normal Value,K02000001,10.9270500301172
2004,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.50206987900857
2005,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.49945061744376
2006,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.18653019474076
2007,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.31575574158612
2008,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.34537614430902
2009,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.36104806506008
2010,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.05546714745265
2011,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,3.23930679150692
2012,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,3.51620586317909
2013,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,3.72822029083425
2014,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.95680501087733
2015,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.82598531587313
2016,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.75712666212467
2017,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,3.05874166487218
2018,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.87496679112313
2019,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,2.66479803443299
2020,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,,,Normal Value,K02000001,3.56284441636837
2004,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,4.17011646501429
2005,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,4.41955837653962
2006,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,4.89914284235148
2007,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,4.99029054172784
2008,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.54802770688272
2009,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.60548146058481
2010,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.73618738823995
2011,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.21449385949894
2012,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.90220269890776
2013,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,6.05250825457611
2014,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,7.26042696388202
2015,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.91306710114757
2016,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,5.72751174010428
2017,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,6.85945531775791
2018,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,4.96722011031744
2019,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,6.13801794448049
2020,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,,,Normal Value,K02000001,7.27476182086931
2004,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.08588618411058
2005,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.69124164033084
2006,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.53461648022003
2007,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.81610453190952
2008,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.93052691770408
2009,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.71021838795155
2010,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,3.76038951006841
2011,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.10838910142341
2012,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.77199367145734
2013,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.14939998896197
2014,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.04045082638211
2015,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.51543305905815
2016,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,5.01157277259125
2017,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,5.49664962548812
2018,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,5.41878557489176
2019,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,5.07509288580216
2020,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,,,Normal Value,K02000001,4.97903780362776
2004,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.28522382282783
2005,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.11873959624371
2006,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.05500958152327
2007,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.0385173781568
2008,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.00570097858151
2009,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.66621754285696
2010,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,1.8005254857531
2011,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,1.53274516476181
2012,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,1.91507640762433
2013,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.15269623487501
2014,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.32209817608167
2015,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.33450960876476
2016,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,1.72130007082921
2017,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.2864851059193
2018,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.34814041578643
2019,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,1.81146383239546
2020,221 Health Professionals (not including Veterinarians),2218 Podiatrists,,,Normal Value,K02000001,2.11683643148246
2004,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.50124192740514
2005,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.17523836979143
2006,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.49604697534894
2007,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.35357553909611
2008,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,0.921975449831822
2009,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.71858600654033
2010,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,1.17910518536043
2011,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,6.2889956244866
2012,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,7.61321358768688
2013,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,6.03690900649731
2014,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,7.84869183515605
2015,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,8.37044563668942
2016,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,7.73823394673664
2017,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,10.6298843997043
2018,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,10.7773624211736
2019,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,9.61123785452799
2020,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,,,Normal Value,K02000001,9.76428072268319
2004,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.47202075370218
2005,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.29000817634852
2006,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.00062797804796
2007,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.03401143934412
2008,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.66410325141598
2009,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.56917454836443
2010,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,7.32957277386216
2011,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,7.3792988860182
2012,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,6.90683294553036
2013,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,8.42359396255438
2014,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,8.31311147037238
2015,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,7.66394930772114
2016,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,7.60113925082989
2017,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,7.9648421570434
2018,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,8.79047437704663
2019,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,10.9286660962701
2020,222 Therapy Professionals,2221 Physiotherapists,,,Normal Value,K02000001,11.5680638790873
2004,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.58712811151572
2005,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.45266368273093
2006,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.84982261239493
2007,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.00659868075309
2008,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.77162732807697
2009,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.23606577693595
2010,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.30597333412195
2011,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.72464746663692
2012,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.55223080500865
2013,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.49093532373915
2014,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.78976478569697
2015,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,5.31408108310925
2016,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,4.72215063678811
2017,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,6.66260560665227
2018,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,7.91744781220295
2019,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,7.08117679936408
2020,222 Therapy Professionals,2222 Occupational therapists,,,Normal Value,K02000001,7.27476182086931
2004,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.36862615212812
2005,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.21805551481764
2006,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.03856950487109
2007,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.13636621230832
2008,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.36155115220081
2009,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.21649410189313
2010,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.08733485516509
2011,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.08579754379958
2012,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.52727296415997
2013,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.10589849063859
2014,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,1.96604312241581
2015,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.10413037105771
2016,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.25444611046658
2017,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.3319119623283
2018,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.46855787300624
2019,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,2.99415509486853
2020,222 Therapy Professionals,2223 Speech and language therapists,,,Normal Value,K02000001,3.35414223298277
2004,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,4.57044764565566
2005,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.1809804189397
2006,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,6.39518981770043
2007,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.10444751490462
2008,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.62890274634165
2009,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.84640473252971
2010,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,6.72408632732572
2011,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.84655372125639
2012,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,6.7341621218921
2013,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.69372554876361
2014,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,6.14581983936282
2015,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,5.66732924759339
2016,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,6.65670912347227
2017,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,8.22226101002769
2018,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,9.39256166314571
2019,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,9.38667622241285
2020,222 Therapy Professionals,2229 Therapy professionals n.e.c.,,,Normal Value,K02000001,10.8674208348642
2004,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,84.5366009787697
2005,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,87.7952720193489
2006,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,88.7435337685011
2007,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,90.7058692584648
2008,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,87.6038427419149
2009,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,87.3587784072228
2010,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,84.019211383859
2011,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,91.0008185965285
2012,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,90.5266036292582
2013,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,93.3770989997232
2014,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,88.1778080730746
2015,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,93.6568394358387
2016,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,98.0988712932755
2017,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,94.2758693341297
2018,223 Nursing and Midwifery Professionals,2231 Nurses,,,Normal Value,K02000001,96.4393310509208
