Year,Country,Region,Sex,Sector,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.303308643277181
2013,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.426421121203829
2013,England,,,,Undefined,Units,Percentage (%),E92000001,0.403754462938429
2013,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.452537809313064
2013,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.359197574388366
2013,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.447255610967973
2013,,North East,,,Undefined,Units,Percentage (%),E12000001,0.208274045552766
2013,,North West,,,Undefined,Units,Percentage (%),E12000002,0.261907222147912
2013,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.416699787884747
2013,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.330859120789987
2013,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.32619101882887
2013,,East,,,Undefined,Units,Percentage (%),E12000007,0.474210572922514
2013,,London,,,Undefined,Units,Percentage (%),E12000007,0.349574453672485
2013,,South East,,,Undefined,Units,Percentage (%),E12000008,0.512279499882313
2013,,South West,,,Undefined,Units,Percentage (%),E12000009,0.614990864408633
2013,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.322916816054535
2013,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.496764153434061
2013,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.597800843755941
2013,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.29229364228143
2013,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.455094486006282
2013,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.269144179356493
2013,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.369889498863941
2013,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.531868097946458
2013,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.374062354022087
2013,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,3.66755319148936
2013,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.263926000976434
2013,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,5.2045101345766
2013,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.25295317186455
2013,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,6.33671137376209
2013,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.373998031430885
2013,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,3.973054217522
2013,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.185642780206551
2013,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.253241284263182
2013,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.358388712741433
2013,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,6.28775631753595
2013,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.290911351664144
2013,,East Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000004,3.16003386960203
2013,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.303760823413253
2013,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,2.49805447470817
2013,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.456564359363199
2013,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.350005544642291
2013,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.485650015055528
2013,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,3.3518849631066
2013,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.519361811532719
2013,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,6.33005161536991
2014,,,,,Undefined,Units,Percentage (%),,0.39323805453706
2014,,,Male,,Undefined,Units,Percentage (%),,0.326624087727184
2014,,,Female,,Undefined,Units,Percentage (%),,0.468959278061696
2014,,,,Agriculture,Undefined,Units,Percentage (%),,3.93842317335485
2014,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.34931738584811
2014,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.37855616572225
2014,,,Female,Agriculture,Undefined,Units,Percentage (%),,8.38119372293248
2014,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.291084723527616
2014,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.414829620731974
2014,England,,,,Undefined,Units,Percentage (%),E92000001,0.369337903845227
2014,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.683270113795169
2014,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.430051207229478
2014,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.600924184480879
2014,,North East,,,Undefined,Units,Percentage (%),E12000001,0.314862393633751
2014,,North West,,,Undefined,Units,Percentage (%),E12000002,0.302027942297958
2014,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.311938734886282
2014,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.334466735651095
2014,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.371982252791044
2014,,East,,,Undefined,Units,Percentage (%),E12000007,0.327298625159985
2014,,London,,,Undefined,Units,Percentage (%),E12000007,0.331173903011694
2014,,South East,,,Undefined,Units,Percentage (%),E12000008,0.403428799035201
2014,,South West,,,Undefined,Units,Percentage (%),E12000009,0.607761246309994
2014,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.307989946432295
2014,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.43967263934507
2014,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.556772415742245
2014,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.825792755738358
2014,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.359472277050745
2014,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.505355863207383
2014,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.484962804636445
2014,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.728019499484683
2014,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,3.51241974959642
2014,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.335926540667953
2014,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,4.77243218584412
2014,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.532510159222608
2014,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,3.65452327802453
2014,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.37408331612377
2014,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,7.40591262233882
2014,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.450040977219053
2014,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.302402178209126
2014,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.299054720833131
2014,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,2.21944884811279
2014,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.288343873120351
2014,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.306191315636133
2014,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,5.05974427517794
2014,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.314190590958633
2014,,East,,Agriculture,Undefined,Units,Percentage (%),E12000007,3.12491559756921
2014,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.291201064995757
2014,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.33153676580259
2014,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,3.46914673752583
2014,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.364648982754918
2014,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,6.4908890689605
2014,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.496962463681631
2015,,,,,Undefined,Units,Percentage (%),,0.387003110305845
2015,,,Male,,Undefined,Units,Percentage (%),,0.314488879238984
2015,,,Female,,Undefined,Units,Percentage (%),,0.469715689851515
2015,,,,Agriculture,Undefined,Units,Percentage (%),,3.496059273917
2015,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.350882154356145
2015,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.69278878989494
2015,,,Female,Agriculture,Undefined,Units,Percentage (%),,5.6962690488702
2015,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.276336035551043
2015,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.435123748206258
2015,England,,,,Undefined,Units,Percentage (%),E92000001,0.367124366817772
2015,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.770476797634492
2015,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.406663813567459
2015,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.503115674126765
2015,,North East,,,Undefined,Units,Percentage (%),E12000001,0.27754008769478
2015,,North West,,,Undefined,Units,Percentage (%),E12000002,0.316510522490516
2015,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.326176034758146
2015,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.436938352347159
2015,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.339965422386506
2015,,East,,,Undefined,Units,Percentage (%),E12000007,0.369033161855278
2015,,London,,,Undefined,Units,Percentage (%),E12000007,0.306117523415211
2015,,South East,,,Undefined,Units,Percentage (%),E12000008,0.392178992259762
2015,,South West,,,Undefined,Units,Percentage (%),E12000009,0.531645797311304
2015,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.292401933408172
2015,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.453183998712765
2015,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.786144550356874
2015,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.752484745130433
2015,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.340148717243496
2015,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.476341316659928
2015,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.601700795435394
2015,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.414206530907338
2015,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.341933945535022
2015,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,2.89444384307297
2015,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.590653305339962
2015,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,6.25561677021061
2015,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.36649731364259
2015,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,2.98446961060019
2015,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.354925363234714
2015,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,6.77902621722846
2015,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.27132195286073
2015,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.303586394731771
2015,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.304833085249302
2015,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,2.04804785280062
2015,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.441884414400715
2015,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.280704262525844
2015,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,4.60911637382226
2015,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.328474381740589
2015,,East,,Agriculture,Undefined,Units,Percentage (%),E12000007,3.45984158518022
2015,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.306411583965384
2015,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.362868057523645
2015,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,3.54149770208164
2015,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.470770550593549
2015,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,4.20962990241208
2016,,,,,Undefined,Units,Percentage (%),,0.407996366042885
2016,,,Male,,Undefined,Units,Percentage (%),,0.354603384903873
2016,,,Female,,Undefined,Units,Percentage (%),,0.468913189740376
2016,,,,Agriculture,Undefined,Units,Percentage (%),,4.71835312818836
2016,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.358604042486674
2016,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.96287523066872
2016,,,Female,Agriculture,Undefined,Units,Percentage (%),,9.65540954366209
2016,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.313046840516918
2016,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.410093354579189
2016,England,,,,Undefined,Units,Percentage (%),E92000001,0.382117438643817
2016,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.69568185873779
2016,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.452820606318198
2016,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.655815255145021
2016,,North East,,,Undefined,Units,Percentage (%),E12000001,0.333364433898271
2016,,North West,,,Undefined,Units,Percentage (%),E12000002,0.214034440744637
2016,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.458790732712064
2016,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.435356819866798
2016,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.39831806946261
2016,,East,,,Undefined,Units,Percentage (%),E12000007,0.38352476729001
2016,,London,,,Undefined,Units,Percentage (%),E12000007,0.345957695657862
2016,,South East,,,Undefined,Units,Percentage (%),E12000008,0.348117085278299
2016,,South West,,,Undefined,Units,Percentage (%),E12000009,0.594590415059072
2016,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.327191698872181
2016,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.445367148555569
2016,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.632578620485689
2016,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.75213758972977
2016,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.49654199690663
2016,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.411970351911933
2016,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.559886769371605
2016,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.760327046004016
2016,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.348307691044276
2016,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,3.92453671983301
2016,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.439209903061245
2016,Northern Ireland,,,Agriculture,Undefined,Units,Percentage (%),N92000002,8.46107178968655
2016,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.376754031749237
2016,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,4.51453959697627
2016,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.478089270456117
2016,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,8.40780883564683
2016,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.325724919561319
2016,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.195997035920349
2016,,North West,,Agriculture,Undefined,Units,Percentage (%),E12000002,2.72911906575273
2016,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.412109703579117
2016,,Yorkshire and The Humber,,Agriculture,Undefined,Units,Percentage (%),E12000003,5.12687312687313
2016,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.388792099463842
2016,,East Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000004,3.40319389890765
2016,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.359650382454024
2016,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,4.0146116105003
2016,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.341126555272913
2016,,East,,Agriculture,Undefined,Units,Percentage (%),E12000007,3.14272472468054
2016,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.346105142581
2016,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.337135634093538
2016,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.474136189206149
2016,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,6.44021387208377
2017,,,,,Undefined,Units,Percentage (%),,0.368558153786145
2017,,,Male,,Undefined,Units,Percentage (%),,0.322954978679461
2017,,,Female,,Undefined,Units,Percentage (%),,0.420080240679105
2017,,,,Agriculture,Undefined,Units,Percentage (%),,4.37918925703535
2017,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.324295247676805
2017,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.13098337672742
2017,,,Female,Agriculture,Undefined,Units,Percentage (%),,10.1701385664613
2017,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.295751180395081
2017,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.356273983842656
2017,England,,,,Undefined,Units,Percentage (%),E92000001,0.351150574765655
2017,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.428316290243555
2017,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.341513867296491
2017,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.714068619059763
2017,,North East,,,Undefined,Units,Percentage (%),E12000001,0.134744137536588
2017,,North West,,,Undefined,Units,Percentage (%),E12000002,0.285350577150172
2017,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.318805274585606
2017,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.400481516067501
2017,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.290597336903965
2017,,East,,,Undefined,Units,Percentage (%),E12000007,0.280567577990378
2017,,London,,,Undefined,Units,Percentage (%),E12000007,0.350575887564102
2017,,South East,,,Undefined,Units,Percentage (%),E12000008,0.388347936557025
2017,,South West,,,Undefined,Units,Percentage (%),E12000009,0.590164835900313
2017,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.30924263127074
2017,England,,Female,,Undefined,Units,Percentage (%),E92000001,0.398915946610339
2017,Northern Ireland,,Male,,Undefined,Units,Percentage (%),N92000002,0.334877758262169
2017,Northern Ireland,,Female,,Undefined,Units,Percentage (%),N92000002,0.530320561561264
2017,Scotland,,Female,,Undefined,Units,Percentage (%),S92000003,0.420747597600064
2017,Scotland,,Male,,Undefined,Units,Percentage (%),S92000003,0.266532018639473
2017,Wales,,Male,,Undefined,Units,Percentage (%),W92000004,0.680228607969306
2017,Wales,,Female,,Undefined,Units,Percentage (%),W92000004,0.751390307153195
2017,England,,,Non-Agriculture,Undefined,Units,Percentage (%),E92000001,0.314890223510374
2017,England,,,Agriculture,Undefined,Units,Percentage (%),E92000001,4.2918000472432
2017,Northern Ireland,,,Non-Agriculture,Undefined,Units,Percentage (%),N92000002,0.417919202287558
2017,Scotland,,,Non-Agriculture,Undefined,Units,Percentage (%),S92000003,0.274458910315684
2017,Scotland,,,Agriculture,Undefined,Units,Percentage (%),S92000003,4.16979714500376
2017,Wales,,,Non-Agriculture,Undefined,Units,Percentage (%),W92000004,0.546559080876726
2017,Wales,,,Agriculture,Undefined,Units,Percentage (%),W92000004,7.80431689522599
2017,,North East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000001,0.135697737947508
2017,,North West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000002,0.239809435236308
2017,,North West,,Agriculture,Undefined,Units,Percentage (%),E12000002,7.78903077449973
2017,,Yorkshire and The Humber,,Non-Agriculture,Undefined,Units,Percentage (%),E12000003,0.315460283253667
2017,,East Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000004,0.347906578425384
2017,,East Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000004,3.62662839478914
2017,,West Midlands,,Non-Agriculture,Undefined,Units,Percentage (%),E12000005,0.247411440859179
2017,,West Midlands,,Agriculture,Undefined,Units,Percentage (%),E12000005,3.84258112459747
2017,,East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.260838042862703
2017,,London,,Non-Agriculture,Undefined,Units,Percentage (%),E12000007,0.340488700908059
2017,,South East,,Non-Agriculture,Undefined,Units,Percentage (%),E12000008,0.362935620069579
2017,,South East,,Agriculture,Undefined,Units,Percentage (%),E12000008,3.98260543111
2017,,South West,,Non-Agriculture,Undefined,Units,Percentage (%),E12000009,0.462120410342794
2017,,South West,,Agriculture,Undefined,Units,Percentage (%),E12000009,6.18761829270265
2018,,,,,Undefined,Units,Percentage (%),,0.40561330377834
2018,,,Male,,Undefined,Units,Percentage (%),,0.335796046221713
2018,,,Female,,Undefined,Units,Percentage (%),,0.484429757418649
2018,,,,Agriculture,Undefined,Units,Percentage (%),,3.98194827266106
2018,,,,Non-Agriculture,Undefined,Units,Percentage (%),,0.365990462678539
2018,,,Male,Agriculture,Undefined,Units,Percentage (%),,2.17652689116179
2018,,,Female,Agriculture,Undefined,Units,Percentage (%),,8.67473347657575
2018,,,Male,Non-Agriculture,Undefined,Units,Percentage (%),,0.307910444550685
2018,,,Female,Non-Agriculture,Undefined,Units,Percentage (%),,0.430999677814914
2018,England,,,,Undefined,Units,Percentage (%),E92000001,0.384584632635214
2018,Northern Ireland,,,,Undefined,Units,Percentage (%),N92000002,0.322705528860645
2018,Scotland,,,,Undefined,Units,Percentage (%),S92000003,0.469036865787456
2018,Wales,,,,Undefined,Units,Percentage (%),W92000004,0.726895978964301
2018,,North East,,,Undefined,Units,Percentage (%),E12000001,0.426758457052626
2018,,North West,,,Undefined,Units,Percentage (%),E12000002,0.247047802169831
2018,,Yorkshire and The Humber,,,Undefined,Units,Percentage (%),E12000003,0.299973954357256
2018,,East Midlands,,,Undefined,Units,Percentage (%),E12000004,0.436816393508655
2018,,West Midlands,,,Undefined,Units,Percentage (%),E12000005,0.385023995043168
2018,,East,,,Undefined,Units,Percentage (%),E12000007,0.31342990745888
2018,,London,,,Undefined,Units,Percentage (%),E12000007,0.39788145005684
2018,,South East,,,Undefined,Units,Percentage (%),E12000008,0.509274650175447
2018,,South West,,,Undefined,Units,Percentage (%),E12000009,0.42412393819867
2018,England,,Male,,Undefined,Units,Percentage (%),E92000001,0.321448865742341
