Year,Series,Units,Decent homes criteria,Sub-national area,Region,Urbanisation sub-category,Age of oldest person,Age of youngest person,Deprivation decile,Disability status (household),Ethnicity of household reference person (hrp),Household composition,Income quintile (household),Length of residence,Poverty status,Workless households,Observation status,GeoCode,Value
2008,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,60.6
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,54.1
2008,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,11.3
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,Other rural area,,,,,,,,,,,Normal value,,3.4
2008,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,24.1
2008,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,32.7
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,19.6
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,7.5
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,5.4
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,11.3
2008,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,34.6
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,20.8
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,8.0
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,3.9
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 9,,,,,,,,Normal value,,13.2
2008,Dwellings (%),Percentage (%),,,,,,,Decile 8,,,,,,,,Normal value,,36.0
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 8,,,,,,,,Normal value,,24.4
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 8,,,,,,,,Normal value,,6.7
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 8,,,,,,,,Normal value,,3.3
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 8,,,,,,,,Normal value,,12.8
2008,Dwellings (%),Percentage (%),,,,,,,Decile 7,,,,,,,,Normal value,,39.4
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 7,,,,,,,,Normal value,,24.7
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 7,,,,,,,,Normal value,,8.1
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 7,,,,,,,,Normal value,,3.7
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 7,,,,,,,,Normal value,,16.4
2008,Dwellings (%),Percentage (%),,,,,,,Decile 6,,,,,,,,Normal value,,37.8
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 6,,,,,,,,Normal value,,25.3
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 6,,,,,,,,Normal value,,8.6
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 6,,,,,,,,Normal value,,3.5
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 6,,,,,,,,Normal value,,15.9
2008,Dwellings (%),Percentage (%),,,,,,,Decile 5,,,,,,,,Normal value,,35.4
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 5,,,,,,,,Normal value,,24.3
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 5,,,,,,,,Normal value,,6.1
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 5,,,,,,,,Normal value,,3.5
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 5,,,,,,,,Normal value,,13.7
2008,Dwellings (%),Percentage (%),,,,,,,Decile 4,,,,,,,,Normal value,,32.1
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 4,,,,,,,,Normal value,,23.2
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 4,,,,,,,,Normal value,,5.2
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 4,,,,,,,,Normal value,,3.0
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 4,,,,,,,,Normal value,,12.4
2008,Dwellings (%),Percentage (%),,,,,,,Decile 3,,,,,,,,Normal value,,31.3
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 3,,,,,,,,Normal value,,21.1
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 3,,,,,,,,Normal value,,5.5
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 3,,,,,,,,Normal value,,1.8
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 3,,,,,,,,Normal value,,12.9
2008,Dwellings (%),Percentage (%),,,,,,,Decile 2,,,,,,,,Normal value,,28.1
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 2,,,,,,,,Normal value,,19.5
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 2,,,,,,,,Normal value,,4.8
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 2,,,,,,,,Normal value,,2.3
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 2,,,,,,,,Normal value,,9.8
2008,Dwellings (%),Percentage (%),,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,22.7
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,14.4
2008,Dwellings (%),Percentage (%),Repair,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,3.1
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,2.3
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,8.7
2008,Dwellings (%),Percentage (%),,Northern,,,,,,,,,,,,,Normal value,,32.4
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Northern,,,,,,,,,,,,,Normal value,,22.6
2008,Dwellings (%),Percentage (%),Repair,Northern,,,,,,,,,,,,,Normal value,,6.6
2008,Dwellings (%),Percentage (%),Modern facilities and services,Northern,,,,,,,,,,,,,Normal value,,2.5
2008,Dwellings (%),Percentage (%),Thermal comfort,Northern,,,,,,,,,,,,,Normal value,,11.4
2008,Dwellings (%),Percentage (%),,London and South East,,,,,,,,,,,,,Normal value,,32.5
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),London and South East,,,,,,,,,,,,,Normal value,,18.7
2008,Dwellings (%),Percentage (%),Repair,London and South East,,,,,,,,,,,,,Normal value,,6.8
2008,Dwellings (%),Percentage (%),Modern facilities and services,London and South East,,,,,,,,,,,,,Normal value,,3.7
2008,Dwellings (%),Percentage (%),Thermal comfort,London and South East,,,,,,,,,,,,,Normal value,,13.8
2008,Dwellings (%),Percentage (%),,Rest of England,,,,,,,,,,,,,Normal value,,34.1
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Rest of England,,,,,,,,,,,,,Normal value,,23.4
2008,Dwellings (%),Percentage (%),Repair,Rest of England,,,,,,,,,,,,,Normal value,,5.9
2008,Dwellings (%),Percentage (%),Modern facilities and services,Rest of England,,,,,,,,,,,,,Normal value,,3.5
2008,Dwellings (%),Percentage (%),Thermal comfort,Rest of England,,,,,,,,,,,,,Normal value,,13.0
2008,Dwellings (%),Percentage (%),,,,,,,,,,,,,,,Normal value,,33.1
2008,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,,,,,,,,,Normal value,,21.8
2008,Dwellings (%),Percentage (%),Repair,,,,,,,,,,,,,,Normal value,,6.4
2008,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,,,,,,,,,Normal value,,3.3
2008,Dwellings (%),Percentage (%),Thermal comfort,,,,,,,,,,,,,,Normal value,,12.8
2009,Dwellings (%),Percentage (%),,,,City centre,,,,,,,,,,,Normal value,,40.4
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,City centre,,,,,,,,,,,Normal value,,25.8
2009,Dwellings (%),Percentage (%),Repair,,,City centre,,,,,,,,,,,Normal value,,9.7
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,City centre,,,,,,,,,,,Normal value,,10.2
2009,Dwellings (%),Percentage (%),Thermal comfort,,,City centre,,,,,,,,,,,Normal value,,16.0
2009,Dwellings (%),Percentage (%),,,,Other urban centre,,,,,,,,,,,Normal value,,34.2
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other urban centre,,,,,,,,,,,Normal value,,20.9
2009,Dwellings (%),Percentage (%),Repair,,,Other urban centre,,,,,,,,,,,Normal value,,8.7
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,Other urban centre,,,,,,,,,,,Normal value,,4.2
2009,Dwellings (%),Percentage (%),Thermal comfort,,,Other urban centre,,,,,,,,,,,Normal value,,11.3
2009,Dwellings (%),Percentage (%),,,,Suburban residential,,,,,,,,,,,Normal value,,25.8
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Suburban residential,,,,,,,,,,,Normal value,,16.4
2009,Dwellings (%),Percentage (%),Repair,,,Suburban residential,,,,,,,,,,,Normal value,,4.8
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,Suburban residential,,,,,,,,,,,Normal value,,2.5
2009,Dwellings (%),Percentage (%),Thermal comfort,,,Suburban residential,,,,,,,,,,,Normal value,,8.5
2009,Dwellings (%),Percentage (%),,,,Rural residential,,,,,,,,,,,Normal value,,31.5
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Rural residential,,,,,,,,,,,Normal value,,23.9
2009,Dwellings (%),Percentage (%),Repair,,,Rural residential,,,,,,,,,,,Normal value,,5.6
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,Rural residential,,,,,,,,,,,Normal value,,2.0
2009,Dwellings (%),Percentage (%),Thermal comfort,,,Rural residential,,,,,,,,,,,Normal value,,11.7
2009,Dwellings (%),Percentage (%),,,,Village centre,,,,,,,,,,,Normal value,,39.3
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Village centre,,,,,,,,,,,Normal value,,31.3
2009,Dwellings (%),Percentage (%),Repair,,,Village centre,,,,,,,,,,,Normal value,,6.8
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,Village centre,,,,,,,,,,,Normal value,,3.4
2009,Dwellings (%),Percentage (%),Thermal comfort,,,Village centre,,,,,,,,,,,Normal value,,14.6
2009,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,60.5
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,55.7
2009,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,10.9
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,Other rural area,,,,,,,,,,,Normal value,,3.7
2009,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,24.8
2009,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,30.9
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,19.1
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,7.1
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,4.7
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,9.3
2009,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,30.7
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,19.4
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,7.4
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,3.9
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 9,,,,,,,,Normal value,,10.2
2009,Dwellings (%),Percentage (%),,,,,,,Decile 8,,,,,,,,Normal value,,32.8
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 8,,,,,,,,Normal value,,20.7
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 8,,,,,,,,Normal value,,6.6
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 8,,,,,,,,Normal value,,4.5
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 8,,,,,,,,Normal value,,10.9
2009,Dwellings (%),Percentage (%),,,,,,,Decile 7,,,,,,,,Normal value,,35.7
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 7,,,,,,,,Normal value,,24.7
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 7,,,,,,,,Normal value,,6.9
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 7,,,,,,,,Normal value,,3.2
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 7,,,,,,,,Normal value,,13.1
2009,Dwellings (%),Percentage (%),,,,,,,Decile 6,,,,,,,,Normal value,,34.2
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 6,,,,,,,,Normal value,,22.3
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 6,,,,,,,,Normal value,,7.6
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 6,,,,,,,,Normal value,,3.3
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 6,,,,,,,,Normal value,,13.6
2009,Dwellings (%),Percentage (%),,,,,,,Decile 5,,,,,,,,Normal value,,32.0
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 5,,,,,,,,Normal value,,23.5
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 5,,,,,,,,Normal value,,6.3
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 5,,,,,,,,Normal value,,2.9
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 5,,,,,,,,Normal value,,11.4
2009,Dwellings (%),Percentage (%),,,,,,,Decile 4,,,,,,,,Normal value,,30.7
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 4,,,,,,,,Normal value,,21.7
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 4,,,,,,,,Normal value,,5.3
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 4,,,,,,,,Normal value,,3.1
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 4,,,,,,,,Normal value,,11.8
2009,Dwellings (%),Percentage (%),,,,,,,Decile 3,,,,,,,,Normal value,,27.7
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 3,,,,,,,,Normal value,,18.7
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 3,,,,,,,,Normal value,,4.9
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 3,,,,,,,,Normal value,,1.6
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 3,,,,,,,,Normal value,,9.6
2009,Dwellings (%),Percentage (%),,,,,,,Decile 2,,,,,,,,Normal value,,25.8
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 2,,,,,,,,Normal value,,17.3
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 2,,,,,,,,Normal value,,5.0
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 2,,,,,,,,Normal value,,2.2
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 2,,,,,,,,Normal value,,7.5
2009,Dwellings (%),Percentage (%),,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,20.3
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,14.3
2009,Dwellings (%),Percentage (%),Repair,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,3.5
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,1.6
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 1 (least deprived),,,,,,,,Normal value,,6.3
2009,Dwellings (%),Percentage (%),,Northern,,,,,,,,,,,,,Normal value,,28.2
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Northern,,,,,,,,,,,,,Normal value,,20.1
2009,Dwellings (%),Percentage (%),Repair,Northern,,,,,,,,,,,,,Normal value,,6.2
2009,Dwellings (%),Percentage (%),Modern facilities and services,Northern,,,,,,,,,,,,,Normal value,,2.6
2009,Dwellings (%),Percentage (%),Thermal comfort,Northern,,,,,,,,,,,,,Normal value,,8.4
2009,Dwellings (%),Percentage (%),,London and South East,,,,,,,,,,,,,Normal value,,29.6
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),London and South East,,,,,,,,,,,,,Normal value,,16.9
2009,Dwellings (%),Percentage (%),Repair,London and South East,,,,,,,,,,,,,Normal value,,6.5
2009,Dwellings (%),Percentage (%),Modern facilities and services,London and South East,,,,,,,,,,,,,Normal value,,3.9
2009,Dwellings (%),Percentage (%),Thermal comfort,London and South East,,,,,,,,,,,,,Normal value,,10.8
2009,Dwellings (%),Percentage (%),,Rest of England,,,,,,,,,,,,,Normal value,,31.9
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),Rest of England,,,,,,,,,,,,,Normal value,,22.6
2009,Dwellings (%),Percentage (%),Repair,Rest of England,,,,,,,,,,,,,Normal value,,5.7
2009,Dwellings (%),Percentage (%),Modern facilities and services,Rest of England,,,,,,,,,,,,,Normal value,,2.9
2009,Dwellings (%),Percentage (%),Thermal comfort,Rest of England,,,,,,,,,,,,,Normal value,,11.5
2009,Dwellings (%),Percentage (%),,,,,,,,,,,,,,,Normal value,,30.1
2009,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,,,,,,,,,Normal value,,20.2
2009,Dwellings (%),Percentage (%),Repair,,,,,,,,,,,,,,Normal value,,6.1
2009,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,,,,,,,,,Normal value,,3.1
2009,Dwellings (%),Percentage (%),Thermal comfort,,,,,,,,,,,,,,Normal value,,10.4
2010,Dwellings (%),Percentage (%),,,,City centre,,,,,,,,,,,Normal value,,34.8
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,City centre,,,,,,,,,,,Normal value,,20.7
2010,Dwellings (%),Percentage (%),Repair,,,City centre,,,,,,,,,,,Normal value,,9.7
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,City centre,,,,,,,,,,,Normal value,,6.6
2010,Dwellings (%),Percentage (%),Thermal comfort,,,City centre,,,,,,,,,,,Normal value,,14.1
2010,Dwellings (%),Percentage (%),,,,Other urban centre,,,,,,,,,,,Normal value,,30.5
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other urban centre,,,,,,,,,,,Normal value,,17.7
2010,Dwellings (%),Percentage (%),Repair,,,Other urban centre,,,,,,,,,,,Normal value,,8.5
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,Other urban centre,,,,,,,,,,,Normal value,,3.1
2010,Dwellings (%),Percentage (%),Thermal comfort,,,Other urban centre,,,,,,,,,,,Normal value,,11.4
2010,Dwellings (%),Percentage (%),,,,Suburban residential,,,,,,,,,,,Normal value,,23.1
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Suburban residential,,,,,,,,,,,Normal value,,14.3
2010,Dwellings (%),Percentage (%),Repair,,,Suburban residential,,,,,,,,,,,Normal value,,4.6
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,Suburban residential,,,,,,,,,,,Normal value,,1.9
2010,Dwellings (%),Percentage (%),Thermal comfort,,,Suburban residential,,,,,,,,,,,Normal value,,8.0
2010,Dwellings (%),Percentage (%),,,,Rural residential,,,,,,,,,,,Normal value,,25.7
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Rural residential,,,,,,,,,,,Normal value,,18.6
2010,Dwellings (%),Percentage (%),Repair,,,Rural residential,,,,,,,,,,,Normal value,,4.6
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,Rural residential,,,,,,,,,,,Normal value,,1.7
2010,Dwellings (%),Percentage (%),Thermal comfort,,,Rural residential,,,,,,,,,,,Normal value,,10.8
2010,Dwellings (%),Percentage (%),,,,Village centre,,,,,,,,,,,Normal value,,34.6
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Village centre,,,,,,,,,,,Normal value,,25.2
2010,Dwellings (%),Percentage (%),Thermal comfort,,,Village centre,,,,,,,,,,,Normal value,,15.2
2010,Dwellings (%),Percentage (%),,,,Other rural area,,,,,,,,,,,Normal value,,55.8
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,Other rural area,,,,,,,,,,,Normal value,,49.5
2010,Dwellings (%),Percentage (%),Repair,,,Other rural area,,,,,,,,,,,Normal value,,8.9
2010,Dwellings (%),Percentage (%),Thermal comfort,,,Other rural area,,,,,,,,,,,Normal value,,24.2
2010,Dwellings (%),Percentage (%),,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,29.1
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,17.7
2010,Dwellings (%),Percentage (%),Repair,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,7.3
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,3.1
2010,Dwellings (%),Percentage (%),Thermal comfort,,,,,,Decile 10 (most deprived),,,,,,,,Normal value,,10.2
2010,Dwellings (%),Percentage (%),,,,,,,Decile 9,,,,,,,,Normal value,,29.1
2010,Dwellings (%),Percentage (%),Minimum Standard (HHSRS),,,,,,Decile 9,,,,,,,,Normal value,,16.9
2010,Dwellings (%),Percentage (%),Repair,,,,,,Decile 9,,,,,,,,Normal value,,8.8
2010,Dwellings (%),Percentage (%),Modern facilities and services,,,,,,Decile 9,,,,,,,,Normal value,,2.9
