Year,Flow of Official Development Assistance (ODA),Aid sub-category (DAC 5 code),Aid description (CRS code),Observation status,Unit multiplier,Unit measure,Value
2010,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),95971.12055999991
2010,Bilateral,,,Undefined,Thousands,GBP (£),165969.270421
2010,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),40.9974717458815
2010,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),2736.8248380372197
2010,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2538.7688066303
2010,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),34243.622408588795
2010,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1226.32794521846
2010,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5327.10088299983
2010,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),7917.74642271218
2010,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3161.32735072223
2010,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),8109.82875667162
2010,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),34787.9458565104
2010,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),8407.939332766491
2010,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),2867.36062061717
2010,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),16647.6712282482
2010,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),8802.31005796869
2010,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),8332.638969863441
2010,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),2995.64170673128
2010,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3425.0151224482397
2010,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),437.159029900485
2010,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),152006.226808381
2010,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),52681.640513405495
2010,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),52681.640513405495
2010,Multilateral,,,Undefined,Thousands,GBP (£),204687.867321786
2010,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),40.9974717458815
2010,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),2736.8248380372197
2010,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2538.7688066303
2010,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),51285.2447515888
2010,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1226.32794521846
2010,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),5327.10088299983
2010,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),7917.74642271218
2010,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3161.32735072223
2010,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),15207.6006366716
2010,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),66527.2707045104
2010,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),21341.9429027665
2010,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),3191.16532061717
2010,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),16647.6712282482
2010,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),8802.31005796869
2010,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),8332.638969863441
2010,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),3857.26422673128
2010,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3425.0151224482397
2010,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),437.159029900485
2010,,Agriculture (311),,Undefined,Thousands,GBP (£),222004.37666938102
2010,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),148652.761073405
2010,,Other multisector (430),,Undefined,Thousands,GBP (£),148652.761073405
2010,,,,Undefined,Thousands,GBP (£),370657.137742786
2011,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),41835.23508
2011,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),10520.0
2011,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),8130.810046
2011,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),8714.26587999999
2011,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),26389.934187
2011,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),3215.9045100000003
2011,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),819.74284
2011,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2011,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),99625.892543
2011,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),109390.59584000001
2011,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),109390.59584000001
2011,Bilateral,,,Undefined,Thousands,GBP (£),209016.488383
2011,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),36.9747803792961
2011,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),675.947585770928
2011,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2622.83340112513
2011,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),26736.1121180594
2011,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1020.62721950795
2011,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),3970.84357522951
2011,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),3361.59108505943
2011,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3277.8552377195197
2011,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),10974.695594037199
2011,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),40716.3035559127
2011,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),11803.7215226713
2011,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),5265.59511775558
2011,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),19097.0869404451
2011,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),8653.91971126612
2011,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),4798.80223861257
2011,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),2733.08588539868
2011,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3617.43846911556
2011,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),237.451266452015
2011,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),149600.88530451801
2011,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),73875.3182722355
2011,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),73875.3182722355
2011,Multilateral,,,Undefined,Thousands,GBP (£),223476.203576753
2011,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),36.9747803792961
2011,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),675.947585770928
2011,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2622.83340112513
2011,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),68571.3471980594
2011,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1020.62721950795
2011,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),3970.84357522951
2011,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),3361.59108505943
2011,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),13797.8552377195
2011,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),19105.5056400372
2011,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),49430.569435912694
2011,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),38193.6557096713
2011,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),8481.49962775558
2011,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),19097.0869404451
2011,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),8653.91971126612
2011,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),4798.80223861257
2011,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),3552.82872539868
2011,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3617.43846911556
2011,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),237.451266452015
2011,,Agriculture (311),,Undefined,Thousands,GBP (£),249226.777847518
2011,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),183265.914112235
2011,,Other multisector (430),,Undefined,Thousands,GBP (£),183265.914112235
2011,,,,Undefined,Thousands,GBP (£),432492.691959753
2012,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),25809.48371
2012,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),5000.0
2012,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),3189.873344
2012,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),45021.197643
2012,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),37609.96323
2012,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),32781.15189
2012,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),202.104198
2012,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2012,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),149613.774015
2012,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),93279.52494
2012,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),93279.52494
2012,Bilateral,,,Undefined,Thousands,GBP (£),242893.298955
2012,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),81.37132826239109
2012,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),469.966824093882
2012,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2345.85243188286
2012,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),13077.162411796899
2012,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),391.366556476128
2012,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),1426.7572012991598
2012,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),3909.0302641624603
2012,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),2478.02920623015
2012,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),8469.30474336315
2012,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),21994.4288578303
2012,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),7442.15189031131
2012,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),2380.129978281
2012,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),17861.9111237825
2012,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),6052.55183656057
2012,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),4728.44428042563
2012,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),4001.1655337486
2012,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),2019.22892371643
2012,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),322.639669325651
2012,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),99451.49306154929
2012,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),48834.260748123605
2012,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),48834.260748123605
2012,Multilateral,,,Undefined,Thousands,GBP (£),148285.753809673
2012,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),81.37132826239109
2012,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),469.966824093882
2012,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),2345.85243188286
2012,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),38886.6461217969
2012,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),391.366556476128
2012,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),1426.7572012991598
2012,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),3909.0302641624603
2012,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),7478.0292062301505
2012,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),11659.178087363101
2012,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),67015.6265008303
2012,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),45052.1151203113
2012,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),35161.281868281
2012,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),17861.9111237825
2012,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),6052.55183656057
2012,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),4728.44428042563
2012,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),4203.2697317486
2012,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),2019.22892371643
2012,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),322.639669325651
2012,,Agriculture (311),,Undefined,Thousands,GBP (£),249065.26707654897
2012,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),142113.785688123
2012,,Other multisector (430),,Undefined,Thousands,GBP (£),142113.785688123
2012,,,,Undefined,Thousands,GBP (£),391179.05276467203
2013,Bilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),59679.7718399999
2013,Bilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),4000.0
2013,Bilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),1168.67745999999
2013,Bilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),13289.75592
2013,Bilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),43417.51622
2013,Bilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),18062.64873
2013,Bilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),335.06744
2013,Bilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),0.0
2013,Bilateral,Agriculture (311),,Undefined,Thousands,GBP (£),139953.43761
2013,Bilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),119321.012529999
2013,Bilateral,Other multisector (430),,Undefined,Thousands,GBP (£),119321.012529999
2013,Bilateral,,,Undefined,Thousands,GBP (£),259274.45014
2013,Multilateral,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),287.546044205155
2013,Multilateral,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),268.866796944545
2013,Multilateral,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),3468.95389647092
2013,Multilateral,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),32481.121597449102
2013,Multilateral,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1296.30703321652
2013,Multilateral,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),3210.59133497511
2013,Multilateral,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),4602.28345698142
2013,Multilateral,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3272.11902742646
2013,Multilateral,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),9395.799377101372
2013,Multilateral,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),31551.052097453197
2013,Multilateral,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),14057.180562789099
2013,Multilateral,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),6938.86518833484
2013,Multilateral,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),29560.4364896236
2013,Multilateral,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),9357.34226321035
2013,Multilateral,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),9151.84529376144
2013,Multilateral,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),7232.649955117159
2013,Multilateral,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3653.7648056215503
2013,Multilateral,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),896.912108078303
2013,Multilateral,Agriculture (311),,Undefined,Thousands,GBP (£),170683.63732876
2013,Multilateral,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),73524.4115854158
2013,Multilateral,Other multisector (430),,Undefined,Thousands,GBP (£),73524.4115854158
2013,Multilateral,,,Undefined,Thousands,GBP (£),244208.048914176
2013,,Agriculture (311),Agrarian reform (31164),Undefined,Thousands,GBP (£),287.546044205155
2013,,Agriculture (311),Agricultural alternative development (31165),Undefined,Thousands,GBP (£),268.866796944545
2013,,Agriculture (311),Agricultural co-operatives (31194),Undefined,Thousands,GBP (£),3468.95389647092
2013,,Agriculture (311),Agricultural development (31120),Undefined,Thousands,GBP (£),92160.89343744911
2013,,Agriculture (311),Agricultural education/training (31181),Undefined,Thousands,GBP (£),1296.30703321652
2013,,Agriculture (311),Agricultural extension (31166),Undefined,Thousands,GBP (£),3210.59133497511
2013,,Agriculture (311),Agricultural financial services (31193),Undefined,Thousands,GBP (£),8602.28345698142
2013,,Agriculture (311),Agricultural inputs (31150),Undefined,Thousands,GBP (£),3272.11902742646
2013,,Agriculture (311),Agricultural land resources (31130),Undefined,Thousands,GBP (£),10564.4768371013
2013,,Agriculture (311),Agricultural policy and administrative management (31110),Undefined,Thousands,GBP (£),44840.8080174532
2013,,Agriculture (311),Agricultural research (31182),Undefined,Thousands,GBP (£),57474.6967827891
2013,,Agriculture (311),Agricultural services (31191),Undefined,Thousands,GBP (£),25001.5139183348
2013,,Agriculture (311),Agricultural water resources (31140),Undefined,Thousands,GBP (£),29560.4364896236
2013,,Agriculture (311),Food crop production (31161),Undefined,Thousands,GBP (£),9357.34226321035
2013,,Agriculture (311),Industrial crops/export crops (31162),Undefined,Thousands,GBP (£),9151.84529376144
2013,,Agriculture (311),Livestock (31163),Undefined,Thousands,GBP (£),7567.71739511716
2013,,Agriculture (311),Livestock/veterinary services (31195),Undefined,Thousands,GBP (£),3653.7648056215503
2013,,Agriculture (311),Plant and post-harvest protection and pest control (31192),Undefined,Thousands,GBP (£),896.912108078303
2013,,Agriculture (311),,Undefined,Thousands,GBP (£),310637.07493876
2013,,Other multisector (430),Rural development (43040),Undefined,Thousands,GBP (£),192845.424115415
2013,,Other multisector (430),,Undefined,Thousands,GBP (£),192845.424115415
2013,,,,Undefined,Thousands,GBP (£),503482.49905417603
