Year,Country,Cause of death,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013,England,IX diseases of the circulatory system (I00-I99),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,4.161559298
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.054046225
2013,England,Chronic lower respiratory diseases (J40-J47),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.270231123
2013,England,Lung diseases due to external agents (J60-J70),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.10809244900000001
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.162138674
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.054046225
2013,England,Other diseases of pleura (J90-J94),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,E92000001,0.10809244900000001
2013,,,,30 to 34,"Rate per 100,000 population",Units,Undefined,,19.74871763
2013,,Malignant neoplasms (C00-C97),,30 to 34,"Rate per 100,000 population",Units,Undefined,,11.64734329
2013,,Diabetes mellitus (E10-E14),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.517659702
2013,,IX diseases of the circulatory system (I00-I99),,30 to 34,"Rate per 100,000 population",Units,Undefined,,6.677810155
2013,,Other diseases of upper respiratory tract (J30-J39),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.05176597
2013,,Chronic lower respiratory diseases (J40-J47),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.49177671700000003
2013,,Lung diseases due to external agents (J60-J70),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.10353194
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.077648955
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.025882985
2013,,Other diseases of pleura (J90-J94),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.025882985
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.129414925
2013,,,Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,20.85999355
2013,,Malignant neoplasms (C00-C97),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,9.935807401
2013,,Diabetes mellitus (E10-E14),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.676259143
2013,,IX diseases of the circulatory system (I00-I99),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,9.155508391
2013,,Other diseases of upper respiratory tract (J30-J39),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.052019934000000004
2013,,Chronic lower respiratory diseases (J40-J47),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.728279077
2013,,Lung diseases due to external agents (J60-J70),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.10403986800000001
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other diseases of pleura (J90-J94),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.052019934000000004
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.156059802
2013,,,Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,18.6482396
2013,,Malignant neoplasms (C00-C97),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,13.34224877
2013,,Diabetes mellitus (E10-E14),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.36060131799999995
2013,,IX diseases of the circulatory system (I00-I99),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,4.22418687
2013,,Other diseases of upper respiratory tract (J30-J39),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.051514474000000005
2013,,Chronic lower respiratory diseases (J40-J47),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.25757237
2013,,Lung diseases due to external agents (J60-J70),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.10302894800000001
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.15454342199999999
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.051514474000000005
2013,,Other diseases of pleura (J90-J94),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,,0.10302894800000001
2013,Wales,,,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,22.03650347
2013,Wales,Malignant neoplasms (C00-C97),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,14.32372725
2013,Wales,Diabetes mellitus (E10-E14),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,IX diseases of the circulatory system (I00-I99),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,6.61095104
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,1.101825173
2013,Wales,Lung diseases due to external agents (J60-J70),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,,Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,20.97523818
2013,Wales,Malignant neoplasms (C00-C97),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,11.03959904
2013,Wales,Diabetes mellitus (E10-E14),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,7.727719329
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,2.207919808
2013,Wales,Lung diseases due to external agents (J60-J70),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,,Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,23.09367233
2013,Wales,Malignant neoplasms (C00-C97),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,17.59517892
2013,Wales,Diabetes mellitus (E10-E14),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,5.498493412999999
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Female,30 to 34,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,England,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,34.34076127
2013,England,Malignant neoplasms (C00-C97),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,19.64873289
2013,England,Diabetes mellitus (E10-E14),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.860745097
2013,England,IX diseases of the circulatory system (I00-I99),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,12.34724001
2013,England,Other diseases of upper respiratory tract (J30-J39),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.8310642309999999
2013,England,Lung diseases due to external agents (J60-J70),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.207766058
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.237446923
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.148404327
2013,England,Other diseases of pleura (J90-J94),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.029680865
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.029680865
2013,England,,Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,36.04064385
2013,England,Malignant neoplasms (C00-C97),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,16.11718562
2013,England,Diabetes mellitus (E10-E14),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.951568155
2013,England,IX diseases of the circulatory system (I00-I99),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,17.00928076
2013,England,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,1.0705141740000002
2013,England,Lung diseases due to external agents (J60-J70),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.23789203899999997
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.35683805799999996
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.23789203899999997
2013,England,Other diseases of pleura (J90-J94),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.05947301
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,,Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,32.64722804
2013,England,Malignant neoplasms (C00-C97),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,23.16708922
2013,England,Diabetes mellitus (E10-E14),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.7702612790000001
2013,England,IX diseases of the circulatory system (I00-I99),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,7.702612786
2013,England,Other diseases of upper respiratory tract (J30-J39),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Chronic lower respiratory diseases (J40-J47),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.592508676
2013,England,Lung diseases due to external agents (J60-J70),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.177752603
2013,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.118501735
2013,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.059250868
2013,England,Other diseases of pleura (J90-J94),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,"Respiratory failure, not elsewhere classified (J96)",Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2013,England,Other respiratory disorders (J98),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,E92000001,0.059250868
2013,,,,35 to 39,"Rate per 100,000 population",Units,Undefined,,34.69097466
2013,,Malignant neoplasms (C00-C97),,35 to 39,"Rate per 100,000 population",Units,Undefined,,19.8759211
2013,,Diabetes mellitus (E10-E14),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.8764630929999999
2013,,IX diseases of the circulatory system (I00-I99),,35 to 39,"Rate per 100,000 population",Units,Undefined,,12.49666732
2013,,Other diseases of upper respiratory tract (J30-J39),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.7916440840000001
2013,,Lung diseases due to external agents (J60-J70),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.19791102100000002
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.254457027
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.141365015
2013,,Other diseases of pleura (J90-J94),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.028273002999999998
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.028273002999999998
2013,,,Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,36.32833332
2013,,Malignant neoplasms (C00-C97),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,16.15222308
2013,,Diabetes mellitus (E10-E14),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.963465938
2013,,IX diseases of the circulatory system (I00-I99),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,17.34238689
2013,,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,1.020140405
2013,,Lung diseases due to external agents (J60-J70),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.226697868
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.34004680200000004
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.226697868
2013,,Other diseases of pleura (J90-J94),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.056674467
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,,Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,33.06102185
2013,,Malignant neoplasms (C00-C97),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,23.58277667
2013,,Diabetes mellitus (E10-E14),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.7898537640000001
2013,,IX diseases of the circulatory system (I00-I99),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,7.672865138
2013,,Other diseases of upper respiratory tract (J30-J39),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Chronic lower respiratory diseases (J40-J47),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.56418126
2013,,Lung diseases due to external agents (J60-J70),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.169254378
2013,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.169254378
2013,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.056418126
2013,,Other diseases of pleura (J90-J94),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,"Respiratory failure, not elsewhere classified (J96)",Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.0
2013,,Other respiratory disorders (J98),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,,0.056418126
2013,Wales,,,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,41.72403722
2013,Wales,Malignant neoplasms (C00-C97),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,24.43836466
2013,Wales,Diabetes mellitus (E10-E14),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,1.192115349
2013,Wales,IX diseases of the circulatory system (I00-I99),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,15.49749954
2013,Wales,Other diseases of upper respiratory tract (J30-J39),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.596057675
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,,Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,42.15445392
2013,Wales,Malignant neoplasms (C00-C97),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,16.86178157
2013,Wales,Diabetes mellitus (E10-E14),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,1.204412969
2013,Wales,IX diseases of the circulatory system (I00-I99),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,24.08825938
2013,Wales,Other diseases of upper respiratory tract (J30-J39),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Chronic lower respiratory diseases (J40-J47),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Lung diseases due to external agents (J60-J70),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other diseases of pleura (J90-J94),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,Other respiratory disorders (J98),Male,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2013,Wales,,Female,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,41.30232119
2013,Wales,Malignant neoplasms (C00-C97),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,31.86179063
2013,Wales,Diabetes mellitus (E10-E14),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,1.18006632
2013,Wales,IX diseases of the circulatory system (I00-I99),Female,35 to 39,"Rate per 100,000 population",Units,Undefined,W92000004,7.080397917999999
