Year,Country,Region,Sex,Age,Units,Observation status,GeoCode,Value
1981,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.4
1981,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,5.4
1981,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,6.8
1981,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,7.6
1981,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,11.5
1981,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,12.4
1981,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,14.7
1981,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,15.5
1981,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,14.7
1981,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,17.6
1981,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,17.4
1981,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,15.1
1981,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,13.9
1981,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,12.8
1981,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,12.7
1981,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,19.2
1981,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
1981,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,6.6
1981,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,13.9
1981,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,18.6
1981,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,17.3
1981,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,19.6
1981,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,19.7
1981,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,20.9
1981,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,23.6
1981,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,23.0
1981,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,22.5
1981,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,19.9
1981,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,22.6
1981,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,28.0
1981,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,30.4
1981,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,27.6
1981,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,47.5
1981,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,14.5
1981,England and Wales,,,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.1
1981,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,4.6
1981,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,9.2
1981,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,12.1
1981,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,12.1
1981,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,13.6
1981,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,15.6
1981,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,16.7
1981,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,19.1
1981,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,19.2
1981,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,18.4
1981,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,18.6
1981,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,19.6
1981,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,19.9
1981,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,18.9
1981,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,16.4
1981,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,19.7
1981,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,9.0
1981,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,W92000004,2.6
1981,Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,W92000004,4.0
1981,Wales,,Female,25 to 29,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,W92000004,3.0
1981,Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,W92000004,5.7
1981,Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,W92000004,6.5
1981,Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,W92000004,19.7
1981,Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,W92000004,13.7
1981,Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,W92000004,22.5
1981,Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,W92000004,17.7
1981,Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,W92000004,13.5
1981,Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,W92000004,8.19999999999999
1981,Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,W92000004,5.3
1981,Wales,,Female,80 to 84,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Female,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Female,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Male,,"Rate per 100,000 population",Normal value,W92000004,16.0
1981,Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,W92000004,5.09999999999999
1981,Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,W92000004,8.8
1981,Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,W92000004,14.4
1981,Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,W92000004,15.7
1981,Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,W92000004,13.5
1981,Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,W92000004,10.0
1981,Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,W92000004,24.8
1981,Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,W92000004,22.7
1981,Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,W92000004,22.7
1981,Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,W92000004,13.6
1981,Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,W92000004,15.1
1981,Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,W92000004,23.1
1981,Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,W92000004,15.4
1981,Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,W92000004,32.9
1981,Wales,,Male,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,Male,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,,,"Rate per 100,000 population",Normal value,W92000004,12.0
1981,Wales,,,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.9
1981,Wales,,,20 to 24,"Rate per 100,000 population",Normal value,W92000004,6.5
1981,Wales,,,25 to 29,"Rate per 100,000 population",Normal value,W92000004,8.3
1981,Wales,,,30 to 34,"Rate per 100,000 population",Normal value,W92000004,9.4
1981,Wales,,,35 to 39,"Rate per 100,000 population",Normal value,W92000004,9.69999999999999
1981,Wales,,,40 to 44,"Rate per 100,000 population",Normal value,W92000004,8.3
1981,Wales,,,45 to 49,"Rate per 100,000 population",Normal value,W92000004,22.2
1981,Wales,,,50 to 54,"Rate per 100,000 population",Normal value,W92000004,18.2
1981,Wales,,,55 to 59,"Rate per 100,000 population",Normal value,W92000004,22.6
1981,Wales,,,60 to 64,"Rate per 100,000 population",Normal value,W92000004,15.8
1981,Wales,,,65 to 69,"Rate per 100,000 population",Normal value,W92000004,14.2
1981,Wales,,,70 to 74,"Rate per 100,000 population",Normal value,W92000004,14.4
1981,Wales,,,75 to 79,"Rate per 100,000 population",Normal value,W92000004,9.0
1981,Wales,,,80 to 84,"Rate per 100,000 population",Normal value,W92000004,14.0
1981,Wales,,,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
1981,Wales,,,90 and over,"Rate per 100,000 population",Missing value,W92000004,
1982,England,East,Female,,"Rate per 100,000 population",Normal value,E12000006,9.8
1982,England,East,Male,,"Rate per 100,000 population",Normal value,E12000006,17.3
1982,England,East,,,"Rate per 100,000 population",Normal value,E12000006,13.3
1982,England,East Midlands,Female,,"Rate per 100,000 population",Normal value,E12000004,8.2
1982,England,East Midlands,Male,,"Rate per 100,000 population",Normal value,E12000004,15.2
1982,England,East Midlands,,,"Rate per 100,000 population",Normal value,E12000004,11.6
1982,England,London,Female,,"Rate per 100,000 population",Normal value,E12000007,11.7
1982,England,London,Male,,"Rate per 100,000 population",Normal value,E12000007,20.3
1982,England,London,,,"Rate per 100,000 population",Normal value,E12000007,15.6
1982,England,North East,Female,,"Rate per 100,000 population",Normal value,E12000001,8.5
1982,England,North East,Male,,"Rate per 100,000 population",Normal value,E12000001,21.0
1982,England,North East,,,"Rate per 100,000 population",Normal value,E12000001,14.4
1982,England,North West,Female,,"Rate per 100,000 population",Normal value,E12000002,11.5
1982,England,North West,Male,,"Rate per 100,000 population",Normal value,E12000002,20.2
1982,England,North West,,,"Rate per 100,000 population",Normal value,E12000002,15.3
1982,England,South East,Female,,"Rate per 100,000 population",Normal value,E12000008,9.4
1982,England,South East,Male,,"Rate per 100,000 population",Normal value,E12000008,19.2
1982,England,South East,,,"Rate per 100,000 population",Normal value,E12000008,13.8
1982,England,South West,Female,,"Rate per 100,000 population",Normal value,E12000009,10.1
1982,England,South West,Male,,"Rate per 100,000 population",Normal value,E12000009,17.8
1982,England,South West,,,"Rate per 100,000 population",Normal value,E12000009,13.6
1982,England,West Midlands,Female,,"Rate per 100,000 population",Normal value,E12000005,8.2
1982,England,West Midlands,Male,,"Rate per 100,000 population",Normal value,E12000005,17.4
1982,England,West Midlands,,,"Rate per 100,000 population",Normal value,E12000005,12.3
1982,England,Yorkshire and The Humber,Female,,"Rate per 100,000 population",Normal value,E12000003,11.4
1982,England,Yorkshire and The Humber,Male,,"Rate per 100,000 population",Normal value,E12000003,19.3
1982,England,Yorkshire and The Humber,,,"Rate per 100,000 population",Normal value,E12000003,15.1
1982,England,,Female,,"Rate per 100,000 population",Normal value,E92000001,10.1
1982,England,,Female,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.2
1982,England,,Female,15 to 19,"Rate per 100,000 population",Normal value,E92000001,1.8
1982,England,,Female,20 to 24,"Rate per 100,000 population",Normal value,E92000001,4.7
1982,England,,Female,25 to 29,"Rate per 100,000 population",Normal value,E92000001,5.8
1982,England,,Female,30 to 34,"Rate per 100,000 population",Normal value,E92000001,6.4
1982,England,,Female,35 to 39,"Rate per 100,000 population",Normal value,E92000001,7.6
1982,England,,Female,40 to 44,"Rate per 100,000 population",Normal value,E92000001,10.2
1982,England,,Female,45 to 49,"Rate per 100,000 population",Normal value,E92000001,12.2
1982,England,,Female,50 to 54,"Rate per 100,000 population",Normal value,E92000001,13.9
1982,England,,Female,55 to 59,"Rate per 100,000 population",Normal value,E92000001,14.2
1982,England,,Female,60 to 64,"Rate per 100,000 population",Normal value,E92000001,13.9
1982,England,,Female,65 to 69,"Rate per 100,000 population",Normal value,E92000001,15.0
1982,England,,Female,70 to 74,"Rate per 100,000 population",Normal value,E92000001,17.8
1982,England,,Female,75 to 79,"Rate per 100,000 population",Normal value,E92000001,15.4
1982,England,,Female,80 to 84,"Rate per 100,000 population",Normal value,E92000001,15.8
1982,England,,Female,85 to 89,"Rate per 100,000 population",Normal value,E92000001,13.4
1982,England,,Female,90 and over,"Rate per 100,000 population",Normal value,E92000001,9.9
1982,England,,Male,,"Rate per 100,000 population",Normal value,E92000001,18.7
1982,England,,Male,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.2
1982,England,,Male,15 to 19,"Rate per 100,000 population",Normal value,E92000001,5.2
1982,England,,Male,20 to 24,"Rate per 100,000 population",Normal value,E92000001,12.7
1982,England,,Male,25 to 29,"Rate per 100,000 population",Normal value,E92000001,18.4
1982,England,,Male,30 to 34,"Rate per 100,000 population",Normal value,E92000001,17.4
1982,England,,Male,35 to 39,"Rate per 100,000 population",Normal value,E92000001,18.4
1982,England,,Male,40 to 44,"Rate per 100,000 population",Normal value,E92000001,19.2
1982,England,,Male,45 to 49,"Rate per 100,000 population",Normal value,E92000001,23.2
1982,England,,Male,50 to 54,"Rate per 100,000 population",Normal value,E92000001,20.2
1982,England,,Male,55 to 59,"Rate per 100,000 population",Normal value,E92000001,24.0
1982,England,,Male,60 to 64,"Rate per 100,000 population",Normal value,E92000001,19.6
1982,England,,Male,65 to 69,"Rate per 100,000 population",Normal value,E92000001,22.1
1982,England,,Male,70 to 74,"Rate per 100,000 population",Normal value,E92000001,22.2
1982,England,,Male,75 to 79,"Rate per 100,000 population",Normal value,E92000001,25.5
1982,England,,Male,80 to 84,"Rate per 100,000 population",Normal value,E92000001,30.2
1982,England,,Male,85 to 89,"Rate per 100,000 population",Normal value,E92000001,44.8
1982,England,,Male,90 and over,"Rate per 100,000 population",Normal value,E92000001,23.7
1982,England,,,,"Rate per 100,000 population",Normal value,E92000001,14.0
1982,England,,,10 to 14,"Rate per 100,000 population",Normal value,E92000001,0.2
1982,England,,,15 to 19,"Rate per 100,000 population",Normal value,E92000001,3.6
1982,England,,,20 to 24,"Rate per 100,000 population",Normal value,E92000001,8.7
1982,England,,,25 to 29,"Rate per 100,000 population",Normal value,E92000001,12.1
1982,England,,,30 to 34,"Rate per 100,000 population",Normal value,E92000001,11.9
1982,England,,,35 to 39,"Rate per 100,000 population",Normal value,E92000001,13.0
1982,England,,,40 to 44,"Rate per 100,000 population",Normal value,E92000001,14.7
1982,England,,,45 to 49,"Rate per 100,000 population",Normal value,E92000001,17.8
1982,England,,,50 to 54,"Rate per 100,000 population",Normal value,E92000001,17.0
1982,England,,,55 to 59,"Rate per 100,000 population",Normal value,E92000001,19.0
1982,England,,,60 to 64,"Rate per 100,000 population",Normal value,E92000001,16.6
1982,England,,,65 to 69,"Rate per 100,000 population",Normal value,E92000001,18.2
1982,England,,,70 to 74,"Rate per 100,000 population",Normal value,E92000001,19.6
1982,England,,,75 to 79,"Rate per 100,000 population",Normal value,E92000001,19.2
1982,England,,,80 to 84,"Rate per 100,000 population",Normal value,E92000001,20.2
1982,England,,,85 to 89,"Rate per 100,000 population",Normal value,E92000001,21.1
1982,England,,,90 and over,"Rate per 100,000 population",Normal value,E92000001,12.6
1982,England and Wales,,Female,,"Rate per 100,000 population",Normal value,K04000001,10.1
1982,England and Wales,,Female,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
1982,England and Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,K04000001,1.9
1982,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.7
1982,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,5.9
1982,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,6.5
1982,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,7.6
1982,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,10.3
1982,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,12.1
1982,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,13.7
1982,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,14.5
1982,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,14.2
1982,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,15.6
1982,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,17.4
1982,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,15.3
1982,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,15.6
1982,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,12.7
1982,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,9.4
1982,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,18.9
1982,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
1982,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,5.3
1982,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,13.1
1982,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,18.5
1982,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,17.9
1982,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,18.2
1982,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,19.7
1982,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,23.1
1982,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,21.0
1982,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,24.4
1982,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,20.0
1982,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,22.5
1982,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,22.6
1982,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,26.0
1982,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,30.6
1982,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,43.4
1982,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,22.3
1982,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,14.1
1982,England and Wales,,,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
1982,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,3.6
1982,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,8.9
1982,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,12.3
1982,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,12.2
1982,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,12.9
1982,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,15.0
1982,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,17.6
1982,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,17.3
1982,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,19.3
1982,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,16.9
1982,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,18.7
1982,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,19.6
1982,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,19.3
1982,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,20.2
1982,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,20.2
1982,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,11.9
1982,Northern Ireland,,Female,,"Rate per 100,000 population",Normal value,N92000002,8.7
1982,Northern Ireland,,Male,,"Rate per 100,000 population",Normal value,N92000002,12.2
1982,Northern Ireland,,,,"Rate per 100,000 population",Normal value,N92000002,10.4
1982,Scotland,,Female,,"Rate per 100,000 population",Normal value,S92000003,12.0
1982,Scotland,,Male,,"Rate per 100,000 population",Normal value,S92000003,24.2
1982,Scotland,,,,"Rate per 100,000 population",Normal value,S92000003,17.7
1982,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,9.8
1982,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
1982,Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,W92000004,2.6
1982,Wales,,Female,20 to 24,"Rate per 100,000 population",Missing value,W92000004,
1982,Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,W92000004,5.6
1982,Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,W92000004,7.3
