Year,Series,Age,Sex,Citizenship,Disability status,Ethnicity,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,20.502680018251255
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,26.17382100094618
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,25.71096824963126
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,22.318676452952616
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,22.867671414891742
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,22.678664863378643
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,26.5131241678536
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,23.536612
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,27.413253
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,25.436388
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,23.19798897859682
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,22.35599568946252
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,27.958841514650594
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,26.43196787552324
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,26.763739328337433
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,25.001585008129588
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,24.195497901737095
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,43.91867085569739
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,18.204297047743214
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A1,,,Undefined,Units,Percentage (%),,25.21490015489713
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A2,,,Undefined,Units,Percentage (%),,26.01442074999059
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A3,,,Undefined,Units,Percentage (%),,20.990124141749725
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A4,,,Undefined,Units,Percentage (%),,24.315767219129878
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A5,,,Undefined,Units,Percentage (%),,25.501456776707286
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A6,,,Undefined,Units,Percentage (%),,23.389559804647604
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A7,,,Undefined,Units,Percentage (%),,31.709200585490983
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A8,,,Undefined,Units,Percentage (%),,38.50615712827186
2014/15,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,No income,,,Undefined,Units,Percentage (%),,25.07009748732008
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,28.99466101806953
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,27.524637125621364
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,24.163798277765537
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,32.435903745234675
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,35.94091064038291
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,23.39878559390612
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,23.705219228071453
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,28.079356431616574
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,26.546498287513405
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,24.587703917189412
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,27.181481826222605
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,22.816491536086197
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,30.24908250949801
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,26.80685
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,28.896533
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,27.804348
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,25.475174024502824
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,23.141251407738235
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,32.74616483180837
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,30.325731944978852
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,26.34988710387723
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,23.24021606192517
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,24.94193315277676
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,45.31814444166066
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,59.55775472936361
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,34.37978085263337
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,28.199735692825307
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A1,,,Undefined,Units,Percentage (%),,38.46905232619953
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A2,,,Undefined,Units,Percentage (%),,25.571432898600747
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A3,,,Undefined,Units,Percentage (%),,21.759271182292306
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A4,,,Undefined,Units,Percentage (%),,30.66513078166478
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A5,,,Undefined,Units,Percentage (%),,24.14182500027687
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A6,,,Undefined,Units,Percentage (%),,30.762679952716116
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A7,,,Undefined,Units,Percentage (%),,28.382503257540076
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band A8,,,Undefined,Units,Percentage (%),,34.7510939569
2015/16,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,No income,,,Undefined,Units,Percentage (%),,31.541137491902788
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,31.927925594952246
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,25.300163419178023
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,25.296957999173642
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,23.499490204772357
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.31039809849673
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,19.400544475947314
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,26.450263123849982
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.595203006445956
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,27.40202973861284
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,26.61922505091634
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,25.673966245600766
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,25.891284746575483
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,27.138881620367748
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,26.29921
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,26.76568
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,26.5292
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,22.38644
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,25.07945
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,31.63331
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,24.83311
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,25.99084
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,27.08717
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,24.666457498094648
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,37.39816385410448
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,43.99525730368673
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,36.70875979916242
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,33.5261893267998
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B1,,,Undefined,Units,Percentage (%),,25.59372975793387
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B2,,,Undefined,Units,Percentage (%),,26.496420383807965
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B3,,,Undefined,Units,Percentage (%),,24.119307831567117
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B4,,,Undefined,Units,Percentage (%),,25.791202855281618
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B5,,,Undefined,Units,Percentage (%),,26.799968058374247
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B6,,,Undefined,Units,Percentage (%),,27.207671158387992
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B7,,,Undefined,Units,Percentage (%),,27.098807589274355
2016/17,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B8,,,Undefined,Units,Percentage (%),,32.706716676205986
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,26.919205712597467
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,25.834791646264716
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,22.202466425382124
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,21.434571401028236
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,32.64023327617596
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,26.69242402827126
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,24.919193942000884
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,28.054249626403905
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,26.80490646754495
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,23.85584375919316
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,22.838033971862384
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,21.540310599194495
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,26.735241775861233
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,25.978785081068033
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,26.09409577849749
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,26.02569441401861
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,24.512918603360436
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.642227769723316
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,28.66403641089618
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,25.007571556007115
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,25.244422250364117
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,27.220000942869337
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,24.426500225257257
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,34.26512221819934
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,42.79825768058031
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,34.35674950007037
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,40.4855548571109
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,United Kingdom,,,,,,Undefined,Units,Percentage (%),,25.119492793709096
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,Republic of Ireland,,,,,,Undefined,Units,Percentage (%),,31.664880401649135
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,EU Member State,,,,,,Undefined,Units,Percentage (%),,32.83096104292639
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,Elsewhere in the world,,,,,,Undefined,Units,Percentage (%),,34.737634649823015
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B1,,,Undefined,Units,Percentage (%),,26.67237974804354
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B2,,,Undefined,Units,Percentage (%),,26.331803374032397
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B3,,,Undefined,Units,Percentage (%),,22.682403147849385
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B4,,,Undefined,Units,Percentage (%),,21.985836469007896
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B5,,,Undefined,Units,Percentage (%),,25.129928383556116
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B6,,,Undefined,Units,Percentage (%),,24.7180221985153
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B7,,,Undefined,Units,Percentage (%),,26.216284812291523
2017/18,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,Band B8,,,Undefined,Units,Percentage (%),,33.92846941868656
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Rural,Undefined,Units,Percentage (%),,27.584967861934505
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,Urban,Undefined,Units,Percentage (%),,24.942566926133193
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East,,Undefined,Units,Percentage (%),E12000006,23.767940579301
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,East Midlands,,Undefined,Units,Percentage (%),E12000004,24.542693399191144
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,London,,Undefined,Units,Percentage (%),E12000007,30.86461402175994
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North East,,Undefined,Units,Percentage (%),E12000001,19.75306529788899
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,North West,,Undefined,Units,Percentage (%),E12000002,24.212401704292922
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South East,,Undefined,Units,Percentage (%),E12000008,25.938053748021044
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,South West,,Undefined,Units,Percentage (%),E12000009,27.966926333431758
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,West Midlands,,Undefined,Units,Percentage (%),E12000005,22.108456091607678
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,Yorkshire and The Humber,,Undefined,Units,Percentage (%),E12000003,23.49774415885852
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,21.602358473035544
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,Non-disabled (GSS harmonised),,,,,Undefined,Units,Percentage (%),,26.29662523891463
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,Female,,,,,,,Undefined,Units,Percentage (%),,25.39140847778777
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,Male,,,,,,,Undefined,Units,Percentage (%),,25.241988743612065
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,,,,,Undefined,Units,Percentage (%),,25.391919983986057
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,16 to 24,,,,,,,,Undefined,Units,Percentage (%),,21.36354948312443
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,25 to 34,,,,,,,,Undefined,Units,Percentage (%),,24.330506280837998
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,35 to 49,,,,,,,,Undefined,Units,Percentage (%),,29.19425614872062
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,50 to 64,,,,,,,,Undefined,Units,Percentage (%),,26.150763845582464
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,65 to 74,,,,,,,,Undefined,Units,Percentage (%),,24.93295707547665
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,75 and over,,,,,,,,Undefined,Units,Percentage (%),,21.976460253657653
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,White,,,,Undefined,Units,Percentage (%),,23.658657469364393
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Asian,,,,Undefined,Units,Percentage (%),,31.95778513684775
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Black,,,,Undefined,Units,Percentage (%),,47.66270049679657
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Mixed,,,,Undefined,Units,Percentage (%),,34.894220737067634
2018/19,Percentage of people who feel they are able to influence decisions affecting their local area,,,,,Other,,,,Undefined,Units,Percentage (%),,30.42420414143327
