Year,Country,Region,Sex,Age,Unintentional poisoning category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,England and Wales,,,15 to 19,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.17847082626638436
2016,England and Wales,,,15 to 19,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08923541313319218
2017,England and Wales,,,15 to 19,,Undefined,Units,"Rate per 100,000 population",K04000001,0.2425288237928052
2017,England and Wales,,,15 to 19,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.15158051487050325
2013,England and Wales,,,20 to 24,,Undefined,Units,"Rate per 100,000 population",K04000001,1.151314670522524
2013,England and Wales,,,20 to 24,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.9681509729393952
2013,England and Wales,,,20 to 24,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1046649700475022
2014,England and Wales,,,20 to 24,,Undefined,Units,"Rate per 100,000 population",K04000001,0.6014652215810952
2014,England and Wales,,,20 to 24,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.44456125073385294
2015,England and Wales,,,20 to 24,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8406736843653873
2015,England and Wales,,,20 to 24,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.7093184211832955
2016,England and Wales,,,20 to 24,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8485722771437058
2016,England and Wales,,,20 to 24,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.0795536509822224
2016,England and Wales,,,20 to 24,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.6364292078577792
2017,England and Wales,,,20 to 24,,Undefined,Units,"Rate per 100,000 population",K04000001,0.7498727224959406
2017,England and Wales,,,20 to 24,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.5088422045508169
2017,England and Wales,,,20 to 24,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08034350598170792
2013,England and Wales,,,25 to 29,,Undefined,Units,"Rate per 100,000 population",K04000001,1.910095915208261
2013,England and Wales,,,25 to 29,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.781035380396892
2014,England and Wales,,,25 to 29,,Undefined,Units,"Rate per 100,000 population",K04000001,1.0228915456223695
2014,England and Wales,,,25 to 29,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.0767168659216777
2014,England and Wales,,,25 to 29,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.8438855251384547
2015,England and Wales,,,25 to 29,,Undefined,Units,"Rate per 100,000 population",K04000001,1.2142605798144863
2015,England and Wales,,,25 to 29,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.0758912862384054
2015,England and Wales,,,25 to 29,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.0118838165120718
2016,England and Wales,,,25 to 29,,Undefined,Units,"Rate per 100,000 population",K04000001,1.4205685364505425
2016,England and Wales,,,25 to 29,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.271035006297854
2017,England and Wales,,,25 to 29,,Undefined,Units,"Rate per 100,000 population",K04000001,1.0653814697457678
2017,England and Wales,,,25 to 29,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.9662762167461616
2013,England and Wales,,,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,2.3553516436472024
2013,England and Wales,,,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.2000537330770573
2014,England and Wales,,,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,1.4141431282542969
2014,England and Wales,,,30 to 34,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.07713507972296164
2014,England and Wales,,,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.1313145026034377
2014,England and Wales,,,30 to 34,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.10284677296394887
2015,England and Wales,,,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,1.918162001824556
2015,England and Wales,,,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.7902845350362517
2016,England and Wales,,,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,2.2378071930752075
2016,England and Wales,,,30 to 34,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.07628888158210934
2016,England and Wales,,,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.9580812939408063
2016,England and Wales,,,30 to 34,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.12714813597018226
2017,England and Wales,,,30 to 34,,Undefined,Units,"Rate per 100,000 population",K04000001,2.0799080376270584
2017,England and Wales,,,30 to 34,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1268236608309182
2017,England and Wales,,,30 to 34,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.8516254481314056
2013,England and Wales,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,3.5058523702530686
2013,England and Wales,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.11309201194364735
2013,England and Wales,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.3079413493516863
2013,England and Wales,,,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08481900895773553
2014,England and Wales,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,2.3009463904745306
2014,England and Wales,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.08418096550516578
2014,England and Wales,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.104524137629144
2015,England and Wales,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,2.3616038365627348
2015,England and Wales,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.08238152918242099
2015,England and Wales,,,35 to 39,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.13730254863736832
2015,England and Wales,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.032077719833051
2015,England and Wales,,,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08238152918242099
2016,England and Wales,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,2.438225154284725
2016,England and Wales,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1339684150705893
2016,England and Wales,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.1970820071576647
2017,England and Wales,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",K04000001,3.453934973917557
2017,England and Wales,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.36632643662761977
2017,England and Wales,,,35 to 39,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.07849852213448995
2017,England and Wales,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.852112970886468
2017,England and Wales,,,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1308308702241499
2013,England and Wales,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,2.7540256970626813
2013,England and Wales,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.200292777968195
2013,England and Wales,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.4035133356183396
2013,England and Wales,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.07510979173807313
2014,England and Wales,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,1.8955112245002512
2014,England and Wales,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.12807508273650345
2014,England and Wales,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.4856709597434399
2014,England and Wales,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.15369009928380414
2015,England and Wales,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,2.744139563279336
2015,England and Wales,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.10453865002968896
2015,England and Wales,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.4827929382051135
2015,England and Wales,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.15680797504453348
2016,England and Wales,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,3.013772942346524
2016,England and Wales,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1345434349261841
2016,England and Wales,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.7446860724941557
2017,England and Wales,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",K04000001,3.456212278899188
2017,England and Wales,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.13824849115596752
2017,England and Wales,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,3.069116503662478
2017,England and Wales,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08294909469358051
2017,England and Wales,,,40 to 44,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.13824849115596752
2013,England and Wales,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,2.364058209867579
2013,England and Wales,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1929843436626595
2013,England and Wales,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.953966479584428
2013,England and Wales,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.1206152147891622
2014,England and Wales,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,1.7649152260445398
2014,England and Wales,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.16923844633303806
2014,England and Wales,,,45 to 49,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.07253076271415916
2014,England and Wales,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.3780844915690242
2014,England and Wales,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.09670768361887888
2015,England and Wales,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,2.242010947349541
2015,England and Wales,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.24369684210321094
2015,England and Wales,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.8277263157740824
2015,England and Wales,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0974787368412844
2016,England and Wales,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,2.441198247512602
2016,England and Wales,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.07323594742537806
2016,England and Wales,,,45 to 49,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.07323594742537806
2016,England and Wales,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.123842475335964
2016,England and Wales,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.07323594742537806
2016,England and Wales,,,45 to 49,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.09764792990050407
2017,England and Wales,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",K04000001,2.413472694142329
2017,England and Wales,,,45 to 49,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",K04000001,0.07388181716762232
2017,England and Wales,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,2.167199970250255
2017,England and Wales,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.07388181716762232
2013,England and Wales,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.8284372138169251
2013,England and Wales,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.18284372138169253
2013,England and Wales,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.4888703026794965
2013,England and Wales,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.07836159487786823
2014,England and Wales,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.0933280039949698
2014,England and Wales,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.17798362855732064
2014,England and Wales,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.8644919101355574
2015,England and Wales,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.5134009170217164
2015,England and Wales,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.22328865988844995
2015,England and Wales,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.0420137461460997
2015,England and Wales,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.07442955329614999
2015,England and Wales,,,50 to 54,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.09923940439486664
2016,England and Wales,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.8317487485492547
2016,England and Wales,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1709632165312638
2016,England and Wales,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.4409756821920805
2016,England and Wales,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.0976932665892936
2017,England and Wales,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",K04000001,1.9616176807140289
2017,England and Wales,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.14530501338622434
2017,England and Wales,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.5983551472484678
2017,England and Wales,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.09687000892414956
2017,England and Wales,,,50 to 54,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.07265250669311217
2013,England and Wales,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.2407807718927444
2013,England and Wales,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.1815776739355236
2013,England and Wales,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,0.9381513153335386
2013,England and Wales,,,55 to 59,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",K04000001,0.0907888369677618
2014,England and Wales,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,1.479607312219337
2014,England and Wales,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",K04000001,0.3255136086882541
2014,England and Wales,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",K04000001,1.0061329723091492
2014,England and Wales,,,55 to 59,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",K04000001,0.08877643873316023
2015,England and Wales,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",K04000001,0.8919587615814372
