Year,Unit measure,Unit multiplier,Country group,Product sector,Value
2007,Trade weighted average (%),Units,Developing,Total,2.509541702316
2007,Trade weighted average (%),Units,Developing,AGRI,8.027338571805068
2007,Trade weighted average (%),Units,Developing,FISH,2.0058438233416958
2007,Trade weighted average (%),Units,Developing,NAMA,2.2709207185656464
2007,Trade weighted average (%),Units,Developing,PAPS,6.905720100491034
2007,Trade weighted average (%),Units,Least Developed,Total,0.2975238967966364
2007,Trade weighted average (%),Units,Least Developed,AGRI,1.5151710892127432
2007,Trade weighted average (%),Units,Least Developed,FISH,0.0010679910136591924
2007,Trade weighted average (%),Units,Least Developed,NAMA,0.4547566741013471
2007,Trade weighted average (%),Units,Least Developed,PAPS,3.895650574960008
2007,Trade weighted average (%),Units,Small Island Developing,Total,0.2975238967966364
2007,Trade weighted average (%),Units,Small Island Developing,AGRI,1.5151710892127432
2007,Trade weighted average (%),Units,Small Island Developing,FISH,0.0010679910136591924
2007,Trade weighted average (%),Units,Small Island Developing,NAMA,0.4547566741013471
2007,Trade weighted average (%),Units,Small Island Developing,PAPS,3.895650574960008
2008,Trade weighted average (%),Units,Developing,Total,2.573797615023974
2008,Trade weighted average (%),Units,Developing,AGRI,7.132462475898133
2008,Trade weighted average (%),Units,Developing,FISH,1.6073382015209792
2008,Trade weighted average (%),Units,Developing,NAMA,2.367281978030032
2008,Trade weighted average (%),Units,Developing,PAPS,7.66145377334276
2008,Trade weighted average (%),Units,Least Developed,Total,1.5965596561685196
2008,Trade weighted average (%),Units,Least Developed,AGRI,0.8331627484493984
2008,Trade weighted average (%),Units,Least Developed,FISH,0.6015343218385053
2008,Trade weighted average (%),Units,Least Developed,NAMA,1.7105939124631475
2008,Trade weighted average (%),Units,Least Developed,PAPS,3.0682211329791915
2008,Trade weighted average (%),Units,Small Island Developing,Total,0.21297993401300833
2008,Trade weighted average (%),Units,Small Island Developing,AGRI,0.8513077728477816
2008,Trade weighted average (%),Units,Small Island Developing,FISH,9.427442002351345e-05
2008,Trade weighted average (%),Units,Small Island Developing,NAMA,0.371634648882801
2008,Trade weighted average (%),Units,Small Island Developing,PAPS,2.2763704905155455
2009,Trade weighted average (%),Units,Developing,Total,2.818252780333442
2009,Trade weighted average (%),Units,Developing,AGRI,7.451596796271883
2009,Trade weighted average (%),Units,Developing,FISH,1.810455219676436
2009,Trade weighted average (%),Units,Developing,NAMA,2.6169798717605595
2009,Trade weighted average (%),Units,Developing,PAPS,6.751615967821409
2009,Trade weighted average (%),Units,Least Developed,Total,2.001776431110888
2009,Trade weighted average (%),Units,Least Developed,AGRI,0.21693375373177248
2009,Trade weighted average (%),Units,Least Developed,FISH,1.0369464564605186
2009,Trade weighted average (%),Units,Least Developed,NAMA,2.250293540172568
2009,Trade weighted average (%),Units,Least Developed,PAPS,0.642604323076779
2009,Trade weighted average (%),Units,Small Island Developing,Total,0.2129558210270977
2009,Trade weighted average (%),Units,Small Island Developing,AGRI,1.0835460181516574
2009,Trade weighted average (%),Units,Small Island Developing,FISH,0.001736931016670326
2009,Trade weighted average (%),Units,Small Island Developing,NAMA,0.2826636833633829
2009,Trade weighted average (%),Units,Small Island Developing,PAPS,2.337147513834288
2010,Trade weighted average (%),Units,Developing,Total,2.5571533488845555
2010,Trade weighted average (%),Units,Developing,AGRI,7.501048148318046
2010,Trade weighted average (%),Units,Developing,FISH,2.3981757143861238
2010,Trade weighted average (%),Units,Developing,NAMA,2.32806712442267
2010,Trade weighted average (%),Units,Developing,PAPS,5.969241868006549
2010,Trade weighted average (%),Units,Least Developed,Total,1.8292735471261528
2010,Trade weighted average (%),Units,Least Developed,AGRI,0.32305988580766676
2010,Trade weighted average (%),Units,Least Developed,FISH,0.9091030725345065
2010,Trade weighted average (%),Units,Least Developed,NAMA,2.0965567989911387
2010,Trade weighted average (%),Units,Least Developed,PAPS,0.2618841762003193
2010,Trade weighted average (%),Units,Small Island Developing,Total,0.2408767469801495
2010,Trade weighted average (%),Units,Small Island Developing,AGRI,0.5695083245987431
2010,Trade weighted average (%),Units,Small Island Developing,FISH,0.0011555906169609367
2010,Trade weighted average (%),Units,Small Island Developing,NAMA,0.3061167470260664
2010,Trade weighted average (%),Units,Small Island Developing,PAPS,2.64203882869824
2011,Trade weighted average (%),Units,Developing,Total,2.422920498586114
2011,Trade weighted average (%),Units,Developing,AGRI,7.652566102925483
2011,Trade weighted average (%),Units,Developing,FISH,2.4051503717170513
2011,Trade weighted average (%),Units,Developing,NAMA,2.1681006097014364
2011,Trade weighted average (%),Units,Developing,PAPS,5.95446754931672
2011,Trade weighted average (%),Units,Least Developed,Total,0.4235074949567744
2011,Trade weighted average (%),Units,Least Developed,AGRI,0.2881044155862646
2011,Trade weighted average (%),Units,Least Developed,FISH,1.325578228323258
2011,Trade weighted average (%),Units,Least Developed,NAMA,0.46314860102376665
2011,Trade weighted average (%),Units,Least Developed,PAPS,0.10517015852127111
2011,Trade weighted average (%),Units,Small Island Developing,Total,0.14687088150853025
2011,Trade weighted average (%),Units,Small Island Developing,AGRI,0.031789010974820654
2011,Trade weighted average (%),Units,Small Island Developing,FISH,0.007923733356257
2011,Trade weighted average (%),Units,Small Island Developing,NAMA,0.2315467815806606
2011,Trade weighted average (%),Units,Small Island Developing,PAPS,2.5868514675867633
2012,Trade weighted average (%),Units,Developing,Total,2.5582561340497887
2012,Trade weighted average (%),Units,Developing,AGRI,9.4488823399326
2012,Trade weighted average (%),Units,Developing,FISH,5.790100617820123
2012,Trade weighted average (%),Units,Developing,NAMA,1.996173214655532
2012,Trade weighted average (%),Units,Developing,PAPS,5.929754087048406
2012,Trade weighted average (%),Units,Least Developed,Total,0.2562716170375054
2012,Trade weighted average (%),Units,Least Developed,AGRI,0.17665430874268984
2012,Trade weighted average (%),Units,Least Developed,FISH,1.216591771163268
2012,Trade weighted average (%),Units,Least Developed,NAMA,0.241013398785629
2012,Trade weighted average (%),Units,Least Developed,PAPS,0.046485985060331865
2012,Trade weighted average (%),Units,Small Island Developing,Total,11.663105979700191
2012,Trade weighted average (%),Units,Small Island Developing,AGRI,19.948304738047927
2012,Trade weighted average (%),Units,Small Island Developing,FISH,0.05059561852264059
2012,Trade weighted average (%),Units,Small Island Developing,NAMA,0.37446957679537857
2012,Trade weighted average (%),Units,Small Island Developing,PAPS,2.5448251390199284
2013,Trade weighted average (%),Units,Developing,Total,2.6684624268180217
2013,Trade weighted average (%),Units,Developing,AGRI,10.181895335164732
2013,Trade weighted average (%),Units,Developing,FISH,5.360320337375947
2013,Trade weighted average (%),Units,Developing,NAMA,2.034512502804251
2013,Trade weighted average (%),Units,Developing,PAPS,6.136022796907481
2013,Trade weighted average (%),Units,Least Developed,Total,0.22598657557316407
2013,Trade weighted average (%),Units,Least Developed,AGRI,0.16012863441457464
2013,Trade weighted average (%),Units,Least Developed,FISH,0.9743397254605112
2013,Trade weighted average (%),Units,Least Developed,NAMA,0.2113839254808691
2013,Trade weighted average (%),Units,Least Developed,PAPS,0.11557341925510342
2013,Trade weighted average (%),Units,Small Island Developing,Total,15.75641130553708
2013,Trade weighted average (%),Units,Small Island Developing,AGRI,27.80434349473005
2013,Trade weighted average (%),Units,Small Island Developing,FISH,0.01811304584627596
2013,Trade weighted average (%),Units,Small Island Developing,NAMA,0.24910513526473946
2013,Trade weighted average (%),Units,Small Island Developing,PAPS,3.6134428397100864
2014,Trade weighted average (%),Units,Developing,Total,2.6988320794857623
2014,Trade weighted average (%),Units,Developing,AGRI,10.060026928460006
2014,Trade weighted average (%),Units,Developing,FISH,5.3471624661782196
2014,Trade weighted average (%),Units,Developing,NAMA,2.0875269128451897
2014,Trade weighted average (%),Units,Developing,PAPS,6.854777572751231
2014,Trade weighted average (%),Units,Least Developed,Total,0.1401337618808541
2014,Trade weighted average (%),Units,Least Developed,AGRI,0.1467368860995764
2014,Trade weighted average (%),Units,Least Developed,FISH,0.034756292120116265
2014,Trade weighted average (%),Units,Least Developed,NAMA,0.14373827463613936
2014,Trade weighted average (%),Units,Least Developed,PAPS,0.0432744251751503
2014,Trade weighted average (%),Units,Small Island Developing,Total,16.526474921960272
2014,Trade weighted average (%),Units,Small Island Developing,AGRI,25.972129904799512
2014,Trade weighted average (%),Units,Small Island Developing,FISH,1.45806681012176
2014,Trade weighted average (%),Units,Small Island Developing,NAMA,0.296812844415976
2014,Trade weighted average (%),Units,Small Island Developing,PAPS,1.9823172213189646
2015,Trade weighted average (%),Units,Developing,Total,2.6492323392929658
2015,Trade weighted average (%),Units,Developing,AGRI,7.770512323321473
2015,Trade weighted average (%),Units,Developing,FISH,6.900081763644191
2015,Trade weighted average (%),Units,Developing,NAMA,2.196035088917693
2015,Trade weighted average (%),Units,Developing,PAPS,6.522912878537388
2015,Trade weighted average (%),Units,Least Developed,Total,0.19205948026689876
2015,Trade weighted average (%),Units,Least Developed,AGRI,0.1155394229884495
2015,Trade weighted average (%),Units,Least Developed,FISH,0.018836343228238205
2015,Trade weighted average (%),Units,Least Developed,NAMA,0.19605745832152588
2015,Trade weighted average (%),Units,Least Developed,PAPS,2.5640067806380658
2015,Trade weighted average (%),Units,Small Island Developing,Total,1.464886410377419
2015,Trade weighted average (%),Units,Small Island Developing,AGRI,1.6097882217964883
2015,Trade weighted average (%),Units,Small Island Developing,FISH,2.063641871976155
2015,Trade weighted average (%),Units,Small Island Developing,NAMA,0.3899051129008737
2015,Trade weighted average (%),Units,Small Island Developing,PAPS,2.5288006288715335
2016,Trade weighted average (%),Units,Developing,Total,2.565109725897108
2016,Trade weighted average (%),Units,Developing,AGRI,7.8196353759961745
2016,Trade weighted average (%),Units,Developing,FISH,6.163754322181652
2016,Trade weighted average (%),Units,Developing,NAMA,2.1184065314299745
2016,Trade weighted average (%),Units,Developing,PAPS,6.062232471195054
2016,Trade weighted average (%),Units,Least Developed,Total,0.13314300256903544
2016,Trade weighted average (%),Units,Least Developed,AGRI,0.05036243615824256
2016,Trade weighted average (%),Units,Least Developed,FISH,0.03355363653793218
2016,Trade weighted average (%),Units,Least Developed,NAMA,0.14006797859205866
2016,Trade weighted average (%),Units,Least Developed,PAPS,0.62362288173951
2016,Trade weighted average (%),Units,Small Island Developing,Total,0.4945312616968624
2016,Trade weighted average (%),Units,Small Island Developing,AGRI,0.019646296601317358
2016,Trade weighted average (%),Units,Small Island Developing,FISH,1.872328826434455
2016,Trade weighted average (%),Units,Small Island Developing,NAMA,0.63281379835366
2016,Trade weighted average (%),Units,Small Island Developing,PAPS,2.914881320344873
2017,Trade weighted average (%),Units,Developing,Total,2.5763275957665535
2017,Trade weighted average (%),Units,Developing,AGRI,7.185635719215402
2017,Trade weighted average (%),Units,Developing,FISH,6.530798142715947
2017,Trade weighted average (%),Units,Developing,NAMA,2.121421045528258
2017,Trade weighted average (%),Units,Developing,PAPS,6.0106573355031205
2017,Trade weighted average (%),Units,Least Developed,Total,0.2508121885661024
2017,Trade weighted average (%),Units,Least Developed,AGRI,0.07860255364318841
2017,Trade weighted average (%),Units,Least Developed,FISH,1.6422586145670635
2017,Trade weighted average (%),Units,Least Developed,NAMA,0.2250174195456854
2017,Trade weighted average (%),Units,Least Developed,PAPS,1.2372498571409267
2017,Trade weighted average (%),Units,Small Island Developing,Total,0.7822100473421454
2017,Trade weighted average (%),Units,Small Island Developing,AGRI,0.030639413736423423
2017,Trade weighted average (%),Units,Small Island Developing,FISH,3.232096695494154
2017,Trade weighted average (%),Units,Small Island Developing,NAMA,0.8405790977819799
2017,Trade weighted average (%),Units,Small Island Developing,PAPS,3.474916782820069
2018,Trade weighted average (%),Units,Developing,Total,2.375338097386385
2018,Trade weighted average (%),Units,Developing,AGRI,7.076343852713231
2018,Trade weighted average (%),Units,Developing,FISH,5.598760256499082
2018,Trade weighted average (%),Units,Developing,NAMA,1.9283734310699523
2018,Trade weighted average (%),Units,Developing,PAPS,6.910586780567174
2018,Trade weighted average (%),Units,Least Developed,Total,0.20931676982560815
2018,Trade weighted average (%),Units,Least Developed,AGRI,0.2728021266564178
2018,Trade weighted average (%),Units,Least Developed,FISH,0.024818210473959688
2018,Trade weighted average (%),Units,Least Developed,NAMA,0.20952384725617243
2018,Trade weighted average (%),Units,Least Developed,PAPS,0.23414214279897944
2018,Trade weighted average (%),Units,Small Island Developing,Total,0.933055188053606
2018,Trade weighted average (%),Units,Small Island Developing,AGRI,0.06419042880836798
2018,Trade weighted average (%),Units,Small Island Developing,FISH,3.7894724769298995
2018,Trade weighted average (%),Units,Small Island Developing,NAMA,0.6013405800538205
2018,Trade weighted average (%),Units,Small Island Developing,PAPS,2.4843231354732236
2019,Trade weighted average (%),Units,Developing,Total,2.34647221920214
2019,Trade weighted average (%),Units,Developing,AGRI,6.991429002071811
2019,Trade weighted average (%),Units,Developing,FISH,5.024910697218403
2019,Trade weighted average (%),Units,Developing,NAMA,1.9156927960907597
2019,Trade weighted average (%),Units,Developing,PAPS,7.027169624326603
2019,Trade weighted average (%),Units,Least Developed,Total,0.20583212604540613
2019,Trade weighted average (%),Units,Least Developed,AGRI,0.6222890658892506
2019,Trade weighted average (%),Units,Least Developed,FISH,0.04804928828340139
2019,Trade weighted average (%),Units,Least Developed,NAMA,0.1860103753158839
2019,Trade weighted average (%),Units,Least Developed,PAPS,0.4007136344533242
2019,Trade weighted average (%),Units,Small Island Developing,Total,0.7950028337285223
2019,Trade weighted average (%),Units,Small Island Developing,AGRI,0.16274067677107665
2019,Trade weighted average (%),Units,Small Island Developing,FISH,2.640448577220766
2019,Trade weighted average (%),Units,Small Island Developing,NAMA,0.6876520257063541
2019,Trade weighted average (%),Units,Small Island Developing,PAPS,2.38911436946726
2005,Average (%),Units,Developing,Total,3.5121080949555106
2005,Average (%),Units,Developing,AGRI,6.638912105607243
2005,Average (%),Units,Developing,FISH,6.761435638887275
2005,Average (%),Units,Developing,NAMA,3.186124409808408
2005,Average (%),Units,Developing,PAPS,10.94441396146251
2005,Average (%),Units,Least Developed,Total,3.0071341512137346
2005,Average (%),Units,Least Developed,AGRI,3.418079179800229
2005,Average (%),Units,Least Developed,FISH,0.27499999999999997
2005,Average (%),Units,Least Developed,NAMA,3.3679087098276543
2005,Average (%),Units,Least Developed,PAPS,2.3504460675757075
2005,Average (%),Units,Small Island Developing,Total,2.862527931622042
2005,Average (%),Units,Small Island Developing,AGRI,3.180490506134733
2005,Average (%),Units,Small Island Developing,FISH,0.75
2005,Average (%),Units,Small Island Developing,NAMA,2.8691046150772688
2005,Average (%),Units,Small Island Developing,PAPS,6.7328945445415815
2006,Average (%),Units,Developing,Total,3.4177143651500796
2006,Average (%),Units,Developing,AGRI,6.525799659534348
2006,Average (%),Units,Developing,FISH,6.896576552472913
2006,Average (%),Units,Developing,NAMA,3.0861082234238153
2006,Average (%),Units,Developing,PAPS,10.655186905408181
2006,Average (%),Units,Least Developed,Total,3.053041682503562
2006,Average (%),Units,Least Developed,AGRI,2.8587507041990157
2006,Average (%),Units,Least Developed,FISH,3.8
2006,Average (%),Units,Least Developed,NAMA,3.3801209836182573
2006,Average (%),Units,Least Developed,PAPS,4.316240056027828
2006,Average (%),Units,Small Island Developing,Total,3.1216999571042714
2006,Average (%),Units,Small Island Developing,AGRI,2.577731983331467
2006,Average (%),Units,Small Island Developing,FISH,1.0
2006,Average (%),Units,Small Island Developing,NAMA,3.1244470067054992
2006,Average (%),Units,Small Island Developing,PAPS,8.584722415729242
2007,Average (%),Units,Developing,Total,3.659740208521991
2007,Average (%),Units,Developing,AGRI,6.6675484577050845
2007,Average (%),Units,Developing,FISH,6.461495997890625
2007,Average (%),Units,Developing,NAMA,3.231609173315804
2007,Average (%),Units,Developing,PAPS,10.675807968009396
2007,Average (%),Units,Least Developed,Total,3.129601533070442
2007,Average (%),Units,Least Developed,AGRI,3.5198853171978697
2007,Average (%),Units,Least Developed,FISH,1.6658509664786616
2007,Average (%),Units,Least Developed,NAMA,2.9364316654447773
2007,Average (%),Units,Least Developed,PAPS,7.570735142070166
2007,Average (%),Units,Small Island Developing,Total,3.129601533070442
2007,Average (%),Units,Small Island Developing,AGRI,3.5198853171978697
2007,Average (%),Units,Small Island Developing,FISH,1.6658509664786616
2007,Average (%),Units,Small Island Developing,NAMA,2.9364316654447773
2007,Average (%),Units,Small Island Developing,PAPS,7.570735142070166
2008,Average (%),Units,Developing,Total,3.7153513982373827
2008,Average (%),Units,Developing,AGRI,6.764635810111466
2008,Average (%),Units,Developing,FISH,6.139057862872024
2008,Average (%),Units,Developing,NAMA,3.2617930270703974
2008,Average (%),Units,Developing,PAPS,10.442064093065682
2008,Average (%),Units,Least Developed,Total,3.2096340964006957
2008,Average (%),Units,Least Developed,AGRI,1.9371609999851052
2008,Average (%),Units,Least Developed,FISH,2.214285714285715
2008,Average (%),Units,Least Developed,NAMA,3.560204955877963
2008,Average (%),Units,Least Developed,PAPS,1.8370626748045662
2008,Average (%),Units,Small Island Developing,Total,2.3247217009812395
2008,Average (%),Units,Small Island Developing,AGRI,1.6802310408849588
2008,Average (%),Units,Small Island Developing,FISH,0.7857142857142858
2008,Average (%),Units,Small Island Developing,NAMA,2.420485783802938
2008,Average (%),Units,Small Island Developing,PAPS,4.548720405894404
2009,Average (%),Units,Developing,Total,3.70756809585311
2009,Average (%),Units,Developing,AGRI,6.804666659591657
2009,Average (%),Units,Developing,FISH,6.034524244954563
2009,Average (%),Units,Developing,NAMA,3.2492708083981645
2009,Average (%),Units,Developing,PAPS,10.320497495931864
2009,Average (%),Units,Least Developed,Total,3.1473495109654954
2009,Average (%),Units,Least Developed,AGRI,1.504459464411026
2009,Average (%),Units,Least Developed,FISH,2.642857142857143
2009,Average (%),Units,Least Developed,NAMA,3.5056906530646366
2009,Average (%),Units,Least Developed,PAPS,2.4422216257335694
2009,Average (%),Units,Small Island Developing,Total,2.2588539938846273
2009,Average (%),Units,Small Island Developing,AGRI,1.59499425415544
2009,Average (%),Units,Small Island Developing,FISH,0.7222222222222223
2009,Average (%),Units,Small Island Developing,NAMA,2.4382842939606877
2009,Average (%),Units,Small Island Developing,PAPS,3.390224690482401
2010,Average (%),Units,Developing,Total,3.6395881736555022
2010,Average (%),Units,Developing,AGRI,6.35497392082142
2010,Average (%),Units,Developing,FISH,6.731677027453922
2010,Average (%),Units,Developing,NAMA,3.1887396248543047
2010,Average (%),Units,Developing,PAPS,10.428699124820422
2010,Average (%),Units,Least Developed,Total,2.8471419123529693
2010,Average (%),Units,Least Developed,AGRI,0.869524195288391
2010,Average (%),Units,Least Developed,FISH,3.8
2010,Average (%),Units,Least Developed,NAMA,3.220298803563157
2010,Average (%),Units,Least Developed,PAPS,3.9197818589314335
2010,Average (%),Units,Small Island Developing,Total,2.12006056898122
2010,Average (%),Units,Small Island Developing,AGRI,1.1897908942557511
2010,Average (%),Units,Small Island Developing,FISH,0.9285714285714286
2010,Average (%),Units,Small Island Developing,NAMA,2.2553514695074948
2010,Average (%),Units,Small Island Developing,PAPS,3.630711793774641
2011,Average (%),Units,Developing,Total,3.6110759722464048
2011,Average (%),Units,Developing,AGRI,5.9399424687150635
2011,Average (%),Units,Developing,FISH,7.024677549706522
2011,Average (%),Units,Developing,NAMA,3.2156047249050856
2011,Average (%),Units,Developing,PAPS,10.268586113065457
2011,Average (%),Units,Least Developed,Total,2.494199813542792
2011,Average (%),Units,Least Developed,AGRI,1.3338975155056223
2011,Average (%),Units,Least Developed,FISH,2.8214285714285716
2011,Average (%),Units,Least Developed,NAMA,2.766608716032373
2011,Average (%),Units,Least Developed,PAPS,2.737444537334958
2011,Average (%),Units,Small Island Developing,Total,2.02795716152972
2011,Average (%),Units,Small Island Developing,AGRI,0.9612098788963421
2011,Average (%),Units,Small Island Developing,FISH,1.3823529411764706
2011,Average (%),Units,Small Island Developing,NAMA,2.2775982021923666
2011,Average (%),Units,Small Island Developing,PAPS,3.3539708251395526
2012,Average (%),Units,Developing,Total,3.7534369783302983
2012,Average (%),Units,Developing,AGRI,6.444526096997007
2012,Average (%),Units,Developing,FISH,7.45828841674313
2012,Average (%),Units,Developing,NAMA,3.2302297291672604
2012,Average (%),Units,Developing,PAPS,9.808896048495441
2012,Average (%),Units,Least Developed,Total,2.3713365584211448
2012,Average (%),Units,Least Developed,AGRI,0.8365503959731719
2012,Average (%),Units,Least Developed,FISH,2.942622950819672
2012,Average (%),Units,Least Developed,NAMA,2.6684189021550546
2012,Average (%),Units,Least Developed,PAPS,1.0870534759937358
2012,Average (%),Units,Small Island Developing,Total,2.955094219716691
2012,Average (%),Units,Small Island Developing,AGRI,3.6397118412374954
2012,Average (%),Units,Small Island Developing,FISH,2.6463414634146343
2012,Average (%),Units,Small Island Developing,NAMA,2.8370679403526387
2012,Average (%),Units,Small Island Developing,PAPS,2.905581533098703
2013,Average (%),Units,Developing,Total,3.800727239478173
2013,Average (%),Units,Developing,AGRI,6.5341395696130675
2013,Average (%),Units,Developing,FISH,7.508472780641099
2013,Average (%),Units,Developing,NAMA,3.240116257844224
2013,Average (%),Units,Developing,PAPS,10.02755785779447
2013,Average (%),Units,Least Developed,Total,2.397290639236744
2013,Average (%),Units,Least Developed,AGRI,1.3336745319676728
2013,Average (%),Units,Least Developed,FISH,3.256578947368422
2013,Average (%),Units,Least Developed,NAMA,2.5772940252411214
2013,Average (%),Units,Least Developed,PAPS,2.1107142857142858
2013,Average (%),Units,Small Island Developing,Total,3.080772631064409
2013,Average (%),Units,Small Island Developing,AGRI,4.221910398044329
2013,Average (%),Units,Small Island Developing,FISH,3.35
2013,Average (%),Units,Small Island Developing,NAMA,2.7956354697682726
2013,Average (%),Units,Small Island Developing,PAPS,3.339379394263447
2014,Average (%),Units,Developing,Total,3.749555239610986
2014,Average (%),Units,Developing,AGRI,6.33453266796941
2014,Average (%),Units,Developing,FISH,7.747309864751246
2014,Average (%),Units,Developing,NAMA,3.2124038491305393
2014,Average (%),Units,Developing,PAPS,9.756824937375706
2014,Average (%),Units,Least Developed,Total,2.3042623478266004
2014,Average (%),Units,Least Developed,AGRI,1.66119047848512
2014,Average (%),Units,Least Developed,FISH,0.8106060606060604
2014,Average (%),Units,Least Developed,NAMA,2.507813010787834
2014,Average (%),Units,Least Developed,PAPS,1.2022395369159358
2014,Average (%),Units,Small Island Developing,Total,3.086364390890779
2014,Average (%),Units,Small Island Developing,AGRI,3.228618617462933
2014,Average (%),Units,Small Island Developing,FISH,6.217948717948719
2014,Average (%),Units,Small Island Developing,NAMA,2.80725186488614
2014,Average (%),Units,Small Island Developing,PAPS,3.9087534963001054
2015,Average (%),Units,Developing,Total,3.698691001652129
2015,Average (%),Units,Developing,AGRI,5.974668442759944
2015,Average (%),Units,Developing,FISH,8.38541497622986
2015,Average (%),Units,Developing,NAMA,3.211491843931432
2015,Average (%),Units,Developing,PAPS,9.325031381619192
2015,Average (%),Units,Least Developed,Total,2.4131544583170896
2015,Average (%),Units,Least Developed,AGRI,1.246678605546339
2015,Average (%),Units,Least Developed,FISH,0.8166666666666668
2015,Average (%),Units,Least Developed,NAMA,2.6186726998491774
2015,Average (%),Units,Least Developed,PAPS,2.963349779627452
2015,Average (%),Units,Small Island Developing,Total,3.014392807122028
2015,Average (%),Units,Small Island Developing,AGRI,1.9604109270215553
2015,Average (%),Units,Small Island Developing,FISH,8.65909090909091
2015,Average (%),Units,Small Island Developing,NAMA,2.9389734171605486
2015,Average (%),Units,Small Island Developing,PAPS,3.585509444198397
2016,Average (%),Units,Developing,Total,3.637301642197694
2016,Average (%),Units,Developing,AGRI,6.0808359589822185
2016,Average (%),Units,Developing,FISH,7.731760452930499
2016,Average (%),Units,Developing,NAMA,3.1324040489379668
2016,Average (%),Units,Developing,PAPS,9.383264026783436
2016,Average (%),Units,Least Developed,Total,2.4510411656310778
2016,Average (%),Units,Least Developed,AGRI,0.8683465642800312
2016,Average (%),Units,Least Developed,FISH,1.3515624999999996
2016,Average (%),Units,Least Developed,NAMA,2.686086431616799
2016,Average (%),Units,Least Developed,PAPS,2.946693694860707
2016,Average (%),Units,Small Island Developing,Total,2.991178794662221
2016,Average (%),Units,Small Island Developing,AGRI,2.0599967578140346
2016,Average (%),Units,Small Island Developing,FISH,7.838709677419356
2016,Average (%),Units,Small Island Developing,NAMA,3.1314786693397934
2016,Average (%),Units,Small Island Developing,PAPS,2.6073258433280166
2017,Average (%),Units,Developing,Total,3.6285841324135424
2017,Average (%),Units,Developing,AGRI,6.132644862632056
2017,Average (%),Units,Developing,FISH,7.508838829871922
2017,Average (%),Units,Developing,NAMA,3.0660392231610856
2017,Average (%),Units,Developing,PAPS,9.312887701840344
2017,Average (%),Units,Least Developed,Total,2.7004189777204175
2017,Average (%),Units,Least Developed,AGRI,1.4332595387967286
2017,Average (%),Units,Least Developed,FISH,1.6008227569099147
2017,Average (%),Units,Least Developed,NAMA,2.9105997559032293
2017,Average (%),Units,Least Developed,PAPS,2.421365307399671
2017,Average (%),Units,Small Island Developing,Total,2.939881175289784
2017,Average (%),Units,Small Island Developing,AGRI,1.169374011129932
2017,Average (%),Units,Small Island Developing,FISH,7.567567567567568
2017,Average (%),Units,Small Island Developing,NAMA,3.0863695636833897
2017,Average (%),Units,Small Island Developing,PAPS,3.4517206203250725
2018,Average (%),Units,Developing,Total,3.5436111243155834
2018,Average (%),Units,Developing,AGRI,5.904715793043816
2018,Average (%),Units,Developing,FISH,7.099366134376918
2018,Average (%),Units,Developing,NAMA,3.014810803320777
2018,Average (%),Units,Developing,PAPS,8.814688861168916
2018,Average (%),Units,Least Developed,Total,2.660347404861206
2018,Average (%),Units,Least Developed,AGRI,0.9098564593967136
2018,Average (%),Units,Least Developed,FISH,0.37500000000000006
