Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or Rural,Observation status,Unit multiplier,Units,GeoCode,Value
2014/15,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.8865674349977063
2014/15,(a) Physical violence,,,,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.5684185919698879
2014/15,(a) Physical violence,,,,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.767100766222714
2014/15,(a) Physical violence,,,,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.6765763722024867
2014/15,(a) Physical violence,,,,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,1.65964434234532
2014/15,(a) Physical violence,,,,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.7702847698011888
2014/15,(a) Physical violence,,,,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,3.2637877774686177
2014/15,(a) Physical violence,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.5946304522159391
2014/15,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.3178899894079583
2014/15,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.922525986148744
2014/15,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8080541271021688
2015/16,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.43479512419995303
2015/16,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9094217533205358
2015/16,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9373279920290638
2015/16,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.48836506826774007
2015/16,(a) Physical violence,,16 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,3.744081680500931
2015/16,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.4238077986345368
2015/16,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8704490820640962
2015/16,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,2.035212195780001
2015/16,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.1255162490818555
2015/16,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4548772857758748
2015/16,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.0658112426903471
2015/16,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.3947515471493714
2015/16,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.2174384589104394
2015/16,(a) Physical violence,,,,,,,Asian,Any other Asian background,,,,,Normal value,Units,Percentage (%),,0.7401343033773803
2015/16,(a) Physical violence,,,,,,,Asian,Bangladeshi,,,,,Normal value,Units,Percentage (%),,0.22502379674419984
2015/16,(a) Physical violence,,,,,,,Asian,Chinese,,,,,Normal value,Units,Percentage (%),,0.4298786340688291
2015/16,(a) Physical violence,,,,,,,Asian,Indian,,,,,Normal value,Units,Percentage (%),,0.7836073355827883
2015/16,(a) Physical violence,,,,,,,Asian,Pakistani,,,,,Normal value,Units,Percentage (%),,2.3532460790502476
2015/16,(a) Physical violence,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.1001187540827748
2015/16,(a) Physical violence,,,,,,,Black,African,,,,,Normal value,Units,Percentage (%),,0.7056015246379719
2015/16,(a) Physical violence,,,,,,,Black,Any other Black background,,,,,Normal value,Units,Percentage (%),,3.4198348180577756
2015/16,(a) Physical violence,,,,,,,Black,Caribbean,,,,,Normal value,Units,Percentage (%),,5.099722433398035
2015/16,(a) Physical violence,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,2.23541988284578
2015/16,(a) Physical violence,,,,,,,Mixed,Any other Mixed ethnic background,,,,,Normal value,Units,Percentage (%),,0.0
2015/16,(a) Physical violence,,,,,,,Mixed,White and Asian,,,,,Normal value,Units,Percentage (%),,2.379890328403052
2015/16,(a) Physical violence,,,,,,,Mixed,White and Black African,,,,,Normal value,Units,Percentage (%),,
2015/16,(a) Physical violence,,,,,,,Mixed,White and Black Caribbean,,,,,Normal value,Units,Percentage (%),,2.028139073372186
2015/16,(a) Physical violence,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,1.3935263668240994
2015/16,(a) Physical violence,,,,,,,Other ethnic group,Any other ethnic group,,,,,Normal value,Units,Percentage (%),,1.0219636215704941
2015/16,(a) Physical violence,,,,,,,Other ethnic group,Arab,,,,,Normal value,Units,Percentage (%),,3.6613184960157477
2015/16,(a) Physical violence,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,2.0189884555440245
2015/16,(a) Physical violence,,,,,,,White,Any other White background,,,,,Normal value,Units,Percentage (%),,1.7466246940784622
2015/16,(a) Physical violence,,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,Normal value,Units,Percentage (%),,1.850759746052323
2015/16,(a) Physical violence,,,,,,,White,Gypsy or Irish Traveller,,,,,Normal value,Units,Percentage (%),,
2015/16,(a) Physical violence,,,,,,,White,Irish,,,,,Normal value,Units,Percentage (%),,1.8215606046684696
2015/16,(a) Physical violence,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,1.8466528844472123
2015/16,(a) Physical violence,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.9376133163608649
2015/16,(a) Physical violence,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.9873825378855434
2015/16,(a) Physical violence,,,,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.9046098214112115
2015/16,(a) Physical violence,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.2590162354778482
2015/16,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,1.02087764843964
2015/16,(a) Physical violence,,,,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.8545759184735542
2015/16,(a) Physical violence,,,,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.9560188567783738
2015/16,(a) Physical violence,,,,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.7664578617503874
2015/16,(a) Physical violence,,,,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,1.791229990637596
2015/16,(a) Physical violence,,,,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.70099121163302
2015/16,(a) Physical violence,,,,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,1.967847622353761
2015/16,(a) Physical violence,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.7093991433039166
2015/16,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.340199977319696
2015/16,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.903662388696389
2015/16,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7969733332441653
2016/17,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4002998343320044
2016/17,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.7987133819513081
2016/17,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9254598413043446
2016/17,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.40906308869604724
2016/17,(a) Physical violence,,16 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,4.078078622762168
2016/17,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.0415480081841704
2016/17,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.5809224649307638
2016/17,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8984524467916517
2016/17,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,0.8165588017222697
2016/17,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4740063873211351
2016/17,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.1721554804545651
2016/17,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.270309291011838
2016/17,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.0793872596580143
2016/17,(a) Physical violence,,,,,,,Asian,Any other Asian background,,,,,Normal value,Units,Percentage (%),,0.749307258119959
2016/17,(a) Physical violence,,,,,,,Asian,Bangladeshi,,,,,Normal value,Units,Percentage (%),,1.8299233252511544
2016/17,(a) Physical violence,,,,,,,Asian,Chinese,,,,,Normal value,Units,Percentage (%),,0.6814787577408387
2016/17,(a) Physical violence,,,,,,,Asian,Indian,,,,,Normal value,Units,Percentage (%),,0.44995975835485574
2016/17,(a) Physical violence,,,,,,,Asian,Pakistani,,,,,Normal value,Units,Percentage (%),,0.9102810598553651
2016/17,(a) Physical violence,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.7839314564559086
2016/17,(a) Physical violence,,,,,,,Black,African,,,,,Normal value,Units,Percentage (%),,1.309340265496472
2016/17,(a) Physical violence,,,,,,,Black,Any other Black background,,,,,Normal value,Units,Percentage (%),,7.041004436451693
2016/17,(a) Physical violence,,,,,,,Black,Caribbean,,,,,Normal value,Units,Percentage (%),,1.6280247235360872
2016/17,(a) Physical violence,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.7854446291012478
2016/17,(a) Physical violence,,,,,,,Mixed,Any other Mixed ethnic background,,,,,Normal value,Units,Percentage (%),,1.2538492392330909
2016/17,(a) Physical violence,,,,,,,Mixed,White and Asian,,,,,Normal value,Units,Percentage (%),,0.4848120750605977
2016/17,(a) Physical violence,,,,,,,Mixed,White and Black African,,,,,Normal value,Units,Percentage (%),,3.1781135066874793
2016/17,(a) Physical violence,,,,,,,Mixed,White and Black Caribbean,,,,,Normal value,Units,Percentage (%),,3.1264618194715728
2016/17,(a) Physical violence,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,1.9186214559887766
2016/17,(a) Physical violence,,,,,,,Other ethnic group,Any other ethnic group,,,,,Normal value,Units,Percentage (%),,1.1446862891023066
2016/17,(a) Physical violence,,,,,,,Other ethnic group,Arab,,,,,Normal value,Units,Percentage (%),,1.1599672312482432
2016/17,(a) Physical violence,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,1.1510772916328837
2016/17,(a) Physical violence,,,,,,,White,Any other White background,,,,,Normal value,Units,Percentage (%),,1.4957276004141251
2016/17,(a) Physical violence,,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,Normal value,Units,Percentage (%),,1.7670741635296219
2016/17,(a) Physical violence,,,,,,,White,Gypsy or Irish Traveller,,,,,Normal value,Units,Percentage (%),,
2016/17,(a) Physical violence,,,,,,,White,Irish,,,,,Normal value,Units,Percentage (%),,1.0994169058688412
2016/17,(a) Physical violence,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,1.7410259650096158
2016/17,(a) Physical violence,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,2.4034162022980685
2016/17,(a) Physical violence,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.4168069171489195
2016/17,(a) Physical violence,,,,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,1.1148817984022539
2016/17,(a) Physical violence,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.9851728278627614
2016/17,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,1.9622366241407054
2016/17,(a) Physical violence,,,,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.6396543710859648
2016/17,(a) Physical violence,,,,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.7448742149830938
2016/17,(a) Physical violence,,,,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.7662204420872418
2016/17,(a) Physical violence,,,,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,1.9500739262340472
2016/17,(a) Physical violence,,,,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.3893413048155845
2016/17,(a) Physical violence,,,,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,2.581059793673996
2016/17,(a) Physical violence,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.4516300984759583
2016/17,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.2240891974918826
2016/17,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.7623084320057525
2016/17,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.6663071735395631
2017/18,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5422915854859338
2017/18,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9028645285514686
2017/18,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.910245946963292
2017/18,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.38122436350559463
2017/18,(a) Physical violence,,16 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,4.006611129846034
2017/18,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.3851668760777702
2017/18,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9518006343345742
2017/18,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.6343801206237456
2017/18,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.0266134637678328
2017/18,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.39587261684879116
2017/18,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.2936316295170394
2017/18,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.1952467350826903
2017/18,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.327567479331208
2017/18,(a) Physical violence,,,,,,,Asian,Any other Asian background,,,,,Normal value,Units,Percentage (%),,0.9301895056678613
2017/18,(a) Physical violence,,,,,,,Asian,Bangladeshi,,,,,Normal value,Units,Percentage (%),,2.024234920086744
2017/18,(a) Physical violence,,,,,,,Asian,Chinese,,,,,Normal value,Units,Percentage (%),,0.0
2017/18,(a) Physical violence,,,,,,,Asian,Indian,,,,,Normal value,Units,Percentage (%),,1.283010347879843
2017/18,(a) Physical violence,,,,,,,Asian,Pakistani,,,,,Normal value,Units,Percentage (%),,1.050213607174003
2017/18,(a) Physical violence,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.1391411978880412
2017/18,(a) Physical violence,,,,,,,Black,African,,,,,Normal value,Units,Percentage (%),,0.8184810333125934
2017/18,(a) Physical violence,,,,,,,Black,Any other Black background,,,,,Normal value,Units,Percentage (%),,1.0136649971583012
2017/18,(a) Physical violence,,,,,,,Black,Caribbean,,,,,Normal value,Units,Percentage (%),,2.8753499772995452
2017/18,(a) Physical violence,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.4689040211085267
2017/18,(a) Physical violence,,,,,,,Mixed,Any other Mixed ethnic background,,,,,Normal value,Units,Percentage (%),,1.57788868204351
2017/18,(a) Physical violence,,,,,,,Mixed,White and Asian,,,,,Normal value,Units,Percentage (%),,4.575755118252694
2017/18,(a) Physical violence,,,,,,,Mixed,White and Black African,,,,,Normal value,Units,Percentage (%),,3.3134295318111198
2017/18,(a) Physical violence,,,,,,,Mixed,White and Black Caribbean,,,,,Normal value,Units,Percentage (%),,5.337650539975536
2017/18,(a) Physical violence,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,3.726234374999141
2017/18,(a) Physical violence,,,,,,,Other ethnic group,Any other ethnic group,,,,,Normal value,Units,Percentage (%),,0.9631994989737567
2017/18,(a) Physical violence,,,,,,,Other ethnic group,Arab,,,,,Normal value,Units,Percentage (%),,1.7892217911134212
2017/18,(a) Physical violence,,,,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,1.2474233516085493
2017/18,(a) Physical violence,,,,,,,White,Any other White background,,,,,Normal value,Units,Percentage (%),,1.005185142693686
2017/18,(a) Physical violence,,,,,,,White,English/Welsh/Scottish/Northern Irish/British,,,,,Normal value,Units,Percentage (%),,1.8600818131845969
2017/18,(a) Physical violence,,,,,,,White,Gypsy or Irish Traveller,,,,,Normal value,Units,Percentage (%),,
2017/18,(a) Physical violence,,,,,,,White,Irish,,,,,Normal value,Units,Percentage (%),,2.272178777028793
2017/18,(a) Physical violence,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,1.797535715183561
2017/18,(a) Physical violence,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,2.4099120926085718
2017/18,(a) Physical violence,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.8244344504113175
2017/18,(a) Physical violence,,,,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,1.121675276471234
2017/18,(a) Physical violence,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.6408814357056225
2017/18,(a) Physical violence,,,,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,1.2109316956096776
2017/18,(a) Physical violence,,,,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.7447716352108784
2017/18,(a) Physical violence,,,,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.3706947784739274
2017/18,(a) Physical violence,,,,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.2196140908502455
2017/18,(a) Physical violence,,,,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.033641609765823
2017/18,(a) Physical violence,,,,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.9112337698212454
2017/18,(a) Physical violence,,,,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,2.383295984615867
2017/18,(a) Physical violence,,,,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.813178527332195
2017/18,(a) Physical violence,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.3600245778952977
2017/18,(a) Physical violence,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.8426168666078186
2017/18,(a) Physical violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7499497701555906
2018/19,(a) Physical violence,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.42462409647495153
2018/19,(a) Physical violence,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.9104723413949347
2018/19,(a) Physical violence,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.900687881507085
2018/19,(a) Physical violence,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.49752658741801364
2018/19,(a) Physical violence,,16 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,3.5738744257013195
2018/19,(a) Physical violence,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.2330509643782652
2018/19,(a) Physical violence,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7063200495032724
2018/19,(a) Physical violence,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.8461771711428816
2018/19,(a) Physical violence,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.5029070360965948
2018/19,(a) Physical violence,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4886083744537006
2018/19,(a) Physical violence,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.22522569716411436
2018/19,(a) Physical violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.3639428136176819
2018/19,(a) Physical violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.112574314642804
2018/19,(a) Physical violence,,,,Born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.8565249198430966
2018/19,(a) Physical violence,,,,Not born in the UK,,,,,,,,,Normal value,Units,Percentage (%),,1.1582057753731199
2018/19,(a) Physical violence,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.5162146291746637
2018/19,(a) Physical violence,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.5758603370752227
2018/19,(a) Physical violence,,,,,,,Asian,Any other Asian background,,,,,Normal value,Units,Percentage (%),,1.6678610921078059
2018/19,(a) Physical violence,,,,,,,Asian,Bangladeshi,,,,,Normal value,Units,Percentage (%),,0.30933988086443204
2018/19,(a) Physical violence,,,,,,,Asian,Chinese,,,,,Normal value,Units,Percentage (%),,1.3585509408375187
2018/19,(a) Physical violence,,,,,,,Asian,Indian,,,,,Normal value,Units,Percentage (%),,0.7649960077317256
2018/19,(a) Physical violence,,,,,,,Asian,Pakistani,,,,,Normal value,Units,Percentage (%),,1.783028344647975
2018/19,(a) Physical violence,,,,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.1871914126831833
2018/19,(a) Physical violence,,,,,,,Black,African,,,,,Normal value,Units,Percentage (%),,1.0409496984486486
2018/19,(a) Physical violence,,,,,,,Black,Any other Black background,,,,,Normal value,Units,Percentage (%),,3.795683424969591
2018/19,(a) Physical violence,,,,,,,Black,Caribbean,,,,,Normal value,Units,Percentage (%),,1.8258138533143662
2018/19,(a) Physical violence,,,,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.4438859795886623
2018/19,(a) Physical violence,,,,,,,Mixed,Any other Mixed ethnic background,,,,,Normal value,Units,Percentage (%),,1.1615800375190568
2018/19,(a) Physical violence,,,,,,,Mixed,White and Asian,,,,,Normal value,Units,Percentage (%),,3.413743344077374
2018/19,(a) Physical violence,,,,,,,Mixed,White and Black African,,,,,Normal value,Units,Percentage (%),,
2018/19,(a) Physical violence,,,,,,,Mixed,White and Black Caribbean,,,,,Normal value,Units,Percentage (%),,4.831667333649264
2018/19,(a) Physical violence,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,2.743261637295989
2018/19,(a) Physical violence,,,,,,,Other ethnic group,Any other ethnic group,,,,,Normal value,Units,Percentage (%),,1.3138405843533534
