Year,Country,Sex,Age,Exposure category,Ethnicity,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2000,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.818580446200549
2001,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.578436361157742
2002,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.824418356659038
2003,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.618995330952297
2004,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.540431165944263
2005,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.38795194514643
2006,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.389854830011597
2007,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.360180078790224
2008,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.235216303698028
2009,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.804656099330959
2010,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.274651478317277
2011,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,5.4368280041752355
2012,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,5.285613301566962
2013,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.546761694088408
2014,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.746517086851813
2015,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.325638026311563
2016,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,3.8472659464664964
2017,United Kingdom,Female,,,,"Rate per 100,000 population",Undefined,Units,K02000001,3.362381520135973
2000,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.0621552737125048
2001,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1974817588864175
2002,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.2413732487689337
2003,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.5032272923396266
2004,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.398741406996724
2005,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.2561405329685087
2006,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1868640099497847
2007,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.010575767275058
2008,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.8777431760039645
2009,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.810399630821993
2010,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.6513946585818939
2011,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.5667402799319156
2012,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.4012941289777166
2013,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.29184907971141255
2014,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.29804890175992615
2015,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.26017300290552536
2016,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.24835503328300004
2017,United Kingdom,,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.24560508751459761
2000,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1325166436388283
2001,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.2654574751803365
2002,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1328807120863327
2003,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.5481336092688718
2004,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1598934539717696
2005,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.199324297110935
2006,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.0065522959637614
2007,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.9509375436780865
2008,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.8036021376531175
2009,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.7646544695387444
2010,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.4947977319885673
2011,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.4920334512456354
2012,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.41806085607366655
2013,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.27635440863870064
2014,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.20545514220834488
2015,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.18630789411953005
2016,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.23405989425508347
2017,United Kingdom,Male,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.16529911950118015
2000,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.9882498917957873
2001,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.1260847565229384
2002,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.3551518976767498
2003,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.456116566984909
2004,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.6496570775350075
2005,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.3158033242455185
2006,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.375948014045225
2007,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,1.0731559086552283
2008,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.9555296500850421
2009,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.8584041781143884
2010,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.8156714208569777
2011,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.6450979101961042
2012,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.38370678662193497
2013,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.30810793274620046
2014,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.39519777223423086
2015,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.33768268633330634
2016,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.2633678034967168
2017,United Kingdom,Female,Under 15,,,"Rate per 100,000 population",Undefined,Units,K02000001,0.3299794683301337
2000,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,5.99487970041289
2001,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,7.699860273018588
2002,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.608408761141437
2003,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.1720880566549
2004,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.879276977403567
2005,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,12.19505350260816
2006,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.330630444946035
2007,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.299051274173372
2008,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.597475016150424
2009,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.562718853110171
2010,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.373543405670022
2011,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.014548521019634
2012,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.51230463927868
2013,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.088248601782102
2014,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.966464321005303
2015,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.041016653700487
2016,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.66029436260236
2017,United Kingdom,,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.34521856813191
2000,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,5.601403567539478
2001,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.809269103949212
2002,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,7.999212877452859
2003,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.723437264121129
2004,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.461528757406402
2005,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.808850366693884
2006,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.683220595057877
2007,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.821750347116211
2008,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.304533410256136
2009,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.767726765165845
2010,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.100422706986164
2011,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.733658797578439
2012,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,12.723777958421072
2013,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.064919650558506
2014,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,13.713122907220416
2015,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.450894895751244
2016,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.398457724074008
2017,United Kingdom,Male,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.82735383596841
2000,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.396491326386064
2001,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.611065748970434
2002,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.257424230294111
2003,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,13.676393556388545
2004,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.353553475383656
2005,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,12.588223755291109
2006,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.971387446251558
2007,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.764532064845506
2008,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,7.8601361911168555
2009,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.322316121239302
2010,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,5.5782951989390375
2011,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.176013567622433
2012,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.144150322146019
2013,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,3.9085985433624155
2014,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,4.007447841814011
2015,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,3.378238697270484
2016,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,2.731903500998166
2017,United Kingdom,Female,15 to 24,,,"Rate per 100,000 population",Undefined,Units,K02000001,2.674370932132515
2000,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,20.160042749006312
2001,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,26.809857106529655
2002,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,32.41759762040576
2003,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,38.552705788624685
2004,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,39.22410940292189
2005,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,38.91754932481911
2006,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,36.88417993799572
2007,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,32.84776860660237
2008,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,31.4716830487907
2009,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,26.80133280591559
2010,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,24.814095559863077
2011,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,24.116455658510986
2012,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,22.773986008429528
2013,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,22.701833997045075
2014,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,23.4432070307218
2015,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,23.02001517212817
2016,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,18.119007118774014
2017,United Kingdom,,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.792054502585374
2000,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,24.391448502593366
2001,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,30.297975967085534
2002,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,32.83234860571798
2003,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,37.82297214252647
2004,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,41.01455037610895
2005,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,41.49953316155816
2006,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,40.40893946951305
2007,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,39.06036486124586
2008,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,37.24021193648609
2009,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,33.72362779363775
2010,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,32.576777266955474
2011,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,33.176488975507176
2012,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,33.744517395908844
2013,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,34.69363713140325
2014,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,36.96860214422479
2015,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,36.54475780080861
2016,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,28.58671015243936
2017,United Kingdom,Male,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,22.767090881602236
2000,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,15.987772110847635
2001,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,23.358496341989046
2002,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,32.00689482861402
2003,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,39.27543808304461
2004,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,37.45143366672647
2005,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,36.365436744191804
2006,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,33.398238565005535
2007,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,26.690519102149736
2008,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,25.726143727153627
2009,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,19.900110204766783
2010,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,17.102791851118518
2011,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,15.09351731073142
2012,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.893188461419404
2013,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.810101178874813
2014,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.003769073815056
2015,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,9.514178844815588
2016,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,7.582057207859061
2017,United Kingdom,Female,25 to 34,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.761367605257926
2000,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.16498750141677
2001,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.053424119564088
2002,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,17.940370517834975
2003,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,20.39781985883692
2004,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,21.786653134193386
2005,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,22.217884134860903
2006,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,21.284345252591446
2007,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,22.22601750767144
2008,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,21.70243620513702
2009,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,20.39648079370649
2010,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,19.615438406526007
2011,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,18.733914846355848
2012,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,19.203435187540883
2013,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,17.308288837621404
2014,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,17.270075179585806
2015,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,17.50320373198744
2016,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,16.095277878266202
2017,United Kingdom,,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,12.642743777339062
2000,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,15.851962505475024
2001,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,19.983993589749748
2002,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,24.116787631285664
2003,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,26.802378423805855
2004,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,29.58777943331495
2005,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,29.809184864204624
2006,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,29.144627666137495
2007,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,31.088962376102
2008,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,29.688495062115635
2009,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,28.867746625617585
2010,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,27.790708798893625
2011,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,27.291435541538767
2012,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,27.451945407586102
2013,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,26.001623411050318
2014,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,25.31446178375044
2015,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,25.789943164306468
2016,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,23.825144911658665
2017,United Kingdom,Male,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,18.32719325446698
2000,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,6.562194193368224
2001,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,8.227263767806797
2002,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.87154891209714
2003,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.098157082185534
2004,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.126680897877966
2005,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,14.750565699094123
2006,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,13.557891311690616
2007,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,13.52916235783787
2008,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,13.863588124021824
2009,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,12.087286245309796
2010,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.601749537978247
2011,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,10.346218059367837
2012,United Kingdom,Female,35 to 49,,,"Rate per 100,000 population",Undefined,Units,K02000001,11.125735255459244
