Year,Units,Country,Region,Age,Contraceptive category,Main method of use,GeoCode,Value
2015,Thousands,England,,45 and over,Long acting reversible contraceptives,IU system,E92000001,16.226
2015,Thousands,England,,,Long acting reversible contraceptives,Implant,E92000001,140.019
2015,Thousands,England,,Under 16,Long acting reversible contraceptives,Implant,E92000001,5.917000000000001
2015,Thousands,England,,16 to 17,Long acting reversible contraceptives,Implant,E92000001,14.458
2015,Thousands,England,,18 to 19,Long acting reversible contraceptives,Implant,E92000001,17.697
2015,Thousands,England,,20 to 24,Long acting reversible contraceptives,Implant,E92000001,39.821
2015,Thousands,England,,25 to 34,Long acting reversible contraceptives,Implant,E92000001,42.425
2015,Thousands,England,,35 to 44,Long acting reversible contraceptives,Implant,E92000001,15.742
2015,Thousands,England,,45 and over,Long acting reversible contraceptives,Implant,E92000001,3.917
2015,Thousands,England,,,Long acting reversible contraceptives,Injectable contraceptive,E92000001,84.179
2015,Thousands,England,,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E92000001,1.841
2015,Thousands,England,,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E92000001,7.377000000000001
2015,Thousands,England,,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E92000001,11.742
2015,Thousands,England,,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E92000001,26.586
2015,Thousands,England,,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E92000001,23.648000000000003
2015,Thousands,England,,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E92000001,10.615
2015,Thousands,England,,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E92000001,2.363
2015,Thousands,England,,,User dependent methods,,E92000001,558.0790000000001
2015,Thousands,England,,Under 16,User dependent methods,,E92000001,17.331
2015,Thousands,England,,16 to 17,User dependent methods,,E92000001,53.111999999999895
2015,Thousands,England,,18 to 19,User dependent methods,,E92000001,75.64
2015,Thousands,England,,20 to 24,User dependent methods,,E92000001,171.3
2015,Thousands,England,,25 to 34,User dependent methods,,E92000001,158.60399999999998
2015,Thousands,England,,35 to 44,User dependent methods,,E92000001,57.099
2015,Thousands,England,,45 and over,User dependent methods,,E92000001,24.921999999999997
2015,Thousands,England,,,User dependent methods,Oral contraceptives,E92000001,405.43300000000005
2015,Thousands,England,,Under 16,User dependent methods,Oral contraceptives,E92000001,11.58
2015,Thousands,England,,16 to 17,User dependent methods,Oral contraceptives,E92000001,39.467
2015,Thousands,England,,18 to 19,User dependent methods,Oral contraceptives,E92000001,59.044
2015,Thousands,England,,20 to 24,User dependent methods,Oral contraceptives,E92000001,134.734
2015,Thousands,England,,25 to 34,User dependent methods,Oral contraceptives,E92000001,111.772
2015,Thousands,England,,35 to 44,User dependent methods,Oral contraceptives,E92000001,34.619
2015,Thousands,England,,45 and over,User dependent methods,Oral contraceptives,E92000001,14.169
2015,Thousands,England,,,User dependent methods,Male condom,E92000001,126.874
2015,Thousands,England,,Under 16,User dependent methods,Male condom,E92000001,5.263
2015,Thousands,England,,16 to 17,User dependent methods,Male condom,E92000001,11.931
2015,Thousands,England,,18 to 19,User dependent methods,Male condom,E92000001,13.734000000000002
2015,Thousands,England,,20 to 24,User dependent methods,Male condom,E92000001,29.14
2015,Thousands,England,,25 to 34,User dependent methods,Male condom,E92000001,37.879
2015,Thousands,England,,35 to 44,User dependent methods,Male condom,E92000001,19.625
2015,Thousands,England,,45 and over,User dependent methods,Male condom,E92000001,9.282
2015,Thousands,England,,,User dependent methods,Female condom,E92000001,1.061
2015,Thousands,England,,Under 16,User dependent methods,Female condom,E92000001,0.024
2015,Thousands,England,,16 to 17,User dependent methods,Female condom,E92000001,0.078
2015,Thousands,England,,18 to 19,User dependent methods,Female condom,E92000001,0.11699999999999999
2015,Thousands,England,,20 to 24,User dependent methods,Female condom,E92000001,0.249
2015,Thousands,England,,25 to 34,User dependent methods,Female condom,E92000001,0.322
2015,Thousands,England,,35 to 44,User dependent methods,Female condom,E92000001,0.177
2015,Thousands,England,,45 and over,User dependent methods,Female condom,E92000001,0.09300000000000001
2015,Thousands,England,,,User dependent methods,Contraceptive patch,E92000001,13.962
2015,Thousands,England,,Under 16,User dependent methods,Contraceptive patch,E92000001,0.39899999999999997
2015,Thousands,England,,16 to 17,User dependent methods,Contraceptive patch,E92000001,1.4069999999999998
2015,Thousands,England,,18 to 19,User dependent methods,Contraceptive patch,E92000001,2.227
2015,Thousands,England,,20 to 24,User dependent methods,Contraceptive patch,E92000001,4.963
2015,Thousands,England,,25 to 34,User dependent methods,Contraceptive patch,E92000001,4.169
2015,Thousands,England,,35 to 44,User dependent methods,Contraceptive patch,E92000001,0.726
2015,Thousands,England,,45 and over,User dependent methods,Contraceptive patch,E92000001,0.07
2015,Thousands,England,,,User dependent methods,Natural family planning,E92000001,6.324
2015,Thousands,England,,Under 16,User dependent methods,Natural family planning,E92000001,0.054000000000000006
2015,Thousands,England,,16 to 17,User dependent methods,Natural family planning,E92000001,0.153
2015,Thousands,England,,18 to 19,User dependent methods,Natural family planning,E92000001,0.349
2015,Thousands,England,,20 to 24,User dependent methods,Natural family planning,E92000001,1.217
2015,Thousands,England,,25 to 34,User dependent methods,Natural family planning,E92000001,2.417
2015,Thousands,England,,35 to 44,User dependent methods,Natural family planning,E92000001,1.24
2015,Thousands,England,,45 and over,User dependent methods,Natural family planning,E92000001,0.894
2015,Thousands,England,,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,4.425
2015,Thousands,England,,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.011000000000000001
2015,Thousands,England,,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.076
2015,Thousands,England,,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.16899999999999998
2015,Thousands,England,,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.997
2015,Thousands,England,,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,2.045
2015,Thousands,England,,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.7120000000000001
2015,Thousands,England,,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.414
2015,Percent,England,,,,,E92000001,100.0
2015,Percent,England,,Under 16,,,E92000001,100.0
2015,Percent,England,,16 to 17,,,E92000001,100.0
2015,Percent,England,,18 to 19,,,E92000001,99.9999999999999
2015,Percent,England,,20 to 24,,,E92000001,100.0
2015,Percent,England,,25 to 34,,,E92000001,99.9999999999999
2015,Percent,England,,35 to 44,,,E92000001,100.0
2015,Percent,England,,45 and over,,,E92000001,99.9999999999999
2015,Percent,England,,,Long acting reversible contraceptives,,E92000001,38.3850784927016
2015,Percent,England,,Under 16,Long acting reversible contraceptives,,E92000001,31.435692526803003
2015,Percent,England,,16 to 17,Long acting reversible contraceptives,,E92000001,30.1966144464304
2015,Percent,England,,18 to 19,Long acting reversible contraceptives,,E92000001,30.228482349576996
2015,Percent,England,,20 to 24,Long acting reversible contraceptives,,E92000001,32.8474936395247
2015,Percent,England,,25 to 34,Long acting reversible contraceptives,,E92000001,40.9832405560682
2015,Percent,England,,35 to 44,Long acting reversible contraceptives,,E92000001,52.8177626468789
2015,Percent,England,,45 and over,Long acting reversible contraceptives,,E92000001,51.1122444976264
2015,Percent,England,,,Long acting reversible contraceptives,IU device,E92000001,5.83547611766121
2015,Percent,England,,Under 16,Long acting reversible contraceptives,IU device,E92000001,0.478696047790481
2015,Percent,England,,16 to 17,Long acting reversible contraceptives,IU device,E92000001,0.789874881715907
2015,Percent,England,,18 to 19,Long acting reversible contraceptives,IU device,E92000001,1.63083081975076
2015,Percent,England,,20 to 24,Long acting reversible contraceptives,IU device,E92000001,3.5599060727348197
2015,Percent,England,,25 to 34,Long acting reversible contraceptives,IU device,E92000001,8.8005685708332
2015,Percent,England,,35 to 44,Long acting reversible contraceptives,IU device,E92000001,11.6288486010345
2015,Percent,England,,45 and over,Long acting reversible contraceptives,IU device,E92000001,6.96378830083565
2015,Percent,England,,,Long acting reversible contraceptives,IU system,E92000001,7.79693801731818
2015,Percent,England,,Under 16,Long acting reversible contraceptives,IU system,E92000001,0.265063100842663
2015,Percent,England,,16 to 17,Long acting reversible contraceptives,IU system,E92000001,0.7097045526232779
2015,Percent,England,,18 to 19,Long acting reversible contraceptives,IU system,E92000001,1.44265803285644
2015,Percent,England,,20 to 24,Long acting reversible contraceptives,IU system,E92000001,3.2549168728022497
2015,Percent,England,,25 to 34,Long acting reversible contraceptives,IU system,E92000001,7.596820766231049
2015,Percent,England,,35 to 44,Long acting reversible contraceptives,IU system,E92000001,19.409509329190602
2015,Percent,England,,45 and over,Long acting reversible contraceptives,IU system,E92000001,31.829416611087105
2015,Percent,England,,,Long acting reversible contraceptives,Implant,E92000001,15.458850260501402
2015,Percent,England,,Under 16,Long acting reversible contraceptives,Implant,E92000001,23.408632353522897
2015,Percent,England,,16 to 17,Long acting reversible contraceptives,Implant,E92000001,19.0016822626432
2015,Percent,England,,18 to 19,Long acting reversible contraceptives,Implant,E92000001,16.323989263082098
2015,Percent,England,,20 to 24,Long acting reversible contraceptives,Implant,E92000001,15.6105076227699
2015,Percent,England,,25 to 34,Long acting reversible contraceptives,Implant,E92000001,15.7863989521626
2015,Percent,England,,35 to 44,Long acting reversible contraceptives,Implant,E92000001,13.0079822836272
2015,Percent,England,,45 and over,Long acting reversible contraceptives,Implant,E92000001,7.68370669700655
2015,Percent,England,,,Long acting reversible contraceptives,Injectable contraceptive,E92000001,9.293814097220759
2015,Percent,England,,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E92000001,7.28330102464691
2015,Percent,England,,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E92000001,9.695352749448
2015,Percent,England,,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E92000001,10.831004233887699
2015,Percent,England,,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E92000001,10.4221630712177
2015,Percent,England,,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E92000001,8.799452266841302
2015,Percent,England,,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E92000001,8.77142243302649
2015,Percent,England,,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E92000001,4.63533288869708
2015,Percent,England,,,User dependent methods,,E92000001,61.6149215072983
2015,Percent,England,,Under 16,User dependent methods,,E92000001,68.56430747319689
2015,Percent,England,,16 to 17,User dependent methods,,E92000001,69.8033855535695
2015,Percent,England,,18 to 19,User dependent methods,,E92000001,69.7715176504229
2015,Percent,England,,20 to 24,User dependent methods,,E92000001,67.1525063604752
2015,Percent,England,,25 to 34,User dependent methods,,E92000001,59.016759443931704
2015,Percent,England,,35 to 44,User dependent methods,,E92000001,47.182237353121
2015,Percent,England,,45 and over,User dependent methods,,E92000001,48.8877555023735
2015,Percent,England,,,User dependent methods,Oral contraceptives,E92000001,44.761982571407394
2015,Percent,England,,Under 16,User dependent methods,Oral contraceptives,E92000001,45.812398623254296
2015,Percent,England,,16 to 17,User dependent methods,Oral contraceptives,E92000001,51.8702029229313
2015,Percent,England,,18 to 19,User dependent methods,Oral contraceptives,E92000001,54.4631079871968
2015,Percent,England,,20 to 24,User dependent methods,Oral contraceptives,E92000001,52.8180139636443
2015,Percent,England,,25 to 34,User dependent methods,Oral contraceptives,E92000001,41.5905099276635
2015,Percent,England,,35 to 44,User dependent methods,Oral contraceptives,E92000001,28.606488290998
2015,Percent,England,,45 and over,User dependent methods,Oral contraceptives,E92000001,27.794342657617
2015,Percent,England,,,User dependent methods,Male condom,E92000001,14.007571600646
2015,Percent,England,,Under 16,User dependent methods,Male condom,E92000001,20.821299996043802
2015,Percent,England,,16 to 17,User dependent methods,Male condom,E92000001,15.680527809904302
2015,Percent,England,,18 to 19,User dependent methods,Male condom,E92000001,12.668456152973402
2015,Percent,England,,20 to 24,User dependent methods,Male condom,E92000001,11.423374403644099
2015,Percent,England,,25 to 34,User dependent methods,Male condom,E92000001,14.0948263030988
2015,Percent,England,,35 to 44,User dependent methods,Male condom,E92000001,16.216595878299
2015,Percent,England,,45 and over,User dependent methods,Male condom,E92000001,18.2078543685511
2015,Percent,England,,,User dependent methods,Female condom,E92000001,0.11714010331735
2015,Percent,England,,Under 16,User dependent methods,Female condom,E92000001,0.0949479764212525
2015,Percent,England,,16 to 17,User dependent methods,Female condom,E92000001,0.102512879823362
2015,Percent,England,,18 to 19,User dependent methods,Female condom,E92000001,0.107922627777624
2015,Percent,England,,20 to 24,User dependent methods,Female condom,E92000001,0.0976122246570831
2015,Percent,England,,25 to 34,User dependent methods,Female condom,E92000001,0.11981662846426301
2015,Percent,England,,35 to 44,User dependent methods,Female condom,E92000001,0.146259234163512
2015,Percent,England,,45 and over,User dependent methods,Female condom,E92000001,0.182431637176821
2015,Percent,England,,,User dependent methods,Contraceptive patch,E92000001,1.54147985157101
2015,Percent,England,,Under 16,User dependent methods,Contraceptive patch,E92000001,1.5785101080033201
2015,Percent,England,,16 to 17,User dependent methods,Contraceptive patch,E92000001,1.84917463989065
2015,Percent,England,,18 to 19,User dependent methods,Contraceptive patch,E92000001,2.05421959026298
2015,Percent,England,,20 to 24,User dependent methods,Contraceptive patch,E92000001,1.9455802047112598
2015,Percent,England,,25 to 34,User dependent methods,Contraceptive patch,E92000001,1.5512904474146298
2015,Percent,England,,35 to 44,User dependent methods,Contraceptive patch,E92000001,0.599910757077459
2015,Percent,England,,45 and over,User dependent methods,Contraceptive patch,E92000001,0.137314135509435
2015,Percent,England,,,User dependent methods,Natural family planning,E92000001,0.698203594136591
2015,Percent,England,,Under 16,User dependent methods,Natural family planning,E92000001,0.21363294694781798
2015,Percent,England,,16 to 17,User dependent methods,Natural family planning,E92000001,0.201082956576595
2015,Percent,England,,18 to 19,User dependent methods,Natural family planning,E92000001,0.32192305208881
2015,Percent,England,,20 to 24,User dependent methods,Natural family planning,E92000001,0.477084648223575
2015,Percent,England,,25 to 34,User dependent methods,Natural family planning,E92000001,0.8993689161432441
2015,Percent,England,,35 to 44,User dependent methods,Natural family planning,E92000001,1.0246409625014399
2015,Percent,England,,45 and over,User dependent methods,Natural family planning,E92000001,1.7536976735062098
2015,Percent,England,,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.488543786219863
2015,Percent,England,,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.0435178225264074
2015,Percent,England,,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.0998843444432762
2015,Percent,England,,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.155888240123234
2015,Percent,England,,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.390840915594826
2015,Percent,England,,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.7609472211472622
2015,Percent,England,,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.588342230081475
2015,Percent,England,,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E92000001,0.8121150300129459
2015,Thousands,England,North East,,,,E12000001,54.29
2015,Thousands,England,North East,Under 16,,,E12000001,1.995
2015,Thousands,England,North East,16 to 17,,,E12000001,4.445
2015,Thousands,England,North East,18 to 19,,,E12000001,6.73
2015,Thousands,England,North East,20 to 24,,,E12000001,15.63
2015,Thousands,England,North East,25 to 34,,,E12000001,15.465
2015,Thousands,England,North East,35 to 44,,,E12000001,6.875
2015,Thousands,England,North East,45 and over,,,E12000001,3.15
2015,Thousands,England,North East,,Long acting reversible contraceptives,,E12000001,24.035
2015,Thousands,England,North East,Under 16,Long acting reversible contraceptives,,E12000001,0.78
2015,Thousands,England,North East,16 to 17,Long acting reversible contraceptives,,E12000001,1.76
2015,Thousands,England,North East,18 to 19,Long acting reversible contraceptives,,E12000001,2.63
2015,Thousands,England,North East,20 to 24,Long acting reversible contraceptives,,E12000001,6.26
2015,Thousands,England,North East,25 to 34,Long acting reversible contraceptives,,E12000001,7.11
2015,Thousands,England,North East,35 to 44,Long acting reversible contraceptives,,E12000001,3.855
2015,Thousands,England,North East,45 and over,Long acting reversible contraceptives,,E12000001,1.635
2015,Thousands,England,North East,,Long acting reversible contraceptives,IU device,E12000001,2.295
2015,Thousands,England,North East,Under 16,Long acting reversible contraceptives,IU device,E12000001,0.01
2015,Thousands,England,North East,16 to 17,Long acting reversible contraceptives,IU device,E12000001,0.035
2015,Thousands,England,North East,18 to 19,Long acting reversible contraceptives,IU device,E12000001,0.12
2015,Thousands,England,North East,20 to 24,Long acting reversible contraceptives,IU device,E12000001,0.48
2015,Thousands,England,North East,25 to 34,Long acting reversible contraceptives,IU device,E12000001,1.04
2015,Thousands,England,North East,35 to 44,Long acting reversible contraceptives,IU device,E12000001,0.475
2015,Thousands,England,North East,45 and over,Long acting reversible contraceptives,IU device,E12000001,0.135
2015,Thousands,England,North East,,Long acting reversible contraceptives,IU system,E12000001,4.52
2015,Thousands,England,North East,Under 16,Long acting reversible contraceptives,IU system,E12000001,0.005
2015,Thousands,England,North East,16 to 17,Long acting reversible contraceptives,IU system,E12000001,0.035
2015,Thousands,England,North East,18 to 19,Long acting reversible contraceptives,IU system,E12000001,0.11
2015,Thousands,England,North East,20 to 24,Long acting reversible contraceptives,IU system,E12000001,0.555
2015,Thousands,England,North East,25 to 34,Long acting reversible contraceptives,IU system,E12000001,1.345
2015,Thousands,England,North East,35 to 44,Long acting reversible contraceptives,IU system,E12000001,1.465
2015,Thousands,England,North East,45 and over,Long acting reversible contraceptives,IU system,E12000001,1.0
2015,Thousands,England,North East,,Long acting reversible contraceptives,Implant,E12000001,9.185
2015,Thousands,England,North East,Under 16,Long acting reversible contraceptives,Implant,E12000001,0.525
2015,Thousands,England,North East,16 to 17,Long acting reversible contraceptives,Implant,E12000001,0.92
2015,Thousands,England,North East,18 to 19,Long acting reversible contraceptives,Implant,E12000001,1.24
2015,Thousands,England,North East,20 to 24,Long acting reversible contraceptives,Implant,E12000001,2.715
2015,Thousands,England,North East,25 to 34,Long acting reversible contraceptives,Implant,E12000001,2.66
2015,Thousands,England,North East,35 to 44,Long acting reversible contraceptives,Implant,E12000001,0.885
2015,Thousands,England,North East,45 and over,Long acting reversible contraceptives,Implant,E12000001,0.235
2015,Thousands,England,North East,,Long acting reversible contraceptives,Injectable contraceptive,E12000001,8.04
2015,Thousands,England,North East,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000001,0.24
2015,Thousands,England,North East,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000001,0.77
2015,Thousands,England,North East,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000001,1.16
2015,Thousands,England,North East,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000001,2.51
2015,Thousands,England,North East,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000001,2.07
2015,Thousands,England,North East,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000001,1.025
2015,Thousands,England,North East,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000001,0.265
2015,Thousands,England,North East,,User dependent methods,,E12000001,30.255
2015,Thousands,England,North East,Under 16,User dependent methods,,E12000001,1.215
2015,Thousands,England,North East,16 to 17,User dependent methods,,E12000001,2.685
2015,Thousands,England,North East,18 to 19,User dependent methods,,E12000001,4.095
2015,Thousands,England,North East,20 to 24,User dependent methods,,E12000001,9.37
2015,Thousands,England,North East,25 to 34,User dependent methods,,E12000001,8.35
2015,Thousands,England,North East,35 to 44,User dependent methods,,E12000001,3.02
2015,Thousands,England,North East,45 and over,User dependent methods,,E12000001,1.515
2015,Thousands,England,North East,,User dependent methods,Oral contraceptives,E12000001,22.82
2015,Thousands,England,North East,Under 16,User dependent methods,Oral contraceptives,E12000001,0.855
2015,Thousands,England,North East,16 to 17,User dependent methods,Oral contraceptives,E12000001,2.01
2015,Thousands,England,North East,18 to 19,User dependent methods,Oral contraceptives,E12000001,3.275
2015,Thousands,England,North East,20 to 24,User dependent methods,Oral contraceptives,E12000001,7.47
2015,Thousands,England,North East,25 to 34,User dependent methods,Oral contraceptives,E12000001,6.185
2015,Thousands,England,North East,35 to 44,User dependent methods,Oral contraceptives,E12000001,2.07
2015,Thousands,England,North East,45 and over,User dependent methods,Oral contraceptives,E12000001,0.95
2015,Thousands,England,North East,,User dependent methods,Male condom,E12000001,6.655
2015,Thousands,England,North East,Under 16,User dependent methods,Male condom,E12000001,0.345
2015,Thousands,England,North East,16 to 17,User dependent methods,Male condom,E12000001,0.62
2015,Thousands,England,North East,18 to 19,User dependent methods,Male condom,E12000001,0.735
2015,Thousands,England,North East,20 to 24,User dependent methods,Male condom,E12000001,1.68
2015,Thousands,England,North East,25 to 34,User dependent methods,Male condom,E12000001,1.92
2015,Thousands,England,North East,35 to 44,User dependent methods,Male condom,E12000001,0.86
2015,Thousands,England,North East,45 and over,User dependent methods,Male condom,E12000001,0.49
2015,Thousands,England,North East,,User dependent methods,Female condom,E12000001,0.045
2015,Thousands,England,North East,Under 16,User dependent methods,Female condom,E12000001,0.0
2015,Thousands,England,North East,16 to 17,User dependent methods,Female condom,E12000001,0.005
2015,Thousands,England,North East,18 to 19,User dependent methods,Female condom,E12000001,0.005
2015,Thousands,England,North East,20 to 24,User dependent methods,Female condom,E12000001,0.01
2015,Thousands,England,North East,25 to 34,User dependent methods,Female condom,E12000001,0.015
2015,Thousands,England,North East,35 to 44,User dependent methods,Female condom,E12000001,0.01
2015,Thousands,England,North East,45 and over,User dependent methods,Female condom,E12000001,0.005
2015,Thousands,England,North East,,User dependent methods,Contraceptive patch,E12000001,0.38
2015,Thousands,England,North East,Under 16,User dependent methods,Contraceptive patch,E12000001,0.015
2015,Thousands,England,North East,16 to 17,User dependent methods,Contraceptive patch,E12000001,0.045
2015,Thousands,England,North East,18 to 19,User dependent methods,Contraceptive patch,E12000001,0.065
2015,Thousands,England,North East,20 to 24,User dependent methods,Contraceptive patch,E12000001,0.14
2015,Thousands,England,North East,25 to 34,User dependent methods,Contraceptive patch,E12000001,0.1
2015,Thousands,England,North East,35 to 44,User dependent methods,Contraceptive patch,E12000001,0.01
2015,Thousands,England,North East,45 and over,User dependent methods,Contraceptive patch,E12000001,0.0
2015,Thousands,England,North East,,User dependent methods,Natural family planning,E12000001,0.25
2015,Thousands,England,North East,Under 16,User dependent methods,Natural family planning,E12000001,0.0
2015,Thousands,England,North East,16 to 17,User dependent methods,Natural family planning,E12000001,0.0
2015,Thousands,England,North East,18 to 19,User dependent methods,Natural family planning,E12000001,0.015
2015,Thousands,England,North East,20 to 24,User dependent methods,Natural family planning,E12000001,0.045
2015,Thousands,England,North East,25 to 34,User dependent methods,Natural family planning,E12000001,0.085
2015,Thousands,England,North East,35 to 44,User dependent methods,Natural family planning,E12000001,0.055
2015,Thousands,England,North East,45 and over,User dependent methods,Natural family planning,E12000001,0.05
2015,Thousands,England,North East,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.105
2015,Thousands,England,North East,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.0
2015,Thousands,England,North East,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.0
2015,Thousands,England,North East,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.0
2015,Thousands,England,North East,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.025
2015,Thousands,England,North East,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.05
2015,Thousands,England,North East,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.02
2015,Thousands,England,North East,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000001,0.015
2015,Percent,England,North East,,,,E12000001,100.0
2015,Percent,England,North East,Under 16,,,E12000001,100.0
2015,Percent,England,North East,16 to 17,,,E12000001,100.0
2015,Percent,England,North East,18 to 19,,,E12000001,100.0
2015,Percent,England,North East,20 to 24,,,E12000001,100.0
2015,Percent,England,North East,25 to 34,,,E12000001,100.0
2015,Percent,England,North East,35 to 44,,,E12000001,100.0
2015,Percent,England,North East,45 and over,,,E12000001,100.0
2015,Percent,England,North East,,Long acting reversible contraceptives,,E12000001,44.0
2015,Percent,England,North East,Under 16,Long acting reversible contraceptives,,E12000001,39.0
2015,Percent,England,North East,16 to 17,Long acting reversible contraceptives,,E12000001,40.0
2015,Percent,England,North East,18 to 19,Long acting reversible contraceptives,,E12000001,39.0
