Year,Series,Country,Ethnicity,Sex,Type (wasted or overweight),BMI Classifications,IMD Deciles (England),IMD Quintiles,Urban or rural,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2006/07,WHO Child Growth Standards,England,Any other Ethnic group,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.02040816326531
2006/07,WHO Child Growth Standards,England,Not stated / Invalid,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.489232742392586
2006/07,WHO Child Growth Standards,England,,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.02407865390159
2006/07,WHO Child Growth Standards,England,,Male,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.23797980992359
2006/07,WHO Child Growth Standards,England,,Female,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.79852246691916
2006/07,WHO Child Growth Standards,England,,,Overweight,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,8.58994371127194
2006/07,WHO Child Growth Standards,England,,,Overweight,,,2,,Undefined,Units,Percentage (%),E92000001,7.6104922745239
2006/07,WHO Child Growth Standards,England,,,Overweight,,,3,,Undefined,Units,Percentage (%),E92000001,6.67468912956277
2006/07,WHO Child Growth Standards,England,,,Overweight,,,4,,Undefined,Units,Percentage (%),E92000001,5.88803088803089
2006/07,WHO Child Growth Standards,England,,,Overweight,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,4.94522450239161
2006/07,WHO Child Growth Standards,England,White - British,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.46912748853066
2006/07,WHO Child Growth Standards,England,White - Irish,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.23045267489712
2006/07,WHO Child Growth Standards,England,Any other White background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.81520314547838
2006/07,WHO Child Growth Standards,England,White and Black Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.67218831734961
2006/07,WHO Child Growth Standards,England,White and Black African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.67209113100081
2006/07,WHO Child Growth Standards,England,White and Asian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.41514726507714
2006/07,WHO Child Growth Standards,England,Any other Mixed background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.56302521008403
2006/07,WHO Child Growth Standards,England,Indian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.45098039215686
2006/07,WHO Child Growth Standards,England,Pakistani,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,11.3857677902622
2006/07,WHO Child Growth Standards,England,Bangladeshi,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.32177531206657
2006/07,WHO Child Growth Standards,England,Chinese,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,11.6343490304709
2006/07,WHO Child Growth Standards,England,Any other Asian background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.2039911308204
2006/07,WHO Child Growth Standards,England,Black - African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.0702875399361
2006/07,WHO Child Growth Standards,England,Black - Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.83760683760684
2006/07,WHO Child Growth Standards,England,Any other Black background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.88235294117647
2006/07,WHO Child Growth Standards,England,Any other Ethnic group,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.92857142857143
2006/07,WHO Child Growth Standards,England,Not stated / Invalid,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.03853871454873
2007/08,WHO Child Growth Standards,England,,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.500798557055264
2007/08,WHO Child Growth Standards,England,,Male,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.450899332037532
2007/08,WHO Child Growth Standards,England,,Female,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.552867291259137
2007/08,WHO Child Growth Standards,England,,,Wasted,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,0.650504971577035
2007/08,WHO Child Growth Standards,England,,,Wasted,,,2,,Undefined,Units,Percentage (%),E92000001,0.569482288828338
2007/08,WHO Child Growth Standards,England,,,Wasted,,,3,,Undefined,Units,Percentage (%),E92000001,0.413454364585924
2007/08,WHO Child Growth Standards,England,,,Wasted,,,4,,Undefined,Units,Percentage (%),E92000001,0.458419222840969
2007/08,WHO Child Growth Standards,England,,,Wasted,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,0.376001756504556
2007/08,WHO Child Growth Standards,England,White - British,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.315028127511385
2007/08,WHO Child Growth Standards,England,White - Irish,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.210526315789474
2007/08,WHO Child Growth Standards,England,Any other White background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.526418405147202
2007/08,WHO Child Growth Standards,England,White and Black Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.52066115702479
2007/08,WHO Child Growth Standards,England,White and Black African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,2.00834637454356
2007/08,WHO Child Growth Standards,England,White and Asian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.12994350282486
2007/08,WHO Child Growth Standards,England,Any other Mixed background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.231481481481481
2007/08,WHO Child Growth Standards,England,Indian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.17773019271949
2007/08,WHO Child Growth Standards,England,Pakistani,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.401707255837309
2007/08,WHO Child Growth Standards,England,Bangladeshi,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.708884688090737
2007/08,WHO Child Growth Standards,England,Chinese,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.632911392405063
2007/08,WHO Child Growth Standards,England,Any other Asian background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.50093926111459
2007/08,WHO Child Growth Standards,England,Black - African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.735895339329518
2007/08,WHO Child Growth Standards,England,Black - Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.150602409638554
2007/08,WHO Child Growth Standards,England,Any other Black background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.409836065573771
2007/08,WHO Child Growth Standards,England,Any other Ethnic group,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.503524672708963
2007/08,WHO Child Growth Standards,England,Not stated / Invalid,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.53796342417989
2007/08,WHO Child Growth Standards,England,,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.67764997506084
2007/08,WHO Child Growth Standards,England,,Male,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.94306039288427
2007/08,WHO Child Growth Standards,England,,Female,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.40070009265932
2007/08,WHO Child Growth Standards,England,,,Overweight,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,8.43702994667031
2007/08,WHO Child Growth Standards,England,,,Overweight,,,2,,Undefined,Units,Percentage (%),E92000001,7.22070844686648
2007/08,WHO Child Growth Standards,England,,,Overweight,,,3,,Undefined,Units,Percentage (%),E92000001,6.61837851280776
2007/08,WHO Child Growth Standards,England,,,Overweight,,,4,,Undefined,Units,Percentage (%),E92000001,5.58102329015783
2007/08,WHO Child Growth Standards,England,,,Overweight,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,4.70139422549127
2007/08,WHO Child Growth Standards,England,White - British,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.18055183498527
2007/08,WHO Child Growth Standards,England,White - Irish,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.21052631578947
2007/08,WHO Child Growth Standards,England,Any other White background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.35036069409242
2007/08,WHO Child Growth Standards,England,White and Black Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.4297520661157
2007/08,WHO Child Growth Standards,England,White and Black African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.42514345331247
2007/08,WHO Child Growth Standards,England,White and Asian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,9.76594027441485
2007/08,WHO Child Growth Standards,England,Any other Mixed background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,3.7037037037037
2007/08,WHO Child Growth Standards,England,Indian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.01284796573876
2007/08,WHO Child Growth Standards,England,Pakistani,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,10.1180015064022
2007/08,WHO Child Growth Standards,England,Bangladeshi,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.84499054820416
2007/08,WHO Child Growth Standards,England,Chinese,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.67992766726944
2007/08,WHO Child Growth Standards,England,Any other Asian background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.13838447088291
2007/08,WHO Child Growth Standards,England,Black - African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.23303352412101
2007/08,WHO Child Growth Standards,England,Black - Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.62650602409639
2007/08,WHO Child Growth Standards,England,Any other Black background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.06967213114754
2007/08,WHO Child Growth Standards,England,Any other Ethnic group,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,9.5166163141994
2007/08,WHO Child Growth Standards,England,Not stated / Invalid,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.75869921013307
2008/09,WHO Child Growth Standards,England,,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.384082079270643
2008/09,WHO Child Growth Standards,England,,Male,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.342444970393682
2008/09,WHO Child Growth Standards,England,,Female,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.427590455311362
2008/09,WHO Child Growth Standards,England,,,Wasted,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,0.467886740331492
2008/09,WHO Child Growth Standards,England,,,Wasted,,,2,,Undefined,Units,Percentage (%),E92000001,0.413985510507132
2008/09,WHO Child Growth Standards,England,,,Wasted,,,3,,Undefined,Units,Percentage (%),E92000001,0.338838411726319
2008/09,WHO Child Growth Standards,England,,,Wasted,,,4,,Undefined,Units,Percentage (%),E92000001,0.328988991522207
2008/09,WHO Child Growth Standards,England,,,Wasted,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,0.330071908522928
2008/09,WHO Child Growth Standards,England,White - British,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.217870009415097
2008/09,WHO Child Growth Standards,England,White - Irish,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.78003120124805
2008/09,WHO Child Growth Standards,England,Any other White background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.303260045489007
2008/09,WHO Child Growth Standards,England,White and Black Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.27291242362525
2008/09,WHO Child Growth Standards,England,White and Black African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.89349112426036
2008/09,WHO Child Growth Standards,England,White and Asian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.932176149148184
2008/09,WHO Child Growth Standards,England,Any other Mixed background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.364298724954463
2008/09,WHO Child Growth Standards,England,Indian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.732459521973786
2008/09,WHO Child Growth Standards,England,Pakistani,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.574143733914076
2008/09,WHO Child Growth Standards,England,Bangladeshi,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.54005400540054
2008/09,WHO Child Growth Standards,England,Chinese,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.5273566249176
2008/09,WHO Child Growth Standards,England,Any other Asian background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.314324202963628
2008/09,WHO Child Growth Standards,England,Black - African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.416418798334325
2008/09,WHO Child Growth Standards,England,Black - Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.0
2008/09,WHO Child Growth Standards,England,Any other Black background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.343773873185638
2008/09,WHO Child Growth Standards,England,Any other Ethnic group,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.404312668463612
2008/09,WHO Child Growth Standards,England,Not stated / Invalid,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.449429495747855
2008/09,WHO Child Growth Standards,England,,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.60071854801912
2008/09,WHO Child Growth Standards,England,,Male,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.72665955768247
2008/09,WHO Child Growth Standards,England,,Female,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.46911746054753
2008/09,WHO Child Growth Standards,England,,,Overweight,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,8.50656077348066
2008/09,WHO Child Growth Standards,England,,,Overweight,,,2,,Undefined,Units,Percentage (%),E92000001,7.52373666921658
2008/09,WHO Child Growth Standards,England,,,Overweight,,,3,,Undefined,Units,Percentage (%),E92000001,6.46051905024848
2008/09,WHO Child Growth Standards,England,,,Overweight,,,4,,Undefined,Units,Percentage (%),E92000001,5.21574085790206
2008/09,WHO Child Growth Standards,England,,,Overweight,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,4.45125545208063
2008/09,WHO Child Growth Standards,England,White - British,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.18361773150634
2008/09,WHO Child Growth Standards,England,White - Irish,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.92823712948518
2008/09,WHO Child Growth Standards,England,Any other White background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.85367702805156
2008/09,WHO Child Growth Standards,England,White and Black Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.45213849287169
2008/09,WHO Child Growth Standards,England,White and Black African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.93688362919132
2008/09,WHO Child Growth Standards,England,White and Asian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,10.0932176149148
2008/09,WHO Child Growth Standards,England,Any other Mixed background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,4.00728597449909
2008/09,WHO Child Growth Standards,England,Indian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.93909020817271
2008/09,WHO Child Growth Standards,England,Pakistani,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,10.5721639279351
2008/09,WHO Child Growth Standards,England,Bangladeshi,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.38073807380738
2008/09,WHO Child Growth Standards,England,Chinese,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,10.4812129202373
2008/09,WHO Child Growth Standards,England,Any other Asian background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.2622361921868
2008/09,WHO Child Growth Standards,England,Black - African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.11600237953599
2008/09,WHO Child Growth Standards,England,Black - Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.268156424581
2008/09,WHO Child Growth Standards,England,Any other Black background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.11153552330023
2008/09,WHO Child Growth Standards,England,Any other Ethnic group,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.08625336927224
2008/09,WHO Child Growth Standards,England,Not stated / Invalid,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.54966002208404
2009/10,WHO Child Growth Standards,England,,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.324714663047956
2009/10,WHO Child Growth Standards,England,,Male,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.291332847778587
2009/10,WHO Child Growth Standards,England,,Female,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.359480896393648
2009/10,WHO Child Growth Standards,England,,,Wasted,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,0.463969841960273
2009/10,WHO Child Growth Standards,England,,,Wasted,,,2,,Undefined,Units,Percentage (%),E92000001,0.354537674721871
2009/10,WHO Child Growth Standards,England,,,Wasted,,,3,,Undefined,Units,Percentage (%),E92000001,0.287081339712919
2009/10,WHO Child Growth Standards,England,,,Wasted,,,4,,Undefined,Units,Percentage (%),E92000001,0.245300320953691
2009/10,WHO Child Growth Standards,England,,,Wasted,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,0.221681300530296
2009/10,WHO Child Growth Standards,England,White - British,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.193290724065705
2009/10,WHO Child Growth Standards,England,White - Irish,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.323101777059774
2009/10,WHO Child Growth Standards,England,Any other White background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.252428669777404
2009/10,WHO Child Growth Standards,England,White and Black Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.17751610753166
2009/10,WHO Child Growth Standards,England,White and Black African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.89189189189189
2009/10,WHO Child Growth Standards,England,White and Asian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.25644329896907
2009/10,WHO Child Growth Standards,England,Any other Mixed background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.280504908835905
2009/10,WHO Child Growth Standards,England,Indian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.14906832298137
2009/10,WHO Child Growth Standards,England,Pakistani,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.374959243560483
2009/10,WHO Child Growth Standards,England,Bangladeshi,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.37344398340249
2009/10,WHO Child Growth Standards,England,Chinese,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.30241935483871
2009/10,WHO Child Growth Standards,England,Any other Asian background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.237247924080664
2009/10,WHO Child Growth Standards,England,Black - African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.526315789473684
2009/10,WHO Child Growth Standards,England,Black - Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.497925311203319
2009/10,WHO Child Growth Standards,England,Any other Black background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.365813102760226
2009/10,WHO Child Growth Standards,England,Any other Ethnic group,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.479185384845762
2009/10,WHO Child Growth Standards,England,Not stated / Invalid,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.255213650284381
2009/10,WHO Child Growth Standards,England,,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.75923457807288
2009/10,WHO Child Growth Standards,England,,Male,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.8431552614079
2009/10,WHO Child Growth Standards,England,,Female,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.6718335174711
2009/10,WHO Child Growth Standards,England,,,Overweight,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,8.5979411338263
2009/10,WHO Child Growth Standards,England,,,Overweight,,,2,,Undefined,Units,Percentage (%),E92000001,7.80390398956763
2009/10,WHO Child Growth Standards,England,,,Overweight,,,3,,Undefined,Units,Percentage (%),E92000001,6.42483587404028
2009/10,WHO Child Growth Standards,England,,,Overweight,,,4,,Undefined,Units,Percentage (%),E92000001,5.62127464465841
2009/10,WHO Child Growth Standards,England,,,Overweight,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,4.53577327653656
2009/10,WHO Child Growth Standards,England,White - British,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.35838928886524
2009/10,WHO Child Growth Standards,England,White - Irish,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.62358642972536
2009/10,WHO Child Growth Standards,England,Any other White background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.41015834162013
2009/10,WHO Child Growth Standards,England,White and Black Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.19817818262608
2009/10,WHO Child Growth Standards,England,White and Black African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.52252252252252
2009/10,WHO Child Growth Standards,England,White and Asian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,10.1159793814433
2009/10,WHO Child Growth Standards,England,Any other Mixed background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,5.18934081346424
2009/10,WHO Child Growth Standards,England,Indian,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.54658385093168
2009/10,WHO Child Growth Standards,England,Pakistani,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,11.7867623084447
2009/10,WHO Child Growth Standards,England,Bangladeshi,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,9.5850622406639
2009/10,WHO Child Growth Standards,England,Chinese,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,11.2399193548387
2009/10,WHO Child Growth Standards,England,Any other Asian background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.55239224990115
2009/10,WHO Child Growth Standards,England,Black - African,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,4.06698564593301
2009/10,WHO Child Growth Standards,England,Black - Caribbean,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,8.46473029045643
2009/10,WHO Child Growth Standards,England,Any other Black background,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,7.51579647489192
2009/10,WHO Child Growth Standards,England,Any other Ethnic group,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,9.13447139862234
2009/10,WHO Child Growth Standards,England,Not stated / Invalid,,Overweight,,,,,Undefined,Units,Percentage (%),E92000001,6.40707792523455
2010/11,WHO Child Growth Standards,England,,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.340643520855535
2010/11,WHO Child Growth Standards,England,,Male,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.326324222223855
2010/11,WHO Child Growth Standards,England,,Female,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.355473685813022
2010/11,WHO Child Growth Standards,England,,,Wasted,,,1 (Most deprived),,Undefined,Units,Percentage (%),E92000001,0.430145028627895
2010/11,WHO Child Growth Standards,England,,,Wasted,,,2,,Undefined,Units,Percentage (%),E92000001,0.424971235571391
2010/11,WHO Child Growth Standards,England,,,Wasted,,,3,,Undefined,Units,Percentage (%),E92000001,0.331214384167541
2010/11,WHO Child Growth Standards,England,,,Wasted,,,4,,Undefined,Units,Percentage (%),E92000001,0.261303519030178
2010/11,WHO Child Growth Standards,England,,,Wasted,,,5 (Least deprived),,Undefined,Units,Percentage (%),E92000001,0.209531635168447
2010/11,WHO Child Growth Standards,England,White - British,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.195694716242661
2010/11,WHO Child Growth Standards,England,White - Irish,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.0
2010/11,WHO Child Growth Standards,England,Any other White background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.247900839664134
2010/11,WHO Child Growth Standards,England,White and Black Caribbean,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.27351664254703
2010/11,WHO Child Growth Standards,England,White and Black African,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.8101036695738
2010/11,WHO Child Growth Standards,England,White and Asian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.05355575065847
2010/11,WHO Child Growth Standards,England,Any other Mixed background,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.1230012300123
2010/11,WHO Child Growth Standards,England,Indian,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,1.36864028562928
2010/11,WHO Child Growth Standards,England,Pakistani,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.41596056077646
2010/11,WHO Child Growth Standards,England,Bangladeshi,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.308999613750483
2010/11,WHO Child Growth Standards,England,Chinese,,Wasted,,,,,Undefined,Units,Percentage (%),E92000001,0.552721088435374
