Year,Sex,Age,Country,Household size,Children under 16 in the household,Children under 6 in the household,Working Status,Household income,Food insecurity category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016,Male,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,0.25
2016,Male,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,6.08
2016,Male,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,5.13
2016,Male,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.26
2016,Male,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,11.6
2016,Male,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.66
2016,Male,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,4.09
2016,Male,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.53
2016,Male,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.18
2016,Male,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,5.58
2016,Male,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.27
2016,Male,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,5.33
2016,Male,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,6.21
2016,Male,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,4.61
2016,Male,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,1.45
2016,Male,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,25.75
2016,Male,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,18.69
2016,Male,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,14.39
2016,Male,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,10.32
2016,Male,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,3.06
2016,Male,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.7
2016,Female,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.05
2016,Female,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,18.39
2016,Female,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.11
2016,Female,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.21
2016,Female,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.19
2016,Female,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.53
2016,Female,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.3
2016,Female,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.15
2016,Female,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,9.88
2016,Female,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,13.08
2016,Female,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.02
2016,Female,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.67
2016,Female,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.23
2016,Female,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,13.38
2016,Female,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.21
2016,Female,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.53
2016,Female,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.82
2016,Female,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,7.22
2016,Female,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,18.4
2016,Female,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,8.43
2016,Female,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,8.78
2016,Female,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,3.02
2016,Female,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,43.29
2016,Female,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,18.07
2016,Female,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,29.09
2016,Female,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,15.03
2016,Female,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,8.35
2016,Female,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.96
2016,,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.79
2016,,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,6.33
2016,,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.95
2016,,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.74
2016,,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.64
2016,,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.83
2016,,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.72
2016,,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.03
2016,,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,2.72
2016,,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,2.98
2016,,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,4.86
2016,,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,4.66
2016,,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,1.7
2016,,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,3.86
2016,,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,1.88
2016,,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,3.36
2016,,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,4.31
2016,,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,2.17
2016,,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,5.39
2016,,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.35
2016,,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,1.44
2016,,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.47
2016,,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,19.76
2016,,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.59
2016,,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,14.52
2016,,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,4.14
2016,,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,1.13
2016,,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.27
2016,Male,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.12
2016,Male,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,4.42
2016,Male,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.79
2016,Male,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.69
2016,Male,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.16
2016,Male,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.03
2016,Male,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.65
2016,Male,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.07
2016,Male,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,2.03
2016,Male,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,2.04
2016,Male,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,5.04
2016,Male,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,5.43
2016,Male,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,0.78
2016,Male,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,1.52
2016,Male,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,0.92
2016,Male,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,4.38
2016,Male,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,3.21
2016,Male,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,1.75
2016,Male,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,2.23
2016,Male,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.11
2016,Male,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,0.77
2016,Male,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.45
2016,Male,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,18.41
2016,Male,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.89
2016,Male,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,11.36
2016,Male,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,2.67
2016,Male,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,0.71
2016,Male,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.15
2016,Female,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.44
2016,Female,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,8.25
2016,Female,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.09
2016,Female,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.8
2016,Female,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.96
2016,Female,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,1.62
2016,Female,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.78
2016,Female,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.0
2016,Female,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,3.37
2016,Female,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,3.86
2016,Female,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,4.69
2016,Female,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,3.76
2016,Female,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,2.59
2016,Female,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,6.07
2016,Female,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,2.67
2016,Female,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,2.47
2016,Female,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,5.12
2016,Female,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,2.61
2016,Female,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,7.81
2016,Female,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,2.59
2016,Female,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,2.2
2016,Female,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.49
2016,Female,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,21.02
2016,Female,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,8.41
2016,Female,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,16.77
2016,Female,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,5.55
2016,Female,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,1.59
2016,Female,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.41
2018,,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.76
2018,,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,11.56
2018,,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,13.83
2018,,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.37
2018,,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.17
2018,,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.64
2018,,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.7
2018,,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.33
2018,,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,9.88
2018,,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,9.97
2018,,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,7.78
2018,,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.44
2018,,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,6.32
2018,,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.7
2018,,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.16
2018,,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,13.3
2018,,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.31
2018,,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,7.92
2018,,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,14.84
2018,,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,8.91
2018,,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,9.54
2018,,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,3.46
2018,,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,31.75
2018,,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,14.63
2018,,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,20.93
2018,,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,17.3
2018,,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,8.19
2018,,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,2.52
2018,Male,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.95
2018,Male,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,13.95
2018,Male,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,12.57
2018,Male,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.53
2018,Male,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,7.36
2018,Male,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.39
2018,Male,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.4
2018,Male,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,0.85
2018,Male,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,8.92
2018,Male,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,8.73
2018,Male,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,4.9
2018,Male,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,14.35
2018,Male,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,2.96
2018,Male,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.92
2018,Male,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,11.0
2018,Male,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.62
2018,Male,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.88
2018,Male,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.27
2018,Male,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,11.85
2018,Male,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,8.53
2018,Male,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,9.11
2018,Male,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,2.79
2018,Male,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,28.46
2018,Male,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,11.78
2018,Male,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,15.02
2018,Male,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,15.85
2018,Male,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,6.97
2018,Male,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,1.61
2018,Female,,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.54
2018,Female,16 to 24,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.04
2018,Female,25 to 34,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.16
2018,Female,35 to 44,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,20.4
2018,Female,45 to 54,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,8.85
2018,Female,55 to 64,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.9
2018,Female,65 to 74,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.94
2018,Female,75 and over,,,,,,,Low or very low food security,Undefined,Units,Percentage (%),,3.63
2018,Female,,England,,,,,,Low or very low food security,Undefined,Units,Percentage (%),E92000001,10.8
2018,Female,,Wales,,,,,,Low or very low food security,Undefined,Units,Percentage (%),W92000004,11.13
2018,Female,,Northern Ireland,,,,,,Low or very low food security,Undefined,Units,Percentage (%),N92000002,10.51
2018,Female,,,1,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.53
2018,Female,,,2,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.42
2018,Female,,,3,,,,,Low or very low food security,Undefined,Units,Percentage (%),,10.46
2018,Female,,,4,,,,,Low or very low food security,Undefined,Units,Percentage (%),,9.39
2018,Female,,,5 or more,,,,,Low or very low food security,Undefined,Units,Percentage (%),,15.91
2018,Female,,,,Yes,,,,Low or very low food security,Undefined,Units,Percentage (%),,17.04
2018,Female,,,,No,,,,Low or very low food security,Undefined,Units,Percentage (%),,7.56
2018,Female,,,,,Yes,,,Low or very low food security,Undefined,Units,Percentage (%),,17.16
2018,Female,,,,,No,,,Low or very low food security,Undefined,Units,Percentage (%),,9.28
2018,Female,,,,,,In work,,Low or very low food security,Undefined,Units,Percentage (%),,10.02
2018,Female,,,,,,Retired,,Low or very low food security,Undefined,Units,Percentage (%),,4.01
2018,Female,,,,,,Unemployed,,Low or very low food security,Undefined,Units,Percentage (%),,36.0
2018,Female,,,,,,Other,,Low or very low food security,Undefined,Units,Percentage (%),,16.1
2018,Female,,,,,,,"£10,399 or less",Low or very low food security,Undefined,Units,Percentage (%),,23.33
2018,Female,,,,,,,"£10,400 to £25,999",Low or very low food security,Undefined,Units,Percentage (%),,18.53
2018,Female,,,,,,,"£26,000 to £51,999",Low or very low food security,Undefined,Units,Percentage (%),,9.46
2018,Female,,,,,,,"£52,000 or more",Low or very low food security,Undefined,Units,Percentage (%),,3.55
2018,,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,4.01
2018,,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.16
2018,,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,7.84
2018,,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.31
2018,,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.07
2018,,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.97
2018,,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.33
2018,,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.4
2018,,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,3.86
2018,,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,5.89
2018,,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,2.5
2018,,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,6.05
2018,,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,2.54
2018,,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,5.64
2018,,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,3.36
2018,,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,3.31
2018,,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,5.68
2018,,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,3.33
2018,,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,6.85
2018,,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,3.53
2018,,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,3.53
2018,,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.66
2018,,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,22.61
2018,,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,6.16
2018,,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,12.8
2018,,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,7.44
2018,,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,2.57
2018,,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.43
2018,Male,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,4.13
2018,Male,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,7.45
2018,Male,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,6.81
2018,Male,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.3
2018,Male,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.1
2018,Male,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.26
2018,Male,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.0
2018,Male,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.43
2018,Male,,England,,,,,,Very low food security,Undefined,Units,Percentage (%),E92000001,3.79
2018,Male,,Wales,,,,,,Very low food security,Undefined,Units,Percentage (%),W92000004,4.79
2018,Male,,Northern Ireland,,,,,,Very low food security,Undefined,Units,Percentage (%),N92000002,1.44
2018,Male,,,1,,,,,Very low food security,Undefined,Units,Percentage (%),,7.03
2018,Male,,,2,,,,,Very low food security,Undefined,Units,Percentage (%),,1.37
2018,Male,,,3,,,,,Very low food security,Undefined,Units,Percentage (%),,5.82
2018,Male,,,4,,,,,Very low food security,Undefined,Units,Percentage (%),,4.45
2018,Male,,,5 or more,,,,,Very low food security,Undefined,Units,Percentage (%),,3.78
2018,Male,,,,Yes,,,,Very low food security,Undefined,Units,Percentage (%),,5.18
2018,Male,,,,No,,,,Very low food security,Undefined,Units,Percentage (%),,3.75
2018,Male,,,,,Yes,,,Very low food security,Undefined,Units,Percentage (%),,5.12
2018,Male,,,,,No,,,Very low food security,Undefined,Units,Percentage (%),,3.98
2018,Male,,,,,,In work,,Very low food security,Undefined,Units,Percentage (%),,3.69
2018,Male,,,,,,Retired,,Very low food security,Undefined,Units,Percentage (%),,0.82
2018,Male,,,,,,Unemployed,,Very low food security,Undefined,Units,Percentage (%),,24.17
2018,Male,,,,,,Other,,Very low food security,Undefined,Units,Percentage (%),,4.67
2018,Male,,,,,,,"£10,399 or less",Very low food security,Undefined,Units,Percentage (%),,12.17
2018,Male,,,,,,,"£10,400 to £25,999",Very low food security,Undefined,Units,Percentage (%),,8.25
2018,Male,,,,,,,"£26,000 to £51,999",Very low food security,Undefined,Units,Percentage (%),,2.22
2018,Male,,,,,,,"£52,000 or more",Very low food security,Undefined,Units,Percentage (%),,0.56
2018,Female,,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.89
2018,Female,16 to 24,,,,,,,Very low food security,Undefined,Units,Percentage (%),,2.74
2018,Female,25 to 34,,,,,,,Very low food security,Undefined,Units,Percentage (%),,8.94
2018,Female,35 to 44,,,,,,,Very low food security,Undefined,Units,Percentage (%),,5.31
2018,Female,45 to 54,,,,,,,Very low food security,Undefined,Units,Percentage (%),,3.04
2018,Female,55 to 64,,,,,,,Very low food security,Undefined,Units,Percentage (%),,4.7
2018,Female,65 to 74,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.61
2018,Female,75 and over,,,,,,,Very low food security,Undefined,Units,Percentage (%),,0.38
