Year,Type of Crime,Sex,Age,Ethnicity,Income,Long Term Disability or Sickness,Limits Activities,Total Household Income,Region,Type of Violence,Type of Sexual Assault,GeoCode,Value
2016,Sexual Assault,Female,,Asian or Asian British,,,,,,,Rape or assault by penetration (including attempts),,0.282161662119437
2016,Sexual Assault,Female,,Black or Black British,,,,,,,,,3.77739492578194
2016,Sexual Assault,Female,,Black or Black British,,,,,,,Indecent exposure or unwanted touching,,3.48475450553503
2016,Sexual Assault,Female,,Black or Black British,,,,,,,Rape or assault by penetration (including attempts),,1.56015505741329
2016,Sexual Assault,Female,,Mixed,,,,,,,,,8.62659119414787
2016,Sexual Assault,Female,,Mixed,,,,,,,Indecent exposure or unwanted touching,,7.9153708838204
2016,Sexual Assault,Female,,Mixed,,,,,,,Rape or assault by penetration (including attempts),,3.36774442727218
2016,Sexual Assault,Female,,Other ethnic group,,,,,,,,,3.31876277249554
2016,Sexual Assault,Female,,Other ethnic group,,,,,,,Indecent exposure or unwanted touching,,3.26708558564832
2016,Sexual Assault,Female,,Other ethnic group,,,,,,,Rape or assault by penetration (including attempts),,1.67992731084265
2016,Sexual Assault,Female,,White,,,,,,,,,3.09793565278408
2016,Sexual Assault,Female,,White,,,,,,,Indecent exposure or unwanted touching,,2.65547062049713
2016,Sexual Assault,Female,,White,,,,,,,Rape or assault by penetration (including attempts),,0.835468251401408
2016,Sexual Assault,Female,,,"£10,000 to less than £20,000",,,,,,,,2.7100133211874
2016,Sexual Assault,Female,,,"£10,000 to less than £20,000",,,,,,Indecent exposure or unwanted touching,,1.9989722210043
2016,Sexual Assault,Female,,,"£10,000 to less than £20,000",,,,,,Rape or assault by penetration (including attempts),,0.846396331020556
2016,Sexual Assault,Female,,,"£20,000 to less than £30,000",,,,,,,,3.29439841210781
2016,Sexual Assault,Female,,,"£20,000 to less than £30,000",,,,,,Indecent exposure or unwanted touching,,2.78228619842313
2016,Sexual Assault,Female,,,"£20,000 to less than £30,000",,,,,,Rape or assault by penetration (including attempts),,0.971152424405645
2016,Sexual Assault,Female,,,"£30,000 to less than £40,000",,,,,,,,2.44436791509666
2016,Sexual Assault,Female,,,"£30,000 to less than £40,000",,,,,,Indecent exposure or unwanted touching,,2.14093070761934
2016,Sexual Assault,Female,,,"£30,000 to less than £40,000",,,,,,Rape or assault by penetration (including attempts),,0.50703614320239
2016,Sexual Assault,Female,,,"£40,000 to less than £50,000",,,,,,,,2.50841237344361
2016,Sexual Assault,Female,,,"£40,000 to less than £50,000",,,,,,Indecent exposure or unwanted touching,,2.1751929740674
2016,Sexual Assault,Female,,,"£40,000 to less than £50,000",,,,,,Rape or assault by penetration (including attempts),,0.538556148588102
2016,Sexual Assault,Female,,,"£50,000 or more",,,,,,,,2.48406166874514
2016,Sexual Assault,Female,,,"£50,000 or more",,,,,,Indecent exposure or unwanted touching,,2.23807814039799
2016,Sexual Assault,Female,,,"£50,000 or more",,,,,,Rape or assault by penetration (including attempts),,0.530498347751359
2016,Sexual Assault,Female,,,"Less than £10,000",,,,,,,,3.11441122556755
2016,Sexual Assault,Female,,,"Less than £10,000",,,,,,Indecent exposure or unwanted touching,,2.14587006377764
2016,Sexual Assault,Female,,,"Less than £10,000",,,,,,Rape or assault by penetration (including attempts),,1.45948209085229
2016,Sexual Assault,Female,,,No income stated or not enough information provided,,,,,,,,3.81612940636949
2016,Sexual Assault,Female,,,No income stated or not enough information provided,,,,,,Indecent exposure or unwanted touching,,3.29522617835898
2016,Sexual Assault,Female,,,No income stated or not enough information provided,,,,,,Rape or assault by penetration (including attempts),,1.50051349235705
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Does not limit activities,,,,,,6.2647559419654
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Does not limit activities,,,,Indecent exposure or unwanted touching,,5.70240588290053
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Does not limit activities,,,,Rape or assault by penetration (including attempts),,1.20924241938861
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Limits activities,,,,,,5.04686881283446
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Limits activities,,,,Indecent exposure or unwanted touching,,3.99830518767743
2016,Sexual Assault,Female,,,,Long-standing illness or disability,Limits activities,,,,Rape or assault by penetration (including attempts),,2.00572145540619
2016,Sexual Assault,Female,,,,Long-standing illness or disability,,,,,,,5.32042585023478
2016,Sexual Assault,Female,,,,Long-standing illness or disability,,,,,Indecent exposure or unwanted touching,,4.38352005612216
2016,Sexual Assault,Female,,,,Long-standing illness or disability,,,,,Rape or assault by penetration (including attempts),,1.82048585462087
2016,Sexual Assault,Female,,,,No long-standing illness or disability,,,,,,,2.66982555143505
2016,Sexual Assault,Female,,,,No long-standing illness or disability,,,,,Indecent exposure or unwanted touching,,2.35779137520379
2016,Sexual Assault,Female,,,,No long-standing illness or disability,,,,,Rape or assault by penetration (including attempts),,0.69698246439269
2016,Sexual Assault,Female,,,,,,,East,,,E12000007,2.44514659725475
2016,Sexual Assault,Female,,,,,,,East,,Indecent exposure or unwanted touching,E12000007,2.26066872582916
2016,Sexual Assault,Female,,,,,,,East,,Rape or assault by penetration (including attempts),E12000007,0.557825013950411
2016,Sexual Assault,Female,,,,,,,East Midlands,,,E12000004,2.94332036600579
2016,Sexual Assault,Female,,,,,,,East Midlands,,Indecent exposure or unwanted touching,E12000004,2.46918025383815
2016,Sexual Assault,Female,,,,,,,East Midlands,,Rape or assault by penetration (including attempts),E12000004,0.777668061091644
2016,Sexual Assault,Female,,,,,,,London,,,E12000007,3.04923737588691
2016,Sexual Assault,Female,,,,,,,London,,Indecent exposure or unwanted touching,E12000007,2.76582450229651
2016,Sexual Assault,Female,,,,,,,London,,Rape or assault by penetration (including attempts),E12000007,0.709974064226669
2016,Sexual Assault,Female,,,,,,,North East,,,E12000001,4.00371412474328
2016,Sexual Assault,Female,,,,,,,North East,,Indecent exposure or unwanted touching,E12000001,3.28825491763713
2016,Sexual Assault,Female,,,,,,,North East,,Rape or assault by penetration (including attempts),E12000001,1.10885147420951
2016,Sexual Assault,Female,,,,,,,North West,,,E12000002,2.25584921811567
2016,Sexual Assault,Female,,,,,,,North West,,Indecent exposure or unwanted touching,E12000002,1.84728127348598
2016,Sexual Assault,Female,,,,,,,North West,,Rape or assault by penetration (including attempts),E12000002,0.635110584740563
2016,Sexual Assault,Female,,,,,,,South East,,,E12000008,2.7301847671365
2016,Sexual Assault,Female,,,,,,,South East,,Indecent exposure or unwanted touching,E12000008,2.19908635347169
2016,Sexual Assault,Female,,,,,,,South East,,Rape or assault by penetration (including attempts),E12000008,1.1217379064788
2016,Sexual Assault,Female,,,,,,,South West,,,E12000009,3.93434261330968
2016,Sexual Assault,Female,,,,,,,South West,,Indecent exposure or unwanted touching,E12000009,3.19767827828526
2016,Sexual Assault,Female,,,,,,,South West,,Rape or assault by penetration (including attempts),E12000009,1.14034967523278
2016,Sexual Assault,Female,,,,,,,Wales,,,W92000004,3.58277482044456
2016,Sexual Assault,Female,,,,,,,Wales,,Indecent exposure or unwanted touching,W92000004,3.37282486599839
2016,Sexual Assault,Female,,,,,,,Wales,,Rape or assault by penetration (including attempts),W92000004,0.420402447465312
2016,Sexual Assault,Female,,,,,,,West Midlands,,,E12000005,2.52254986511025
2016,Sexual Assault,Female,,,,,,,West Midlands,,Indecent exposure or unwanted touching,E12000005,2.09100890790532
2016,Sexual Assault,Female,,,,,,,West Midlands,,Rape or assault by penetration (including attempts),E12000005,0.749075776166507
2016,Sexual Assault,Female,,,,,,,Yorkshire and the Humber,,,E12000003,2.2377495290183
2016,Sexual Assault,Female,,,,,,,Yorkshire and the Humber,,Indecent exposure or unwanted touching,E12000003,1.36941340325939
2016,Sexual Assault,Female,,,,,,,Yorkshire and the Humber,,Rape or assault by penetration (including attempts),E12000003,1.20594918606023
2016,Sexual Assault,Female,,,,,,,,,,,3.07941902878173
2016,Sexual Assault,Female,,,,,,,,,Indecent exposure or unwanted touching,,2.67349397329834
2016,Sexual Assault,Female,,,,,,,,,Rape or assault by penetration (including attempts),,0.868450676632067
2016,Sexual Assault,Male,16 to 19,,,,,,,,,,3.03751384008786
2016,Sexual Assault,Male,16 to 19,,,,,,,,Indecent exposure or unwanted touching,,3.03751384008786
2016,Sexual Assault,Male,16 to 19,,,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,20 to 24,,,,,,,,,,1.66984683314814
2016,Sexual Assault,Male,20 to 24,,,,,,,,Indecent exposure or unwanted touching,,1.66599561227083
2016,Sexual Assault,Male,20 to 24,,,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,25 to 34,,,,,,,,,,1.08633902393711
2016,Sexual Assault,Male,25 to 34,,,,,,,,Indecent exposure or unwanted touching,,1.03606213977755
2016,Sexual Assault,Male,25 to 34,,,,,,,,Rape or assault by penetration (including attempts),,0.107251305628412
2016,Sexual Assault,Male,35 to 44,,,,,,,,,,0.392781449391545
2016,Sexual Assault,Male,35 to 44,,,,,,,,Indecent exposure or unwanted touching,,0.321343718000234
2016,Sexual Assault,Male,35 to 44,,,,,,,,Rape or assault by penetration (including attempts),,0.0699747988066243
2016,Sexual Assault,Male,45 to 54,,,,,,,,,,0.176792239547704
2016,Sexual Assault,Male,45 to 54,,,,,,,,Indecent exposure or unwanted touching,,0.153690738680413
2016,Sexual Assault,Male,45 to 54,,,,,,,,Rape or assault by penetration (including attempts),,0.0228199008614994
2016,Sexual Assault,Male,55 to 59,,,,,,,,,,0.0821776730407048
2016,Sexual Assault,Male,55 to 59,,,,,,,,Indecent exposure or unwanted touching,,0.0820519075357496
2016,Sexual Assault,Male,55 to 59,,,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,Asian or Asian British,,,,,,,,,0.533872134295624
2016,Sexual Assault,Male,,Asian or Asian British,,,,,,,Indecent exposure or unwanted touching,,0.47265015630652
2016,Sexual Assault,Male,,Asian or Asian British,,,,,,,Rape or assault by penetration (including attempts),,0.0571484373994016
2016,Sexual Assault,Male,,Black or Black British,,,,,,,,,0.0
2016,Sexual Assault,Male,,Black or Black British,,,,,,,Indecent exposure or unwanted touching,,0.0
2016,Sexual Assault,Male,,Black or Black British,,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,Mixed,,,,,,,,,1.40810194995407
2016,Sexual Assault,Male,,Mixed,,,,,,,Indecent exposure or unwanted touching,,1.40389357710026
2016,Sexual Assault,Male,,Mixed,,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,Other ethnic group,,,,,,,,,2.14902331028007
2016,Sexual Assault,Male,,Other ethnic group,,,,,,,Indecent exposure or unwanted touching,,1.34717744957905
2016,Sexual Assault,Male,,Other ethnic group,,,,,,,Rape or assault by penetration (including attempts),,0.78948526299409
2016,Sexual Assault,Male,,White,,,,,,,,,0.869568150261142
2016,Sexual Assault,Male,,White,,,,,,,Indecent exposure or unwanted touching,,0.849572521949744
2016,Sexual Assault,Male,,White,,,,,,,Rape or assault by penetration (including attempts),,0.0356935700220183
2016,Sexual Assault,Male,,,"£10,000 to less than £20,000",,,,,,,,0.65478229471714
2016,Sexual Assault,Male,,,"£10,000 to less than £20,000",,,,,,Indecent exposure or unwanted touching,,0.651772538542818
2016,Sexual Assault,Male,,,"£10,000 to less than £20,000",,,,,,Rape or assault by penetration (including attempts),,0.13732497128996
2016,Sexual Assault,Male,,,"£20,000 to less than £30,000",,,,,,,,0.895806517012408
2016,Sexual Assault,Male,,,"£20,000 to less than £30,000",,,,,,Indecent exposure or unwanted touching,,0.826560681667295
2016,Sexual Assault,Male,,,"£20,000 to less than £30,000",,,,,,Rape or assault by penetration (including attempts),,0.0691347465429559
2016,Sexual Assault,Male,,,"£30,000 to less than £40,000",,,,,,,,0.808392077338769
2016,Sexual Assault,Male,,,"£30,000 to less than £40,000",,,,,,Indecent exposure or unwanted touching,,0.806068759335558
2016,Sexual Assault,Male,,,"£30,000 to less than £40,000",,,,,,Rape or assault by penetration (including attempts),,0.0911654059229888
2016,Sexual Assault,Male,,,"£40,000 to less than £50,000",,,,,,,,0.308498420688902
2016,Sexual Assault,Male,,,"£40,000 to less than £50,000",,,,,,Indecent exposure or unwanted touching,,0.307911340684937
2016,Sexual Assault,Male,,,"£40,000 to less than £50,000",,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,,"£50,000 or more",,,,,,,,0.722945855537253
2016,Sexual Assault,Male,,,"£50,000 or more",,,,,,Indecent exposure or unwanted touching,,0.600698601570502
2016,Sexual Assault,Male,,,"£50,000 or more",,,,,,Rape or assault by penetration (including attempts),,0.122130405724951
2016,Sexual Assault,Male,,,"Less than £10,000",,,,,,,,1.09847671669473
2016,Sexual Assault,Male,,,"Less than £10,000",,,,,,Indecent exposure or unwanted touching,,1.09135995439369
2016,Sexual Assault,Male,,,"Less than £10,000",,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,,No income stated or not enough information provided,,,,,,,,0.962291349543839
2016,Sexual Assault,Male,,,No income stated or not enough information provided,,,,,,Indecent exposure or unwanted touching,,0.955054573604133
2016,Sexual Assault,Male,,,No income stated or not enough information provided,,,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Does not limit activities,,,,,,0.763158437365105
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Does not limit activities,,,,Indecent exposure or unwanted touching,,0.763158437365105
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Does not limit activities,,,,Rape or assault by penetration (including attempts),,0.0
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Limits activities,,,,,,1.13441760550039
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Limits activities,,,,Indecent exposure or unwanted touching,,1.005106346834
2016,Sexual Assault,Male,,,,Long-standing illness or disability,Limits activities,,,,Rape or assault by penetration (including attempts),,0.224334989261283
2016,Sexual Assault,Male,,,,Long-standing illness or disability,,,,,,,1.01837012031496
2016,Sexual Assault,Male,,,,Long-standing illness or disability,,,,,Indecent exposure or unwanted touching,,0.929267807852684
2016,Sexual Assault,Male,,,,Long-standing illness or disability,,,,,Rape or assault by penetration (including attempts),,0.155056471186547
2016,Sexual Assault,Male,,,,No long-standing illness or disability,,,,,,,0.810343255188453
2016,Sexual Assault,Male,,,,No long-standing illness or disability,,,,,Indecent exposure or unwanted touching,,0.784392057791935
2016,Sexual Assault,Male,,,,No long-standing illness or disability,,,,,Rape or assault by penetration (including attempts),,0.0307076492455616
2016,Sexual Assault,Male,,,,,,,East,,,E12000007,0.902889167422075
2016,Sexual Assault,Male,,,,,,,East,,Indecent exposure or unwanted touching,E12000007,0.901922381846369
2016,Sexual Assault,Male,,,,,,,East,,Rape or assault by penetration (including attempts),E12000007,0.121614584009725
2016,Sexual Assault,Male,,,,,,,East Midlands,,,E12000004,0.629789688367302
2016,Sexual Assault,Male,,,,,,,East Midlands,,Indecent exposure or unwanted touching,E12000004,0.505455445916775
2016,Sexual Assault,Male,,,,,,,East Midlands,,Rape or assault by penetration (including attempts),E12000004,0.124011581164546
2016,Sexual Assault,Male,,,,,,,London,,,E12000007,1.11550546356769
2016,Sexual Assault,Male,,,,,,,London,,Indecent exposure or unwanted touching,E12000007,1.0407653372363
2016,Sexual Assault,Male,,,,,,,London,,Rape or assault by penetration (including attempts),E12000007,0.069982283257862
2016,Sexual Assault,Male,,,,,,,North East,,,E12000001,0.0
2016,Sexual Assault,Male,,,,,,,North East,,Indecent exposure or unwanted touching,E12000001,0.0
2016,Sexual Assault,Male,,,,,,,North East,,Rape or assault by penetration (including attempts),E12000001,0.0
2016,Sexual Assault,Male,,,,,,,North West,,,E12000002,0.609100972512093
2016,Sexual Assault,Male,,,,,,,North West,,Indecent exposure or unwanted touching,E12000002,0.606758315011294
2016,Sexual Assault,Male,,,,,,,North West,,Rape or assault by penetration (including attempts),E12000002,0.0
2016,Sexual Assault,Male,,,,,,,South East,,,E12000008,0.567061412819904
2016,Sexual Assault,Male,,,,,,,South East,,Indecent exposure or unwanted touching,E12000008,0.486664949849354
2016,Sexual Assault,Male,,,,,,,South East,,Rape or assault by penetration (including attempts),E12000008,0.0787150670454865
2016,Sexual Assault,Male,,,,,,,South West,,,E12000009,1.12400785021499
2016,Sexual Assault,Male,,,,,,,South West,,Indecent exposure or unwanted touching,E12000009,1.12239981594577
2016,Sexual Assault,Male,,,,,,,South West,,Rape or assault by penetration (including attempts),E12000009,0.188920276884798
2016,Sexual Assault,Male,,,,,,,Wales,,,W92000004,0.26748693808466
2016,Sexual Assault,Male,,,,,,,Wales,,Indecent exposure or unwanted touching,W92000004,0.267227385996415
2016,Sexual Assault,Male,,,,,,,Wales,,Rape or assault by penetration (including attempts),W92000004,0.0
2016,Sexual Assault,Male,,,,,,,West Midlands,,,E12000005,1.05411269717412
2016,Sexual Assault,Male,,,,,,,West Midlands,,Indecent exposure or unwanted touching,E12000005,1.04757633806462
2016,Sexual Assault,Male,,,,,,,West Midlands,,Rape or assault by penetration (including attempts),E12000005,0.0
2016,Sexual Assault,Male,,,,,,,Yorkshire and the Humber,,,E12000003,0.567989093220688
2016,Sexual Assault,Male,,,,,,,Yorkshire and the Humber,,Indecent exposure or unwanted touching,E12000003,0.451470437864242
2016,Sexual Assault,Male,,,,,,,Yorkshire and the Humber,,Rape or assault by penetration (including attempts),E12000003,0.116003759568421
2016,Sexual Assault,Male,,,,,,,,,,,0.835818025874449
2016,Sexual Assault,Male,,,,,,,,,Indecent exposure or unwanted touching,,0.801849277624455
2016,Sexual Assault,Male,,,,,,,,,Rape or assault by penetration (including attempts),,0.0463375664544054
2016,Violent Crime,Female,16 to 24,,,,,,,,,,2.6737668862995
2016,Violent Crime,Female,16 to 24,,,,,,,Violence with injury,,,1.72160710031481
2016,Violent Crime,Female,16 to 24,,,,,,,Wounding,,,1.04163140648532
2016,Violent Crime,Female,16 to 24,,,,,,,Assault with minor injury,,,0.679975693829493
2016,Violent Crime,Female,16 to 24,,,,,,,Violence without injury,,,0.952159785984691
2016,Violent Crime,Female,25 to 34,,,,,,,,,,1.68124074313193
2016,Violent Crime,Female,25 to 34,,,,,,,Violence with injury,,,0.83636903109361
2016,Violent Crime,Female,25 to 34,,,,,,,Wounding,,,0.489686209214672
2016,Violent Crime,Female,25 to 34,,,,,,,Assault with minor injury,,,0.346682821878936
2016,Violent Crime,Female,25 to 34,,,,,,,Violence without injury,,,0.905657662792109
2016,Violent Crime,Female,35 to 44,,,,,,,,,,1.21349820368766
2016,Violent Crime,Female,35 to 44,,,,,,,Violence with injury,,,0.46031111072122
2016,Violent Crime,Female,35 to 44,,,,,,,Wounding,,,0.107593690461969
2016,Violent Crime,Female,35 to 44,,,,,,,Assault with minor injury,,,0.352717420259252
2016,Violent Crime,Female,35 to 44,,,,,,,Violence without injury,,,0.75318709296645
2016,Violent Crime,Female,45 to 54,,,,,,,,,,1.58816293235495
2016,Violent Crime,Female,45 to 54,,,,,,,Violence with injury,,,0.793788784287456
2016,Violent Crime,Female,45 to 54,,,,,,,Wounding,,,0.460413005175735
2016,Violent Crime,Female,45 to 54,,,,,,,Assault with minor injury,,,0.350623286925553
2016,Violent Crime,Female,45 to 54,,,,,,,Violence without injury,,,0.848094392474623
2016,Violent Crime,Female,55 to 64,,,,,,,,,,0.922807278468021
2016,Violent Crime,Female,55 to 64,,,,,,,Violence with injury,,,0.457308536642119
2016,Violent Crime,Female,55 to 64,,,,,,,Wounding,,,0.134283533682954
2016,Violent Crime,Female,55 to 64,,,,,,,Assault with minor injury,,,0.323025002959167
2016,Violent Crime,Female,55 to 64,,,,,,,Violence without injury,,,0.4860635096089
2016,Violent Crime,Female,65 to 74,,,,,,,,,,0.314747772787075
2016,Violent Crime,Female,65 to 74,,,,,,,Violence with injury,,,0.0855735380251234
2016,Violent Crime,Female,65 to 74,,,,,,,Wounding,,,0.02425675136525
2016,Violent Crime,Female,65 to 74,,,,,,,Assault with minor injury,,,0.0613167866598733
2016,Violent Crime,Female,65 to 74,,,,,,,Violence without injury,,,0.229174234761951
2016,Violent Crime,Female,75 and over,,,,,,,,,,0.0967175535041443
2016,Violent Crime,Female,75 and over,,,,,,,Violence with injury,,,0.0
2016,Violent Crime,Female,75 and over,,,,,,,Wounding,,,0.0
2016,Violent Crime,Female,75 and over,,,,,,,Assault with minor injury,,,0.0
2016,Violent Crime,Female,75 and over,,,,,,,Violence without injury,,,0.0967175535041443
2016,Violent Crime,Female,,,,,,,,,,,1.27030929101183
2016,Violent Crime,Female,,,,,,,,Violence with injury,,,0.645559531076128
2016,Violent Crime,Female,,,,,,,,Wounding,,,0.333683643829883
2016,Violent Crime,Female,,,,,,,,Assault with minor injury,,,0.314885415592106
2016,Violent Crime,Female,,,,,,,,Violence without injury,,,0.647185344751676
2016,Violent Crime,Male,16 to 24,,,,,,,,,,5.42249123349299
2016,Violent Crime,Male,16 to 24,,,,,,,Violence with injury,,,2.9294308635081
2016,Violent Crime,Male,16 to 24,,,,,,,Wounding,,,1.49285915090604
2016,Violent Crime,Male,16 to 24,,,,,,,Assault with minor injury,,,1.54136411272863
2016,Violent Crime,Male,16 to 24,,,,,,,Violence without injury,,,2.85076447140155
2016,Violent Crime,Male,25 to 34,,,,,,,,,,2.40294251137134
2016,Violent Crime,Male,25 to 34,,,,,,,Violence with injury,,,1.05286494438216
2016,Violent Crime,Male,25 to 34,,,,,,,Wounding,,,0.449200675875595
2016,Violent Crime,Male,25 to 34,,,,,,,Assault with minor injury,,,0.603664268506574
2016,Violent Crime,Male,25 to 34,,,,,,,Violence without injury,,,1.42938545595531
2016,Violent Crime,Male,35 to 44,,,,,,,,,,1.95455927262246
2016,Violent Crime,Male,35 to 44,,,,,,,Violence with injury,,,0.879501202539555
2016,Violent Crime,Male,35 to 44,,,,,,,Wounding,,,0.597541743488622
2016,Violent Crime,Male,35 to 44,,,,,,,Assault with minor injury,,,0.281959459050932
2016,Violent Crime,Male,35 to 44,,,,,,,Violence without injury,,,1.12192971763703
2016,Violent Crime,Male,45 to 54,,,,,,,,,,2.21824025022018
2016,Violent Crime,Male,45 to 54,,,,,,,Violence with injury,,,0.966810756932769
2016,Violent Crime,Male,45 to 54,,,,,,,Wounding,,,0.482562623916851
2016,Violent Crime,Male,45 to 54,,,,,,,Assault with minor injury,,,0.507380890527161
2016,Violent Crime,Male,45 to 54,,,,,,,Violence without injury,,,1.33049948897392
2016,Violent Crime,Male,55 to 64,,,,,,,,,,0.706610449299252
2016,Violent Crime,Male,55 to 64,,,,,,,Violence with injury,,,0.173505431218935
2016,Violent Crime,Male,55 to 64,,,,,,,Wounding,,,0.0740518837520415
2016,Violent Crime,Male,55 to 64,,,,,,,Assault with minor injury,,,0.0994535474668937
2016,Violent Crime,Male,55 to 64,,,,,,,Violence without injury,,,0.55898183258443
2016,Violent Crime,Male,65 to 74,,,,,,,,,,0.645324664733112
2016,Violent Crime,Male,65 to 74,,,,,,,Violence with injury,,,0.234959243527814
2016,Violent Crime,Male,65 to 74,,,,,,,Wounding,,,0.0577763507576174
2016,Violent Crime,Male,65 to 74,,,,,,,Assault with minor injury,,,0.177182892770197
2016,Violent Crime,Male,65 to 74,,,,,,,Violence without injury,,,0.461571940082454
2016,Violent Crime,Male,75 and over,,,,,,,,,,0.270931890438912
2016,Violent Crime,Male,75 and over,,,,,,,Violence with injury,,,0.0374372159380562
2016,Violent Crime,Male,75 and over,,,,,,,Wounding,,,0.0374372159380562
2016,Violent Crime,Male,75 and over,,,,,,,Assault with minor injury,,,0.0
2016,Violent Crime,Male,75 and over,,,,,,,Violence without injury,,,0.233494674500855
2016,Violent Crime,Male,,,,,,,,,,,2.07938725965801
2016,Violent Crime,Male,,,,,,,,Violence with injury,,,0.958473847095882
2016,Violent Crime,Male,,,,,,,,Wounding,,,0.48769418484766
2016,Violent Crime,Male,,,,,,,,Assault with minor injury,,,0.489398784113292
2016,Violent Crime,Male,,,,,,,,Violence without injury,,,1.21573829498394
2016,Violent Crime,,16 to 24,,,,,,,,,,4.07807862276216
2016,Violent Crime,,16 to 24,,,,,,,Violence with injury,,,2.33867919339778
2016,Violent Crime,,16 to 24,,,,,,,Wounding,,,1.27216176794356
2016,Violent Crime,,16 to 24,,,,,,,Assault with minor injury,,,1.12005542301301
2016,Violent Crime,,16 to 24,,,,,,,Violence without injury,,,1.92214895399863
2016,Violent Crime,,25 to 34,,,,,,,,,,2.04154800818417
2016,Violent Crime,,25 to 34,,,,,,,Violence with injury,,,0.944453913027982
2016,Violent Crime,,25 to 34,,,,,,,Wounding,,,0.46947393811664
2016,Violent Crime,,25 to 34,,,,,,,Assault with minor injury,,,0.474979974911344
2016,Violent Crime,,25 to 34,,,,,,,Violence without injury,,,1.16712706343777
2016,Violent Crime,,35 to 44,,,,,,,,,,1.58092246493076
2016,Violent Crime,,35 to 44,,,,,,,Violence with injury,,,0.668149055882967
2016,Violent Crime,,35 to 44,,,,,,,Wounding,,,0.350514023181067
2016,Violent Crime,,35 to 44,,,,,,,Assault with minor injury,,,0.317635032701902
2016,Violent Crime,,35 to 44,,,,,,,Violence without injury,,,0.936012762992776
2016,Violent Crime,,45 to 54,,,,,,,,,,1.89845244679165
2016,Violent Crime,,45 to 54,,,,,,,Violence with injury,,,0.878995634870318
2016,Violent Crime,,45 to 54,,,,,,,Wounding,,,0.471320864019827
2016,Violent Crime,,45 to 54,,,,,,,Assault with minor injury,,,0.427820544034571
2016,Violent Crime,,45 to 54,,,,,,,Violence without injury,,,1.08566086076411
2016,Violent Crime,,55 to 64,,,,,,,,,,0.816558801722269
2016,Violent Crime,,55 to 64,,,,,,,Violence with injury,,,0.317835410404045
